NAME:,run_1_1,,
24.282,-0.1,-11.09,5.71
24.363,-0.1,-11.09,5.71
24.439,-0.1,-11.09,5.71
24.511,-0.1,-11.09,5.71
24.586,-0.1,-11.09,5.71
24.673,1.48,-15.25,0.65
24.769,0.13,-11.19,0.22
24.838,-0.65,-7.86,-1.12
24.911,-0.65,-7.86,-1.12
24.986,-0.65,-7.86,-1.12
25.089,-0.65,-7.86,-1.12
25.178,-0.65,-7.86,-1.12
25.244,-0.65,-7.86,-1.12
25.321,-0.65,-7.86,-1.12
25.41,-0.65,-7.86,-1.12
25.499,-2.14,-5.61,-1.92
25.56,-1.15,-1.66,-2.24
25.653,-1.54,-3.83,-0.67
25.74,-1.54,-3.83,-0.67
25.809,-1.54,-3.83,-0.67
25.89,-1.54,-3.83,-0.67
25.977,-1.54,-3.83,-0.67
26.059,-1.54,-3.83,-0.67
26.143,-1.54,-3.83,-0.67
26.209,-1.54,-3.83,-0.67
26.282,-0.73,0.14,-0.68
26.374,-1.01,-3.91,-5.23
26.459,-0.18,-9.83,-6.16
26.528,-0.18,-9.83,-6.16
26.609,-0.18,-9.83,-6.16
26.716,-0.18,-9.83,-6.16
26.782,-0.18,-9.83,-6.16
26.852,-0.18,-9.83,-6.16
26.967,-0.18,-9.83,-6.16
27.043,-0.18,-9.83,-6.16
27.109,0.21,-10.12,-1.69
27.188,-1.63,-14.07,3.27
27.281,-0.18,-11.53,3.26
27.357,-0.18,-11.53,3.26
27.431,-0.18,-11.53,3.26
27.507,-0.18,-11.53,3.26
27.599,-0.18,-11.53,3.26
27.662,-0.18,-11.53,3.26
27.765,-0.18,-11.53,3.26
27.841,-0.18,-11.53,3.26
27.92,-1.07,-17.47,-1.77
27.994,-0.33,-14.97,0.17
28.081,-2.05,-8.75,1.31
28.156,-2.05,-8.75,1.31
28.23,-2.05,-8.75,1.31
28.311,-2.05,-8.75,1.31
28.401,-2.05,-8.75,1.31
28.483,-2.05,-8.75,1.31
28.555,-2.05,-8.75,1.31
28.633,-2.05,-8.75,1.31
28.715,-2.3,-6.8,2.94
28.794,-1.99,-1.58,1.57
28.887,-1.28,-4.55,0.26
28.963,-1.28,-4.55,0.26
29.055,-1.28,-4.55,0.26
29.144,-1.28,-4.55,0.26
29.227,-1.28,-4.55,0.26
29.297,-1.28,-4.55,0.26
29.386,-1.28,-4.55,0.26
29.46,-1.28,-4.55,0.26
29.538,0.05,-0.98,-0.05
29.613,-0.76,-0.98,-0.13
29.691,-0.07,-4.72,4.81
29.765,-0.07,-4.72,4.81
29.864,-0.07,-4.72,4.81
29.928,-0.07,-4.72,4.81
30.033,-0.07,-4.72,4.81
30.106,-0.07,-4.72,4.81
30.185,-0.07,-4.72,4.81
30.262,-0.07,-4.72,4.81
30.343,-0.81,-3.47,5.22
30.434,0.17,-4,4.94
30.517,-1.65,-6.05,2.62
30.597,-1.65,-6.05,2.62
30.668,-1.65,-6.05,2.62
30.745,-1.65,-6.05,2.62
30.841,-1.65,-6.05,2.62
30.922,-1.65,-6.05,2.62
31,-1.65,-6.05,2.62
31.077,-1.65,-6.05,2.62
31.146,-1.87,-7.82,3.23
31.233,-2.98,-15,5.88
31.309,-2.51,-14.21,4.73
31.415,-2.51,-14.21,4.73
31.482,-2.51,-14.21,4.73
31.566,-2.51,-14.21,4.73
31.651,-2.51,-14.21,4.73
31.724,-2.51,-14.21,4.73
31.799,-2.51,-14.21,4.73
31.885,-2.51,-14.21,4.73
31.957,-3.86,-19.22,7.85
32.056,-2.94,-18.84,6.3
32.135,-2.8,-12.64,4.79
32.216,-2.8,-12.64,4.79
32.292,-2.8,-12.64,4.79
32.365,-2.8,-12.64,4.79
32.452,-2.8,-12.64,4.79
32.53,-2.8,-12.64,4.79
32.611,-2.8,-12.64,4.79
32.694,-2.8,-12.64,4.79
32.772,-0.97,-12.64,0.13
32.85,-1.24,-9.09,-0.97
32.932,-1.16,-8.67,-1.2
33.012,-1.16,-8.67,-1.2
33.116,-1.16,-8.67,-1.2
33.212,-1.16,-8.67,-1.2
33.282,-1.16,-8.67,-1.2
33.346,-1.16,-8.67,-1.2
33.416,-1.16,-8.67,-1.2
33.495,-1.16,-8.67,-1.2
33.571,-3.47,-6.24,-0.8
33.652,-1.48,-1.75,-1.15
33.737,-1.91,-3.31,-0.13
33.821,-1.91,-3.31,-0.13
33.901,-1.91,-3.31,-0.13
33.976,-1.91,-3.31,-0.13
34.083,-1.91,-3.31,-0.13
34.172,-1.91,-3.31,-0.13
34.234,-1.91,-3.31,-0.13
34.305,-1.91,-3.31,-0.13
34.393,0.51,1.29,-0.31
34.475,-1.84,-1.32,1.1
34.562,-2.38,-4.35,2.5
34.635,-2.38,-4.35,2.5
34.728,-2.38,-4.35,2.5
34.806,-2.38,-4.35,2.5
34.892,-2.38,-4.35,2.5
34.972,-2.38,-4.35,2.5
35.05,-2.38,-4.35,2.5
35.123,-2.38,-4.35,2.5
35.218,-3.52,-4.85,3.78
35.291,-7.92,-10.66,-0.16
35.377,-5.92,-13.47,-3.45
35.47,-5.92,-13.47,-3.45
35.537,-5.92,-13.47,-3.45
35.622,-5.92,-13.47,-3.45
35.691,-5.92,-13.47,-3.45
35.772,-5.92,-13.47,-3.45
35.851,-5.92,-13.47,-3.45
35.937,-5.92,-13.47,-3.45
36.013,-5.01,-17.44,-9.79
36.089,0.85,-17.44,-7.36
36.172,-1.44,-14.03,-4.07
36.245,-1.44,-14.03,-4.07
36.335,-1.44,-14.03,-4.07
36.433,-1.44,-14.03,-4.07
36.506,-1.44,-14.03,-4.07
36.594,-1.44,-14.03,-4.07
36.679,-1.44,-14.03,-4.07
36.746,-1.44,-14.03,-4.07
36.831,-1.05,-15.52,1.6
36.91,-2.35,-9.32,2.82
36.985,-1.23,-5.58,0.47
37.063,-1.23,-5.58,0.47
37.141,-1.23,-5.58,0.47
37.22,-1.23,-5.58,0.47
37.32,-1.23,-5.58,0.47
37.396,-1.23,-5.58,0.47
37.474,-1.23,-5.58,0.47
37.563,-1.23,-5.58,0.47
37.651,-2.55,-0.38,-1.35
37.722,-3.28,-4.09,4.18
37.806,-1.07,-11.24,4.24
37.882,-1.07,-11.24,4.24
37.96,-1.07,-11.24,4.24
38.04,-1.07,-11.24,4.24
38.12,-1.07,-11.24,4.24
38.198,-1.07,-11.24,4.24
38.289,-1.07,-11.24,4.24
38.364,-1.07,-11.24,4.24
38.446,2.24,-17.52,6.29
38.524,2.47,-13.15,0.21
38.603,0.08,-6.05,0.37
38.71,0.08,-6.05,0.37
38.783,0.08,-6.05,0.37
38.856,0.08,-6.05,0.37
38.924,0.08,-6.05,0.37
39.006,0.08,-6.05,0.37
39.083,0.08,-6.05,0.37
39.171,0.08,-6.05,0.37
39.259,-3.18,1.63,-1.16
39.34,-1.58,1.35,-1.09
39.435,-2.08,-5.75,-0.77
39.513,-2.08,-5.75,-0.77
39.585,-2.08,-5.75,-0.77
39.672,-2.08,-5.75,-0.77
39.75,-2.08,-5.75,-0.77
39.843,-2.08,-5.75,-0.77
39.913,-2.08,-5.75,-0.77
40.003,-2.08,-5.75,-0.77
40.079,-1.84,-8.54,2.89
40.15,0.69,-15.1,3.49
40.225,1.73,-12.37,4.14
40.32,1.73,-12.37,4.14
40.399,1.73,-12.37,4.14
40.474,1.73,-12.37,4.14
40.552,1.73,-12.37,4.14
40.63,1.73,-12.37,4.14
40.705,1.73,-12.37,4.14
40.794,1.73,-12.37,4.14
40.889,3.74,-17.02,1.54
40.97,1.18,-10.06,1.88
41.048,1.46,-5.69,2.65
41.123,1.46,-5.69,2.65
41.199,1.46,-5.69,2.65
41.278,1.46,-5.69,2.65
41.357,1.46,-5.69,2.65
41.44,1.46,-5.69,2.65
41.519,1.46,-5.69,2.65
41.604,1.46,-5.69,2.65
41.702,1.88,0.04,2.99
41.775,1.73,-6.93,5.11
41.846,1.16,-12.71,2.96
41.923,1.16,-12.71,2.96
41.997,1.16,-12.71,2.96
42.096,1.16,-12.71,2.96
42.175,1.16,-12.71,2.96
42.267,1.16,-12.71,2.96
42.343,1.16,-12.71,2.96
42.428,1.16,-12.71,2.96
42.504,-1.4,-18.19,1.5
42.575,-0.44,-9.73,-1.78
42.665,-0.37,-5.03,0.03
42.744,-0.37,-5.03,0.03
42.814,-0.37,-5.03,0.03
42.91,-0.37,-5.03,0.03
43.004,-0.37,-5.03,0.03
43.075,-0.37,-5.03,0.03
43.147,-0.37,-5.03,0.03
43.227,-0.37,-5.03,0.03
43.306,-0.51,0.81,0.24
43.41,-2.47,-4.09,-0.67
43.483,-3.09,-10.11,-2.77
43.551,-3.09,-10.11,-2.77
43.646,-3.09,-10.11,-2.77
43.724,-3.09,-10.11,-2.77
43.799,-3.09,-10.11,-2.77
43.887,-3.09,-10.11,-2.77
43.965,-3.09,-10.11,-2.77
44.05,-3.09,-10.11,-2.77
44.129,-2.42,-16.45,-2.89
44.207,-0.48,-19.06,-1.91
44.282,-0.98,-10.71,0.65
44.368,-0.98,-10.71,0.65
44.447,-0.98,-10.71,0.65
44.525,-0.98,-10.71,0.65
44.622,-0.98,-10.71,0.65
44.699,-0.98,-10.71,0.65
44.773,-0.98,-10.71,0.65
44.85,-0.98,-10.71,0.65
44.934,-1.33,-3.37,1.95
45.013,-2.88,3.18,3.24
45.106,-3.61,-2.96,3.53
45.181,-3.61,-2.96,3.53
45.26,-3.61,-2.96,3.53
45.342,-3.61,-2.96,3.53
45.42,-3.61,-2.96,3.53
45.509,-3.61,-2.96,3.53
45.584,-3.61,-2.96,3.53
45.664,-3.61,-2.96,3.53
45.74,-2.48,-4.72,1.44
45.825,-0.38,-12.21,5.61
45.918,2.13,-12.13,3.36
45.994,2.13,-12.13,3.36
46.069,2.13,-12.13,3.36
46.149,2.13,-12.13,3.36
46.226,2.13,-12.13,3.36
46.302,2.13,-12.13,3.36
46.376,2.13,-12.13,3.36
46.463,2.13,-12.13,3.36
46.564,-0.13,-17.7,8.85
46.649,-0.88,-17.36,3.49
46.725,-0.84,-10.77,3.2
46.809,-0.84,-10.77,3.2
46.886,-0.84,-10.77,3.2
46.964,-0.84,-10.77,3.2
47.032,-0.84,-10.77,3.2
47.108,-0.84,-10.77,3.2
47.193,-0.84,-10.77,3.2
47.274,-0.84,-10.77,3.2
47.366,0.6,-7.96,-1.69
47.447,0.42,-0.37,-2.65
47.531,-0.08,-3.23,-2.76
47.611,-0.08,-3.23,-2.76
47.692,-0.08,-3.23,-2.76
47.774,-0.08,-3.23,-2.76
47.848,-0.08,-3.23,-2.76
47.931,-0.08,-3.23,-2.76
48.011,-0.08,-3.23,-2.76
48.091,-0.08,-3.23,-2.76
48.173,0.55,0.3,-2.55
48.248,-1.36,-4.42,1.26
48.341,-2.5,-10.16,1.95
48.42,-2.5,-10.16,1.95
48.493,-2.5,-10.16,1.95
48.576,-2.5,-10.16,1.95
48.65,-2.5,-10.16,1.95
48.74,-2.5,-10.16,1.95
48.818,-2.5,-10.16,1.95
48.915,-2.5,-10.16,1.95
49.001,-4.47,-16.5,3.78
49.08,-2.5,-19.57,1.54
49.164,-1.32,-12.36,2.82
49.244,-1.32,-12.36,2.82
49.325,-1.32,-12.36,2.82
49.404,-1.32,-12.36,2.82
49.484,-1.32,-12.36,2.82
49.563,-1.32,-12.36,2.82
49.65,-1.32,-12.36,2.82
49.731,-1.32,-12.36,2.82
49.809,-1.28,-10.54,5.96
49.891,-3.6,-8.47,4.24
49.972,-4.85,-9.66,4.35
50.051,-4.85,-9.66,4.35
50.129,-4.85,-9.66,4.35
50.208,-4.85,-9.66,4.35
50.287,-4.85,-9.66,4.35
50.367,-4.85,-9.66,4.35
50.451,-4.85,-9.66,4.35
50.532,-4.85,-9.66,4.35
50.618,-6.49,-11.48,-0.13
50.697,-5.41,-12.34,3.83
50.777,-4.62,-12.72,0.86
50.851,-4.62,-12.72,0.86
50.932,-4.62,-12.72,0.86
51.012,-4.62,-12.72,0.86
51.09,-4.62,-12.72,0.86
51.17,-4.62,-12.72,0.86
51.255,-4.62,-12.72,0.86
51.333,-4.62,-12.72,0.86
51.412,-0.84,-6.12,1.35
51.491,0.58,-7.47,4.38
51.584,0.77,-7.22,5.84
51.669,0.77,-7.22,5.84
51.755,0.77,-7.22,5.84
51.834,0.77,-7.22,5.84
51.911,0.77,-7.22,5.84
51.988,0.77,-7.22,5.84
52.06,0.77,-7.22,5.84
52.143,0.77,-7.22,5.84
52.225,0.44,-7.95,6.2
52.307,-1.4,-2.54,-1.18
52.398,-1.99,-4.33,-1.26
52.474,-1.99,-4.33,-1.26
52.553,-1.99,-4.33,-1.26
52.631,-1.99,-4.33,-1.26
52.71,-1.99,-4.33,-1.26
52.79,-1.99,-4.33,-1.26
52.876,-1.99,-4.33,-1.26
52.954,-1.99,-4.33,-1.26
53.042,-3.63,-5.53,-1.86
53.127,-3.14,-10.7,-0.27
53.213,-1.12,-12.36,0.37
53.287,-1.12,-12.36,0.37
53.368,-1.12,-12.36,0.37
53.45,-1.12,-12.36,0.37
53.531,-1.12,-12.36,0.37
53.612,-1.12,-12.36,0.37
53.693,-1.12,-12.36,0.37
53.775,-1.12,-12.36,0.37
53.862,1.03,-17.02,-0.59
53.939,0.47,-12.89,-0.52
54.01,-0.99,-7.34,-0.41
54.084,-0.99,-7.34,-0.41
54.165,-0.99,-7.34,-0.41
54.248,-0.99,-7.34,-0.41
54.332,-0.99,-7.34,-0.41
54.414,-0.99,-7.34,-0.41
54.494,-0.99,-7.34,-0.41
54.573,-0.99,-7.34,-0.41
54.649,-2.17,0.55,0.51
54.732,-1.16,1.96,0.47
54.816,-2.42,-5.88,2.45
54.899,-2.42,-5.88,2.45
54.98,-2.42,-5.88,2.45
55.065,-2.42,-5.88,2.45
55.15,-2.42,-5.88,2.45
55.232,-2.42,-5.88,2.45
55.314,-2.42,-5.88,2.45
55.373,-2.42,-5.88,2.45
55.452,-2.2,-6.71,1.79
55.545,-3.97,-11.44,3.16
55.634,-3.13,-10.64,2
55.717,-3.13,-10.64,2
55.794,-3.13,-10.64,2
55.89,-3.13,-10.64,2
55.97,-3.13,-10.64,2
56.053,-3.13,-10.64,2
56.133,-3.13,-10.64,2
56.213,-3.13,-10.64,2
56.29,-3.75,-17.7,5.39
56.374,-2.43,-17.13,4.37
56.454,-1.26,-10.37,3.18
56.537,-1.26,-10.37,3.18
56.621,-1.26,-10.37,3.18
56.704,-1.26,-10.37,3.18
56.788,-1.26,-10.37,3.18
56.872,-1.26,-10.37,3.18
56.955,-1.26,-10.37,3.18
57.02,-1.26,-10.37,3.18
57.101,-1.39,-6.52,0.73
57.186,-1.19,-0.97,-0.82
57.271,-2.03,-5.16,-0.61
57.346,-2.03,-5.16,-0.61
57.433,-2.03,-5.16,-0.61
57.514,-2.03,-5.16,-0.61
57.595,-2.03,-5.16,-0.61
57.678,-2.03,-5.16,-0.61
57.758,-2.03,-5.16,-0.61
57.835,-2.03,-5.16,-0.61
57.918,-1.95,-2.73,-0.88
58.003,-1.07,-4.89,3.15
58.085,-1.46,-8.36,3.16
58.149,-1.46,-8.36,3.16
58.23,-1.46,-8.36,3.16
58.313,-1.46,-8.36,3.16
58.393,-1.46,-8.36,3.16
58.477,-1.46,-8.36,3.16
58.562,-1.46,-8.36,3.16
58.641,-1.46,-8.36,3.16
58.728,-2.79,-13.94,3.82
58.806,-2.65,-18.27,0.03
58.886,-3.66,-11.69,2.37
58.97,-3.66,-11.69,2.37
59.05,-3.66,-11.69,2.37
59.124,-3.66,-11.69,2.37
59.204,-3.66,-11.69,2.37
59.294,-3.66,-11.69,2.37
59.372,-3.66,-11.69,2.37
59.454,-3.66,-11.69,2.37
59.539,-1.19,-9.09,2.17
59.631,-2.51,-2.2,3.56
59.712,-1.63,-2.35,0.46
59.792,-1.63,-2.35,0.46
59.855,-1.63,-2.35,0.46
59.944,-1.63,-2.35,0.46
60.03,-1.63,-2.35,0.46
60.116,-1.63,-2.35,0.46
60.2,-1.63,-2.35,0.46
60.286,-1.63,-2.35,0.46
60.375,-2.51,1.71,-0.16
60.437,-1.83,0.99,0.25
60.521,-4.67,-3.1,-2.72
60.601,-4.67,-3.1,-2.72
60.684,-4.67,-3.1,-2.72
60.77,-4.67,-3.1,-2.72
60.832,-4.67,-3.1,-2.72
60.915,-4.67,-3.1,-2.72
60.993,-4.67,-3.1,-2.72
61.074,-4.67,-3.1,-2.72
61.159,-5.07,-3.02,-2.67
61.248,-7.64,-9.9,-0.16
61.333,-3.18,-12.57,4.88
61.419,-3.18,-12.57,4.88
61.511,-3.18,-12.57,4.88
61.576,-3.18,-12.57,4.88
61.661,-3.18,-12.57,4.88
61.748,-3.18,-12.57,4.88
61.809,-3.18,-12.57,4.88
61.891,-3.18,-12.57,4.88
61.97,-2.54,-12.98,4.81
62.054,-3.01,-11.81,3.53
62.138,-5.14,-11.81,4.3
62.223,-5.14,-11.81,4.3
62.31,-5.14,-11.81,4.3
62.396,-5.14,-11.81,4.3
