NAME:,run_4_1.csv,,
EXPERIMENT TIME:,18/06/2023 05:58,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS: ,100,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,9.38,-0.75,-3.06
0.071014404,9.73,-0.71,-3.26
0.14199829,9.41,-0.98,-2.86
0.2130127,9.69,-1.57,-2.98
0.28399658,9.57,-1.02,-3.14
0.355011,9.92,-0.63,-3.57
0.42599487,9.22,-0.67,-3.3
0.49700928,9.57,-0.78,-3.57
0.56799316,9.1,0.59,-3.88
0.63900757,9.57,-0.43,-3.3
0.70999146,9.77,-0.86,-3.77
0.78100586,10.12,-0.27,-3.49
0.85198975,8.83,-0.39,-3.69
0.92300415,8.67,1.14,-2.98
0.99398804,11.85,0.9,-2.43
1.0650024,13.18,0.63,0.16
1.1360168,13.73,4,-1.29
1.2070007,8.51,1.26,-3.06
1.2780151,4.31,0.51,-0.2
1.348999,6.71,0,-3.18
1.4200134,11.57,1.06,-5.18
1.4909973,18.63,1.45,-2.82
1.5620117,12.71,-0.94,-2.82
1.6329956,6.71,0.39,-2.2
1.70401,0.59,-0.55,-3.06
1.7749939,-0.63,0.16,-6.9
1.8460083,20.01,-1.92,-5.06
1.9169922,20.01,0.9,-3.45
1.9880066,12.4,0.59,-1.65
2.0589905,2.79,-0.39,-1.45
2.130005,-7.14,-0.63,5.73
2.2009888,16.16,-3.84,-3.88
2.2720032,18.4,4.94,-6.59
2.3430176,15.3,-0.59,-1.22
2.4140015,8.47,-0.9,-4.04
2.4850159,4.63,-3.41,-4.63
2.5559998,-0.9,0.08,-4.2
2.6270142,15.81,2.51,-10.2
2.697998,18.24,0.9,-3.65
2.7690125,15.34,-0.39,-2
2.8399963,5.65,1.57,-1.49
2.9110107,-3.8,0.24,-3.88
2.9819946,4.47,2.47,-6.86
3.053009,19.1,1.1,-9.14
3.123993,18.51,-1.37,-2.31
3.1950073,8.94,-0.12,-3.3
3.2659912,4.2,-0.27,-6.08
3.3370056,-2.16,0.98,-3.14
3.4079895,8.04,-1.8,-2.63
3.479004,20.01,-6,-3.69
3.5499878,12.59,-0.51,-1.22
3.6210022,2.86,0.2,-1.33
3.6920166,-3.53,0.98,-5.84
3.7630005,5.22,6.79,-17.34
3.834015,16.75,-2.28,-4.04
3.9049988,18.59,-1.1,-5.18
3.9760132,9.34,0.55,-4.39
4.046997,5.14,1.26,-3.96
4.1180115,0.51,-2.28,-7.02
4.1889954,6.98,-3.61,-4.71
4.26001,19.93,-5.02,0.9
4.3309937,18.67,-0.94,-4
4.402008,3.02,1.14,-2.16
4.472992,-3.57,1.53,-3.49
4.5440063,7.88,2.31,-3.02
4.61499,18.28,-6,-7.3
4.6860046,17.22,0.08,-0.98
4.7569885,6.47,-0.55,-3.18
4.828003,8.94,-4.08,-3.22
4.8990173,-2.12,0.27,-3.73
4.970001,3.41,-3.49,-12.79
5.0410156,20.01,-1.88,-5.49
5.1119995,15.14,-0.04,-1.73
5.183014,7.65,-3.06,-1.92
5.253998,-2.43,0.39,-3.45
5.325012,5.26,1.65,-2
5.395996,18.16,-3.8,-6.83
5.4670105,17.14,0.75,-2.9
5.5379944,8.51,-0.82,-2.86
5.609009,7.45,0,-2.71
5.6799927,1.22,-2.35,-3.41
5.751007,3.88,-2.67,-7.61
5.821991,20.01,-2.2,-3.22
5.8930054,15.89,0.27,-0.59
5.9639893,8.04,0.39,-2.79
6.0350037,-0.63,-0.24,-4.71
6.1059875,1.84,3.45,-1.33
6.177002,15.97,-2.16,-10.94
6.2480164,16.36,-0.55,1.92
6.3190002,8.94,-0.59,-3.37
6.3900146,7.18,1.73,-3.84
6.4609985,0.27,-1.53,-4.28
6.532013,2.47,-2.35,-7.22
6.602997,19.97,-3.49,-7.49
6.674011,16.24,2.24,-3.3
6.744995,7.26,-1.53,-1.92
6.8160095,-1.1,-1.73,-3.92
6.8869934,1.26,3.61,0.12
6.958008,17.65,-3.8,-7.96
7.0289917,17.26,1.69,-2.51
7.100006,10.28,-1.41,-2.35
7.17099,2.63,1.8,-2.86
7.2420044,0.31,-0.94,-3.61
7.3129883,4.75,-2.98,-7.81
7.3840027,20.01,-1.61,-3.49
7.455017,15.57,0.9,-2.47
7.526001,7.65,-1.53,-0.35
7.5970154,-0.75,-0.78,-4.94
7.6679993,2.79,1.65,-0.31
7.7390137,14.91,-1.69,-1.22
7.8099976,18.28,3.37,-0.78
7.881012,10.36,-1.37,-2.9
7.951996,8.36,-1.02,-2.79
8.02301,-0.86,-0.9,-3.45
8.093994,4.63,0.27,-3.49
8.165009,20.01,2.2,-4.9
8.235992,18.01,1.22,-1.84
8.307007,10.12,-2.51,-2.16
8.377991,0.47,0.63,-2.24
8.449005,-2.31,4.82,-0.78
8.519989,10.94,-0.24,-0.47
8.591003,16.79,2.04,-6.24
8.662018,11.77,-1.29,-2.51
8.733002,9.14,-0.12,-4.51
8.804016,-0.2,0,-3.14
8.875,5.18,-0.24,-8.55
8.946014,16.04,2.63,-4.63
9.016998,20.01,0.27,-0.75
9.088013,10,0.35,-0.9
9.158997,3.22,-0.75,-1.29
9.230011,-2.86,4.59,-3.73
9.300995,10.75,0.27,-18.83
9.372009,17.81,-4.55,-2.79
9.442993,15.46,-0.55,-1.73
9.514008,10.87,0.16,-3.14
9.584991,-1.18,0.59,-3.33
9.656006,1.57,-1.33,-3.45
9.72699,15.73,3.84,-11.02
9.798004,20.01,-1.18,-0.51
9.868988,10.67,-1.18,-1.22
9.940002,4.24,-0.35,-1.73
10.011017,-2.12,3.53,-4.28
10.082001,5.84,2.67,-19.65
10.153015,18.36,-5.18,-3.73
10.223999,17.26,0.55,-2.71
10.295013,7.06,-1.49,-1.53
10.365997,3.18,1.61,-3.84
10.437012,0.98,-1.49,-4.12
10.507996,11.22,10,-6.75
10.57901,20.01,-1.61,-2.31
10.649994,13.81,0.31,-1.18
10.721008,5.22,-0.2,-2
10.791992,-3.22,-1.29,-4.47
10.863007,6.43,2.28,-9.02
10.9339905,12.98,-3.06,-1.92
11.005005,18.24,-0.51,-1.26
11.075989,5.53,-0.71,-1.96
11.147003,5.18,0.2,-4.47
11.218018,2.79,-1.65,-5.06
11.289001,3.02,-4,-5.26
11.360016,20.01,-5.02,-2.98
11.431,15.18,3.53,-2.2
11.502014,5.18,0.27,-2.12
11.572998,-4.79,-2.2,-3.92
11.644012,3.22,0.9,-1.1
11.714996,13.73,-5.26,-3.22
11.786011,16.51,4.67,-3.77
11.856995,13.14,-2.51,-2.79
11.928009,5.84,0.35,-3.65
11.998993,0.55,-2.31,-3.77
12.070007,3.37,-2.12,-6.94
12.140991,20.01,-0.63,-2.51
12.212006,19.97,2.16,-6.55
12.2829895,5.45,0.24,-1.14
12.354004,-2.71,-0.39,-2.31
12.424988,3.69,2.63,-3.14
12.496002,13.61,-13.57,-1.33
12.567017,19.06,2.16,-2.04
12.6380005,10.36,-0.9,-2.55
12.709015,6.71,-0.08,-3.06
12.779999,0.27,-1.61,-4.55
12.851013,3.22,2.04,-3.84
12.921997,20.01,0.98,-5.88
12.993011,20.01,2.55,-2.63
13.063995,8.9,0.31,-1.14
13.13501,-1.88,-1.45,-3.14
13.205994,1.69,5.18,-0.9
13.277008,17.65,-6.63,4.71
13.347992,19.93,3.14,-3.8
13.419006,10.9,-2.55,-1.73
13.48999,8.59,1.45,-5.49
13.561005,0.35,-1.14,-3.92
13.631989,2.59,0.78,-2.39
13.703003,20.01,0.94,-4.98
13.774017,19.06,1.14,-2.24
13.845001,8.83,-0.12,-1.37
13.916016,-0.47,-0.75,-1.88
13.9869995,0.86,2.63,-1.41
14.058014,10.4,-1.45,2.51
14.128998,18.91,2.08,-8.9
14.200012,14,-2.86,0.59
14.270996,12,-1.41,-5.26
14.3420105,-2.47,0.71,-3.77
14.412994,1.84,-0.12,-3.65
14.484009,20.01,6.75,-13.14
14.554993,20.01,0.35,-4.43
14.626007,11.34,0.9,-2.31
14.696991,1.06,-0.04,-1.92
14.768005,0.2,6.98,-1.02
14.838989,16.48,-0.04,-10.71
14.910004,19.93,-1.49,-6.2
14.980988,17.73,0.43,-3.65
15.052002,8.24,-0.47,-3.26
15.123016,1.65,-1.02,-4.16
15.194,-0.94,-1.84,-2.94
15.265015,15.57,2.04,-7.49
15.335999,19.77,-3.45,-2
15.407013,16,-0.35,-2.43
15.477997,1.84,-0.08,-1.1
15.549011,-2.04,1.37,-3.02
15.619995,7.3,1.37,-18.83
15.6910095,18.12,-0.27,-7.77
15.761993,19.46,-0.9,-2.63
15.833008,9.69,0.35,-3.77
15.903992,1.88,1.65,-3.84
15.975006,0.51,-2.47,-4.86
16.04599,11.65,3.41,-7.88
16.117004,18.95,-9.69,-6.67
16.187988,11.3,2.51,-3.26
16.259003,4.71,-0.51,-3.88
16.330017,-6.59,4.82,-4.04
16.401001,4,1.77,-14.4
16.472015,16.83,-4.59,-10.71
16.543,19.97,-0.98,-5.57
16.614014,9.02,-1.06,-1.1
16.684998,5.02,1.1,-4.08
16.756012,-1.65,-1.26,-0.75
16.826996,12.87,13.06,-4.08
16.89801,15.57,-5.69,-3.96
16.968994,12.24,-0.71,-2.51
17.040009,2.63,-0.59,-2.28
17.110992,-1.96,5.69,-3.69
17.182007,17.14,-10.71,-16
17.25299,15.06,0.86,-4.67
17.324005,14.63,-1.96,-8.39
17.394989,11.96,-0.98,-6.12
17.466003,1.57,-0.16,-3.96
17.537018,1.02,-3.53,-3.37
17.608002,18.2,18.36,-10.59
17.679016,17.85,-5.65,-3.06
17.75,11.85,0.75,-2.67
17.821014,3.57,0.24,-1.29
17.891998,-2.24,4.31,-4.16
17.963013,11.92,1.14,-20.01
18.033997,14.91,-2.08,1.92
18.105011,16,0.98,-5.14
18.175995,9.18,-2.86,-4.9
18.24701,4.04,1.41,-5.26
18.317993,3.1,-2.51,-4.94
18.389008,13.65,8.94,-5.49
18.459991,17.26,0.24,-0.75
18.531006,11.69,-1.77,-1.8
18.60199,3.92,0.08,-1.57
18.673004,-5.14,5.41,0.31
18.743988,10.51,-0.39,-19.5
18.815002,20.01,-0.86,-6.12
18.886017,15.06,2.12,-2.86
18.957,7.53,-1.22,-5.45
19.028015,1.96,-1.26,-3.69
19.098999,1.57,-3.88,-4.55
19.170013,13.14,7.06,-4.59
19.240997,20.01,-3.3,-2.9
19.312012,8.51,1.45,-2.35
19.382996,4.31,0.12,-2.08
19.45401,-2.43,3.61,-3.84
19.524994,12.55,1.41,-15.46
19.596008,19.97,-1.18,-7.81
19.666992,13.53,0.31,-2.04
19.738007,6.16,-0.43,-3.8
19.80899,3.8,-1.1,-3.88
19.880005,0.78,-0.51,-5.02
19.950989,17.3,2.86,-7.41
20.022003,20.01,0.78,-0.47
20.093018,9.06,0.75,-1.88
20.164001,0.55,-0.71,-2.98
20.235016,1.33,6.63,-3.18
20.306,16.87,-4.55,-2.2
20.377014,19.1,0.9,-7.53
20.447998,11.38,2.86,-4.55
20.519012,6.67,-0.67,-2.82
20.589996,1.77,-0.78,-3.88
20.66101,4.79,-2.12,-3.84
20.731995,15.77,11.41,-0.9
20.803009,16.67,5.18,-2.51
20.873993,8.83,-1.1,-1.96
20.945007,1.14,-1.8,-2.12
21.015991,2,5.77,-2.71
21.087006,14.91,-3.8,-5.73
21.15799,19.18,-0.39,-6.59
21.229004,14.2,0.35,-2.79
21.299988,5.33,0.47,-3.3
21.371002,2.86,-2.2,-2.59
21.442017,2.2,-1.18,-2.82
21.513,20.01,11.77,-14.08
21.584015,17.77,3.45,-0.86
21.654999,10.16,-2.9,-2.47
21.726013,3.26,-2.2,-2.47
21.796997,-3.1,5.84,-0.16
21.868011,19.3,-3.45,-6.39
21.938995,20.01,-2.59,-10.24
22.01001,14.16,2.63,-5.06
22.080994,7.34,-0.35,-3.06
22.152008,2.16,-1.29,-2.24
22.222992,-2.47,-2.82,-1.14
22.294006,15.22,4.16,-7.02
22.36499,20.01,-7.57,-3.96
22.436005,12.08,0.47,-0.59
22.506989,2.94,-1.96,-1.84
22.578003,-1.88,1.73,-4.67
22.649017,10.12,7.06,-11.18
22.720001,17.34,-2.63,-6.35
22.791016,18.24,0.67,-0.71
22.862,4.94,-1.57,-2.43
22.933014,4.39,-0.35,-2.82
23.003998,-1.8,-2.86,-1.18
23.075012,14.67,5.37,-9.85
23.145996,19.06,-1.49,-3.26
23.21701,10.94,-1.53,-2
23.287994,0.24,-0.12,-1.84
23.359009,0.98,6.94,-4.86
23.429993,9.41,-8.71,-12.55
23.501007,18.95,-5.06,-2.12
23.571991,15.89,0.04,-0.75
23.643005,7.14,0.43,-1.77
23.71399,2.43,-0.24,-5.81
23.785004,1.22,-1.18,-4.9
23.855988,20.01,11.49,-11.45
23.927002,17.65,1.26,0.71
23.998016,11.34,-2.67,-2.59
24.069,-0.98,1.02,-0.24
24.140015,2.98,7.06,-2.04
24.210999,15.26,-5.02,3.65
24.282013,19.93,0.98,-13.14
24.352997,11.57,-0.12,-1.69
24.424011,11.3,-2.08,-4.2
24.494995,-3.92,0.24,-2.63
24.56601,3.73,-0.31,-3.88
24.636993,20.01,-3.06,-6
24.708008,17.06,3.92,-2.82
24.778992,9.06,-1.1,-1.26
24.850006,-0.04,-0.9,-3.61
24.92099,1.61,9.53,-0.63
24.992004,14.2,-1.49,3.22
25.062988,20.01,0.43,-7.3
25.134003,11.69,-1.29,-3.57
25.205017,2.43,-0.2,-3.49
25.276001,-0.08,-0.55,-3.8
25.347015,0.12,-0.86,-5.18
25.418,20.01,-0.47,-8.51
25.489014,14.87,0.9,-3.53
25.559998,4.24,1.77,-1.18
25.631012,-4.08,-8.16,-4.24
25.701996,5.96,-2.35,-6.12
25.77301,16.44,-4.55,-6
25.843994,16.36,0.12,-3.57
25.915009,7.3,-1.84,-1.41
25.985992,5.61,-4.16,-4.82
26.057007,-3.65,1.18,-3.88
