"NAME:","walk_1_1.csv"
"EXPERIMENT TIME:","07/06/2023 21:24"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","60"

"Time [sec]","ACC X","ACC Y","ACC Z"
"547.85","15.02","0.67","1.77"
"547.94","18.59","1.37","5.18"
"548.03","5.06","-2.24","4.55"
"548.13","10.28","2.31","3.02"
"548.22","11.45","1.8","2.67"
"548.31","10.79","2.63","2.75"
"548.4","9.69","0.75","4.31"
"548.49","10.94","3.14","-0.08"
"548.58","10.55","1.73","0.04"
"548.67","8.47","0.67","-2.71"
"548.76","8.32","-1.02","-0.75"
"548.85","8.94","0.31","-5.26"
"548.94","11.41","0.12","-6.12"
"549.03","9.81","-4.31","5.65"
"549.13","9.77","0.59","1.53"
"549.22","8.79","0.82","0.04"
"549.31","9.81","0.04","0.75"
"549.4","9.38","1.88","0.35"
"549.49","10.83","3.41","2.31"
"549.58","10.04","-2.04","2.79"
"549.67","18.91","-0.55","-0.98"
"549.76","9.02","1.92","0.16"
"549.85","6.59","-0.27","0.35"
"549.95","8.39","2.08","-3.8"
"550.04","20.01","-0.82","-2.47"
"550.13","9.73","-1.65","2.59"
"550.22","9.18","0.43","1.77"
"550.31","7.88","-0.63","0.94"
"550.4","9.57","1.22","0.16"
"550.49","10.59","-0.04","1.29"
"550.58","9.65","1.65","1.45"
"550.67","11.18","-1.69","0.75"
"550.76","11.3","-4.16","5.88"
"550.86","14.98","2.94","-3.02"
"550.95","8.67","-0.16","3.02"
"551.04","7.96","0.35","0.24"
"551.13","10.55","-0.31","1.92"
"551.22","10.24","0.75","0.31"
"551.31","11.06","-0.31","1.1"
"551.4","8.16","0.08","0.2"
"551.49","11.1","0.35","1.29"
"551.58","11.1","0.67","0.98"
"551.67","10.9","0.27","0.98"
"551.76","10.4","0.98","0.47"
"551.86","10.87","0.47","1.1"
"551.95","10.36","0.67","0.78"
"552.04","10.63","0.78","0.78"
"552.13","10.55","0.75","0.75"
"552.22","10.63","0.86","0.78"
"552.31","10.59","0.86","0.82"
"552.4","10.55","0.82","0.86"
"552.49","10.71","0.75","0.98"
