NAME:,walk_5_1.csv,,
EXPERIMENT TIME:,18/06/2023 05:36,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS: ,100,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,9.26,-0.24,0.9
0.07098389,9.41,-0.35,1.33
0.14202881,9.38,-0.63,1.37
0.2130127,9.34,-0.39,1.37
0.28399658,9.26,-0.2,1.26
0.35498047,9.49,-0.51,1.53
0.4260254,8.98,-0.63,0.94
0.49700928,9.34,-1.02,1.77
0.56799316,8.98,-1.22,2.08
0.63897705,10.59,-1.14,0.16
0.710022,10.08,1.45,0.71
0.78100586,9.65,-0.82,0
0.85198975,9.22,-0.2,0.24
0.92297363,9.02,-0.75,-0.78
0.99401855,9.34,-0.94,-0.9
1.0650024,9.18,-0.82,-0.98
1.1359863,9.89,-1.22,-0.75
1.2070312,11.73,0.39,-0.71
1.2780151,14.16,-2.75,2.2
1.348999,6.24,0.08,1.1
1.4199829,9.69,-4.12,1.92
1.4910278,7.92,-3.02,2.75
1.5620117,8.83,-1.84,0.51
1.6329956,8.28,-0.55,2.12
1.7039795,7.61,-0.47,1.41
1.7750244,8.51,-1.37,0.82
1.8460083,9.77,-0.12,1.96
1.9169922,10,0.82,1.45
1.9879761,10.75,0.16,-0.47
2.059021,11.65,-0.2,6.83
2.130005,9.53,-4.12,3.1
2.2009888,9.02,-0.04,2.43
2.2720337,7.06,-1.96,0.67
2.3430176,8.71,-0.75,1.41
2.4140015,8.39,-1.92,1.18
2.4849854,8.63,-1.22,0.35
2.5560303,9.3,-0.78,0.08
2.6270142,9.34,-0.59,-0.08
2.697998,9.26,-0.51,-0.47
2.768982,10.2,-0.39,-0.78
2.8400269,13.02,-2.08,2.75
2.9110107,7.73,-4,4.82
2.9819946,10.43,-7.57,0
3.0529785,7.61,-1.53,0.08
3.1240234,7.65,0.27,2
3.1950073,7.61,-0.94,1.22
3.2659912,8.47,-0.82,0.67
3.336975,9.77,-0.31,0.86
3.40802,9.65,-0.51,0.2
3.479004,9.34,-0.86,0.43
3.5499878,12.4,-1.53,2.35
3.6210327,10.04,-3.3,4
3.6920166,10.98,0.04,1.96
3.7630005,7.22,-0.39,2.31
3.8339844,6.28,-1.61,0.71
3.9050293,7.53,-0.59,1.53
3.9760132,7.96,-0.75,-1.02
4.046997,10.04,-0.24,-1.37
4.117981,13.18,-0.39,-1.84
4.189026,14.67,-6.63,3.22
4.26001,4.47,1.53,2.31
4.3309937,10.79,-3.3,3.33
4.4019775,7.77,-0.86,1.45
4.4730225,7.61,-1.8,2.12
4.5440063,7.18,-0.71,0.98
4.61499,8.39,-0.35,0.98
4.685974,9.34,0.04,0.43
4.757019,9.49,0.55,2.55
4.828003,10.98,0.47,-0.98
4.898987,11.89,-2.31,5.3
4.9700317,8.51,-3.33,2.16
5.0410156,11.65,2.16,0.82
5.1119995,7.57,1.45,2.2
5.1829834,7.45,-2.43,-0.9
5.2540283,8.2,-0.9,0.04
5.325012,8.59,-0.27,-1.33
5.395996,9.89,-0.67,-0.82
5.46698,11.81,-0.24,-1.26
5.538025,13.53,-2.75,0.78
5.609009,7.96,-2.35,2.47
5.6799927,9.96,-2.47,2.94
5.7509766,8.47,-1.29,1.77
5.8220215,8.08,-0.43,0.78
5.8930054,8.2,-0.9,0.71
5.9639893,8.87,0.39,0.47
6.035034,8.75,0.47,-0.04
6.106018,9.61,0.78,0.51
6.177002,10.87,-1.22,0.63
6.247986,11.14,-0.82,0.82
6.319031,9.73,-0.9,10.98
6.3900146,10.24,-2.63,2.55
6.4609985,8.39,0.04,1.37
6.5319824,7.45,-2.71,1.45
6.6030273,8.04,-1.45,-0.24
6.674011,8.08,-1.77,0.35
6.744995,9.02,-0.27,-1.45
6.815979,10.63,-1.29,-0.67
6.887024,12.87,-0.27,-2.12
6.958008,12.47,-3.96,4.08
7.0289917,5.69,-4.9,3.37
7.0999756,8.63,-3.14,0.82
7.1710205,8.08,-1.69,1.29
7.2420044,7.61,-1.14,1.1
7.3129883,8.04,0,0.63
7.384033,7.53,1.06,1.1
7.455017,10.63,-2.31,1.57
7.526001,10.12,0.9,1.8
7.596985,12.47,0.16,-1.06
7.66803,10.28,-1.53,4.24
7.7390137,9.77,-0.98,-0.04
7.8099976,7.85,-2.28,1.53
7.8809814,7.18,-0.31,0.94
7.9520264,8.79,-0.39,-0.27
8.02301,8.08,-0.51,-1.26
8.093994,10.08,-0.71,-0.98
8.164978,12,0,-0.35
8.236023,12.51,-0.47,1.14
8.307007,10.55,-5.61,5.06
8.377991,10.24,-4.08,1.92
8.448975,7.3,-1.14,2.04
8.52002,7.65,-0.2,0.78
8.591003,7.81,-0.39,0.27
8.661987,7.85,1.22,1.61
8.733032,8.75,-1.49,0.78
8.804016,9.92,-0.71,0.78
8.875,11.41,-0.16,-0.39
8.945984,11.92,-2.31,6.55
9.017029,9.89,-4.2,2.67
9.088013,10.12,1.06,0.24
9.158997,6.39,0.75,1.14
9.22998,8.75,-0.31,-0.55
9.301025,8.36,-2.43,1.41
9.372009,8.39,-0.71,-0.43
9.442993,9.53,0.86,-0.39
9.513977,11.89,-1.57,-0.39
9.585022,13.81,-1.77,0.78
9.656006,6.94,-2.16,3.18
9.72699,9.77,-3.84,1.37
9.797974,8.24,-1.65,2.08
9.869019,7.81,-0.59,1.45
9.940002,8.63,-0.2,-0.47
10.010986,8.71,-0.31,0.2
10.082031,9.41,-0.16,-0.63
10.153015,10.43,-0.35,2.67
10.223999,11.45,0.04,1.65
10.294983,12.51,-0.78,4.35
10.366028,10.16,-6.94,2.86
10.437012,8.79,-0.82,0.75
10.507996,6.32,-1.73,0.55
10.5789795,8.51,-0.27,-0.08
10.650024,8.16,-1.06,0.2
10.721008,9.02,-0.75,-0.39
10.791992,11.06,-0.78,-1.53
10.862976,14.16,1.96,-2.43
10.934021,12.12,-5.1,3.22
11.005005,5.96,-1.26,2
11.075989,8.12,-2.67,2.75
11.147034,8.39,-1.33,0.55
11.218018,8.04,-0.98,0.08
11.289001,8.04,-0.43,0.63
11.359985,8.32,-0.51,0.55
11.43103,10.83,-0.71,-2.12
11.502014,10.94,-0.27,3.02
11.572998,12.87,0.2,-1.57
11.643982,9.96,-1.92,5.22
11.715027,11.06,-0.75,0.27
11.786011,8.2,-0.82,1.73
11.856995,7.14,0.16,-0.78
11.9279785,8.75,-1.41,-0.08
11.999023,7.88,-1.53,-0.63
12.070007,10.51,0.12,-1.22
12.140991,12.51,-0.94,-0.82
12.211975,13.69,-2.24,2.2
12.28302,6.63,-1.45,2.63
12.354004,11.26,-4.63,2.75
12.424988,7.73,-0.75,1.37
12.496033,7.92,-0.98,0.55
12.567017,8,-0.59,0.55
12.6380005,8.24,-0.67,0.9
12.708984,8.59,-0.55,0.16
12.780029,9.49,-1.22,0.27
12.851013,11.73,-0.2,-2.59
12.921997,10.59,-1.1,4.9
12.992981,10.47,-5.26,2.75
13.064026,10.04,3.3,1.8
13.13501,7.06,0.31,0.75
13.205994,7.37,-1.18,-1.37
13.276978,8.55,-0.9,-0.2
13.348022,8.39,-0.71,-1.41
13.419006,10.43,-1.29,-0.82
13.48999,13.06,1.14,-0.55
13.560974,12.12,-4.75,2.55
13.632019,2.67,3.73,1.22
13.703003,8.63,-5.65,2.12
13.773987,8.47,-1.22,-0.24
13.845032,8.04,-0.59,2.2
13.916016,8,0.43,-0.04
13.9869995,8.51,-0.04,0.71
14.057983,9.18,-0.12,0.08
14.129028,11.53,0.82,2
14.200012,12.87,-1.92,1.57
14.270996,9.73,-5.18,5.77
14.34198,10.71,3.73,-0.75
14.413025,7.06,-0.08,2.08
14.484009,6.55,0.24,-1.14
14.554993,9.1,-1.14,-0.47
14.625977,8.16,0.04,-0.86
14.6970215,10.16,0.51,-1.73
14.768005,12.08,-0.35,-0.86
14.838989,13.53,0.82,-1.77
14.910034,11.3,-3.88,4.82
14.981018,8.83,-3.92,2
15.052002,8.59,-1.33,2.12
15.122986,8,-0.47,0.16
15.194031,7.65,-0.94,0.55
15.265015,8.47,-0.27,1.65
15.335999,9.34,0.35,-1.14
15.406982,10.55,0.24,-0.24
15.478027,11.3,-1.02,1.88
15.549011,12.71,-1.45,2.12
15.619995,8.98,-4.12,4.47
15.690979,10.12,0.98,0.94
15.762024,7.26,0.59,2.59
15.833008,7.61,-0.78,-0.2
15.903992,8.47,-0.78,-0.39
15.974976,7.65,-0.86,-1.06
16.04602,11.3,-0.2,-1.29
16.117004,14.2,-0.31,-1.92
16.187988,12.16,-3.26,2.67
16.259033,4.43,0.24,1.84
16.330017,8.51,-3.61,2.2
16.401001,8.55,-1.02,0.78
16.471985,8.16,-1.14,0.71
16.54303,7.77,-0.27,0.12
16.614014,8.51,-0.43,0.55
16.684998,10.43,-1.37,0.31
16.755981,10.63,-1.06,1.45
16.827026,13.89,-2.43,-0.9
16.89801,9.81,-1.37,6.35
16.968994,9.34,2.75,1.41
17.039978,8.47,-1.29,1.61
17.111023,7.1,-0.59,0.39
17.182007,8.59,-0.39,0.31
17.25299,7.3,-0.67,-0.86
17.323975,9.3,-0.75,-0.55
17.39502,10.98,-0.63,-1.61
17.466003,14.12,0.08,-2.08
17.536987,14,-7.41,4.24
17.608032,7.49,-2.04,0.86
17.679016,6.79,-2.75,2.47
17.75,7.49,0.98,1.53
17.820984,7.96,-1.88,-0.31
17.892029,9.06,-0.16,1.14
17.963013,8.9,-0.08,0.63
18.033997,10.79,-0.16,0.43
18.10498,11.41,-1.49,-0.27
18.176025,11.06,-0.78,5.22
18.24701,8.39,-5.02,1.53
18.317993,10.12,-1.22,0.63
18.388977,6.94,-1.88,1.92
18.460022,8.2,-1.26,-0.27
18.531006,8.32,-1.14,-0.16
18.60199,8.55,-0.27,-0.27
18.672974,10.2,-1.57,0.67
18.744019,14.67,0.16,0.67
18.815002,12.4,-8.28,1.88
18.885986,7.1,0.12,1.37
18.957031,6.47,-3.77,2.2
