"NAME:","walk_5_1.csv"
"EXPERIMENT TIME:","05/06/2023 12:34 "
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","93"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-10.75","-1.10","-4.75"
"0.069999695","-9.14","-0.43","-5.10"
"0.13999939","-9.49","1.53","-3.96"
"0.21000099","-9.85","-4.04","-6.35"
"0.2800007","-1.41","-2.55","-4.31"
"0.3600006","-5.33","-8.75","-8.24"
"0.4300003","-6.28","-4.35","-6.75"
"0.5","-8.32","-1.84","-5.33"
"0.5699997","-7.81","-3.02","-8.20"
"0.6399994","-8.63","-3.57","-5.96"
"0.710001","-6.32","-2.94","-7.96"
"0.7800007","-7.41","-2.98","-8.00"
"0.8500004","-8.08","-2.82","-7.22"
"0.9200001","-9.49","-4.04","-14.63"
"1.0","-9.02","-4.63","-3.61"
"1.0699997","-9.89","-7.22","-7.06"
"1.1399994","-8.59","-2.67","-2.63"
"1.210001","-8.55","-2.04","-4.63"
"1.2800007","-5.41","-3.26","-3.14"
"1.3500004","-6.79","2.43","-3.37"
"1.4200001","-9.45","0.04","-8.94"
"1.4899998","-8.59","-7.57","-4.82"
"1.5599995","-5.10","-5.88","-11.41"
"1.6300011","-10.32","-1.57","-3.96"
"1.7000008","-6.86","-0.78","-8.39"
"1.7800007","-7.49","-1.88","-9.61"
"1.8500004","-5.81","-1.84","-7.14"
"1.9200001","-6.59","0.39","-9.22"
"1.9899998","-7.81","-1.10","-7.65"
"2.0599995","-8.43","-3.53","-12.55"
"2.1299992","-8.43","-0.86","-9.85"
"2.1999989","-8.63","1.37","-10.08"
"2.2699986","-6.43","-6.12","-6.47"
"2.340002","-3.61","0.43","-6.75"
"2.4100018","-5.06","0.31","-3.33"
"2.4899998","-6.94","1.73","-3.33"
"2.5599995","-10.04","0.24","-4.90"
"2.6299992","-8.16","-5.65","-20.01"
"2.6999989","-6.51","0.94","-10.67"
"2.7699986","-14.00","-0.12","-6.51"
"2.840002","-5.33","-1.61","-8.94"
"2.9100018","-7.96","1.37","-6.75"
"2.9800014","-8.98","0.78","-4.51"
"3.0500011","-8.00","-0.94","-7.22"
"3.2699986","-8.16","-4.47","-11.06"
"4.550001","-7.73","2.20","-8.32"
"5.4800014","-6.79","5.18","-10.36"
"5.550001","-13.49","-10.90","-10.59"
"7.4800014","-20.01","17.30","-11.38"
"7.550001","-4.24","1.77","-0.31"
"7.620001","-4.55","0.55","-11.14"
"7.6900005","-5.02","1.65","-10.47"
"7.76","-5.33","3.45","-7.18"
"7.83","-4.75","5.65","-12.79"
"7.9100018","-6.24","2.47","-8.63"
"7.9800014","-6.24","5.45","-8.55"
"8.050001","-7.61","4.98","-9.30"
"8.120001","-9.06","5.77","-10.24"
"8.190001","-6.90","4.20","-8.20"
"8.26","-7.77","3.88","-18.63"
"8.33","-6.71","3.45","-9.22"
"8.4","-5.92","1.26","-6.47"
"8.469999","-3.65","-0.24","-6.59"
"8.539999","-5.02","0.08","-4.55"
"8.609999","-10.63","15.26","-7.69"
"8.690001","-5.10","4.04","-7.45"
"8.76","-5.53","-3.92","-7.18"
"8.83","-10.87","-6.90","-14.79"
"8.9","-5.06","2.00","-9.10"
"8.969999","-5.41","3.33","-8.16"
"9.039999","-5.57","4.79","-9.73"
"9.109999","-12.43","12.91","-5.37"
"9.179998","-6.86","4.98","-7.22"
"9.250002","-4.90","6.79","-8.90"
"9.320002","-4.35","4.43","-9.85"
"9.4","-7.34","7.96","-9.57"
"9.469999","-2.16","4.16","-11.85"
"9.539999","-7.34","5.02","-14.87"
"9.609999","-6.04","4.16","-8.00"
"9.679998","-7.49","1.73","-6.00"
"9.750002","-3.61","0.75","-5.37"
"9.820002","-13.30","9.81","-0.71"
"9.890001","-1.18","2.75","5.22"
"9.960001","-5.22","10.28","-12.47"
"10.039999","0.75","0.59","-9.30"
"10.109999","-2.67","-3.49","-18.48"
"10.179998","-2.98","0.08","-10.16"
"10.250002","-4.90","3.69","-7.14"
"10.320002","-5.06","5.18","-10.00"
"10.390001","-10.98","-0.86","-7.18"
"10.460001","-1.73","-7.30","-1.45"
"10.530001","-5.69","8.20","-9.89"
"10.6","-5.49","0.55","-6.86"
"10.67","-2.82","5.61","-10.90"
"10.750002","-12.36","-5.18","-6.59"
"10.820002","-6.90","-0.08","-7.37"
"10.890001","-4.59","0.90","-6.39"
"10.960001","-3.88","2.39","-5.45"
"11.030001","-9.18","3.53","-3.02"
"11.1","-13.49","13.65","-5.37"
"11.17","-0.71","0.75","-8.79"
"11.24","-11.18","-3.96","-5.57"
"11.309999","-10.55","11.18","-0.20"
"11.379999","-3.41","1.18","-9.26"
"11.449999","-5.33","3.80","-9.10"
