NAME:,run_2_2,,
EXPERIMENT TIME:,Thu Jun 08 15:40:36 GMT+03:00 2023,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS,124,,
,,,
Time [sec], ACC X,ACC Y,ACC Z
0,9.53,-3.1,0.2
0.101,10.04,-2.94,-0.27
0.202,9.41,-2.94,0
0.303,10,-2.35,-0.16
4.23E+04,10.75,-3.49,0.31
0.606,6.51,-3.3,3.45
0.707,11.53,-9.41,3.84
0.808,20.01,-2.79,-0.08
0.909,7.1,-5.06,2.24
1.01,-4.63,2.12,-3.49
1.111,-1.06,-2.79,10.67
1.212,20.01,5.02,2.63
1.313,8.28,-6.71,-0.24
1.414,-8.47,-3.88,1.14
1.515,16.59,-7.73,-2.28
1.616,20.01,-2.86,-0.71
1.717,-6.24,-7.49,4.75
1.818,3.53,-8.12,6.86
1.919,20.01,17.73,-3.06
2.02,9.61,4.16,-0.16
2.121,-12.87,-10.04,6.04
2.222,12.47,-6.2,2.43
2.323,20.01,-2,-6.94
2.424,-10.32,-5.73,-1.96
2.525,5.3,-4.67,6.16
2.626,20.01,14.98,-20.01
2.727,5.41,1.37,-1.14
2.828,-11.53,2.28,2.98
2.929,6.55,4.31,20.01
3.03,20.01,7.92,6.28
3.131,-19.77,-1.41,6.67
3.232,1.33,-9.57,8.59
3.333,19.81,-6.08,-12.51
3.434,1.65,2.35,4.75
3.535,-11.34,3.02,3.73
3.636,20.01,-20.01,-16.48
3.737,10.83,5.84,2.16
3.838,-11.92,4.35,-0.47
3.939,20.01,-20.01,-20.01
4.04,13.89,-3.92,12.43
4.141,2.39,-9.02,-0.55
4.242,-4.04,2.67,1.29
4.343,-0.2,-8.2,14.55
4.444,8.75,-1.14,1.88
4.545,-8.63,2.79,0.31
4.646,0.31,-20.01,18.4
4.747,16.79,-4.86,2.24
4.848,0.98,6.12,-7.77
4.949,-3.1,0.51,-0.08
5.05,20.01,-4.94,0.35
5.151,7.81,-0.24,-4.31
5.252,-3.8,2.43,-2.12
5.353,20.01,-20.01,-20.01
5.454,10.98,4.75,4.2
5.555,-3.88,-12.67,4
5.656,2.71,-2.24,-2.12
5.959,-1.49,10.4,-3.3
6.06,20.01,20.01,-12.36
6.161,11.1,3.69,-1.96
6.262,-3.92,-10.75,-3.53
6.363,7.61,-4.67,15.85
6.464,20.01,-0.08,-1.8
6.565,-8.04,3.18,2.86
6.666,2.51,-4.39,4.94
6.767,20.01,18.08,11.22
6.868,8,2.55,1.45
6.969,-4.12,-8.2,-2.86
7.07,5.33,1.88,12.63
7.171,20.01,-1.29,1.22
7.272,-6.35,-2.43,-2.08
7.373,-0.59,-0.86,4.43
7.474,20.01,8.39,-19.42
7.575,7.49,2.94,0.27
7.676,-6.35,-5.22,0.08
7.777,6.28,-0.43,12.16
7.878,20.01,-3.57,-0.43
7.979,-3.33,-1.57,0.59
8.08,4.67,-1.29,3.33
8.181,20.01,13.96,2
8.282,8,1.84,-0.04
8.383,-1.06,-8.75,-5.02
8.484,9.53,-17.53,11.89
8.585,20.01,1.29,-8.94
8.686,-4.04,-0.67,-2.63
8.787,5.06,-3.02,2.86
8.888,20.01,17.1,-3.73
8.989,5.14,4.43,1.33
9.09,-4.51,-6.55,-2.35
9.191,2.16,-2.71,16.87
9.292,20.01,8.32,2.16
9.393,-13.49,-3.96,3.77
9.494,7.41,-0.2,-3.22
9.595,20.01,4.35,-20.01
9.696,5.45,4.55,2.31
9.797,-7.92,-2.28,-5.3
9.898,15.46,-13.38,8
9.999,20.01,3.77,-5.41
10.1,-8.98,-2.12,1.29
10.201,7.3,-10.98,3.02
10.302,20.01,-5.3,-20.01
10.403,6.9,4.86,1.18
10.504,-7.73,-7.81,-1.14
10.605,14.95,-2.08,14.2
10.706,19.14,2.08,2.86
10.807,-12.36,0.75,5.49
10.908,-0.86,-2.55,12.51
11.009,20.01,6.43,-16.32
11.11,6.04,5.61,-1.29
11.211,-7.02,-10.87,-0.78
11.312,4.55,-5.02,4.9
11.413,20.01,1.84,0.55
11.514,-5.41,-5.18,-2.94
11.615,7.92,-5.22,-2.94
11.716,8.08,18.55,15.85
11.817,13.1,3.96,-0.2
11.918,-4.2,-12.91,-3.8
12.019,-0.12,5.69,0.08
12.12,20.01,4.28,-6.35
12.221,2.59,-4.24,3.14
12.322,-0.2,0.78,-0.27
12.423,20.01,20.01,12.63
12.524,18.99,8.39,-5.45
12.625,-1.61,-0.67,-3.14
12.726,-1.22,1.1,1.69
12.827,20.01,-2.86,4.08
12.928,7.49,-0.51,0.08
13.029,-5.02,2.24,0.9
13.13,20.01,-20.01,-20.01
13.231,17.18,-2.63,2.75
13.332,1.77,-7.37,3.45
13.433,-4.51,1.37,0.94
13.534,-2.98,-7.45,5.84
13.635,18.87,9.1,-1.29
13.736,-5.65,2.59,-0.27
13.837,20.01,-6.43,2.35
13.938,14.44,2.82,9.65
14.039,4.94,-12.94,6.2
14.14,-10.28,0.98,4.67
14.241,16.36,-7.65,10.75
14.342,18.55,0.35,-3.1
14.443,-16.08,1.29,8.94
14.544,20.01,-3.45,20.01
