NAME:,idan_walk_2,,
EXPERIMENT TIME:,Thu Jun 01 11:48:04 GMT+03:00 2023,,
ACTIVITY TYPE:,Walking,,
COUNTS OF ACTUAL STEPS:,102,,
  , ,,
Time [sec],ACC X,ACC Y,ACC Z
59.2487383,-9.77,1.33,-3.65
59.27390413,-5.53,-2.35,-4
59.27390413,-7.96,-2.39,-3.1
59.28229274,-7.37,-2.79,-11.07
59.32423578,-8.04,-0.78,-2.75
59.37456742,-8.9,-1.61,-1.96
59.4500649,-9.77,-1.96,-2.35
59.58428262,-11.14,-1.29,-1.1
59.6597801,-18.12,-0.67,-7.92
59.71850035,-9.06,-2.28,-5.88
59.768832,-10.47,-3.53,-4.43
59.85271808,-6.79,-0.94,-3.3
59.94499277,-8.71,-3.18,-2.63
60.02887885,-7.85,-3.84,-1.92
60.09598771,-9.65,-3.37,-2.28
60.17987379,-8.94,-4.82,-0.78
60.27214848,-18.59,-10.47,-6.79
60.33925734,-7.02,-2.98,-7.53
60.48186368,-11.02,-4.75,-5.33
60.54897254,-6.55,-2.67,-3.84
60.61608141,-7.73,-0.71,-2.35
60.66641306,-8.2,-1.1,-1.29
60.74191053,-9.65,-2.35,-2.24
60.85096243,-11.41,0,0.12
60.90968269,-16.12,-3.02,-6.86
61.00195738,-10.51,-1.73,-4.82
61.08584346,-10.28,-3.61,-4.28
61.14456371,-6,-1.69,-3.3
61.2368384,-8.43,-3.45,-2.51
61.3375017,-7.34,-2.9,-2.28
61.41299917,-9.73,-3.18,-2.12
61.48849664,-9.18,-4.9,-0.71
61.5556055,-19.14,-10.94,-7.37
61.63110298,-13.38,-0.86,-3.92
61.73176627,-9.96,-3.53,-4.59
61.81565235,-7.37,-2.24,-3.18
61.87437261,-8.2,-1.26,-1.8
61.9666473,-8.04,-0.94,-1.88
62.04214477,-10.71,-1.41,-3.14
62.12603085,-10.32,0.16,-0.35
62.20152832,-16.71,0.16,-9.81
62.30219162,-9.96,-2.86,-3.92
62.37768909,-8.24,-1.45,-4.16
62.43640934,-7.69,-3.02,-3.02
62.55384986,-8.63,-3.41,-2.16
62.62095872,-8.16,-2.16,-2.24
62.67967898,-11.34,-2.86,-3.84
62.77195366,-9.96,-4.28,-0.43
62.85583974,-16.12,-12.47,-8.16
62.94811443,-9.77,-0.78,-5.14
63.0152233,-9.77,-5.3,-4.39
63.09910938,-6.39,-2.2,-4
63.18299546,-7.45,0.16,-3.14
63.26688154,-8.24,-0.98,-2
63.40948787,-10.04,-2.16,-3.88
63.5437056,-11.14,-2.35,0.43
63.59403725,-18.71,0.71,-7.49
63.60242586,-10.16,-4.28,-4.71
63.66114611,-10.36,-1.92,-4.08
63.7534208,-6.94,-2.94,-2.9
63.83730688,-8.67,-2.59,-1.53
63.90441574,-8.51,-3.3,-2.2
63.99669043,-11.18,-5.3,-3.02
64.08057651,-10,-8.08,-3.92
64.14768538,-12.55,-5.49,-5.49
64.23996006,-15.26,-2.59,-2.86
64.70972211,-6.75,-5.1,-4.35
65.21303859,-7.53,-1.53,-3.69
65.2214272,-8.39,-0.39,-2.55
65.24659302,-8.9,-1.8,-2.04
65.24659302,-10.94,-3.14,-13.18
65.29692467,-9.96,-4.51,-3.14
65.36403354,-9.14,-6,-1.41
65.44791962,-12.47,-7.92,-6.2
65.5401943,-13.57,-1.29,-3.84
65.59891456,-7.88,-4.59,-4.79
65.69118925,-8.12,-1.33,-3.84
65.75829811,-8.75,-1.18,-3.37
65.8505728,-8.67,-1.73,-2.94
65.9596247,-9.26,-2.43,-2.71
66.01834496,-11.34,-1.61,-2.82
66.1609513,-14.16,0.2,-5.96
66.22806016,-11.57,-1.88,-6.98
66.29516902,-10.24,-3.69,-3.41
66.3706665,-8.12,-1.22,-4
