"NAME:","walk_5_1.csv"
"EXPERIMENT TIME:","2023/06/18 17:40"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","77"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-10.40","-1.14","-2.16"
"0.101","-10.36","-1.26","-2.16"
"0.202","-10.20","-0.86","-2.28"
"0.303","-10.71","-1.10","-2.04"
"0.404","-10.40","-0.75","-1.96"
"0.505","-10.04","-1.61","-2.47"
"0.606","-12.43","-1.84","-1.69"
"0.707","-9.69","-1.33","-1.45"
"0.808","-9.89","-2.51","-1.18"
"0.909","-10.00","-2.00","-0.78"
"1.01","-10.32","-2.24","-1.18"
"1.111","-11.45","-4.28","0.27"
"1.212","-13.18","-0.39","-2.94"
"1.313","-9.10","0.12","-3.92"
"1.414","-11.85","-0.71","-2.94"
"1.515","-9.89","0.24","-2.00"
"1.616","-9.49","-0.12","-0.75"
"1.717","-11.14","-1.22","0.12"
"1.818","-10.00","-1.02","1.45"
"1.919","-14.75","4.75","-3.02"
"2.02","-11.38","-1.57","-2.90"
"2.121","-7.88","-0.78","-2.43"
"2.222","-9.81","-1.77","-2.00"
"2.323","-9.85","-0.78","-0.27"
"2.424","-11.81","-2.79","0.08"
"2.525","-15.06","-5.10","-2.39"
"2.626","-10.51","0.39","-2.43"
"2.727","-8.24","-1.57","-2.59"
"2.828","-8.39","1.06","-1.29"
"2.929","-8.39","-0.43","-0.24"
"3.03","-12.83","0.98","0.51"
"3.131","-14.32","0.78","-2.04"
"3.232","-12.59","-0.24","-2.86"
"3.333","-7.77","-1.22","-2.82"
"3.434","-8.67","-0.98","-1.10"
"3.535","-10.63","-0.59","-0.71"
"3.636","-11.81","-2.86","2.31"
"3.737","-12.83","-0.12","-6.35"
"3.838","-9.77","0.00","-2.63"
"3.939","-9.41","0.20","-2.16"
"4.04","-8.59","-0.63","-0.67"
"4.141","-11.10","-1.45","0.43"
"4.242","-12.94","-0.55","1.45"
"4.343","-9.69","-2.43","-3.53"
"4.444","-10.75","0.98","-1.96"
"4.545","-8.24","-1.33","-2.16"
"4.646","-9.18","-1.57","-0.71"
"4.747","-10.90","-2.04","1.02"
"4.848","-12.47","-0.59","-1.14"
"4.949","-9.81","0.86","-3.92"
"5.05","-8.43","-1.65","-2.98"
"5.151","-8.51","1.22","-2.04"
"5.252","-9.18","-0.71","-0.82"
