NAME:,run_4_1,,
EXPERIMENT TIME:,Thu Jun 08 15:58:45 GMT+03:00 2023,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS,179,,
,,,
Time [sec], ACC X,ACC Y,ACC Z
0,10.71,-0.08,4.82
0.101,11.57,3.18,-0.55
0.202,8,-4.08,-0.47
0.303,5.37,4.51,-2.39
0.404,10.47,-8.75,1.92
0.505,9.02,-4.2,-3.06
0.606,20.01,1.1,-5.1
0.707,9.22,-3.57,0.86
0.808,-10.08,2.59,-1.33
0.909,20.01,5.57,6.63
1.01,7.49,-1.53,0.59
1.111,12.59,7.81,-7.1
1.212,-2.9,0.24,-2.67
1.313,17.57,5.06,-2.63
1.414,2.75,-4.47,0.86
1.515,-6.39,7.65,-2.43
1.616,16.91,-10.12,-6.43
1.717,19.38,-14.98,2.86
1.818,6.24,10.59,-2.12
1.919,2.24,-1.18,-12.47
2.02,15.49,4.43,3.1
2.121,2.24,-4.82,-3.92
2.222,10.63,18.75,-20.01
2.323,-0.35,-6.2,8.67
2.424,11.73,-1.37,-10.12
2.525,-2.9,1.37,1.02
2.626,20.01,4.08,4.63
2.727,7.37,-7.73,-1.8
2.828,-10.36,9.57,2.63
2.929,-1.84,-18.71,15.89
3.03,18.99,-17.46,1.22
3.131,2.55,8.51,-2.86
3.232,10.67,-11.45,0.78
3.333,6.04,-7.77,3.65
3.434,2.67,6.39,-3.57
3.535,20.01,6.59,11.96
3.636,7.53,-0.71,5.57
3.737,7.85,2.28,-5.53
3.838,-1.33,0.51,2.94
3.939,20.01,8.63,6.71
4.04,6.67,-14.95,-0.86
4.141,-4.35,5.41,-4.24
4.242,1.18,-12.4,-0.08
4.343,11.85,-17.18,-0.9
4.444,1.41,5.49,-2.04
4.545,20.01,-8.63,-7.14
4.646,19.61,-9.02,6.2
4.747,-10.28,5.3,-0.86
4.848,20.01,-20.01,-1.61
4.949,13.49,-8.28,4.63
5.05,9.45,6,-7.37
5.151,4.59,0.98,-3.26
5.252,13.14,0.39,2.04
5.353,6.39,-2.94,-3.18
5.454,-2.63,4.63,-1.18
5.555,6.83,-12.55,6.79
5.656,10.4,-11.14,-2.98
5.757,-4.47,-1.69,1.18
5.858,20.01,3.53,-6.55
5.959,18.48,-16.4,4.2
6.06,-11.77,7.14,0.59
6.161,20.01,-20.01,3.37
6.262,8,-3.53,3.06
6.363,9.41,5.61,-6.12
6.464,6.67,0.39,-7.26
6.565,15.3,-2.71,-4.67
6.666,5.3,-3.14,0.47
6.767,-7.18,4.98,-1.18
6.868,3.37,-17.46,4.59
6.969,14.75,-7.81,1.49
7.07,7.96,7.69,-6.28
7.171,6.55,-0.82,-1.41
7.272,10.98,-2.16,2.51
7.373,5.22,0.98,-2.59
7.474,-1.41,6.98,-4.71
7.575,6.94,-5.88,1.29
7.676,15.57,-12.71,0.08
7.777,2,7.85,-2.47
7.878,20.01,-8.55,3.77
7.979,12.32,-9.22,0.31
8.08,5.3,0.78,-4.63
8.181,16.32,1.53,-12.59
8.282,8.36,-1.06,4.63
8.383,9.65,-15.34,-2.75
8.484,0.55,4.43,-1.65
8.585,20.01,-4.08,-2.82
8.686,18.24,-7.18,5.53
8.787,1.18,1.37,-1.88
8.888,13.65,2.08,1.69
8.989,5.1,-0.31,4.51
9.09,13.85,-13.1,-1.26
9.191,1.77,6.59,-2.79
9.292,10.51,-10.83,-6.39
9.393,15.46,-3.18,3.26
9.494,5.53,1.53,-0.9
9.595,-1.29,4.9,3.84
9.696,2.59,-6.32,3.49
9.797,19.22,-11.18,1.61
9.898,1.37,6.08,-2.63
9.999,10.51,-13.38,-5.37
10.1,11.38,-1.41,4.28
10.201,3.1,-0.35,-0.94
10.302,10,13.02,-20.01
10.403,2.28,0.63,3.06
10.504,11.81,-17.3,-0.16
10.605,3.61,8.83,-1.88
10.706,16.67,-1.88,-4
10.807,18.87,-8.59,2.43
10.908,-4.35,3.92,-3.26
11.009,8.94,20.01,-17.1
11.11,2.47,-1.1,4.59
11.211,4.2,-4.55,-3.33
11.312,0.63,4.98,1.53
11.413,20.01,-11.53,-5.96
11.514,20.01,-10.79,4.79
11.615,-10.67,5.69,-2.71
11.716,20.01,1.45,-9.45
11.817,7.45,-0.39,6.79
11.918,6.86,-5.41,-1.45
12.019,-0.27,2.31,-0.31
12.12,20.01,-0.04,3.57
12.221,18.44,-9.49,5.1
12.322,-13.81,4.51,-1.57
12.423,7.1,-18.4,-5.57
12.524,11.53,-4,6.59
12.625,10.08,3.37,-3.92
12.726,9.45,5.73,-7.49
12.827,14.55,2.2,1.41
12.928,3.49,-2.86,5.37
13.029,0.2,0.35,-5.65
13.13,5.06,-20.01,-4.04
13.231,15.77,-9.53,1.77
13.332,1.26,5.57,-2.16
13.433,20.01,-7.06,2.24
13.534,12.43,0.9,-2.16
13.635,-5.65,2.43,-2.43
13.736,20.01,-15.93,-4.55
13.837,2.2,-1.06,6.94
13.938,5.37,-8.28,-0.67
14.039,0.98,2.16,-2.16
14.14,20.01,-4.31,-4.55
14.241,18.28,-15.73,2.08
1.07E+04,-6.9,7.96,0.08
14.544,4.75,-7.14,6.86
14.645,7.57,-7.45,-2.31
14.746,0.39,3.26,0
14.847,20.01,-2.86,-7.85
14.948,19.77,-13.1,3.61
15.049,-10.36,5.53,-4.9
15.15,13.14,-19.89,0.67
15.251,9.06,-2.86,2.94
15.352,7.02,-1.57,-4.28
15.453,4.9,8.98,-0.9
15.554,12.59,2.47,3.96
15.655,13.53,-8.24,1.45
15.756,-12,3.41,-0.86
15.857,20.01,-20.01,-1.1
15.958,17.97,0.98,4.47
16.059,8.59,-1.14,-2.16
16.16,-0.35,2.16,-2.86
16.261,20.01,-12.16,2.79
16.362,14.08,-6.08,5.53
16.463,-3.53,0.9,0.78
16.564,20.01,2.9,10.12
16.665,10.24,2.12,1.92
16.766,10.36,-11.26,0.39
16.867,1.8,2.24,-0.78
16.968,14.87,-12.67,-0.59
17.069,15.69,-7.69,4.9
17.17,-0.67,2.98,0
17.271,7.41,13.65,-17.46
17.372,4.51,-7.3,3.45
17.473,9.96,-14.08,1.22
17.574,9.53,3.49,-2.82
17.675,9.65,-1.33,-7.88
17.776,8.32,-6.83,2.35
17.877,6.98,1.53,-0.08
