"NAME:","walk_3_2.csv"
"EXPERIMENT TIME:","07/06/2023 21:42"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","50"

"Time [sec]","ACC X","ACC Y","ACC Z"
"414.83","-0.12","-3.57","11.02"
"414.92","-0.31","-3.77","11.02"
"415.01","0.04","-3.49","10.9"
"415.11","-0.27","-3.45","11.49"
"415.2","-0.39","-3.18","11.34"
"415.29","-0.24","-3.37","11.22"
"415.38","-0.31","-3.26","10.71"
"415.47","-0.24","-3.26","11.81"
"415.56","-0.59","-2.94","11.14"
"415.65","-0.12","-3.22","11.1"
"415.74","-0.12","-1.77","11.89"
"415.83","-1.29","-0.39","12.71"
"415.92","-1.26","1.37","11.85"
"416.01","-0.2","0.71","10.55"
"416.11","-0.9","1.73","9.61"
"416.2","-2.08","2.55","10.51"
"416.29","-0.2","4.63","11.81"
"416.38","-0.86","1.53","11.65"
"416.47","2.24","0.31","8.08"
"416.56","-3.14","-1.14","10.04"
"416.65","-1.41","-1.84","10.63"
"416.74","-1.37","-3.02","11.02"
"416.83","-0.86","-1.69","8.24"
"416.92","-2.39","-4.75","11.34"
"417.02","-0.43","-5.26","13.65"
"417.11","-3.88","-5.96","15.14"
"417.2","4.08","-2.31","15.22"
"417.29","-0.35","-1.29","12.16"
"417.38","1.1","-1.14","8.51"
"417.47","1.14","0.55","5.02"
"417.56","-3.1","4.0","17.26"
"417.65","4.04","-3.14","15.26"
"417.74","0.47","-7.34","6.67"
"417.83","0.59","-1.02","8.0"
"417.93","0.82","-3.02","9.53"
"418.02","-1.41","-2.63","8.55"
"418.11","-2.47","-4.59","13.26"
"418.2","-3.65","-4.47","13.69"
"418.29","-0.12","-5.65","10.98"
"418.38","2.0","-4.82","14.0"
"418.47","0.35","-3.61","9.85"
"418.56","1.57","0.47","5.14"
"418.65","0.12","5.33","7.61"
"418.75","1.29","4.12","10.4"
"418.84","1.73","-3.57","8.75"
"418.93","-9.34","-5.61","15.26"
"419.02","-1.26","-6.75","9.22"
"419.11","0.24","-4.0","8.71"
"419.2","-0.67","-2.12","10.55"
"419.29","-2.55","-5.1","13.26"
"419.38","-5.26","-4.98","13.14"
"419.47","4.24","-2.47","12.67"
"419.56","-1.45","-1.8","14.08"
"419.66","-0.98","0.39","10.9"
"419.75","1.61","0.51","5.61"
"419.84","-1.57","3.3","14.95"
"419.93","-6.71","10.63","5.45"
"420.02","2.71","-4.43","3.96"
"420.11","-1.84","-3.26","6.98"
"420.2","-0.59","-9.65","9.22"
"420.29","-2.35","-2.9","9.26"
"420.38","-1.57","-3.61","11.57"
"420.47","-3.37","-4.55","13.45"
"420.57","-2.31","-6.47","13.61"
"420.66","4.79","-4.39","15.42"
"420.75","-1.77","-1.92","11.22"
"420.84","1.02","1.02","6.2"
"420.93","-0.47","3.02","6.9"
"421.02","-2.94","6.71","17.42"
"421.11","6.63","-1.45","14.55"
"421.2","-1.77","-12.59","9.89"
"421.29","1.88","-1.65","9.49"
"421.38","-1.77","-2.63","11.69"
"421.48","-0.78","-3.53","10.71"
"421.57","-1.57","-3.77","12.94"
"421.66","-5.02","-5.18","12.63"
"421.75","4.79","-1.96","13.73"
"421.84","0.75","-0.47","12.51"
"421.93","1.14","0.55","9.38"
"422.02","0.27","0.39","4.43"
"422.11","-1.14","3.57","15.53"
"422.2","0.31","-0.78","4.9"
"422.29","1.06","-3.57","5.96"
"422.38","-3.77","-2.9","9.41"
"422.48","1.18","-5.92","10.28"
"422.57","-1.26","-3.49","9.38"
"422.66","-1.45","-3.06","11.53"
"422.75","-2.59","-4.67","13.57"
"422.84","-0.27","-6.86","16.67"
"422.93","4.43","-4.55","15.46"
"423.02","0.35","-2.47","12.63"
"423.11","-0.75","-2.31","9.38"
"423.2","0.24","2.71","4.94"
"423.3","-2.71","2.94","20.01"
"423.39","0.35","-6.86","19.97"
"423.48","-1.02","-7.81","4.47"
"423.57","2.82","-1.49","7.53"
"423.66","-3.57","-3.02","11.45"
"423.75","-2.08","-2.47","9.18"
"423.84","-3.06","-3.06","12.63"
"423.93","-5.92","-4.71","13.61"
"424.02","5.1","-2.28","10.71"
"424.11","-1.22","-2.35","12.83"
"424.2","-0.63","0.9","7.37"
"424.3","0.59","0.67","5.53"
"424.39","-0.51","4.2","15.89"
"424.48","0.12","1.14","7.61"
"424.57","0.31","-8.71","4.51"
"424.66","-7.06","-2.28","14.87"
"424.75","-3.02","-10.75","8.98"
"424.84","-0.51","0.12","9.45"
"424.93","-0.78","-2.82","11.34"
"425.02","-3.3","-4.0","12.83"
"425.11","-1.8","-5.69","15.93"
"425.21","5.26","-2.75","16.51"
"425.3","-3.26","-1.96","11.1"
"425.39","1.88","0.78","8.16"
"425.48","0.51","1.26","5.22"
"425.57","-1.49","4.39","20.01"
"425.66","-1.18","-12.59","20.01"
"425.75","-3.06","-7.92","6.86"
"425.84","2.47","-3.65","8.9"
"425.93","-1.96","-4.59","10.75"
"426.02","-2.0","-3.65","10.55"
"426.12","-2.67","-5.3","12.63"
"426.21","-3.61","-4.0","12.67"
"426.3","5.3","-3.02","11.14"
"426.39","-0.82","-3.26","13.69"
"426.48","0.47","-0.27","9.06"
"426.57","0.75","-0.47","4.75"
"426.66","-0.63","4.79","14.28"
"426.75","0.94","2.51","8.36"
"426.84","-0.08","-12.75","6.32"
"426.94","-0.94","-3.41","9.53"
"427.03","-1.26","-5.88","8.47"
"427.12","-1.37","-2.94","9.53"
"427.21","0.04","-4.75","10.9"
"427.3","-3.37","-4.08","13.89"
"427.39","-1.1","-5.3","8.08"
"427.48","0.51","-4.59","16.0"
"427.57","0.27","-2.16","9.34"
"427.66","1.65","0.63","4.79"
"427.75","-1.53","5.88","11.41"
"427.85","1.45","4.28","8.47"
"427.94","-1.73","-13.02","9.92"
"428.03","-2.79","-1.06","14.2"
"428.12","-0.78","-9.26","10.24"
"428.21","-1.06","-3.53","9.57"
"428.3","-1.45","-2.82","11.96"
"428.39","-3.53","-3.88","14.16"
"428.48","-1.57","-5.02","13.85"
"428.57","3.14","-3.77","14.75"
"428.66","-0.16","-0.51","10.16"
"428.76","-0.43","-0.08","4.55"
"428.85","1.06","4.35","6.28"
"428.94","-1.18","3.1","15.34"
"429.03","0.16","-0.31","13.26"
"429.12","-5.18","-3.92","14.44"
"429.21","0.51","-5.53","9.61"
"429.3","-0.08","-3.3","10.12"
"429.39","-1.26","-3.3","10.63"
"429.48","-2.63","-4.59","12.79"
"429.57","-0.78","-5.81","15.93"
"429.67","5.41","-5.1","15.81"
"429.76","-4.47","-3.69","14.12"
"429.85","-0.2","0.94","7.49"
"429.94","1.18","1.73","4.71"
"430.03","-0.94","4.75","20.01"
"430.12","-7.34","-8.16","20.01"
"430.21","-0.39","-9.96","2.55"
"430.3","1.96","-4.39","8.08"
"430.39","-2.47","-5.61","10.08"
"430.48","-2.67","-3.53","9.77"
"430.57","-1.18","-3.33","13.42"
"430.67","-8.0","-4.63","12.59"
"430.76","6.2","-4.35","17.46"
"430.85","-1.41","-1.96","12.12"
"430.94","1.45","-0.59","4.86"
"431.03","1.1","0.08","5.77"
"431.12","-4.28","3.69","20.01"
"431.21","4.47","-0.94","16.28"
"431.3","1.1","0.04","5.92"
