"NAME:","Run_4_1"
"EXPERIMENT TIME:","2023/06/06 12:16:33"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","120"

"Time[sec]","ACC X","ACC Y","ACC Z"
"37.82994531250006","0.82","-2.20","-1.14"
"37.91094531249996","-4.43","-6.55","1.45"
"37.99194531250009","-0.27","4.75","-7.57"
"38.072945312499996","3.84","-20.01","-9.61"
"38.1539453124999","3.80","-19.73","-5.26"
"38.23494531250003","-5.18","7.02","1.33"
"38.315945312499935","-0.78","-4.35","-3.06"
"38.396945312500065","7.34","12.28","-20.01"
"38.47794531249997","2.86","-20.01","-8.16"
"38.5589453125001","-0.86","-1.06","-3.33"
"38.639945312500004","-6.79","-4.98","0.47"
"38.72094531249991","2.94","-0.39","3.80"
"38.80194531250004","10.28","-7.88","-19.53"
"38.88294531249994","-1.06","-18.01","-7.26"
"38.96394531250007","-5.65","6.90","1.69"
"39.044945312499976","0.00","-4.08","-5.02"
"39.12594531250011","9.81","3.96","-20.01"
"39.20694531250001","5.49","-20.01","-4.71"
"39.287945312499915","-1.77","-3.65","-2.59"
"39.368945312500045","-2.28","-7.18","4.28"
"40.016945312499956","-3.96","-9.18","-4.16"
"40.09794531250009","1.88","5.57","-0.59"
"40.17894531249999","0.86","-0.51","-4.16"
"40.259945312499894","-9.06","-20.01","-3.88"
"40.340945312500025","-2.12","-20.01","-3.30"
"40.42194531249993","-1.14","3.80","-3.10"
"40.50294531250006","5.30","0.35","-4.82"
"40.583945312499964","-2.63","1.49","1.18"
"40.664945312500095","0.20","-20.01","-19.42"
"40.7459453125","0.35","-14.55","-6.04"
"40.8269453124999","5.14","3.92","-2.20"
"40.90794531250003","-3.88","-6.47","-0.71"
"40.988945312499936","0.94","4.43","-12.75"
"41.06994531250007","2.47","-20.01","-15.46"
"41.15094531249997","3.06","-12.71","-2.24"
"41.2319453125001","-0.20","1.88","2.00"
"41.312945312500005","-0.71","-2.47","-1.41"
"41.39394531249991","6.16","-20.08","-4.82"
"41.47494531250004","5.73","-20.01","-0.12"
"41.555945312499944","-2.55","-9.61","-0.31"
"41.636945312500075","-2.55","-2.79","2.63"
"41.71794531249998","3.92","1.73","0.86"
"41.79894531250011","7.02","-12.59","-13.06"
"41.87994531250001","-0.63","-17.42","-5.49"
"41.960945312499916","-4.94","6.51","-3.45"
"42.04194531250005","-2.63","-6.00","-3.49"
"42.12294531249995","3.53","12.83","-17.57"
"42.20394531250008","3.96","-20.01","-20.01"
"42.284945312499985","-4.08","-8.47","-3.41"
"42.36594531249989","0.31","5.84","-3.37"
"42.44694531250002","-1.10","5.30","-4.79"
