NAME:,walk_5_2,,
EXPERIMENT TIME:,08/06/2023 10:50,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,85,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.05,2.99,-0.85,-11.09
0.207,2.94,-1.19,-10.88
0.33,2.68,-1.39,-10.57
0.459,2.68,-1.39,-10.57
0.47,2.68,-1.39,-10.57
0.558,2.68,-1.39,-10.57
0.645,2.68,-1.39,-10.57
0.736,2.68,-1.39,-10.57
0.746,2.68,-1.39,-10.57
0.834,2.68,-1.39,-10.57
0.921,2.07,-0.76,-10.63
1.009,1.5,0.08,-10.59
1.098,1.2,0.68,-10.84
1.183,1.2,0.68,-10.84
1.271,1.2,0.68,-10.84
1.36,1.2,0.68,-10.84
1.447,1.2,0.68,-10.84
1.534,1.2,0.68,-10.84
1.62,1.2,0.68,-10.84
1.706,1.2,0.68,-10.84
1.797,1.87,0.72,-10.2
1.888,2.46,0.93,-10.81
1.897,3.32,1.57,-11.18
1.985,3.32,1.57,-11.18
2.074,3.32,1.57,-11.18
2.164,3.32,1.57,-11.18
2.254,3.32,1.57,-11.18
2.345,3.32,1.57,-11.18
2.436,3.32,1.57,-11.18
2.447,3.32,1.57,-11.18
2.54,2.28,1.49,-12.45
2.627,2.46,-0.13,-13.09
2.719,2.42,-1.41,-12.33
2.812,2.42,-1.41,-12.33
2.897,2.42,-1.41,-12.33
2.989,2.42,-1.41,-12.33
3.08,2.42,-1.41,-12.33
3.168,2.42,-1.41,-12.33
3.263,2.42,-1.41,-12.33
3.351,2.42,-1.41,-12.33
3.435,2.97,-2.28,-11.55
3.448,2.68,-1.4,-9.95
3.537,1.67,-1.05,-9.72
3.628,1.67,-1.05,-9.72
3.721,1.67,-1.05,-9.72
3.817,1.67,-1.05,-9.72
3.911,1.67,-1.05,-9.72
4.002,1.67,-1.05,-9.72
4.012,1.67,-1.05,-9.72
4.104,1.67,-1.05,-9.72
4.197,2.13,-0.55,-9.32
4.29,2.26,-0.38,-9.32
4.384,2.82,-0.59,-10.17
4.478,2.82,-0.59,-10.17
4.492,2.82,-0.59,-10.17
4.585,2.82,-0.59,-10.17
4.735,2.82,-0.59,-10.17
4.746,2.82,-0.59,-10.17
4.84,2.82,-0.59,-10.17
4.937,2.82,-0.59,-10.17
5.031,2.55,-0.88,-10.94
5.123,1.57,-1.23,-12.32
5.136,1.39,-2.69,-12.62
5.23,1.39,-2.69,-12.62
5.321,1.39,-2.69,-12.62
