"NAME:","Run_5_1"
"EXPERIMENT TIME:","2023/06/06 12:18:33"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","150"

"Time[sec]","ACC X","ACC Y","ACC Z"
"0","0.24","-10.16","-5.61"
"0.0809990234374709","-2.63","-4.63","-2.63"
"0.16199902343760186","0.20","-11.92","-4.12"
"0.24299902343750546","-1.45","-11.34","-4.47"
"0.32399902343740905","0.27","-6.71","-2.04"
"0.9719990234375473","1.10","-7.14","-3.92"
"1.0529990234374509","0.55","-9.45","-4.31"
"1.1339990234375819","2.59","-11.18","-2.47"
"1.2149990234374854","6.16","-4.67","-8.47"
"1.295999023437389","-0.51","-5.69","-7.85"
"1.37699902343752","2.20","-17.50","-10.24"
"1.4579990234374236","-1.84","-14.71","-5.65"
"1.5389990234375546","2.71","4.28","1.14"
"1.6199990234374582","-2.39","-0.55","-5.65"
"1.7009990234375891","-2.67","-20.01","-5.92"
"1.7819990234374927","-4.08","-20.01","-2.43"
"1.8629990234373963","1.53","-4.47","-2.63"
"1.9439990234375273","3.96","-0.82","-1.77"
"2.024999023437431","-0.94","4.82","-3.30"
"2.105999023437562","-3.73","-20.01","-18.67"
"2.1869990234374654","0.63","-13.57","-3.92"
"2.2679990234375964","4.20","8.00","-2.79"
"2.3489990234375","-1.92","-4.67","-3.33"
"2.4299990234374036","-9.30","-4.75","-20.01"
"2.5109990234375346","-1.22","-20.01","-6.20"
"2.591999023437438","6.24","-6.12","-1.14"
"2.672999023437569","3.80","-0.43","-1.22"
"2.7539990234374727","-4.94","1.61","1.49"
"2.8349990234376037","-5.41","-20.01","-12.24"
"2.9159990234375073","2.47","-13.06","-3.30"
"2.996999023437411","3.84","11.81","-3.26"
"3.077999023437542","-3.02","-2.86","-6.47"
"3.1589990234374454","-6.12","1.77","-20.01"
"3.2399990234375764","1.96","-20.01","-5.14"
"3.32099902343748","1.10","0.90","-1.92"
"3.401999023437611","5.41","-5.18","-2.04"
"3.4829990234375146","-3.88","1.65","1.53"
"3.563999023437418","-1.14","-20.01","-16.99"
"3.644999023437549","0.20","-13.14","-2.00"
"3.7259990234374527","4.04","8.28","-0.86"
"3.8069990234375837","-4.28","4.12","-9.14"
"3.8879990234374873","-7.45","5.73","-20.01"
"3.968999023437391","0.27","-20.01","-0.59"
"4.049999023437522","0.35","1.53","-4.47"
"4.130999023437425","5.57","-5.61","-2.00"
"4.211999023437556","-3.80","-1.26","1.10"
"4.29299902343746","2.00","-18.55","-7.02"
"4.373999023437591","5.73","-19.81","-0.51"
"4.4549990234374945","4.00","10.75","-0.39"
"4.535999023437398","-4.28","-5.30","-6.63"
"4.616999023437529","-1.88","6.32","-20.01"
"4.697999023437433","-2.79","-20.01","-7.30"
"4.778999023437564","2.59","-8.63","-2.12"
"4.859999023437467","5.10","4.86","0.27"
"4.940999023437598","-2.90","2.98","0.67"
"5.021999023437502","-1.96","-15.61","-7.88"
"5.102999023437405","10.28","-17.50","0.20"
"5.183999023437536","-1.22","-1.73","-3.02"
"5.26499902343744","-6.00","-7.37","1.65"
"5.345999023437571","4.20","0.82","3.14"
"5.4269990234374745","-7.65","-9.89","-16.63"
"5.5079990234376055","-0.82","-12.59","-3.69"
"5.588999023437509","-4.16","4.79","-0.98"
"5.669999023437413","-0.08","-4.31","-5.49"
"5.750999023437544","4.82","11.73","-19.77"
"5.831999023437447","4.67","-20.01","-13.69"
"5.912999023437578","-1.69","-4.71","-1.92"
"5.993999023437482","-3.14","-3.49","1.02"
"6.074999023437613","-0.20","7.96","-3.10"
