NAME:,run_3_2.csv,,
EXPERIMENT TIME:,14/06/2023 21:45,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,60,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,10.59,-0.08,2.86
0.07998657,10.67,0.2,2.82
0.16998291,10.0,0.2,2.98
0.25997925,10.0,1.18,2.16
0.33999634,10.75,0.71,2.63
0.42999268,10.32,1.06,2.94
0.50997925,10.71,0.78,3.37
0.6000061,8.08,1.49,4.75
0.69000244,9.38,-0.27,0.9
0.769989,9.69,0.39,-1.53
0.85998535,14.59,4.63,0.12
0.9499817,19.57,-0.98,3.84
1.0299988,13.57,0.71,8.08
1.1199951,0.47,-2.79,5.45
1.1999817,13.65,3.41,7.61
1.2900085,20.01,0.86,-0.78
1.3800049,-1.06,0.47,3.53
1.4599915,0.35,1.57,1.22
1.5499878,20.01,11.14,4.16
1.6300049,11.81,2.2,-3.92
1.7200012,10.59,-6.67,2.0
1.7999878,-0.27,1.1,6.79
1.8899841,1.02,1.45,1.29
1.9799805,17.73,4.98,9.45
2.0599976,20.01,1.88,-3.73
2.149994,3.26,-4.16,2.63
2.2299805,4.67,4.2,3.57
2.3200073,-7.02,2.43,13.3
2.4100037,-6.28,-1.8,-20.01
2.4899902,13.81,-4.47,6.59
2.5799866,-1.1,0.82,4.75
2.669983,1.02,-0.43,3.22
2.75,12.98,9.14,12.16
2.8399963,20.01,10.67,-2.94
2.919983,-5.92,-1.73,2.94
3.0099792,4.79,2.55,2.63
3.100006,10.98,11.69,14.28
3.1799927,7.88,2.08,-2.9
3.269989,14.79,-3.45,-2.0
3.350006,2.51,-4.04,4.51
3.4400024,1.45,3.41,4.39
3.519989,20.01,-4.55,11.1
3.6099854,20.01,-2.55,-0.59
3.6999817,9.65,-3.06,-0.71
3.7799988,-1.02,7.61,2.24
3.869995,0.94,-0.51,2.16
3.9499817,8.63,-6.08,0.55
4.0400085,19.77,-4.0,-1.06
4.130005,4.98,-2.35,0.2
4.2099915,1.26,0.31,4.9
4.299988,-2.16,-1.33,5.53
4.380005,20.01,1.29,5.69
4.470001,8.12,-2.47,2.0
4.5599976,-1.26,7.49,0.0
4.639984,5.18,0.24,6.9
4.7299805,7.53,-7.26,-12.94
4.8200073,18.99,-4.79,-1.22
4.899994,-2.04,0.2,0.63
4.98999,2.16,3.22,3.06
5.0700073,20.01,0.51,19.89
5.1600037,20.01,-7.18,-5.06
5.25,2.04,-1.29,2.47
5.3299866,0.12,2.43,2.86
5.419983,-0.31,1.33,2.9
5.5,11.41,-7.37,2.24
5.5899963,16.48,-3.49,-1.57
5.669983,2.31,-1.45,0.35
5.7599792,2.67,1.14,3.37
5.850006,12.47,9.41,-2.08
5.9299927,20.01,-5.96,-1.26
6.019989,-2.35,-0.82,-0.16
6.100006,0.51,3.61,2.75
6.1900024,20.01,10.83,-9.1
6.279999,20.01,3.26,5.33
6.3599854,16.36,-3.26,7.45
6.4499817,-4.94,-0.12,1.65
6.5400085,0.78,0.63,3.1
6.619995,20.01,12.59,9.65
6.7099915,18.28,1.22,-2.59
6.7900085,-3.88,0.31,-0.75
6.880005,6.43,0.71,5.45
6.970001,17.42,-0.08,-17.77
7.049988,20.01,6.08,3.18
7.139984,18.16,-1.29,10.4
7.220001,4.75,-0.59,7.53
7.3099976,1.1,-1.29,2.51
7.389984,19.81,10.71,14.47
7.4799805,15.02,2.98,1.65
7.5700073,-4.0,3.02,4.08
7.649994,4.79,-0.43,4.16
7.73999,20.01,4.98,-13.14
7.8200073,20.01,2.59,6.67
7.9100037,14.4,-1.8,10.4
8.0,4.79,-0.27,7.18
8.079987,-7.45,-3.14,20.01
8.169983,20.01,-0.59,7.85
8.259979,9.14,-2.16,0.9
8.339996,-7.45,8.83,2.59
