NAME:,run_1_2.csv,,
EXPERIMENT TIME:,06/06/2023 12:06,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,60,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
8.03,-10.551956,0.784532,-1.647517
8.11,-10.51273,0.784532,-1.569064
8.19,-10.551956,0.784532,-1.333704
8.28,-10.434276,0.745305,-1.412158
8.36,-10.27737,0.980665,-1.725971
8.44,-10.39505,1.137571,-1.647517
9.25,-10.27737,2.667409,-0.862985
9.33,-11.414941,2.510503,-0.431493
9.41,-12.081794,1.255251,2.667409
9.49,-11.336488,3.883434,0.902212
9.57,-4.981779,6.943109,-9.296705
9.65,-7.178468,3.412714,-4.667965
9.73,-13.533178,6.354709,4.785645
9.81,-18.475729,1.569064,0.627626
9.90,-0.784532,2.000557,-9.492838
9.98,-6.158576,3.530394,-4.2757
10.06,-20.005568,0.431493,1.059118
10.14,0.039227,1.255251,0.627626
10.22,-3.726527,-0.078453,-5.295591
10.30,-19.221035,2.353596,-4.864099
10.38,-20.005568,4.15802,5.413271
10.46,-19.809433,1.216025,-0.823759
10.54,1.569064,-0.666852,-2.31437
10.62,-4.981779,-7.649188,-7.570734
10.71,-20.005568,2.118237,4.079566
10.79,-3.020448,-2.941995,2.235916
10.87,-7.178468,7.021562,-7.923774
10.95,-9.022119,6.786202,-6.040897
11.03,-20.005568,3.412714,11.414941
11.11,-11.924888,-0.980665,-6.511616
11.19,7.884547,11.88566,-6.11935
11.27,-20.005568,-2.941995,1.372931
11.35,-20.005568,12.395606,1.529837
11.43,3.687301,2.353596,-9.924331
11.52,-7.100015,-0.745305,-12.47406
11.60,-1.529837,1.137571,6.315483
11.68,-20.005568,2.863542,1.569064
11.76,-4.628739,3.334261,-6.864655
11.84,-1.333704,-4.079566,-8.198359
11.92,-20.005568,1.137571,5.844764
12.00,-10.983448,5.334818,0.666852
12.08,-3.255808,-0.353039,-12.277926
12.16,-5.334818,2.07901,-11.179583
12.24,6.080123,10.708862,5.021005
12.33,-20.005568,12.042567,3.334261
12.41,-4.628739,4.746419,-9.845878
12.49,-1.804424,3.020448,1.608291
12.57,-20.005568,-5.491724,8.355267
12.65,-2.902768,0.23536,-4.471833
12.73,-5.805537,-2.510503,-7.84532
12.81,-7.100015,3.216581,0.745305
12.89,0.941438,2.275143,3.451941
12.97,-19.809433,1.569064,11.336488
13.05,-7.217695,5.844764,-11.650301
13.14,1.216025,-0.862985,-8.943666
13.22,-20.005568,-1.569064,5.099459
13.30,-13.140911,-6.23703,5.452498
13.38,4.314926,2.706636,-9.963557
13.46,-1.686744,-0.039227,-6.11935
13.54,-11.022676,5.138685,1.804424
13.62,-20.005568,-5.374045,-3.648074
13.70,3.412714,-10.002784,-11.258035
13.78,5.570178,3.491168,-5.256365
13.86,-1.059118,-1.882877,-9.335931
13.95,-17.965784,-1.294478,5.805537
14.03,3.844207,-3.216581,-5.021005
14.11,-7.100015,-3.020448,-6.393936
14.19,-4.001113,0.902212,-20.005568
14.27,-3.216581,8.394493,3.569621
14.35,-9.963557,-1.137571,1.451384
14.43,-3.138128,5.021005,-6.668522
15.08,-5.687858,2.902768,-10.27737
15.16,2.785089,-0.11768,-7.335374
15.24,-20.005568,-2.667409,4.001113
15.32,-20.005568,3.491168,6.982335
15.40,3.80498,5.530951,-6.23703
15.48,-1.529837,0.11768,-7.649188
15.57,-19.887888,4.511059,7.531507
15.65,-20.005568,5.256365,5.530951
15.73,-14.43539,7.806094,-4.785645
15.81,-4.471833,2.353596,-8.943666
15.89,-2.471276,-1.922104,-8.31604
15.97,-20.005568,-6.629296,-1.059118
16.05,-19.809433,5.177911,2.745862
16.13,4.511059,-0.039227,-7.256921
16.21,-2.471276,0.980665,-4.864099
16.29,-19.927114,-1.725971,-3.177355
16.38,-20.005568,-10.708862,10.434276
16.46,6.315483,1.569064,-7.688414
16.54,-0.196133,3.098902,-8.982892
16.62,0,-5.88399,-5.099459
16.70,-20.005568,-5.530951,2.157463
16.78,-9.179025,4.079566,3.295035
16.86,-2.981222,2.432049,-12.317153
16.94,-6.864655,5.217138,-5.923217
17.02,-8.276814,12.513286,3.216581
17.10,-15.259149,2.118237,-3.295035
17.19,-6.982335,2.902768,-6.276257
17.27,3.334261,-3.765754,-8.041453
17.35,-20.005568,1.84365,8.512173
17.43,-17.651972,0.11768,8.355267
17.51,8.43372,6.00167,-4.471833
17.59,-1.922104,-3.451941,-6.982335
17.67,-20.005568,6.825429,15.063015
17.75,-20.005568,8.865212,11.571848
17.83,-12.277926,-2.785089,0.941438
17.91,-1.412158,3.138128,-5.687858
18.00,-0.666852,-0.745305,-9.218252
18.08,-20.005568,-8.43372,3.765754
18.16,-12.434833,-7.688414,7.453054
18.24,3.569621,5.177911,-7.296148
18.32,-3.883434,-0.902212,-4.197247
18.40,-20.005568,-2.941995,-0.431493
18.48,-20.005568,-6.707749,0.549172
18.56,1.333704,0.706079,-11.88566
18.64,4.667965,2.902768,-4.04034
18.72,-9.179025,-1.372931,-16.788986
18.81,-20.005568,-6.315483,4.432606
18.89,-13.925444,7.492281,-1.647517
18.97,-8.31604,3.92266,-12.081794
19.05,-8.786758,-3.216581,-18.083464
19.13,-10.434276,2.118237,5.413271
19.21,-11.689528,-4.354153,1.176798
19.29,-7.296148,2.824315,-5.295591
19.37,1.882877,-0.509946,-6.11935
19.45,-19.691755,-3.451941,-2.745862
19.53,-20.005568,-1.647517,9.80665
19.62,8.825986,6.864655,-5.570178
19.70,-0.156906,-1.255251,-8.31604
19.78,-20.005568,-7.492281,-5.138685
19.86,-20.005568,8.198359,2.824315
19.94,2.432049,2.510503,-2.353596
20.02,-3.451941,-1.84365,-4.903325
20.10,3.961887,3.098902,-6.668522
20.18,-20.005568,-4.197247,2.235916
20.26,-20.005568,1.372931,5.76631
20.99,-20.005568,-10.39505,3.687301
21.07,-12.199473,10.198917,5.334818
21.15,3.020448,0.862985,-7.335374
21.24,-4.864099,-0.902212,-7.335374
21.32,-19.966339,-4.118793,-3.059675
21.40,-20.005568,-2.706636,8.119907
21.48,-1.451384,3.569621,-3.255808
21.56,-0.156906,-0.23536,-4.236473
21.64,-3.648074,1.098345,-9.924331
21.72,-20.005568,-9.924331,-5.021005
21.80,-16.710533,-4.001113,4.942552
21.88,6.550843,1.765197,-2.667409
21.96,-2.039783,-0.627626,-9.571291
22.05,-20.005568,7.374601,15.376828
22.13,-11.767981,3.765754,6.707749
22.21,-14.043123,-5.530951,2.902768
22.29,-2.000557,-5.060232,-9.139798
22.37,3.569621,0.588399,-6.982335
22.45,-20.005568,-2.432049,1.019892
22.53,-20.005568,-2.31437,3.765754
22.61,4.824872,-2.31437,-2.510503
22.69,-7.100015,-1.019892,-8.982892
22.77,-9.492838,0.627626,-20.005568
22.86,-7.884547,4.589512,0.039227
22.94,-15.494508,-7.492281,3.098902
23.02,0.784532,-5.687858,-9.061345
23.10,4.942552,0.23536,-3.295035
23.18,-20.005568,5.844764,-0.313813
