"NAME:","run_2_2.csv"
"EXPERIMENT TIME:","05/06/2023 12:07 "
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","156"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-4.98","5.69","-10.24"
"0.069999695","-5.33","5.45","-9.53"
"0.14999962","-2.35","0.78","1.22"
"0.22000027","-6.12","6.00","-13.77"
"0.28999996","-0.59","3.26","-5.92"
"0.35999966","-2.31","4.12","-9.96"
"0.4300003","-9.96","1.33","-14.36"
"0.5","-2.51","-3.30","-19.97"
"0.5699997","-1.45","-3.80","-2.47"
"0.64000034","-12.28","13.30","-15.73"
"0.71000004","-10.67","2.55","-14.59"
"0.77999973","-0.51","4.94","-4.59"
"0.85999966","-20.01","20.01","-20.01"
"0.9300003","0.08","1.61","-11.26"
"1.0","-0.27","1.18","-6.43"
"1.0699997","-1.14","-3.06","0.63"
"1.1400003","4.12","-12.98","6.35"
"1.21","-20.01","7.45","-20.01"
"1.2799997","-13.85","20.01","-20.01"
"1.3500004","1.84","-2.55","-2.59"
"1.4200001","-2.86","-0.63","0.24"
"1.4899998","-2.35","0.47","-13.61"
"1.5699997","-20.01","-9.26","-16.48"
"1.6400003","-10.43","20.01","-18.67"
"1.71","4.24","-2.75","-2.86"
"1.7799997","-20.01","5.02","3.22"
"1.8500004","-20.01","16.75","-20.01"
"1.9200001","-17.97","11.38","-0.51"
"1.9899998","-1.29","-5.49","-6.08"
"2.0600004","-1.14","9.96","-5.18"
"2.13","-1.14","0.04","-4.55"
"2.1999998","-4.04","3.96","-18.12"
"2.2799997","-6.12","0.39","-20.01"
"2.3500004","-11.92","12.12","-12.36"
"2.42","0.98","3.18","5.41"
"2.4899998","-6.08","6.35","-0.35"
"2.5600004","-20.01","20.01","-20.01"
"3.3400002","5.02","-6.86","19.42"
"3.4099998","-7.77","6.04","-8.94"
"4.2599993","-17.42","7.96","-20.01"
"4.339999","-17.30","10.79","-19.30"
"5.830001","-4.75","-0.31","-7.41"
"5.9000006","-8.59","7.49","-8.87"
"5.9700003","-20.01","20.01","-20.01"
"6.04","-9.02","2.79","-3.88"
"6.1099997","-9.38","-2.51","-0.90"
"6.1799994","0.71","-5.45","4.59"
"6.249999","-20.01","20.01","-20.01"
"6.3200006","-1.33","-2.00","-15.93"
"6.3900003","-8.55","8.16","-20.01"
"6.4700003","-0.90","-2.51","-9.57"
"6.54","2.98","-6.98","-4.28"
"6.6099997","-0.27","-4.43","-20.01"
"6.6799994","-2.31","12.87","-6.79"
"6.749999","1.45","1.45","0.04"
"6.8200006","-0.51","1.61","-13.38"
"6.8900003","5.61","-8.20","4.63"
"6.96","-20.01","20.01","-20.01"
"7.0299997","-20.01","13.06","-20.01"
"7.1099997","2.86","-20.01","7.69"
"7.1799994","-9.69","10.83","-11.85"
"7.249999","-20.01","-20.01","-20.01"
"7.3200006","-11.85","19.10","-18.32"
"7.3900003","6.90","-14.75","18.87"
"7.46","-8.16","18.79","-20.01"
"7.5299997","-1.92","-3.69","0.35"
"7.5999994","-14.44","14.87","-20.01"
"7.669999","-14.20","10.28","-20.01"
"7.7400007","-3.57","-20.04","-20.01"
"7.8100004","-4.28","6.08","-3.73"
"7.8900003","-20.01","15.02","-20.01"
"7.96","-17.57","10.24","-17.10"
"8.03","-2.59","9.38","-4.12"
"8.099999","0.94","10.51","-5.30"
"8.169999","5.57","1.57","5.53"
"8.240001","-6.35","3.84","-20.01"
"8.31","-20.01","7.81","-20.01"
"8.38","-3.10","0.08","3.49"
"8.45","-4.51","5.88","-7.18"
"8.53","-4.43","1.10","-11.81"
"8.599999","0.20","0.78","-2.90"
"8.669999","-2.20","12.55","-19.14"
"8.740001","3.92","-2.20","10.04"
"8.81","1.49","-3.41","2.75"
"8.88","-9.96","20.01","-20.01"
"8.95","-15.93","7.37","-20.01"
"9.0199995","-4.98","3.18","-0.71"
"9.089999","-3.92","4.51","-6.39"
"9.160001","1.73","-3.26","-6.90"
"9.2300005","-10.36","19.89","-20.01"
"9.31","-9.85","13.10","-18.99"
"9.38","6.08","-7.18","12.40"
"9.45","-3.92","4.24","-5.53"
"9.5199995","-8.08","12.43","-12.51"
"9.589999","-13.89","13.18","-20.01"
"9.660001","-17.97","-20.01","-20.01"
"9.7300005","1.41","-8.04","6.75"
"9.8","-1.41","6.98","-14.16"
"9.87","-12.79","17.81","-20.01"
"9.95","9.96","-5.77","14.95"
"10.0199995","1.96","-0.24","-13.22"
"10.089999","-5.61","10.08","1.02"
"10.160001","3.65","0.67","-7.22"
