"NAME:","run_5_1"
"EXPERIMENT TIME:","2023-06-09 17:00:29"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","140"
"",""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.051","-0.63","1.33","9.73"
"0.102","-0.51","1.33","9.73"
"0.153","-0.16","1.1","9.81"
"0.204","-0.27","1.26","9.81"
"0.255","-0.35","1.49","9.53"
"0.306","-0.39","1.37","9.69"
"0.357","0.0","1.14","9.65"
"0.408","0.0","1.33","9.41"
"0.459","-0.27","0.98","9.92"
"0.51","-0.47","0.75","9.18"
"0.561","-0.75","0.9","8.2"
"0.612","-0.82","1.14","7.96"
"0.663","-1.14","0.71","7.92"
"0.714","-2.24","1.29","7.96"
"0.765","-1.61","0.59","9.41"
"0.816","-3.57","1.69","20.01"
"0.867","0.59","-3.53","20.01"
"0.918","-1.49","5.88","6.9"
"0.969","-3.84","7.14","5.02"
"1.02","-1.14","2.59","0.43"
"1.071","0.2","1.53","2.04"
"1.122","0.82","-1.53","11.96"
"1.173","3.77","-1.69","14.95"
"1.224","-0.2","3.14","18.32"
"1.275","1.26","1.96","10.94"
"1.326","-0.78","-3.73","11.02"
"1.377","-1.41","0.63","8.0"
"1.428","-2.08","0.59","5.02"
"1.479","-3.26","-0.98","6.12"
"1.53","-2.51","-2.67","16.83"
"1.581","1.06","0.27","13.77"
"1.632","-0.86","2.08","8.75"
"1.683","-0.55","4.04","6.59"
"1.734","-1.53","1.14","13.65"
"1.785","-6.0","1.61","17.34"
"1.836","-4.43","4.12","13.89"
"1472.0833","-2.94","2.28","11.61"
"1.989","-1.14","-4.35","6.55"
"2.04","-2.0","-1.73","2.55"
"2.091","-2.86","-0.71","4.35"
"2.142","-1.57","-3.26","9.22"
"2.193","-3.06","0.9","11.38"
"2.244","-3.61","2.94","14.75"
"2.295","-1.88","0.78","8.36"
"2.346","-0.04","0.59","5.96"
"2.397","0.71","3.92","6.12"
"2.448","-2.51","2.0","17.14"
"2.499","-0.86","-1.14","12.83"
"2.55","-1.33","3.37","15.57"
"1479.2249","-1.02","-0.27","13.22"
"2.703","-3.45","-1.06","6.2"
"2.754","-3.37","0.35","1.53"
"2.805","-2.04","-0.59","0.55"
"2.856","-1.96","-4.04","10.83"
"2.907","-1.8","1.92","11.38"
"2.958","-4.08","3.33","18.24"
"3.009","-7.73","6.35","8.28"
"3.06","-2.0","0.2","7.06"
"3.111","0.78","2.12","6.47"
"3.162","6.08","3.14","4.39"
"3.213","-0.35","2.59","18.36"
"1485.8552","-1.14","1.84","17.38"
"4.08","-3.8","1.92","18.99"
"4.131","-2.16","0.2","12.36"
"4.182","-1.33","-1.73","2.79"
"4.233","-4.59","1.8","-1.69"
"4.284","-3.57","-2.47","3.3"
"4.335","-9.65","-6.04","16.83"
"4.386","-6.59","7.1","5.96"
"4.437","-4.28","8.83","20.01"
"4.488","-1.69","2.0","7.69"
"4.539","-0.67","-2.08","10.59"
"4.59","-1.53","2.86","6.16"
"4.641","4.71","0.51","3.1"
"4.692","3.45","2.24","12.63"
"4.743","-0.98","5.37","9.06"
"4.794","-0.43","-5.02","17.53"
"4.845","5.22","-6.51","6.86"
"4.896","-0.04","-4.31","13.93"
"4.947","-3.61","2.59","3.37"
"4.998","-2.16","-3.06","5.37"
"5.049","-2.51","-2.35","13.02"
"5.1","-7.45","0.63","17.34"
"5.151","-8.2","-2.47","19.42"
"5.202","-0.82","-0.71","4.71"
"5.253","1.61","0.59","-3.73"
"5.304","2.63","1.77","5.84"
"5.355","3.02","0.71","7.88"
"5.406","-2.71","-0.2","14.4"
"5.457","-3.02","9.73","8.75"
"1508.2949","-2.28","-0.35","17.46"
"5.611","-1.22","-1.26","5.61"
"5.662","0.12","-4.04","8.0"
"5.713","-3.37","-0.43","6.67"
"5.764","-0.24","-6.16","9.26"
"5.815","-5.45","2.98","12.36"
"5.866","-1.84","0.16","15.34"
"5.917","-3.26","-1.18","17.42"
"5.968","-3.61","2.98","6.9"
"6.019","1.57","1.18","1.77"
"6.07","0.12","3.96","5.37"
"6.121","2.16","1.73","7.81"
"6.172","-1.53","-1.41","14.98"
"6.223","-3.8","8.75","10.24"
"6.274","-0.86","-2.98","19.61"
"6.325","-3.77","-0.47","8.79"
"6.376","-2.16","-4.0","5.92"
"6.427","-4.47","3.88","0.0"
"6.478","-2.51","-4.16","6.79"
"6.529","-4.55","0.67","11.14"
"6.58","-4.75","2.67","15.18"
"6.631","-5.61","3.06","9.69"
"6.682","-2.28","1.02","8.39"
"6.733","0.78","-0.24","5.14"
"6.784","-2.12","4.63","3.41"
"6.835","3.37","-1.45","9.65"
"6.886","-4.51","3.92","16.67"
"6.937","-7.57","3.69","20.01"
"7.09","-5.37","-1.88","19.42"
"7.141","-2.79","-0.86","5.96"
"7.192","0.9","-3.45","4.47"
"7.243","-2.55","0.82","-0.16"
"7.294","-4.28","-2.12","5.02"
"7.345","-4.9","-4.2","15.1"
"7.396","-8.47","5.18","11.89"
"7.447","-5.06","2.86","13.57"
"7.498","-2.2","2.08","7.81"
"7.549","-0.78","1.22","4.98"
"7.6","0.27","3.96","4.71"
"7.651","2.24","2.16","8.16"
"7.804","-0.39","-3.06","2.82"
"7.855","1.1","-4.43","6.39"
"7.906","-4.28","0.0","4.2"
"7.957","-0.82","-6.59","12.0"
"8.008","-9.06","4.04","10.43"
"8.059","-2.31","-3.49","18.63"
"8.11","-4.86","1.77","13.93"
"8.161","-0.59","3.18","3.84"
"8.212","1.84","2.31","3.02"
"8.263","1.41","5.45","3.3"
