NAME:,walk_1_1,,
8.181,12.16,-2.9,-1.14
8.282,9.49,-2.67,-2.43
8.383,13.26,-5.1,-0.16
8.484,3.14,1.22,0.82
8.585,11.81,-2.12,0.43
8.686,10.08,-5.69,1.8
8.787,5.84,1.96,-0.67
8.888,9.92,-0.12,-0.39
8.989,6,-1.18,-2.98
9.09,12.24,-3.02,-0.82
9.191,18.48,-2.43,-3.3
9.292,12.71,-1.26,-1.37
9.393,7.57,-2.31,-0.78
9.494,5.18,-1.22,1.45
9.595,13.53,-3.1,-0.86
9.696,17.5,-0.43,-0.63
9.797,7.49,-0.98,-0.08
9.898,6.86,0.94,-0.12
9.999,8.94,-4.94,-0.75
10.1,10.71,-2.59,-1.29
10.201,16.4,-4.47,-4.12
10.302,12.63,-0.43,1.37
10.403,6.75,-1.53,-0.78
10.504,4.63,-0.75,0.51
10.605,12.71,-3.73,-1.33
10.706,20.01,-1.26,-2.59
10.807,7.96,-1.88,-1.06
10.908,8.2,-0.55,-0.63
11.009,9.65,-3.02,-1.41
11.11,10.28,-1.53,-1.73
11.211,14.32,-2.75,-4.24
11.312,12.83,-2.08,-0.2
11.413,11.89,-3.8,-0.82
11.514,7.45,-2.55,-2.04
11.615,10.71,-2.67,-1.37
11.716,10.63,-2.04,-0.08
11.817,9.14,0.16,-0.63
11.918,20.01,-9.02,-2.47
12.019,11.73,-3.73,-1.77
12.12,7.53,-2.59,-2.47
12.221,10.94,-2.16,-2.28
12.322,8.32,-3.88,-1.84
12.423,10.47,-2.9,-3.06
12.524,12.51,-1.77,-3.61
12.625,12.59,-2.51,-1.92
12.726,12.28,0.27,-2.79
12.827,3.57,-0.63,-0.59
12.928,8.94,-2.12,1.29
13.029,9.73,-0.75,2.24
13.13,11.26,-6.04,6.28
13.231,8,1.73,-1.57
13.332,10.75,0.04,-0.9
13.433,5.92,-1.45,-2.71
13.534,11.53,-3.3,-0.39
13.635,12.24,-2.82,0.08
13.736,16.87,-1.73,0.35
13.837,8.04,-1.57,0.63
13.938,0.86,-2.04,-0.51
14.039,12.63,-4.31,1.22
14.14,15.18,2.43,-2.86
14.241,5.88,-0.55,1.77
14.342,7.3,2.2,-0.94
14.443,8.75,-2.79,-1.37
14.544,9.77,-3.37,-1.18
14.645,17.46,-0.94,-3.14
14.746,15.61,-0.39,1.22
14.847,5.53,-3.1,-0.55
14.948,4.31,-0.82,0.59
15.049,15.81,-3.57,0.55
15.15,19.65,2.75,-1.65
15.251,8,-1.02,-0.67
15.352,8.28,2.63,-1.57
15.453,7.85,-5.77,-1.14
15.554,11.06,-3.18,0.75
15.655,16.28,-0.82,-2.16
15.756,15.57,0.63,0.2
15.857,6.47,-4.31,-0.08
15.958,4.04,-0.78,1.26
16.059,14.67,-4.31,-0.43
16.16,11.81,-2.71,1.8
16.261,4.35,1.49,-0.35
16.362,8.9,1.14,-1.14
16.463,7.49,-2.71,-1.37
16.564,10.71,-4.67,-1.49
16.665,11.34,-4.28,0.82
16.766,10.04,2,-2.98
16.867,15.26,-6.28,-0.24
16.968,5.14,-0.16,0.39
17.069,6.9,-0.39,0.51
17.17,13.26,-4.67,2.98
17.271,20.01,-1.26,-1.1
17.372,7.96,-2.75,-0.59
17.473,5.49,-0.75,-1.1
17.574,9.06,-3.26,-1.1
17.675,8.39,-3.65,0.59
17.776,15.02,-4.28,-2.59
17.877,13.26,1.61,-1.53
17.978,8.55,-2.31,0.04
18.079,3.53,-0.55,0.27
18.18,8,-1.33,1.1
18.281,8.47,-7.73,4.94
18.382,9.69,3.41,-0.43
18.483,14.08,-3.33,-1.8
18.584,4.63,-1.45,-1.29
18.685,9.45,-7.02,-0.24
18.786,10.75,-4.43,0.04
18.887,13.3,-4.08,-3.69
18.988,16.83,-0.82,0.04
19.089,5.06,-0.86,-0.51
19.19,5.77,-0.35,0.9
19.291,15.26,-4,0.82
19.392,14.63,-0.31,-2.31
19.493,5.02,0.31,-0.2
19.594,8.71,3.14,-0.63
19.695,7.85,-3.06,-1.22
19.796,10.63,-3.88,-1.06
19.897,11.92,-3.53,0.55
19.998,11.18,-1.1,-2.51
20.099,11.45,-4.63,-1.45
20.2,4.08,0.67,0.31
20.301,8.39,-1.06,1.33
20.402,11.65,-6.79,4.51
20.503,20.01,2.43,-1.73
20.604,11.02,-6.28,-1.57
20.705,4.79,-0.16,-1.41
20.806,9.41,-4.31,-0.39
20.907,9.81,-2.94,0.27
21.008,16.12,-3.02,-4.71
21.109,16.91,-2.47,-0.63
21.21,5.77,0.04,-0.82
21.311,4.67,-3.02,0.24
21.412,11.85,-1.29,1.02
21.513,15.57,-4.08,0.59
21.614,6.43,-0.63,-0.71
21.715,8.67,3.02,-2.55
21.816,8.67,-3.57,-1.41
21.917,9.77,-1.69,-0.67
22.018,12.08,-3.22,-0.47
22.119,10.4,-1.26,-3.02
22.22,11.1,-3.88,-0.55
22.321,5.02,0.59,0.63
22.422,7.61,0.08,0.9
22.523,12.63,-6.55,3.18
22.624,13.89,2.24,-0.55
22.725,11.81,-2.47,-2.63
22.826,5.96,-0.63,-2.79
22.927,8.63,-7.81,0.39
23.028,12.2,-2.82,-0.59
23.129,13.49,-4.86,-5.37
23.23,12.67,-0.12,-1.22
23.331,6.79,-1.18,-0.51
23.432,5.22,-1.57,0.55
23.533,15.14,-4.24,0.43
23.634,20.01,2.24,-1.77
23.735,6.08,-0.82,-0.51
23.836,7.02,0.12,-1.65
23.937,9.02,-3.84,-0.27
24.038,9.3,-2.51,-0.24
24.139,13.49,-1.92,-0.39
24.24,12.59,-0.2,-2.04
24.341,7.77,-4.08,-0.59
24.442,4.86,-1.33,0.67
24.543,6.83,-2.28,1.22
24.644,10.9,-7.81,4.28
24.745,7.14,3.22,-2
24.846,11.3,-0.04,-2.2
24.947,6.67,-3.22,-1.73
25.048,9.65,-6.63,0
25.149,11.69,-2,0.67
25.25,11.14,-2.67,-1.69
25.351,13.02,-2.35,-0.16
25.452,5.3,-0.71,1.1
25.553,6.79,-1.45,1.22
25.654,10.79,-6,5.33
25.755,9.3,2.39,-1.37
25.856,12.75,-1.37,-2.16
25.957,7.49,-2.9,-3.06
26.058,8.39,-4.75,-1.14
26.159,10.08,-3.61,1.06
26.26,12.36,-2.47,-3.26
26.361,14.47,-2.98,-0.67
26.462,4.47,-1.69,1.53
26.563,7.85,-0.94,1.69
26.664,12.04,-4.55,4.47
26.765,12.04,1.22,-1.1
26.866,13.77,-1.53,-2
26.967,6.59,-2.28,-2.12
1.40E+04,10.2,-4.94,-0.16
27.27,11.77,-3.53,-2.98
27.371,14.83,-0.86,-1.18
27.472,5.02,-2.47,0.59
27.573,6.75,-1.61,1.57
27.674,10.43,-7.61,4.47
27.775,6.12,2.75,-1.06
27.876,11.96,-0.12,-2.31
27.977,7.85,-2.47,-2.63
28.078,9.14,-7.73,0.55
28.179,11.34,-2,0.35
28.28,11.3,-0.04,-1.29
28.381,11.45,-3.53,-1.53
28.482,3.88,-0.86,1.18
28.583,10,-4.9,1.1
28.684,10.36,-5.73,5.49
28.785,8.43,2.51,-1.33
28.886,8.83,-1.45,-1.45
28.987,6.86,-0.9,-2.43
29.088,11.14,-6,-0.75
29.189,11.14,-2.35,1.57
29.29,10,-4.43,-2.94
29.391,10.83,-2.94,-1.06
29.492,5.41,-0.04,0.39
29.593,9.41,-0.51,1.22
29.694,11.57,-5.77,3.14
29.795,18.12,1.45,-3.26
29.896,9.06,-2.82,-1.02
29.997,7.14,-3.37,-2.43
30.098,10.12,-3.41,-1.22
30.199,10.2,-6.39,0.12
30.3,11.77,-0.63,-2.04
30.401,11.18,-2.59,-1.49
30.502,4.12,0.51,1.26
30.603,7.26,-5.18,0.71
30.704,10,-4.24,4.86
30.805,7.3,0.43,-0.55
30.906,10,0.43,-0.94
31.007,5.3,-3.45,-2.24
31.108,11.02,-2.47,-0.2
31.209,14.04,-2.75,-0.31
31.31,10.43,-1.84,-2.08
31.411,10.79,-3.69,-0.47
31.512,4.31,-0.78,0.82
31.613,9.02,-2.63,0.82
31.714,12.08,-5.96,3.18
31.815,6.08,2.43,-0.78
31.916,8.32,2,-1.49
32.017,6.12,-3.69,-2.16
32.118,11.38,-1.8,-0.39
32.219,12.59,-4.86,-1.26
1346.959,13.06,-0.59,-1.88
32.522,2.04,0.47,0.78
32.623,12.08,-4.04,-0.67
32.724,16.16,-0.78,-1.1
32.825,6.94,-0.75,-0.08
32.926,5.73,1.1,-0.55
33.027,9.49,-2.98,-0.98
33.128,10.79,-3.02,-0.47
33.229,17.42,-3.84,-6
33.33,12.94,-0.04,-0.2
33.431,5.81,-2.04,0
33.532,3.92,-1.02,1.02
33.633,15.93,-5.02,0.75
33.734,20.01,-1.61,-2.55
33.835,7.37,-4.55,-0.24
33.936,4.98,0.31,-0.82
34.037,9.77,-5.22,0.35
34.138,11.65,-3.45,-0.04
34.239,13.73,-3.84,-4.71
34.34,14.32,-2.39,-0.98
34.441,5.1,0.86,0.39
34.542,6.16,-1.57,0.47
34.643,13.1,-4.39,2.39
34.744,7.14,1.29,0.9
34.845,18.48,-1.29,-2.35
34.946,2.86,-3.37,-1.77
35.047,9.77,-3.26,-0.71
35.148,9.77,-4.24,0.67
35.249,13.85,-3.65,-3.61
35.35,15.85,-1.41,-3.18
35.451,5.3,-0.35,0.04
35.552,4.35,-2.47,1.77
35.653,15.26,-3.57,1.8
35.754,18.91,-0.86,-0.2
35.855,9.45,-3.88,-1.45
35.956,6.43,-0.55,-1.02
36.057,8.71,-3.3,-1.61
36.158,11.1,-2.04,-1.02
36.259,17.3,-3.22,-5.1
36.36,11.96,-0.12,-0.16
36.461,7.1,-2.43,-0.51
36.562,5.92,-0.9,1.96
36.663,11.38,-1.8,-0.94
36.764,18.16,-2.86,-2.31
36.865,2.82,-0.67,-0.39
36.966,7.45,1.41,-1.1
37.067,8.47,-2.31,-1.41
37.168,11.45,-1.02,-1.49
37.269,14.16,-1.22,-0.75
37.37,10.87,-0.35,-0.86
37.471,10.32,-4.12,-0.47
37.572,4.2,0,0.78
37.673,7.22,-0.59,0.08
37.774,10.79,-5.02,2.55
37.875,6.83,1.92,-0.55
37.976,12.59,0.27,-0.9
38.077,5.88,-2.63,-2.31
38.178,9.53,-4.12,-0.55
38.279,11.22,-3.77,0.2
38.38,13.02,-2.9,-4.28
38.481,13.96,-1.77,-0.82
38.582,6.55,-1.37,0.39
38.683,5.69,-3.22,0.9
38.784,13.45,-2.39,0.31
38.885,19.34,-2.12,0.04
38.986,15.06,0.27,-2.08
39.087,4.94,-4.94,-2.82
39.188,10.08,-6.28,1.06
39.289,9.49,-2.86,0.12
39.39,15.1,-0.75,-1.45
39.491,12.47,1.06,-1.22
39.592,8.28,-3.45,0.08
39.693,5.06,-1.92,0.98
39.794,9.02,-2.28,0.75
39.895,10.16,-4.04,3.06
39.996,6.04,1.26,-2.79
40.097,14.16,0.55,-2.59
40.198,8.32,-2.2,-4.35
40.299,9.26,-5.77,-0.94
40.4,9.89,-5.69,0.75
40.501,15.38,2.47,-3.41
40.602,15.14,-1.84,-1.29
40.703,7.88,-4.39,0.04
40.804,5.57,-3.84,2.35
40.905,12.04,-2.59,1.33
41.006,14.75,-0.55,4.31
41.107,8.51,-1.88,-2.16
41.208,9.61,1.29,-1.65
41.309,7.69,-1.92,-1.77
41.41,10.16,-5.69,-1.26
41.511,11.3,-2.98,0.71
41.612,11.77,-1.45,-3.84
41.713,12.79,-4.39,-1.92
41.814,5.53,0.35,0.71
41.915,5.3,-3.14,1.69
42.016,14.91,-4.9,2.75
42.117,17.06,-0.59,-1.53
42.218,11.14,-0.86,0.27
42.319,5.26,-1.61,-2.47
42.42,8.9,-4.79,-0.08
42.521,10.67,-2.16,0.43
42.622,14.87,-3.1,-3.14
42.723,12.59,-3.3,-0.39
42.824,6.08,0,-0.24
1.56E+04,5.77,-3.3,1.29
43.127,20.01,-1.26,-0.75
43.228,7.73,-1.53,-0.47
43.329,4.98,0.71,-0.24
43.43,7.96,-5.73,-0.98
43.531,10.59,-2.98,-0.43
43.632,16.2,-1.06,-3.22
43.733,12.87,-1.49,0.16
43.834,7.34,-3.02,-0.71
43.935,4.2,-1.02,1.41
44.036,13.42,-3.37,0
44.137,20.01,0.2,-1.26
44.238,5.61,-3.02,-0.9
44.339,7.57,1.73,-0.43
44.44,8.28,-2.51,-1.57
44.541,8.9,-3.37,0.12
44.642,15.57,-3.26,-0.94
44.743,9.92,-0.24,-1.49
44.844,10.79,-6.79,-0.39
44.945,3.77,-0.12,1.26
45.046,8.08,-2.28,0.86
45.147,10.32,-6.55,4.47
45.248,6.63,1.84,-0.31
45.349,12.04,0.67,-0.86
45.45,7.1,-2.71,-1.33
45.551,10.04,-4.28,-1.02
45.652,10.71,-4.08,0.78
45.753,11.65,0.04,-2.75
45.854,14.36,-4.47,0.04
45.955,5.33,-0.43,0.31
46.056,6.32,-0.71,1.02
46.157,19.38,-4.9,2.47
46.258,13.65,-0.12,0.43
46.359,12.51,-2.43,-0.86
46.46,5.18,-1.8,-1.22
46.561,9.06,-6,0.08
46.662,10.9,-4.75,0
46.763,13.81,-2.9,-3.73
46.864,14.95,-2.86,-0.82
46.965,6.79,-0.08,0.08
47.066,3.45,-1.65,1.41
47.167,15.73,-6.04,1.14
47.268,19.53,-0.43,-0.2
47.369,14.08,-4.31,-1.26
47.47,4.16,-2.04,-1.92
47.571,10,-5.14,-0.12
47.672,10.67,-2.28,-0.39
47.773,15.69,-4.16,-4.39
47.874,13.45,-0.24,-0.71
47.975,5.49,-1.69,0.16
48.076,5.22,-1.26,1.18
1.61E+04,14.36,-4.94,-0.16
48.379,6.75,-1.26,-0.75
48.48,6.16,-0.9,0.2
48.581,8.87,-3.92,0.08
48.682,8.79,-3.8,-1.65
48.783,16.48,-5.81,-4.28
48.884,13.61,0.16,0.2
48.985,7.18,-1.8,-0.2
49.086,3.33,-1.26,1.65
49.187,14.47,-5.33,0.86
49.288,20.01,-1.06,-0.12
49.389,9.57,-4.31,-0.12
49.49,4.82,1.26,-0.27
49.591,10.12,-5.14,-0.43
49.692,9.02,-2.75,-0.04
49.793,17.81,-4.86,-3.65
49.894,12.24,-0.43,-1.65
49.995,7.77,-2.12,0.47
50.096,3.96,-1.69,1.49
50.197,11.69,-3.22,-0.04
50.298,19.69,-0.67,-1.1
50.399,5.53,-1.49,-0.2
50.5,7.22,1.84,-0.9
50.601,8.47,-3.88,-1.61
50.702,9.34,-2.9,-1.1
50.803,15.02,-1.06,-1.06
50.904,11.89,0.24,-1.77
51.005,8.47,-4.9,-0.78
51.106,3.69,-0.31,1.06
51.207,9.34,-2,0.78
51.308,12.43,-4.59,1.57
51.409,6.86,0.55,-1.84
51.51,9.53,2.12,-0.47
51.611,7.18,-3.14,-1.88
51.712,9.1,-3.49,0.39
51.813,11.38,-3.65,-1.26
51.914,12.08,0.71,-1.29
52.015,13.22,-4.47,-2.04
52.116,3.14,-0.35,0.67
52.217,9.14,-1.69,1.02
52.318,12.75,-5.96,6.47
52.419,8.98,2.28,-1.41
52.52,12.51,0.31,-1.53
52.621,5.73,-2.43,-2.47
52.722,8.79,-6.39,-0.43
52.823,10.98,-2.82,0.63
52.924,12.4,-3.18,-3.45
53.025,15.81,-2.31,-3.37
53.126,5.88,-0.51,0
53.227,5.06,-2.28,1.37
53.328,16.36,-4.55,0.82
53.429,20.01,-0.9,-1.88
53.53,13.06,-1.45,-0.86
53.631,3.84,1.65,-3.14
53.732,8.36,-6.94,-0.75
53.833,10.2,-3.33,-0.31
53.934,16.24,-0.75,-4.2
54.035,13.26,1.14,-1.84
54.136,7.41,-3.53,0.39
54.237,4.94,-2.39,1.41
54.338,9.85,-1.88,0.39
54.439,16.16,-0.59,-0.35
54.54,5.61,-0.31,-0.31
54.641,7.53,1.49,-1.26
54.742,9.02,-3.49,-1.8
54.843,8.83,-2.31,0.24
54.944,12.2,-1.45,0.82
55.045,11.81,-1.73,-1.29
55.146,9.22,-4.16,-0.16
55.247,5.02,-1.84,0.71
55.348,8.28,-2,1.8
55.449,10.47,-6.39,5.69
55.55,8.04,2.16,-1.06
55.651,12.79,0.51,-2.9
55.752,9.3,-1.69,-4.31
55.853,8.83,-7.77,-0.78
55.954,9.89,-3.1,0.47
56.055,13.81,3.92,-4.39
56.156,16.4,-1.18,-3.41
56.257,7.61,-4,0.12
56.358,5.61,-1.77,2.82
56.459,12.87,-2.2,1.29
56.56,10.4,-2.75,3.65
56.661,10.16,2.82,-2.12
56.762,11.14,-0.75,-1.37
56.863,5.84,-1.18,-2.71
56.964,8.67,-7.65,-1.26
57.065,10.04,-1.53,0.39
57.166,13.49,-4.35,-2.67
57.267,12.32,-0.35,-1.69
57.368,10.51,-2.9,-1.1
57.469,3.53,-2,0.59
57.57,8.59,0.43,1.37
57.671,9.77,-6.98,3.49
57.772,10.94,2.39,-0.78
57.873,14.04,-0.71,-2.39
57.974,8.47,-4.75,-2.86
58.075,7.3,-6.83,0.71
58.176,13.02,-2.39,-0.75
58.277,13.45,-3.49,0.98
58.378,10.79,-2.75,1.37
58.479,6.16,-3.84,-1.26
58.58,5.96,0.12,1.73
58.681,12.71,-9.57,1.77
58.782,20.01,-2.98,-0.27
58.883,13.14,-3.8,-0.43
58.984,3.41,-4.28,-1.29
1.72E+04,8.59,-2.28,-1.53
59.994,5.06,0.04,0
1.73E+04,6.16,-3.06,-0.04
60.398,13.77,-1.14,-0.08
60.499,6.9,-1.73,0.12
60.6,3.77,-1.41,0.71
60.701,11.45,-2.75,0
60.802,19.89,-1.84,-1.06
60.903,4.75,-0.98,-0.04
61.004,6.83,0.31,-0.35
61.105,8.55,-2.9,-1.18
61.206,9.53,-2.39,-0.43
61.307,14.51,-2.71,-2
61.408,12.04,0.9,-2.12
61.509,8.79,-4.67,-0.27
