NAME:,walk_3_2,,
EXPERIMENT TIME:,08/06/2023 10:48,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,85,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.032,1.87,-1.03,-11.17
0.138,1.62,-0.9,-11.21
0.251,1.18,-0.72,-11.14
0.335,1.18,-0.72,-11.14
0.418,1.18,-0.72,-11.14
0.476,1.18,-0.72,-11.14
0.564,1.18,-0.72,-11.14
0.653,1.18,-0.72,-11.14
0.714,1.18,-0.72,-11.14
0.801,1.18,-0.72,-11.14
0.86,1.6,-0.2,-10.47
0.951,2.18,0.12,-9.73
1.037,2.8,1.01,-9.62
1.129,2.8,1.01,-9.62
1.217,2.8,1.01,-9.62
1.275,2.8,1.01,-9.62
1.368,2.8,1.01,-9.62
1.46,2.8,1.01,-9.62
1.521,2.8,1.01,-9.62
1.611,2.8,1.01,-9.62
1.707,2.51,1.11,-10.21
1.766,1.65,1.29,-11.35
1.855,1.56,0.07,-12.74
1.949,1.56,0.07,-12.74
2.009,1.56,0.07,-12.74
2.069,1.56,0.07,-12.74
2.161,1.56,0.07,-12.74
2.254,1.56,0.07,-12.74
2.342,1.56,0.07,-12.74
2.402,1.56,0.07,-12.74
2.49,2.63,0.03,-13.39
2.588,3.97,-1.29,-12.5
2.646,4.11,-1.35,-11.02
2.738,4.11,-1.35,-11.02
2.829,4.11,-1.35,-11.02
2.889,4.11,-1.35,-11.02
2.98,4.11,-1.35,-11.02
3.075,4.11,-1.35,-11.02
3.141,4.11,-1.35,-11.02
3.234,4.11,-1.35,-11.02
3.291,3.31,-2.3,-10.59
3.387,2.18,-1.57,-10.33
3.449,2.38,-0.98,-9.85
3.542,2.38,-0.98,-9.85
3.637,2.38,-0.98,-9.85
3.699,2.38,-0.98,-9.85
3.79,2.38,-0.98,-9.85
3.885,2.38,-0.98,-9.85
3.955,2.38,-0.98,-9.85
4.051,2.38,-0.98,-9.85
4.11,1.87,-0.6,-9.41
4.201,1.74,-0.12,-10.06
4.261,1.05,0.12,-10.76
4.353,1.05,0.12,-10.76
4.45,1.05,0.12,-10.76
4.521,1.05,0.12,-10.76
4.621,1.05,0.12,-10.76
4.677,1.05,0.12,-10.76
4.772,1.05,0.12,-10.76
4.834,1.05,0.12,-10.76
4.925,1.63,0.58,-10.94
5.019,2,0.88,-12.02
5.083,3.52,-0.31,-13.15
5.142,3.52,-0.31,-13.15
5.238,3.52,-0.31,-13.15
5.336,3.52,-0.31,-13.15
5.431,3.52,-0.31,-13.15
5.529,3.52,-0.31,-13.15
5.591,3.52,-0.31,-13.15
5.65,3.52,-0.31,-13.15
5.746,3.69,-2.03,-14.46
5.809,4.26,-3.57,-12.85
5.902,3.2,-3.31,-11.68
5.967,3.2,-3.31,-11.68
6.065,3.2,-3.31,-11.68
6.128,3.2,-3.31,-11.68
6.191,3.2,-3.31,-11.68
6.281,3.2,-3.31,-11.68
6.379,3.2,-3.31,-11.68
6.479,3.2,-3.31,-11.68
6.549,2.98,-3.02,-10.13
6.614,2.98,-2.71,-10.33
6.711,2.55,-2.3,-9.57
6.782,2.55,-2.3,-9.57
6.848,2.55,-2.3,-9.57
6.95,2.55,-2.3,-9.57
7.051,2.55,-2.3,-9.57
7.116,2.55,-2.3,-9.57
7.178,2.55,-2.3,-9.57
7.274,2.55,-2.3,-9.57
7.379,2.51,-1.27,-9.52
7.454,2.25,-0.56,-9.15
7.518,2.5,-0.13,-9.66
7.614,2.5,-0.13,-9.66
7.683,2.5,-0.13,-9.66
7.746,2.5,-0.13,-9.66
7.842,2.5,-0.13,-9.66
7.941,2.5,-0.13,-9.66
7.949,2.5,-0.13,-9.66
8.044,2.5,-0.13,-9.66
8.139,1.94,-0.46,-10.33
8.238,1.62,-0.65,-11.47
8.33,1.02,-0.8,-12.24
8.425,1.02,-0.8,-12.24
8.492,1.02,-0.8,-12.24
8.586,1.02,-0.8,-12.24
8.681,1.02,-0.8,-12.24
8.743,1.02,-0.8,-12.24
8.803,1.02,-0.8,-12.24
8.897,1.02,-0.8,-12.24
8.992,1.46,-0.71,-11.7
9.088,2.03,-0.68,-11.43
9.099,3.07,-2.05,-11.69
9.191,3.07,-2.05,-11.69
9.289,3.07,-2.05,-11.69
9.388,3.07,-2.05,-11.69
9.483,3.07,-2.05,-11.69
9.542,3.07,-2.05,-11.69
9.634,3.07,-2.05,-11.69
9.699,3.07,-2.05,-11.69
9.788,2.5,-1.63,-12
9.889,1.75,-3.19,-13.26
9.953,1.37,-3.33,-11.82
10.012,1.37,-3.33,-11.82
10.1,1.37,-3.33,-11.82
10.196,1.37,-3.33,-11.82
10.264,1.37,-3.33,-11.82
10.358,1.37,-3.33,-11.82
10.456,1.37,-3.33,-11.82
10.516,1.37,-3.33,-11.82
10.581,2.63,-4.6,-12.2
10.642,2.46,-4.01,-9.98
10.739,2.47,-3.43,-10.3
10.84,2.47,-3.43,-10.3
10.904,2.47,-3.43,-10.3
10.998,2.47,-3.43,-10.3
11.098,2.47,-3.43,-10.3
11.193,2.47,-3.43,-10.3
11.256,2.47,-3.43,-10.3
11.355,2.47,-3.43,-10.3
11.367,2.45,-3.24,-9.41
11.462,2.92,-3.41,-9.87
11.565,2.84,-3.15,-9.36
11.63,2.84,-3.15,-9.36
11.728,2.84,-3.15,-9.36
11.824,2.84,-3.15,-9.36
11.889,2.84,-3.15,-9.36
11.987,2.84,-3.15,-9.36
12.05,2.84,-3.15,-9.36
12.144,2.84,-3.15,-9.36
12.211,2.26,-2.86,-9.35
12.309,1.83,-1.99,-9.43
12.369,1.71,-1.6,-10.37
12.465,1.71,-1.6,-10.37
12.532,1.71,-1.6,-10.37
12.594,1.71,-1.6,-10.37
12.683,1.71,-1.6,-10.37
12.783,1.71,-1.6,-10.37
12.882,1.71,-1.6,-10.37
12.983,1.71,-1.6,-10.37
13.045,1.96,-1.54,-10.28
13.142,2.64,-1.66,-10.75
13.205,3.61,-1.95,-11.11
13.268,3.61,-1.95,-11.11
13.331,3.61,-1.95,-11.11
13.431,3.61,-1.95,-11.11
13.494,3.61,-1.95,-11.11
13.594,3.61,-1.95,-11.11
13.7,3.61,-1.95,-11.11
13.763,3.61,-1.95,-11.11
13.823,3.31,-2.14,-11.7
13.918,3.06,-1.88,-11.83
13.983,2.2,-2.9,-12.47
14.079,2.2,-2.9,-12.47
14.176,2.2,-2.9,-12.47
14.185,2.2,-2.9,-12.47
14.292,2.2,-2.9,-12.47
14.394,2.2,-2.9,-12.47
14.468,2.2,-2.9,-12.47
14.57,2.2,-2.9,-12.47
14.671,2.84,-2.68,-12.68
14.735,3.84,-4.56,-12.07
14.801,3.28,-3.65,-10.02
14.865,3.28,-3.65,-10.02
14.973,3.28,-3.65,-10.02
15.04,3.28,-3.65,-10.02
15.142,3.28,-3.65,-10.02
15.205,3.28,-3.65,-10.02
15.3,3.28,-3.65,-10.02
15.368,3.28,-3.65,-10.02
15.429,2.77,-4.85,-9.48
15.523,2,-3.43,-9.56
15.622,2.59,-3.83,-10.04
15.73,2.59,-3.83,-10.04
15.8,2.59,-3.83,-10.04
15.863,2.59,-3.83,-10.04
15.963,2.59,-3.83,-10.04
16.029,2.59,-3.83,-10.04
16.126,2.59,-3.83,-10.04
16.196,2.59,-3.83,-10.04
16.297,2.38,-2.99,-9.83
16.365,2.42,-2.75,-10
16.432,2.35,-2.22,-9.91
16.527,2.35,-2.22,-9.91
16.596,2.35,-2.22,-9.91
16.659,2.35,-2.22,-9.91
16.761,2.35,-2.22,-9.91
