"NAME: ","run_4_1.csv"
"EXPERIMENT TIME: ","08/06/2023 14:55:26"
"ACTIVITY TYPE: ","RUNNING"
"COUNT OF ACTUAL STEPS: ","160"

"Time[sec]","ACC X","ACC Y","ACC Z"
"16.6","2.28","-4.04","2.24"
"16.7","0.98","-6.39","5.57"
"16.8","3.10","1.41","12.08"
"16.9","0.75","7.65","7.92"
"17.0","-0.39","4.16","3.33"
"17.1","1.73","6.75","14.75"
"17.2","3.84","2.24","8.36"
"17.3","1.88","-1.49","3.73"
"17.4","1.57","-5.77","2.67"
"17.5","5.49","1.41","17.97"
"17.6","2.94","4.71","13.73"
"17.7","0.55","2.24","0.78"
"17.8","0.00","4.28","0.20"
"17.9","4.71","5.73","17.30"
"18.0","4.71","0.98","12.63"
"18.1","1.73","-4.86","-1.10"
"18.2","3.57","-6.86","5.10"
"18.3","-0.12","-1.53","20.01"
"18.4","1.53","1.92","5.10"
"18.5","-1.37","2.35","2.31"
"18.6","4.98","-1.53","15.57"
"18.7","7.26","-2.12","11.26"
"18.8","5.06","-1.18","2.35"
"18.9","2.82","-7.81","0.90"
"19.0","6.04","-2.24","17.30"
"19.1","1.65","3.18","11.18"
"19.2","-1.18","4.98","3.61"
"19.3","0.35","-1.65","9.92"
"19.4","2.43","-1.49","14.12"
"19.5","2.55","-2.12","5.96"
"19.6","1.84","-2.98","2.51"
"19.7","4.51","-10.40","7.81"
"19.8","0.59","-3.22","13.85"
"19.9","-0.67","0.12","3.49"
"20.0","0.31","1.80","2.94"
"20.1","4.75","-3.92","16.59"
"20.2","7.26","-3.10","9.89"
"20.3","2.55","-4.39","1.49"
"20.4","3.41","-5.92","1.65"
"20.5","2.59","0.04","19.57"
"20.6","1.10","2.67","7.30"
"20.7","-1.29","3.33","2.67"
"20.8","2.82","1.26","8.36"
"20.9","2.86","-1.65","10.55"
"21.0","6.04","-0.35","4.59"
"21.1","3.10","-5.18","2.51"
"21.2","5.53","-7.14","19.50"
"21.3","4.24","1.88","7.92"
"21.4","-0.98","2.39","0.82"
"21.5","0.67","2.16","4.63"
"21.6","7.02","2.71","18.51"
"21.7","5.84","-0.90","6.04"
"21.8","3.02","-5.30","2.04"
"21.9","3.80","-2.47","10.12"
"22.0","3.92","0.98","14.28"
"22.1","0.24","2.16","5.77"
"22.2","1.14","2.35","3.41"
"22.3","-0.16","-0.98","11.61"
"22.4","6.47","-2.59","12.91"
"22.5","2.90","-3.73","-0.71"
"22.6","3.22","-6.79","6.39"
"22.7","2.55","-3.10","12.28"
"22.8","0.12","2.90","5.41"
"22.9","0.71","3.02","2.90"
"23.0","5.77","0.71","14.83"
"23.1","4.31","-1.96","9.89"
"23.2","3.18","-5.02","1.02"
"23.3","2.90","-6.32","9.45"
"23.4","1.84","5.77","17.22"
"23.5","-0.35","5.22","4.43"
"23.6","1.14","6.20","2.90"
"23.7","4.43","3.18","12.51"
"23.8","5.33","-3.49","9.81"
"23.9","2.39","-5.53","4.35"
"24.0","4.24","-4.08","7.06"
"24.1","3.61","1.33","16.91"
"24.2","1.02","5.49","5.06"
"24.3","-0.55","5.73","4.51"
"24.4","3.10","3.10","7.57"
"24.5","5.22","4.98","12.24"
"24.6","4.28","-2.16","2.86"
"24.7","3.65","-6.75","4.98"
"24.8","5.02","0.71","13.26"
"24.9","3.61","3.02","6.71"
"25.0","1.02","2.43","2.75"
"25.1","4.94","1.80","8.20"
"25.2","0.12","-0.51","16.24"
"25.3","2.00","-1.10","5.33"
"25.4","3.22","-6.98","4.75"
"25.5","3.30","-2.63","10.36"
"25.6","1.41","2.31","13.34"
"25.7","-1.37","4.63","5.88"
"25.8","2.43","3.69","2.75"
"25.9","2.90","-0.12","15.73"
"26.0","5.96","0.08","12.63"
"26.1","1.22","-7.45","1.41"
"26.2","1.37","-12.12","3.22"
"26.3","4.75","1.49","12.20"
"26.4","1.37","4.90","10.24"
"26.5","-0.82","2.47","3.10"
"26.6","0.71","7.14","9.69"
"26.7","4.98","-5.33","12.36"
"26.8","2.90","-5.02","4.16"
"26.9","3.06","-6.08","2.90"
"27.0","4.75","-4.12","14.32"
"27.1","3.06","1.02","13.61"
"27.2","-1.37","3.80","3.53"
"27.3","2.20","4.24","6.59"
"27.4","6.43","4.94","12.67"
"27.5","4.08","-2.55","10.71"
"27.6","0.98","-7.18","5.22"
"27.7","3.22","-4.35","7.65"
"27.8","1.14","1.49","14.51"
"27.9","1.29","7.06","6.83"
"28.0","-0.78","5.06","4.31"
"28.1","2.16","3.80","6.98"
"28.2","1.45","-0.39","11.06"
"28.3","3.33","-1.18","6.04"
"28.4","3.10","-5.53","7.61"
"28.5","1.80","4.12","13.22"
"28.6","1.80","2.67","8.71"
"28.7","-0.20","1.22","2.79"
"28.8","0.63","5.88","6.83"
"28.9","4.63","0.71","12.63"
"29.0","3.65","-1.45","8.63"
"29.1","0.12","-3.92","-0.16"
"29.2","1.26","-0.08","9.45"
"29.3","2.67","2.04","14.04"
"29.4","0.27","3.57","5.57"
"29.5","1.77","-0.12","8.04"
"29.6","0.12","4.00","12.47"
"29.7","1.84","-1.26","7.85"
"29.8","0.35","-3.26","0.16"
"29.9","2.47","-4.55","6.43"
"30.0","5.73","0.00","18.40"
"30.1","0.90","1.37","5.26"
"30.2","-1.22","4.28","-1.77"
"30.3","3.77","-1.77","6.94"
"30.4","3.30","-0.31","17.53"
"30.5","0.63","-7.49","5.06"
"30.6","1.53","-3.77","-1.18"
"30.7","2.82","1.37","11.49"
"30.8","5.57","1.49","9.26"
"30.9","4.08","2.94","4.47"
"31.0","-1.61","1.02","5.02"
"31.1","3.30","4.28","17.85"
"31.2","3.33","-2.08","10.75"
"31.3","1.45","-4.79","-1.10"
"31.4","2.24","-3.45","5.37"
"31.5","4.43","3.14","14.98"
"31.6","1.88","5.10","5.37"
"31.7","3.96","3.80","5.30"
"31.8","2.79","1.22","16.16"
"31.9","6.12","0.27","8.43"
"32.0","3.10","-4.08","1.41"
"32.1","3.53","-5.45","3.45"
"32.2","5.61","1.73","17.22"
"32.3","3.30","4.00","7.14"
"32.4","-1.06","2.39","1.06"
"32.5","2.86","6.71","7.69"
"32.6","1.33","0.35","12.75"
"32.7","5.02","-0.94","5.84"
"32.8","1.73","-3.88","0.31"
"32.9","8.75","-0.04","14.16"
"33.0","2.47","5.02","14.32"
"33.1","0.63","0.94","4.47"
"33.2","1.69","2.86","2.20"
"33.3","5.37","-3.18","8.32"
"33.4","7.10","-0.82","7.53"
"33.5","1.73","-4.08","4.08"
"33.6","4.00","-3.77","7.45"
"33.7","4.67","1.02","13.45"
"33.8","2.20","2.39","7.30"
"33.9","-0.63","2.82","0.16"
"34.0","2.04","1.45","9.30"
"34.1","7.06","-1.92","10.12"
"34.2","5.02","-4.55","2.82"
"34.3","3.37","-3.69","-0.20"
"34.4","8.04","-6.28","10.12"
"34.5","4.86","6.63","8.43"
"34.6","-2.12","1.69","2.94"
"34.7","1.18","5.69","7.14"
"34.8","0.20","4.94","20.01"
"34.9","6.79","-1.88","5.57"
"35.0","3.22","-8.16","-1.53"
"35.1","7.37","-5.22","10.59"
"35.2","6.24","4.90","11.73"
"35.3","-2.20","3.88","3.18"
"35.4","-0.55","1.69","5.33"
"35.5","5.96","6.83","20.01"
"35.6","7.26","0.27","13.73"
"35.7","0.59","-7.34","-3.77"
"35.8","1.49","-5.45","7.61"
"35.9","1.69","2.08","16.63"
"36.0","2.04","5.77","4.90"
"36.1","2.00","8.79","1.06"
"36.2","1.92","2.31","12.28"
"36.3","8.83","0.98","13.10"
"36.4","2.90","-4.94","1.96"
"36.5","2.86","-4.39","-0.20"
"36.6","5.41","-3.57","15.38"
"36.7","2.82","1.73","12.20"
"36.8","-0.67","3.22","3.14"
"36.9","0.00","5.06","4.90"
"37.0","7.61","2.55","14.79"
"37.1","2.59","-1.26","4.51"
"37.2","0.78","-4.47","-1.41"
"37.3","5.84","-6.55","12.59"
"37.4","5.61","3.77","14.79"
"37.5","-0.27","4.86","2.31"
"37.6","1.53","3.37","1.14"
"37.7","2.24","3.69","15.26"
"37.8","5.96","-2.00","13.89"
"37.9","2.98","-3.45","1.84"
"38.0","2.12","-4.00","0.16"
"38.1","7.61","2.12","15.81"
"38.2","3.77","3.96","7.49"
"38.3","0.24","2.82","1.61"
"38.4","1.45","6.47","8.16"
"38.5","2.86","2.00","14.24"
"38.6","3.53","-0.51","6.04"
"38.7","2.67","-4.71","5.84"
"38.8","6.04","-1.65","12.51"
"38.9","1.88","7.02","12.20"
"39.0","-1.29","4.63","3.33"
"39.1","1.41","6.16","3.22"
"39.2","3.61","2.08","12.67"
"39.3","5.02","1.10","12.04"
"39.4","3.18","-2.04","2.35"
"39.5","4.28","-4.20","6.59"
"39.6","5.26","5.33","15.06"
"39.7","1.69","4.71","6.35"
"39.8","0.39","3.92","0.27"
"39.9","0.59","4.79","6.28"
"40.0","2.59","3.80","17.73"
"40.1","4.98","-1.61","6.32"
"40.2","1.84","-4.79","0.12"
"40.3","5.06","-4.16","10.98"
"40.4","3.84","7.53","14.32"
"40.5","0.59","4.12","2.39"
"40.6","4.63","4.39","2.63"
"40.7","1.69","5.88","17.30"
"40.8","2.86","1.37","9.57"
"40.9","5.26","0.35","1.18"
"41.0","5.84","-4.08","6.08"
"41.1","6.32","0.78","13.42"
"41.2","3.61","1.14","3.49"
"41.3","0.35","2.12","2.67"
"41.4","0.94","2.31","9.49"
"41.5","3.30","3.33","11.81"
"41.6","6.28","-0.71","2.12"
"41.7","4.75","-4.43","4.39"
"41.8","5.45","-2.00","11.18"
"41.9","2.16","3.41","7.57"
"42.0","-1.73","2.63","1.73"
"42.1","2.39","5.26","9.34"
"42.2","1.73","5.92","13.61"
"42.3","5.02","-0.63","4.94"
"42.4","3.96","-5.22","-1.80"
"42.5","5.14","0.67","18.12"
"42.6","0.08","3.10","12.67"
"42.7","-0.35","2.63","3.26"
"42.8","3.18","2.35","1.88"
"42.9","1.10","3.65","20.01"
"43.0","5.02","0.86","9.45"
"43.1","4.24","-4.82","2.04"
"43.2","6.35","-3.80","13.26"
"43.3","2.47","4.75","12.47"
"43.4","0.00","2.86","3.88"
"43.5","3.37","4.39","3.49"
"43.6","1.80","1.37","19.93"
"43.7","6.32","0.24","10.16"
"43.8","0.55","-4.00","-2.90"
"43.9","2.31","-6.67","3.33"
"44.0","9.30","3.10","15.42"
"44.1","1.45","3.02","11.34"
"44.2","-0.08","5.73","1.61"
"44.3","1.69","4.71","13.26"
"44.4","5.10","3.22","12.98"
"44.5","2.12","-1.18","4.47"
"44.6","1.49","-5.45","-0.94"
"44.7","5.18","2.47","13.85"
"44.8","2.16","5.53","9.73"
"44.9","0.24","2.71","7.81"
"45.0","3.88","2.67","6.04"
"45.1","0.00","7.61","19.22"
"45.2","2.55","0.20","8.36"
"45.3","2.51","-6.51","-1.53"
"45.4","6.20","-6.35","7.61"
"45.5","4.82","6.08","17.26"
"45.6","0.04","5.14","4.20"
"45.7","-1.53","7.61","3.45"
"45.8","2.12","1.41","8.59"
"45.9","4.39","-1.53","14.51"
"46.0","1.96","-3.53","4.75"
"46.1","2.12","-7.22","4.47"
"46.2","3.80","3.30","13.34"
"46.3","0.47","4.67","9.10"
"46.4","0.55","2.75","2.79"
"46.5","1.84","3.61","9.73"
"46.6","2.82","2.75","16.99"
"46.7","4.94","-0.39","5.30"
"46.8","2.35","-6.24","-1.49"
"46.9","2.98","-2.82","7.65"
"47.0","2.59","2.20","16.71"
"47.1","2.47","2.63","1.14"
"47.2","4.94","-0.71","5.06"
"47.3","2.51","1.26","20.01"
"47.4","5.53","-0.94","9.22"
"47.5","5.10","-4.51","-1.53"
"47.6","3.30","-5.18","6.08"
"47.7","4.98","-2.47","16.24"
"47.8","4.31","3.02","5.81"
"47.9","-0.63","2.90","2.43"
"48.0","6.63","2.90","15.14"
"48.1","2.79","-3.49","12.08"
"48.2","4.16","-4.51","1.33"
"48.3","3.69","-6.08","6.59"
"48.4","8.47","5.77","17.50"
"48.5","0.20","5.14","6.39"
"48.6","-0.78","2.04","3.26"
"48.7","4.04","4.24","8.08"
"48.8","2.43","0.94","14.47"
"48.9","4.35","0.00","3.65"
"49.0","2.63","-5.02","-1.92"
"49.1","5.77","4.12","13.30"
"49.2","6.32","6.51","12.51"
"49.3","0.47","0.98","3.37"
"49.4","0.78","3.84","5.06"
"49.5","2.12","9.65","19.73"
"49.6","2.55","2.00","7.45"
"49.7","2.67","-5.88","0.90"
"49.8","9.89","0.75","11.18"
"49.9","5.57","4.63","13.02"
"50.0","-0.35","5.45","3.92"
"50.1","-0.90","7.14","-0.86"
"50.2","5.81","3.26","11.53"
"50.3","7.02","-0.94","17.69"
"50.4","4.63","-3.30","-0.43"
"50.5","3.14","-5.84","-2.47"
"50.6","9.61","1.18","13.73"
"50.7","-2.86","8.43","10.87"
"50.8","-0.59","5.81","4.82"
"50.9","2.67","8.32","7.69"
"51.0","2.86","2.63","15.77"
"51.1","4.75","-1.49","4.47"
"51.2","3.26","-5.61","-1.53"
"51.3","8.20","-1.29","11.92"
"51.4","3.77","5.81","12.67"
"51.5","-0.08","3.10","-0.08"
"51.6","1.02","3.49","-0.43"
"51.7","5.10","6.75","20.01"
"51.8","4.67","-3.02","11.38"
"51.9","3.65","-6.12","-1.10"
"52.0","7.37","-2.67","12.47"
"52.1","5.33","5.73","12.91"
"52.2","-0.86","4.98","5.96"
"52.3","-0.67","10.00","1.57"
"52.4","5.06","5.45","11.73"
"52.5","4.28","1.88","14.32"
"52.6","2.55","-3.61","1.65"
"52.7","1.61","-8.63","-0.39"
"52.8","12.55","2.55","17.61"
"52.9","4.43","8.67","8.71"
"53.0","-1.80","5.26","0.16"
"53.1","6.08","5.14","6.32"
"53.2","5.69","-0.16","14.95"
"53.3","5.30","-1.69","6.24"
"53.4","3.06","-5.41","0.20"
"53.5","2.94","1.18","12.32"
"53.6","1.96","4.98","14.55"
"53.7","1.10","4.47","5.33"
"53.8","0.08","4.98","0.04"
"53.9","6.67","1.96","15.46"
"54.0","4.24","-0.71","10.71"
"54.1","4.82","-4.39","-0.51"
"54.2","7.57","-5.45","6.20"
"54.3","8.20","5.02","15.57"
"54.4","-1.61","4.20","5.92"
"54.5","-3.26","7.85","0.71"
"54.6","3.84","7.45","8.75"
"54.7","5.88","3.45","18.12"
"54.8","3.49","-1.77","5.33"
"54.9","1.53","-5.57","1.22"
"55.0","2.90","-5.10","9.49"
"55.1","4.94","8.36","15.85"
"55.2","-0.63","4.86","3.80"
"55.3","1.73","5.84","0.00"
"55.4","3.65","2.79","12.28"
"55.5","3.92","-0.20","15.26"
"55.6","5.65","-4.67","0.20"
"55.7","2.67","-7.06","1.49"
"55.8","9.53","3.96","12.63"
"55.9","4.98","3.49","11.34"
"56.0","0.78","4.86","3.14"
"56.1","2.31","4.79","3.53"
"56.2","0.51","4.63","15.38"
"56.3","5.02","2.75","11.02"
"56.4","1.92","-7.49","2.67"
"56.5","3.96","-2.04","11.06"
"56.6","2.82","6.51","14.47"
"56.7","-0.86","5.61","4.94"
"56.8","0.59","7.85","0.47"
"56.9","5.41","1.45","13.38"
"57.0","4.47","0.94","15.85"
"57.1","2.28","-2.59","-1.61"
"57.2","1.06","-6.90","-0.08"
"57.3","4.51","1.22","16.67"
"57.4","3.26","5.14","10.75"
"57.5","3.45","4.47","0.24"
"57.6","1.53","7.10","5.45"
"57.7","1.96","7.73","18.44"
"57.8","2.55","2.47","7.77"
"57.9","-1.18","-5.92","-0.08"
"58.0","2.47","-4.35","7.41"
"58.1","6.71","9.85","16.28"
"58.2","3.61","7.10","3.61"
"58.3","1.22","7.92","-2.24"
"58.4","-5.49","6.20","5.02"
"58.5","5.45","2.31","19.97"
"58.6","4.63","0.20","7.81"
"58.7","2.24","-0.43","-0.16"
"58.8","3.30","0.59","9.77"
"58.9","7.26","3.37","13.06"
"59.0","6.35","5.10","6.32"
"59.1","1.57","5.41","0.31"
"59.2","4.79","7.30","11.41"
"59.3","1.96","2.67","13.30"
"59.4","2.47","-0.51","6.00"
"59.5","1.65","-3.33","0.82"
"59.6","5.45","-0.24","11.73"
"59.7","7.34","7.02","16.04"
"59.8","2.55","7.18","4.43"
"59.9","1.33","5.88","-0.31"
"60.0","3.33","4.04","2.79"
"60.1","7.65","5.96","14.59"
"60.2","3.02","-0.67","9.57"
"60.3","2.86","-6.63","2.63"
"60.4","3.73","-3.49","6.04"
"60.5","2.63","3.57","7.88"
"60.6","0.51","6.39","5.33"
"60.7","3.96","7.30","8.32"
"60.8","-2.90","10.04","16.16"
"60.9","0.71","3.92","8.20"
"61.0","1.06","1.53","2.79"
"61.1","2.47","-6.28","3.92"
"61.2","5.92","0.90","15.61"
"61.3","3.96","4.47","6.47"
"61.4","4.00","6.04","2.04"
"61.5","2.39","6.35","1.57"
"61.6","2.24","10.24","9.57"
"61.7","5.02","4.94","8.75"
"61.8","6.67","0.63","7.96"
