NAME:,run_3_1.csv,,
EXPERIMENT TIME:,18/06/2023 05:57,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS: ,100,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,9.61,-0.31,-3.22
0.070999146,9.96,-0.63,-2.86
0.14199829,9.57,-0.59,-3.3
0.21299744,9.65,-0.2,-4
0.28399658,9.65,0.63,-4.28
0.35499573,9.06,0.55,-3.3
0.42599487,9.41,-0.55,-3.41
0.49699402,7.57,1.14,-3.33
0.56799316,9.38,1.22,-2.35
0.6389923,14.12,-0.67,0.86
0.70999146,13.18,-0.63,-0.55
0.7809906,8.28,2.04,-1.88
0.852005,5.69,1.33,-1.88
0.92300415,5.49,2,-2.16
0.9940033,12.87,-0.08,-3.69
1.0650024,17.42,-0.71,-3.96
1.1360016,10.32,-0.86,-1.61
1.2070007,9.49,-0.82,-1.49
1.2779999,2.47,0.35,-3.14
1.348999,4.31,0.27,-5.49
1.4199982,18.01,3.41,-3.69
1.4909973,18.28,0.04,-1.33
1.5619965,12.24,0.9,-0.55
1.6329956,1.96,-0.08,-2.28
1.7039948,-3.73,2.9,-1.41
1.7749939,8.79,-1.88,-8.71
1.845993,17.61,2.51,-0.35
1.9169922,16.4,-1.88,-1.37
1.9879913,7.92,-0.31,-1.14
2.0589905,2.67,-2.47,-3.88
2.130005,-0.9,2.79,-4.16
2.201004,15.57,0.43,-5.77
2.2720032,20.01,5.1,-0.47
2.3430023,11.14,-1.22,-0.75
2.4140015,0.98,-0.24,-2.31
2.4850006,-2.12,0.39,-3.22
2.5559998,10.08,0.16,-11.65
2.626999,15.89,4.63,-7.85
2.697998,16.83,3.41,-0.82
2.7689972,11.1,1.22,-2.51
2.8399963,0.51,-1.77,-2.47
2.9109955,0.67,-0.43,-3.69
2.9819946,12.2,-1.02,-10.16
3.0529938,20.01,2.2,-1.84
3.123993,14.08,0.98,-3.06
3.194992,8,0.12,-2.67
3.2659912,-4.43,-0.47,-3.22
3.3369904,5.18,0.86,-0.59
3.4080048,18.71,-5.73,-6.98
3.479004,16.24,1.53,-1.26
3.550003,9.22,0.78,-3.69
3.6210022,5.45,-0.59,-2.63
3.6920013,-2.24,-1.26,-2.79
3.7630005,3.69,1.22,-8.67
3.8339996,20.01,-2.71,-4.39
3.9049988,14.32,-0.78,-1.96
3.975998,6.04,-1.1,-0.71
4.046997,-5.06,1.1,-3.37
4.117996,7.49,2.9,-4.86
4.1889954,20.01,-4.35,-12.12
4.2599945,17.22,0.71,-3.22
4.3309937,7.73,2.12,-0.82
4.401993,3.14,-1.22,-3.69
4.472992,1.57,-1.26,-5.49
4.543991,10.9,-0.59,-6.98
4.61499,20.01,2.35,-1.57
4.6860046,12.71,-1.77,-1.29
4.757004,3.49,-1.45,-1.29
4.828003,-4.43,3.22,-4.75
4.899002,9.96,2.47,-10.87
4.970001,19.89,-7.45,-7.45
5.0410004,17.81,2.71,2.9
5.1119995,8.67,3.53,-4.51
5.1829987,0.31,-1.14,-3.06
5.253998,1.14,-0.31,-5.33
5.324997,10.08,1.37,-6.98
5.395996,16.28,0.94,-2.24
5.4669952,17.61,-4.86,-0.63
5.5379944,4.31,1.65,-1.84
5.6089935,-2.59,0.51,-4.63
5.6799927,3.92,4.04,-1.37
5.750992,17.61,-5.41,-6.39
5.821991,18.04,1.14,-4.75
5.89299,7.1,2.28,-3.02
5.9640045,6.24,-0.35,-4.82
6.0350037,1.45,-0.94,-4.67
6.106003,5.1,2.63,-6.9
6.177002,18.12,-0.63,-2.31
6.248001,20.01,-0.31,-3.88
6.3190002,7.18,1.65,-1.37
6.3899994,-3.26,0.47,-2.16
6.4609985,5.26,1.65,-0.71
6.5319977,17.57,-2,1.14
6.602997,19.3,1.88,-2.55
6.673996,11.06,-0.43,-3.88
6.744995,9.1,-0.67,-2.24
6.8159943,-1.88,0.67,-4.55
6.8869934,2.75,1.53,-5.06
6.9579926,20.01,1.22,-4.55
7.0289917,18.48,-0.47,-2.59
7.099991,6.51,0.59,-2.51
7.17099,-0.12,-1.18,-4.04
7.2420044,-0.39,3.8,-0.08
7.3130035,17.5,1.65,-2.04
7.3840027,17.5,3.77,-3.84
7.455002,14.2,-0.63,-3.69
7.526001,4.47,1.61,-1.77
7.597,0.39,-0.39,-2.12
7.6679993,4.98,-0.35,-6.83
7.7389984,18.79,3.3,-8.16
7.8099976,20.01,0.82,-0.27
7.8809967,9.85,1.96,-3.06
7.951996,3.88,-1.22,-0.98
8.022995,-4.51,2.43,-2.43
8.093994,16.67,-2.71,4.12
8.164993,17.26,2.39,-4.82
8.235992,15.02,-1.69,-2.24
8.306992,9.45,-1.18,-4.12
8.377991,2.63,-1.53,-2.94
8.44899,2.2,-1.49,-2.35
8.520004,13.81,0.59,-4.63
8.591003,19.18,0.9,-2.79
8.662003,15.77,0.35,-2.28
8.733002,2.98,0.94,-0.94
8.804001,-4.55,2.9,-3.33
8.875,9.06,-3.53,-11.45
8.945999,19.57,-2.12,-5.1
9.016998,17.02,2.2,-1.49
9.087997,10.32,0.94,-2.04
9.158997,3.02,-2.79,-4
9.229996,3.57,-2.35,-5.18
9.300995,9.57,4.43,-5.81
9.371994,19.1,1.1,-2.31
9.442993,12.59,1.18,-1.37
9.513992,8.16,-0.35,-3.22
9.584991,-4.28,1.14,-3.96
9.655991,4.67,0.2,-6.32
9.727005,20.01,-2.2,-8.16
9.798004,17.57,0.31,-2.79
9.869003,6.98,1.29,-2.94
9.940002,4.86,-1.14,-3.22
10.011002,2.71,-0.82,-5.33
10.082001,8.32,4.12,-6.98
10.153,20.01,-0.59,-2.43
10.223999,14.16,-1.29,-2
10.294998,6.12,-1.18,-1.33
10.365997,-2.79,1.53,-4.47
10.436996,4,0.98,-7.69
10.507996,19.89,-6.39,-4.39
10.578995,19.81,-0.04,-0.24
10.649994,9.53,3.37,-3.61
10.720993,3.8,-2.39,-2.71
10.791992,0.2,-0.63,-3.96
10.862991,8.2,1.8,-12.08
10.9339905,20.01,-0.78,-1.88
11.005005,13.73,-0.51,-1.65
11.076004,6.94,-1.73,-1.29
11.147003,-3.06,-1.18,-4.04
11.218002,6.55,5.18,-6.51
11.289001,20.01,-5.14,-10.9
11.360001,17.57,2.04,-0.63
11.431,6.86,0.94,-2.75
11.501999,5.57,1.06,-2.28
11.572998,0.08,-2,-4.63
11.643997,8.04,0.98,-7.37
11.714996,20.01,0,-1.18
11.7859955,14.28,-0.55,-0.75
11.856995,7.81,-1.29,-2.16
11.927994,-0.94,-0.24,-2.51
11.998993,3.53,0.67,0.51
12.069992,18.79,-6.28,-5.41
12.140991,16.67,5.92,-1.61
12.21199,10.51,3.06,-6.35
12.283005,5.41,0.94,-1.14
12.354004,-2.2,-1.22,-4.08
12.425003,4.2,0.39,-7.77
12.496002,20.01,-1.41,-3.92
12.567001,17.81,0,-1.41
12.6380005,6.9,-1.41,0
12.709,-1.65,2.9,-4.31
12.779999,4.28,1.77,0.86
12.850998,15.26,-3.77,-3.49
12.921997,17.93,4.39,-0.35
12.992996,8.67,0.67,-4.71
13.063995,5.3,1.45,-8.47
13.1349945,2.9,-0.94,-3.45
13.205994,2.59,-3.33,-8.12
13.276993,17.18,1.69,-3.22
13.347992,20.01,-0.82,-2.86
13.418991,7.14,0.78,-1.92
13.48999,0.63,0.2,-0.98
13.561005,0,4.35,-1.77
13.632004,12.04,-3.57,-3.3
13.703003,16.75,5.69,-1.61
13.774002,11.69,0.47,-5.96
13.845001,7.41,-1.22,-2.31
13.916,-0.59,-1.06,-2.79
13.9869995,3.73,2.59,-3.84
