NAME:,matan w 3,,
18.6646528,7.53,-0.9,-2.31
18.73176166,8.04,-1.45,-1.29
18.81564774,13.3,-2.55,0.24
18.88275661,14.87,-1.57,-5.1
18.96664269,4,-1.96,-3.49
19.05891738,8.36,-2.08,-5.84
19.14280346,10.87,-2.04,-3.53
19.23507814,7.92,-2.43,-2.75
19.30218701,5.57,-3.96,-1.02
19.36929587,8,-3.14,-3.22
19.51190221,13.34,-3.22,-2.86
19.57062246,9.81,-5.1,-4.35
19.63773133,6.12,0.78,-4.31
19.69645158,10.71,-4.9,-4.43
19.78033766,8.2,-3.26,-3.53
19.86422374,8.32,-0.63,-2.71
19.95649843,6.75,-1.14,-0.43
20.04038451,12.2,-2.63,-4.79
20.12427059,17.81,-4,-8.39
20.18299085,7.06,-0.12,-4.16
20.28365414,6.35,-3.1,-4.59
20.35076301,12.71,-3.1,-3.02
20.41787187,7.53,-2.24,-2.71
20.5520896,5.88,-3.8,-1.69
20.59403264,8.32,-2.28,-1.65
20.67791872,18.32,-6.75,-3.3
20.7618048,12.36,-6.2,-3.3
20.82891366,2.94,-0.31,-4.16
20.92957696,11.85,-4.47,-5.49
21.01346304,9.14,-4.47,-3.41
21.0721833,7.53,-1.49,-2.9
21.16445798,6.83,-0.67,-1.29
21.29867571,9.45,-1.8,-3.84
21.36578458,14.87,-6.28,-6.12
21.43289344,10,-1.57,-3.33
21.51677952,3.37,-2.75,-3.33
21.55872256,9.14,-0.39,-4.94
21.65099725,8.63,-2.28,-3.41
21.73488333,7.1,-3.88,-2.67
21.81876941,6.75,-2.94,-0.94
21.88587827,7.14,-2.47,-2.71
21.96976435,13.57,-3.65,-4.2
22.05365043,5.84,-3.84,-4.08
22.18786816,7.49,-0.12,-2.98
22.24658842,10.12,-5.22,-4.16
22.31369728,8.12,-2.51,-3.53
22.38080614,7.96,-0.86,-2.24
22.44791501,6.2,-1.84,-0.9
22.53180109,14,-2.43,0.12
22.62407578,15.77,-3.02,-4.75
22.70796186,4.82,-2.12,-4.63
22.79184794,8.47,-2.47,-3.26
22.8589568,9.34,-1.69,-4.79
22.94284288,9.26,-3.69,-2.51
23.42938214,7.02,-3.49,-1.18
23.93269862,7.65,-3.73,-3.14
23.95786445,12.67,-4.08,-2.24
23.96625306,11.96,-6.43,-5.02
23.96625306,4,0.47,-3.53
24.0081961,5.37,-3.22,-3.3
24.07530496,13.45,-1.53,-3.96
24.15919104,6.98,-3.77,-2.55
24.29340877,6.43,-3.8,-1.57
24.36051763,8.51,-1.92,-1.06
24.41084928,16.48,-5.57,-2.86
24.49473536,12.36,-7.22,-4
24.55345562,2.94,0.31,-3.88
24.65411891,12.83,-6.2,-5.33
24.73800499,9.26,-3.53,-3.3
24.79672525,7.57,-1.49,-2.98
24.90577715,6.71,-0.86,-0.94
24.96449741,10.43,-1.92,-3.8
25.03999488,13.53,-6.32,-4.24
25.17421261,10,-0.71,-4.24
25.24971008,2.79,-2.16,-3.41
25.31681894,12.08,-2.31,-5.06
25.35876198,8.32,-2.28,-3.45
25.45103667,7.41,-3.65,-2.28
25.55169997,7.26,-2.82,-0.78
25.61042022,8.12,-3.14,-2.35
25.70269491,13.45,-5.41,-4.47
25.77819238,7.14,-5.33,-5.02
25.87046707,5.92,1.26,-3.88
25.92918733,10.04,-7.06,-2.9
26.07179366,8.71,-2.16,-3.96
26.13890253,7.41,-0.86,-2.35
26.20601139,6.63,-1.69,-0.59
26.27312026,12.36,-1.33,-4.59
26.34022912,15.22,-6,-6.43
26.44089242,7.18,-0.16,-4.94
26.51638989,7.81,-2.16,-3.77
26.60027597,10.79,-2.24,-5.1
26.66738483,9.14,-3.53,-2.79
26.75965952,7.53,-3.57,-1.73
26.85193421,7.85,-1.06,-0.94
26.9525975,16.28,-2.08,-2.63
27.01970637,14,-7.53,-4.94
27.08681523,3.22,-1.18,-4.71
27.1539241,10.59,-3.14,-5.41
27.28814182,9.14,-5.33,-3.14
27.33008486,7.69,-1.8,-3.26
27.40558234,7.49,-0.78,-1.61
27.48946842,7.02,-2.08,-1.41
27.5733545,13.65,-2.59,-0.47
27.64885197,15.1,-1.22,-5.18
27.73273805,4.2,-2.08,-4
27.81662413,7.73,-0.94,-4.79
27.91728742,11.34,-2.63,-3.96
27.98439629,7.69,-2.9,-3.3
28.05150515,6.75,-3.49,-1.69
28.12700262,8.39,-3.1,-1.88
28.19411149,15.53,-4.28,-4
28.28638618,10.63,-7.53,-4.86
28.37027226,5.61,1.69,-5.22
28.45415834,9.65,-5.3,-4.31
28.56321024,7.92,-3.26,-3.53
28.6219305,8.55,-1.49,-2.63
28.70581658,6.75,-1.1,-1.02
28.76453683,9.81,-1.57,-6
28.87358874,15.65,-5.3,-7.02
28.95747482,9.02,-1.26,-4.31
29.41884826,3.92,-3.3,-4.39
29.91377613,12.63,-2.55,-3.92
29.94733056,6.35,-2.55,-3.33
29.95571917,7.14,-3.8,-2.16
29.96410778,8.12,-3.06,-0.75
29.9892736,7.22,-1.14,-0.43
30.07315968,13.3,-3.61,-2
30.15704576,19.93,-4.04,-8
30.24932045,5.14,0.31,-4.55
30.32481792,10.36,-2.51,-4.39
30.39192678,11.06,-2.43,-3.57
30.49259008,7.45,-2.63,-2.79
30.57647616,7.1,-4.2,-0.59
30.63519642,5.69,-2.51,-3.14
30.7274711,13.38,-3.88,-2.94
30.79457997,8.12,-5.88,-5.1
30.9287977,4.75,0.86,-4
30.99590656,10.47,-6.2,-4.82
31.06301542,9.02,-2.28,-3.73
31.13012429,7.85,-0.9,-2.35
31.20562176,6.43,-1.65,-0.75
31.28950784,12.75,-3.18,-3.41
31.37339392,17.34,-3.96,-5.22
31.46566861,5.26,-0.94,-4.59
31.54955469,8,-2.16,-3.92
31.60827494,13.81,-2.9,-5.06
31.74249267,7.73,-2.51,-2.94
31.80960154,6.55,-3.53,-1.49
31.8767104,8.24,-2.16,-0.75
31.94381926,13.89,-2.55,-2.04
32.01092813,13.14,-7.18,-3.88
32.09481421,3.65,-1.14,-5.45
32.1870889,12.43,-3.96,-5.65
32.27097498,8.2,-4.98,-3.02
32.35486106,7.41,-1.22,-3.14
32.43035853,7.34,-0.55,-1.92
32.51424461,9.22,-2.28,-2.98
32.59813069,14.08,-1.37,-2.51
32.69879398,12.32,-0.2,-4.63
32.77429146,1.77,-2.35,-5.45
32.84140032,9.65,-3.1,-2.79
32.90850918,6,-0.98,-4.31
33.04272691,8.71,-3.88,-2.82
33.10983578,8.12,-4.28,-1.14
33.15177882,6.39,-3.8,-2.59
33.2356649,14.71,-3.06,-5.61
33.31955098,3.65,-4.9,-4.59
33.40343706,11.14,-0.24,-4.2
33.46215731,8.79,-5.41,-2.43
33.54604339,7.96,-2.55,-3.41
33.68026112,7.18,-0.86,-1.92
33.73898138,6.9,-1.88,-0.86
33.81447885,14.47,-1.88,-1.92
33.88158771,16.16,-1.37,-5.88
34.01580544,3.45,-2.79,-4.9
34.0829143,7.37,-1.8,-4.47
34.10808013,12.47,-2,-4.43
34.19196621,8.2,-3.92,-3.22
34.2842409,7.06,-3.33,-1.37
34.37651558,7.41,-3.41,-2.47
34.43523584,13.61,-5.49,-2.51
34.51912192,13.38,-7.85,-6.71
34.62817382,4.51,1.29,-3.49
34.69528269,11.65,-7.77,-3.3
34.76239155,7.34,-1.92,-3.37
34.89660928,7.49,-1.61,-3.1
34.93016371,8.51,-1.02,-1.41
35.90324224,9.41,-3.61,-4.2
36.39817011,14.95,-5.81,-5.14
36.89309798,8.67,-0.31,-5.73
36.90148659,5.96,-2.98,-5.26
37.41319168,12.04,-2.47,-3.92
37.89134234,10.04,0.47,-4.31
38.38627021,7.41,-2.63,-3.49
38.40304742,7.34,-3.8,-2.31
38.41143603,6.2,-3.61,-2.94
38.47015629,6.16,-3.26,-0.98
38.49532211,8.08,-3.8,-2.82
38.50371072,10.24,-2.94,-0.04
38.52048794,9.02,-8.55,-2.51
38.52887654,6,-0.98,-2.59
38.57920819,8.79,-1.57,-3.18
38.66309427,8.51,-1.26,-0.75
38.75536896,8.9,-3.37,-4.12
38.82247782,14.87,-8.24,-4.08
38.9063639,8.83,-0.51,-5.49
38.99863859,4.82,-1.84,-5.1
39.05735885,12.63,-1.92,-5.02
39.14124493,7.02,-3.06,-3.18
39.22513101,7.49,-3.18,-2.08
39.30901709,8.24,-2.71,-1.57
39.41806899,12.36,-2.43,-2.08
39.48517786,13.89,-5.84,-5.45
39.55228672,6.59,-0.08,-3.53
39.61939558,9.45,-5.61,-4.43
39.72005888,8.32,-3.26,-3.37
39.78716774,5.92,-0.86,-2.63
39.87105382,8.51,-2.16,-2.04
39.9549399,8.51,-2.39,-3.22
40.04721459,13.53,-1.1,-0.86
40.10593485,11.77,-1.88,-4.08
40.18982093,4.43,-1.88,-3.65
40.27370701,8.83,-2.59,-5.22
40.34920448,11.26,-1.8,-3.14
40.48342221,6.75,-2.55,-2.9
40.55053107,6.35,-3.8,-0.75
40.62602854,8.51,-3.61,-3.41
40.70152602,11.69,-4.9,-1.1
40.75185766,10.98,-10,-5.22
40.84413235,4.39,-0.39,-3.06
40.93640704,10,-5.57,-3.65
41.02029312,8.63,-3.1,-2.43
41.07901338,6.86,-1.06,-2.59
41.16289946,8.79,-2.24,-1.57
41.24678554,8.51,-1.73,-3.3
41.32228301,13.53,-2.98,-2.79
41.45650074,11.3,-0.67,-4.82
41.5236096,5.37,-3.88,-3.96
41.59071846,6.79,-1.53,-3.45
41.65782733,10.51,-2,-3.73
41.74171341,6.94,-4.2,-2.39
41.80882227,7.06,-3.18,-0.51
41.89270835,6,-3.73,-2.35
41.97659443,14.16,-5.06,-3.49
42.06048051,6.32,-2.82,-3.8
42.13597798,9.73,-1.65,-2.98
42.21986406,8.79,-4.24,-1.65
42.29536154,7.73,-1.1,-2.24
42.42957926,7.34,-1.96,-1.88
42.49668813,8.08,-2.28,-2.08
42.56379699,14.16,-1.18,-0.31
42.63929446,14,-2.94,-3.69
42.69801472,5.1,-2.55,-4.82
42.7819008,9.89,-2.47,-3.61
42.87417549,9.06,-1.65,-3.61
42.94967296,6.35,-2.55,-3.02
43.04194765,7.92,-3.88,-1.69
43.12583373,7.22,-4.16,-3.06
43.18455398,13.81,-3.1,-2.98
43.31877171,7.69,-4.51,-4.43
43.38588058,8.24,0.04,-3.8
43.88080845,9.1,-5.92,-3.3
44.37573632,6.55,-1.14,-2.98
44.41767936,8.98,-1.96,-2.24
44.42606797,7.53,-1.69,-1.57
44.42606797,14.32,-2.16,-2.04
44.48478822,10.94,-9.49,-6
44.5686743,5.84,1.02,-3.73
44.65256038,10.28,-7.81,-3.33
44.74483507,6.94,-2.35,-2.47
44.82033254,8.08,-1.84,-2.35
44.88744141,7.96,-1.14,-0.86
44.97132749,10.4,-2.94,-5.49
45.05521357,16.16,-5.84,-6.04
45.13909965,9.1,-1.18,-4.71
45.26492877,5.92,-3.53,-2.98
45.34042624,9.61,-1.61,-5.57
45.3991465,9.53,-3.02,-3.02
45.44947814,7.57,-2.86,-2.63
45.54175283,6.9,-2.51,-0.55
45.62563891,5.57,-3.57,-3.61
45.70952499,12.32,-4.16,-2.98
45.79341107,5.41,-3.57,-4.82
45.88568576,7.06,-0.24,-3.22
45.94440602,10.94,-8.9,-4.71
46.0282921,9.34,-1.77,-3.69
46.10378957,7.3,-1.22,-2.47
46.2380073,6.98,-1.77,-1.37
46.30511616,11.96,-4.79,-1.18
46.35544781,14.75,-2.51,-3.26
46.4477225,3.77,-3.18,-4.16
46.52321997,8.94,-0.67,-3.18
46.59032883,9.26,-1.84,-3.8
46.67421491,7.14,-3.69,-2.75
46.75810099,7.34,-2.75,-2.04
46.84198707,8.67,-4.47,-3.41
46.93426176,14.08,-3.69,-3.49
46.99298202,8.12,-8,-4.86
47.13558835,8.71,1.53,-4.82
47.20269722,8.08,-7.61,-0.63
47.26980608,12.16,-2.39,-3.57
47.33691494,6.9,-2.24,-0.86
47.3956352,6.39,-1.69,-0.98
47.48790989,12.08,-2.31,-5.3
47.58018458,15.93,-1.53,-6.59
47.65568205,9.81,-0.12,-4.98
47.75634534,4.94,-4.04,-3.45
47.8150656,10.9,-3.53,-2.47
47.89056307,8,-1.26,-2.79
48.01639219,6.12,-2.63,-1.84
48.08350106,8,-3.73,-0.63
48.15060992,15.57,-1.06,-0.43
48.20933018,12.98,-7.49,-3.65
48.30160486,4.24,-1.14,-3.73
48.38549094,10.32,-2.98,-4.9
48.46937702,10.08,-4.98,-2.28
48.53648589,8.16,-1.77,-2.9
48.62037197,7.18,-0.12,-1.57
48.70425805,7.77,-1.61,-3.14
48.78814413,18.59,-4.04,-7.41
48.87203021,9.34,-0.75,-4.08
48.9726935,4.43,-3.45,-4.43
49.04819098,10.55,-1.33,-3.96
49.11529984,7.3,-2.59,-3.06
49.1824087,7.41,-3.77,-2.12
49.26629478,7.49,-2.86,-0.51
49.35856947,11.77,-1.26,-0.47
49.86188595,12.67,-6.24,-4.51
50.36520243,5.33,-0.71,-4.24
50.39875686,7.3,-3.49,-4.35
50.39875686,10.47,-4.47,-3.53
50.40714547,8.47,-1.88,-3.14
50.4323113,9.45,-4.2,-2.67
50.48264294,7.18,-4.16,-0.59
50.56652902,7.45,-4.35,-3.53
50.6420265,13.45,-2.59,-4.04
50.71752397,8.87,-5.69,-5.06
50.80141005,6.75,0.67,-3.41
50.91046195,9.02,-7.65,-3.06
50.98595942,6.28,-1.41,-3.41
51.04467968,9.45,-1.37,-2.79
51.15373158,8.36,-1.77,-1.1
51.21245184,14.28,-1.45,1.18
51.29633792,13.06,-2.28,-4.28
51.380224,4.08,-2.51,-5.45
51.46411008,9.06,-1.41,-3.84
51.54799616,8.87,-1.49,-4.08
51.61510502,8.67,-3.33,-2.75
51.6989911,6.43,-3.73,-0.67
51.77448858,7.49,-3.92,-3.69
51.91709491,12.36,-2.24,-3.02
52.05131264,9.61,-5.14,-5.45
52.10164429,6.55,0.43,-3.53
52.12681011,9.81,-6.9,-3.3
52.17714176,7.34,-1.41,-2.75
52.26102784,7.57,-2.04,-2.67
52.35330253,8.04,-1.61,-0.9
52.4288,12.47,-3.1,-2.82
52.52107469,15.18,-3.61,-4.75
52.57979494,5.49,-1.65,-4.51
52.67206963,7.81,-2.16,-4.2
52.75595571,12.04,-1.26,-4.86
52.82306458,7.88,-3.33,-3.37
52.9572823,6.79,-3.69,-1.53
53.02439117,8.71,-3.33,-1.92
53.07472282,12.87,-3.14,-1.18
53.1669975,13.61,-8.28,-5.02
53.25088358,5.26,0.75,-3.77
53.31799245,6.32,-5.1,-2.94
53.40187853,7.81,-4.35,-3.06
53.48576461,9.65,-1.77,-2.75
53.56965069,7.65,-1.37,-1.69
53.62837094,8.24,-0.71,-4.59
53.75420006,15.46,-5.22,-5.65
53.82130893,10.9,-0.59,-4.55
53.8968064,2.79,-3.61,-4.75
53.95552666,10.28,-1.84,-4.51
54.05618995,8.39,-2,-3.96
54.12329882,8.39,-3.26,-2.47
54.19879629,6.94,-3.49,-0.9
54.29107098,9.02,-2.59,-2.16
54.38334566,13.53,-4.75,-5.3
54.44206592,6.43,-3.22,-4.28
54.54272922,6.28,-0.75,-4.12
54.61822669,9.61,-4.43,-4.04
54.71888998,7.61,-2.24,-2.71
54.78599885,7.65,-1.14,-2.2
54.85310771,6.08,-1.33,-2.24
54.9453824,13.89,-3.37,0.67
55.02926848,19.26,-4.24,-7.02
55.09637734,6.94,-0.98,-4.75
55.17187482,6.86,-2.43,-3.96
55.2641495,12.51,-2.86,-4.59
55.34803558,8.71,-2.86,-3.14
55.85135206,7.1,-3.02,-1.69
56.37144576,8.08,-3.02,-1.1
56.37983437,18.36,-6.98,-2.79
56.38822298,11.96,-8.43,-6.39
56.4133888,5.37,0.35,-3.3
56.42177741,4.67,-4.31,-3.41
56.48888627,14.98,-0.43,-3.77
56.58116096,5.49,-3.65,-2.67
56.65665843,7.02,-3.33,-1.96
56.71537869,8.12,-2.94,-0.59
56.85798502,12.51,-1.22,-0.35
56.89992806,14.04,-5.57,-5.57
56.97542554,3.53,-1.41,-3.8
57.05931162,11.22,-4.9,-4.86
57.12642048,9.1,-3.49,-3.14
57.21030656,7.61,-1.49,-3.92
57.29419264,7.22,-0.63,-1.92
57.37807872,8.71,-1.06,-2.28
57.47035341,13.42,-2.98,-1.57
57.52907366,12.12,-1.14,-5.3
57.60457114,3.18,-2.79,-4.31
57.73878886,7.77,-1.18,-5.65
57.80589773,10.2,-1.69,-3.84
57.86461798,7.3,-2.67,-2.79
57.93172685,5.88,-3.53,-0.94
58.01561293,8.59,-4.28,-3.49
58.10788762,13.34,-3.61,-3.92
58.1917737,8.79,-5.81,-4.79
58.27565978,5.53,0.55,-3.61
58.33438003,12.75,-6.67,-4.86
58.41826611,8.51,-2.94,-2.2
58.55248384,8.12,-2.63,-2.71
58.6112041,5.96,-0.94,-0.82
58.67831296,10.94,-1.88,-4.71
58.74542182,15.61,-6.47,-6.35
58.83769651,9.06,-0.24,-4.86
58.91319398,4.9,-1.49,-5.14
58.99708006,12.87,-4.51,-4
59.06418893,7.57,-1.18,-3.45
59.14807501,7.22,-2.51,-2.28
59.23196109,7.57,-3.8,-0.82
59.32423578,9.18,-2.82,-1.92
59.40812186,13.34,-7.02,-5.33
59.51717376,2.9,-1.65,-4.59
59.59267123,12.55,-4.47,-3.84
59.6597801,8.36,-3.33,-3.06
59.72688896,7.57,-2.79,-2.82
59.80238643,7.45,-0.2,-2.16
59.8778839,8.08,-1.06,-3.1
59.96176998,14.59,-5.37,-5.06
60.04565606,11.38,-0.43,-4.47
60.12954214,2.63,-2.31,-4.16
60.22181683,10.04,-3.41,-4.98
60.28053709,8.08,-2,-3.84
60.36442317,8.28,-2.39,-2.59
60.46508646,6.79,-3.77,-0.98
60.53219533,8.08,-2.79,-2.12
60.59930419,14.79,-4.82,-4.31
60.69157888,6.79,-4.79,-4.94
60.78385357,7.45,-0.51,-4.51
60.84257382,8.71,-5.53,-3.06
60.9264599,7.57,-2.31,-2.86
61.01034598,7.81,-1.1,-2.2
61.09423206,7.45,-1.69,-0.9
61.17811814,14,-3.18,-2.31
61.27039283,17.53,-3.77,-5.26
61.35427891,5.18,-0.9,-4.12
62.33574605,7.88,-2.43,-4.47
62.82228531,10.98,-2.75,-3.49
62.83067392,7.92,-2.04,-2.9
63.32560179,6.2,-3.96,-1.18
63.34237901,7.53,-3.26,-2
63.82891827,6.98,-3.37,-1.84
63.83730688,8.16,-2.63,-1.18
64.32384614,18.59,-5.14,-2.71
64.34901197,12.2,-8.2,-4.71
64.83555123,4,-2.59,-4.31
64.86071706,11.53,-2.31,-4.31
64.86910566,7.53,-4.08,-2.16
64.9110487,15.61,-4.28,-6.63
64.97815757,10.59,-0.39,-4.28
65.07043226,2.9,-2.71,-4.31
65.13754112,10.63,-1.96,-4.51
65.26337024,9.34,-1.14,-3.8
65.3304791,7.37,-3.84,-2.31
65.39758797,6.28,-3.45,-0.51
65.45630822,9.22,-2.79,-2.47
65.5401943,14.12,-4.98,-4.71
65.63246899,4.98,-2.51,-2.94
65.70796646,9.85,-4.67,-3.33
65.80024115,8.2,-3.92,-2.67
65.88412723,9.06,-1.06,-2.75
