"NAME:","run_5_2.csv"
"EXPERIMENT TIME:","05/06/2023 12:17 "
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","140"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-3.14","-1.92","-12.00"
"0.069992065","-4.82","-1.41","-10.87"
"0.13999939","-3.61","-1.41","-9.85"
"0.20999146","-3.37","-1.26","-9.96"
"0.27999878","-4.00","-2.08","-9.45"
"0.34999084","-3.65","-1.53","-8.36"
"0.41999817","-5.41","-1.14","-6.94"
"0.48999023","-4.59","-1.29","-10.75"
"0.55999756","-4.39","-1.02","-14.98"
"0.6299896","-3.84","-0.71","-18.59"
"0.69999695","-10.12","0.47","-19.53"
"0.7799988","-6.98","-4.39","-9.18"
"0.84999084","-5.18","3.61","-19.34"
"0.91999817","-6.98","0.59","-8.63"
"0.98999023","-3.61","-4.67","-9.02"
"1.0599976","0.47","4.43","1.61"
"1.1299896","-3.26","2.20","0.24"
"1.199997","-9.85","2.63","-20.01"
"1.269989","-17.57","-0.20","-18.08"
"1.3399963","-3.37","3.92","-4.90"
"1.4199982","1.22","2.63","0.00"
"1.4899902","-1.26","-13.81","-9.18"
"1.5599976","-14.04","13.34","-14.24"
"1.6299896","-12.40","8.32","-19.57"
"1.699997","-9.41","-1.65","-12.24"
"1.769989","-2.39","2.94","-4.47"
"1.8399963","-0.31","9.69","2.59"
"1.9099884","-2.00","14.12","-7.34"
"1.9799957","-7.02","-8.59","-20.01"
"2.0499878","-0.55","1.92","-1.49"
"2.1299896","-3.22","4.94","4.94"
"2.199997","-7.10","-0.55","-8.16"
"3.0499878","-1.29","-10.87","-11.34"
"3.119995","-7.77","-1.53","7.57"
"4.0399933","-4.86","3.33","0.82"
"5.529999","-19.50","-16.55","-20.01"
"5.599991","-8.12","5.30","-19.85"
"5.680008","-3.65","-7.81","-19.85"
"5.7499847","0.24","-2.28","-2.90"
"5.819992","-3.53","6.32","1.33"
"5.8899994","-18.40","4.55","-20.01"
"5.9600067","-5.26","16.95","-20.01"
"6.0299835","-3.06","2.16","4.43"
"6.099991","-2.98","7.73","-1.53"
"6.169998","-7.45","-5.65","-4.16"
"6.2400055","-6.16","-10.24","-20.01"
"6.3099823","-13.61","-9.10","-9.38"
"6.3899994","2.55","3.30","13.18"
"6.4600067","-0.20","-2.90","-3.73"
"6.5299835","-7.22","0.55","-2.79"
"6.599991","-4.43","1.88","-20.01"
"6.669998","-5.96","6.16","-5.73"
"6.7400055","-0.59","0.16","3.49"
"6.8099823","0.98","0.08","-4.86"
"6.8799896","-10.32","-9.57","-20.01"
"6.949997","-2.35","1.84","-18.91"
"7.0200043","-2.98","-8.12","-11.89"
"7.089981","-0.04","-0.16","5.30"
"7.169998","3.73","0.71","2.59"
"7.2400055","-20.01","-20.01","-20.01"
"7.3099823","-10.00","-5.69","-19.42"
"7.3799896","-5.92","3.80","-0.35"
"7.449997","5.33","0.82","8.16"
"7.5200043","-5.30","1.92","-8.04"
"7.589981","-11.14","-12.32","-17.97"
"7.6599884","-4.90","-6.28","-12.08"
"7.7299957","-5.06","8.90","7.06"
"7.8099823","-1.02","4.16","7.06"
"7.8799896","-20.01","3.73","-20.01"
"7.949997","8.67","-20.01","-20.01"
"8.020004","-10.16","5.61","2.24"
