"NAME:","run_4_1"
"EXPERIMENT TIME:","2023-06-09 16:59:08"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","130"
"",""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.051","-1.33","2.39","9.57"
"0.102","-1.1","2.08","9.73"
"0.153","-1.29","2.16","9.53"
"0.204","-1.18","2.04","9.65"
"0.255","-0.98","1.96","9.18"
"0.306","-0.71","1.77","9.3"
"0.357","-0.51","1.84","9.3"
"0.408","-1.02","2.16","9.53"
"0.459","-0.86","2.08","9.69"
"0.51","-0.82","2.16","9.45"
"0.561","-0.63","1.88","9.38"
"0.612","-0.63","1.77","9.02"
"0.663","-0.9","1.8","8.79"
"0.714","-1.33","1.77","9.41"
"0.765","-3.53","3.84","11.69"
"0.816","-2.12","1.8","10.59"
"0.867","0.59","0.67","8.04"
"0.918","-2.0","3.61","7.18"
"0.969","-1.61","2.63","9.92"
"1.02","-0.78","0.55","14.4"
"1.071","-1.61","2.94","9.73"
"1.122","-2.08","6.75","7.53"
"1.173","2.43","1.61","5.45"
"1.224","1.29","-0.27","15.26"
"1.275","-2.12","2.2","11.06"
"1.326","-0.31","1.92","13.73"
"1.377","-2.51","4.0","13.02"
"1.428","-2.86","4.59","9.3"
"1.479","-0.27","-3.33","7.65"
"1.53","-2.2","0.43","4.71"
"1.581","-2.59","0.55","7.88"
"1.632","-3.73","-0.59","8.87"
"1.683","-3.37","-0.78","14.24"
"1.734","-3.57","1.61","15.3"
"1.785","-0.98","1.73","8.94"
"1.836","0.24","2.86","5.3"
"1472.0833","2.71","1.96","5.1"
"1.989","1.69","-1.18","13.02"
"2.04","-2.16","0.51","17.85"
"2.091","-2.55","3.57","14.63"
"2.142","-3.26","1.92","12.36"
"2.193","-1.73","-0.82","3.53"
"2.244","-3.61","1.14","2.71"
"2.295","-2.51","-0.86","5.37"
"2.346","-4.43","-0.86","12.2"
"2.397","-5.77","2.16","14.44"
"2.448","-1.22","2.0","16.16"
"2.499","-3.61","2.51","12.51"
"2.55","0.86","1.92","4.94"
"1479.2249","4.59","0.59","5.18"
"2.703","1.65","-2.35","13.93"
"2.754","-0.63","0.08","13.81"
"2.805","-1.14","1.49","15.81"
"2.856","-2.94","2.04","13.57"
"2.907","-1.92","-1.49","7.49"
"2.958","-1.69","0.27","4.2"
"3.009","-3.84","2.0","3.14"
"3.06","-0.82","-7.26","15.65"
"3.111","-3.45","1.26","15.34"
"3.162","4.16","-1.22","13.34"
"3.213","0.86","3.73","7.73"
"1485.8552","2.12","1.8","2.94"
"4.08","4.35","3.41","2.79"
"4.131","3.92","-0.86","13.18"
"4.182","1.26","2.16","13.02"
"4.233","-0.78","1.33","19.46"
"4.284","-1.88","1.73","14.95"
"4.335","-2.98","-1.96","7.1"
"4.386","-1.8","-0.16","1.73"
"4.437","-2.75","0.86","0.78"
"4.488","-2.51","-3.45","9.1"
"4.539","-6.04","5.65","11.85"
"4.59","-4.67","2.39","16.0"
"4.641","-3.18","2.98","12.67"
"4.692","0.59","1.26","10.75"
"4.743","2.71","1.53","5.26"
"4.794","4.0","3.06","3.18"
"4.845","2.08","0.55","8.9"
"4.896","0.43","1.1","15.97"
"4.947","-2.94","7.96","12.59"
"4.998","-3.53","1.22","16.2"
"5.049","-5.18","0.27","9.26"
"5.1","-1.26","-2.47","5.88"
"5.151","-1.88","1.1","1.14"
"5.202","-1.14","-2.59","10.83"
"5.253","-4.55","2.94","13.57"
"5.304","-1.49","1.8","16.55"
"5.355","-3.96","5.06","13.61"
"5.406","-3.53","6.2","4.43"
"5.457","4.82","1.22","2.28"
"1508.2949","5.14","4.63","0.27"
"5.611","-4.75","5.81","10.0"
"5.662","-0.86","3.69","15.53"
"5.713","-3.1","3.57","12.91"
"5.764","-4.28","0.78","6.86"
"5.815","-0.59","-0.94","4.04"
"5.866","-1.8","0.04","0.63"
"5.917","-1.41","-9.73","16.0"
"5.968","-8.28","3.06","12.59"
"6.019","-4.67","3.61","13.96"
"6.07","-2.04","4.31","10.12"
"6.121","3.65","0.59","4.9"
"6.172","3.3","4.75","4.04"
"6.223","3.49","2.63","8.55"
"6.274","-0.08","-0.04","17.34"
"6.325","-2.75","3.37","13.26"
"6.376","-3.18","0.43","19.53"
"6.427","-3.77","2.9","10.08"
"6.478","-0.78","-1.69","4.28"
"6.529","-2.67","0.86","1.45"
"6.58","-3.1","-0.78","2.35"
"6.631","-4.0","-4.79","14.63"
"6.682","-7.14","6.0","9.92"
"6.733","0.47","-0.31","15.02"
"6.784","-1.84","3.61","8.43"
"6.835","1.18","0.71","9.3"
"6.886","1.37","3.73","5.81"
"6.937","2.31","4.35","4.63"
"7.09","-4.55","3.69","18.12"
"7.141","-3.37","-0.67","16.44"
"7.192","-3.33","-0.35","7.18"
"7.243","-1.96","-0.75","1.96"
"7.294","-3.41","0.2","1.8"
"7.345","-3.65","-5.57","14.98"
"7.396","-10.36","7.53","13.3"
"7.447","-2.59","3.53","12.63"
"7.498","-2.43","4.51","3.88"
"7.549","1.65","-3.49","9.77"
"7.6","1.14","2.04","4.63"
"7.651","3.02","3.65","3.84"
"7.804","-1.06","0.71","18.59"
"7.855","-1.22","-0.71","13.49"
"7.906","-2.31","-1.02","6.12"
"7.957","-4.39","1.57","3.06"
"8.008","-4.12","1.77","1.96"
"8.059","-0.31","-5.18","14.32"
"8.11","-5.69","2.12","16.04"
"8.161","-4.28","4.59","15.57"
"8.212","-3.26","3.14","6.24"
"8.263","-1.18","1.84","2.43"
"8.314","5.14","-1.69","5.37"
"8.365","3.8","4.9","4.28"
"8.416","4.2","0.94","16.63"
"8.467","-2.9","2.71","15.69"
"8.518","-1.26","4.08","10.98"
"8.569","-3.33","-1.96","12.91"
"8.62","-3.26","-1.88","8.47"
"8.671","-3.41","-0.55","7.81"
"8.722","-5.1","-1.29","7.96"
"8.773","-0.75","-3.53","13.53"
"8.824","-4.82","7.53","11.65"
"8.875","0.51","3.45","12.08"
"8.926","-0.04","2.63","8.59"
"8.977","0.67","2.31","1.18"
"9.028","2.24","3.61","5.26"
"9.079","2.51","5.57","3.1"
"9.13","3.18","0.24","13.1"
"10.048","-5.22","-2.47","6.43"
"10.099","-2.0","-5.02","3.73"
"10.15","-4.75","0.31","0.63"
"10.201","-4.67","0.31","9.92"
"10.252","-8.67","7.18","13.85"
"10.303","-5.37","2.71","17.34"
"10.354","-2.31","3.26","8.98"
"10.405","3.41","0.24","4.28"
"10.456","1.92","3.18","1.29"
"10.507","1.41","4.71","5.18"
"10.558","4.08","-0.55","15.38"
"10.609","-1.06","5.73","17.06"
"10.66","-1.22","1.88","17.34"
"10.711","-5.57","2.82","14.63"
"10.762","-3.53","-0.75","6.32"
"10.813","-3.06","-0.47","1.77"
"10.864","-5.14","1.53","-0.55"
"10.915","-3.3","-5.22","12.71"
"10.966","-8.43","6.94","10.47"
"11.017","-0.39","4.59","11.69"
"11.068","-0.98","4.35","8.43"
"11.119","1.84","-0.08","9.02"
"11.17","3.14","2.9","5.77"
"11.221","2.47","4.47","6.12"
"11.272","4.0","0.55","14.16"
"11.323","1.41","5.1","14.2"
"11.374","-3.88","5.1","17.97"
"11.527","-3.14","-4.08","6.47"
"11.578","-2.9","-3.26","6.35"
"11.629","-3.92","1.45","7.18"
"11.68","-0.12","4.9","17.85"
"11.731","-4.35","8.79","13.81"
"11.782","-4.71","5.49","9.18"
"11.833","0.75","2.75","2.59"
"11.884","1.77","4.2","1.41"
"11.935","3.06","5.45","0.9"
"11.986","7.69","-0.31","9.22"
"12.037","1.53","9.14","8.47"
"12.19","-2.31","-6.67","10.24"
"12.241","-4.71","-0.27","5.84"
"12.292","-4.82","0.67","3.3"
"12.343","-3.8","-4.55","14.4"
"12.394","-5.81","5.41","10.36"
"12.445","-1.26","1.61","13.38"
"12.496","-0.63","1.88","11.06"
"12.547","1.69","2.12","6.39"
"12.598","2.98","3.61","3.69"
"12.649","4.55","2.2","4.71"
"12.7","2.86","1.88","13.81"
"12.751","-1.65","2.08","14.24"
"12.802","-3.65","1.92","16.2"
"12.853","-3.69","-0.78","11.18"
"12.904","-2.35","-3.18","5.45"
"12.955","-1.41","-0.31","3.22"
"13.006","-2.67","-1.73","5.84"
"13.057","-4.55","-2.9","11.22"
"13.108","-8.24","3.88","15.38"
"13.159","-2.43","-0.31","14.98"
"13.21","-1.45","2.98","11.1"
"13.261","3.57","0.94","3.77"
"13.312","4.94","0.9","2.59"
"13.363","1.92","2.79","6.98"
"13.414","3.96","-3.69","15.34"
"13.465","-4.04","5.57","13.57"
"13.516","-2.55","0.94","17.18"
"13.67","-1.18","0.86","2.67"
"13.721","-3.61","0.55","2.82"
"13.772","-3.06","-5.65","12.75"
"13.823","-5.84","1.57","13.57"
"13.874","-1.33","3.3","10.28"
"13.925","-0.27","1.18","8.59"
"13.976","3.1","0.86","7.34"
"14.027","3.26","2.43","5.65"
"14.078","1.92","2.39","9.34"
"14.129","1.92","-0.08","13.22"
"14.18","-0.86","3.61","15.53"
"14.231","-2.51","0.27","17.02"
"14.384","-1.37","0.78","-3.41"
"14.435","-1.1","-7.06","9.73"
"14.486","-6.28","-1.77","11.81"
"14.537","-0.08","1.61","10.83"
"14.588","-0.27","3.57","10.2"
"14.639","0.51","-0.35","10.08"
"14.69","3.49","-0.67","5.06"
"14.741","-0.59","4.47","5.84"
"14.792","2.51","1.02","10.04"
"14.843","0.39","2.28","15.3"
"14.894","0.16","2.86","19.22"
"14.945","-3.3","4.08","14.04"
"14.996","-3.33","-0.39","9.69"
"15.047","-2.86","-1.14","2.2"
"15.098","-2.94","-0.39","0.24"
"16.067","-0.24","4.55","11.06"
"16.118","2.39","2.31","3.49"
"16.169","4.0","2.71","2.86"
"16.22","2.31","1.18","12.98"
"16.271","-3.57","5.57","16.36"
"16.322","0.94","5.96","16.08"
"16.373","-0.47","0.94","13.38"
"16.424","-2.55","-0.27","4.39"
"16.475","-3.1","1.57","-0.16"
"16.526","-4.16","-1.53","2.94"
"16.577","-6.28","-2.39","14.63"
"16.628","-3.77","1.06","15.73"
"16.679","-1.69","3.22","15.02"
"16.73","0.24","3.14","11.02"
"16.781","1.37","4.55","4.47"
"16.832","2.79","4.2","3.77"
"16.883","4.12","1.96","8.87"
"16.934","4.28","1.57","14.12"
"16.985","2.39","4.39","15.3"
"17.036","-1.73","2.94","16.24"
"17.087","-2.59","-1.02","11.89"
"17.138","-2.39","-3.33","5.33"
"17.291","-9.34","1.49","15.34"
"17.342","-6.2","1.77","17.18"
"17.393","-3.88","3.61","13.61"
"17.444","0.2","3.73","8.98"
"17.495","3.96","1.73","4.16"
"17.546","5.02","6.51","0.9"
"17.597","4.2","5.81","8.71"
"17.648","0.04","2.67","18.83"
"17.699","1.88","5.33","16.36"
"17.75","-2.0","-1.69","18.91"
"17.801","-5.53","-0.08","11.89"
"17.852","-1.14","-4.04","2.94"
"17.903","-3.3","0.82","-2.43"
"17.954","-5.26","-1.06","2.35"
"18.005","-4.12","-4.51","17.89"
"18.056","-3.53","6.47","12.24"
"18.107","-1.92","6.12","11.85"
