NAME:,walk_5_1,,
25.351,4.16,-0.43,2.08
25.452,7.73,-0.31,1.73
25.553,9.77,-10.87,4.82
25.654,6.98,4.31,-0.59
25.755,13.89,-1.57,-1.45
25.856,5.1,-1.77,-0.08
25.957,7.49,-5.41,0.9
26.058,11.06,-4.71,0.86
26.159,13.85,-5.22,-3.92
26.26,13.93,-1.06,-0.39
26.361,6.51,-1.73,0.94
26.462,4.79,-1.26,2.16
26.563,12.94,-4.98,1.22
26.664,20.01,-2.28,0.59
26.765,5.02,-2.59,-0.82
26.866,7.88,1.45,-0.04
26.967,5.49,-4.12,0.39
27.068,10.63,-3.3,-0.24
27.169,12.98,-3.02,-0.67
27.27,10.75,-2.47,-1.18
27.371,8.94,-3.69,0.59
27.472,3.26,-0.75,1.22
27.573,9.14,-1.8,2.31
27.674,9.3,-8.43,5.06
27.775,8.2,4.35,0.31
27.876,11.96,-1.57,-1.02
27.977,5.33,-2.63,-0.98
28.078,9.57,-5.45,-0.31
28.179,9.65,-4.51,1.1
28.28,14.24,-4.71,-3.84
28.381,14.16,-1.65,-0.55
28.482,5.53,-1.18,0.67
28.583,4.67,-2.63,2.39
28.684,10.2,-3.88,1.49
28.785,18.91,-2.16,-0.08
28.886,5.02,-2.24,-0.82
28.987,7.92,2.59,1.06
29.088,5.81,-2.98,-0.39
29.189,9.96,-5.02,-0.63
29.29,11.53,-3.37,0.47
29.391,11.38,-0.75,-1.57
29.492,12.75,-4.67,-0.67
29.593,3.57,-0.98,1.29
29.694,7.69,0.08,1.45
29.795,11.92,-7.14,4.43
29.896,20.01,0.12,-0.35
29.997,9.06,-6.08,-0.78
30.098,6.71,-1.06,-0.12
30.199,7.14,-5.33,0.86
30.3,11.3,-2.12,-0.39
30.401,14.4,-5.18,-1.96
30.502,12.55,-1.61,0.43
30.603,6.75,-2.63,-0.63
30.704,1.73,-0.08,2.08
30.805,13.02,-2.24,-0.2
30.906,6.55,-7.14,4.16
31.007,8.87,2.24,0
31.108,12.55,-1.26,-0.47
31.209,4.35,-2.47,-1.41
31.31,9.92,-5.84,-0.71
31.411,10.08,-4.28,2.82
31.512,13.34,-6.16,-4.08
31.613,12.87,-1.22,-0.63
31.714,5.92,-1.26,0.78
31.815,4.67,-0.98,2.16
31.916,10.83,-4.2,0.75
32.017,15.97,-1.22,-3.14
32.118,3.8,-1.29,-0.04
32.219,7.57,2.28,0.43
32.32,7.06,-3.33,-0.59
32.421,9.34,-3.73,-0.31
32.522,12.71,-4.51,0.39
32.623,10.12,-0.78,-0.94
32.724,11.81,-5.69,-0.43
32.825,3.96,0.12,1.65
32.926,6.28,-1.92,1.29
33.027,10.32,-7.18,6.63
33.128,10.87,2.39,1.02
33.229,13.96,-3.45,-1.69
33.33,4.47,-2.55,-0.24
33.431,9.14,-5.14,-0.39
33.532,11.3,-4.31,0.9
33.633,14.2,-5.45,-4.35
33.734,14.4,-1.96,0.39
33.835,4.94,-0.24,0.59
33.936,5.06,-0.63,2.12
34.037,13.22,-4.08,0.63
34.138,20.01,-2.28,0.82
34.239,6.2,-1.73,0.12
34.34,5.73,-0.12,-0.04
34.441,8.28,-3.53,-0.31
34.542,8.43,-2.67,0.63
34.643,16.28,-3.26,-1.61
34.744,12,0.12,-0.82
34.845,8.63,-5.06,-0.24
34.946,3.33,-0.2,1.73
35.047,9.02,-1.45,1.18
35.148,8.12,-8.08,5.37
35.249,11.34,4.12,-1.02
35.35,11.45,-3.69,-0.86
35.451,6.63,-2.51,-0.27
35.552,9.02,-4.28,0.2
35.653,10.24,-4.43,1.02
35.754,14.59,-6.63,-3.41
35.855,11.3,-1.96,-0.35
35.956,6.98,-1.84,0.31
36.057,3.8,-1.06,1.53
36.158,10.4,-2.71,1.37
36.259,10.16,-7.3,3.49
36.36,6.04,2.39,0.63
36.461,9.61,1.77,0.59
36.562,6.43,-2.94,-1.53
36.663,9.22,-5.49,0.04
36.764,10.94,-4.86,1.65
36.865,12.12,-2,-4.2
36.966,13.38,-3.49,0.08
37.067,5.45,-0.82,1.06
37.168,5.06,-1.69,2.39
37.269,13.22,-5.69,1.88
37.37,20.01,-3.22,2.59
37.471,9.65,-4,-0.55
37.572,6.16,-0.35,-0.27
37.673,7.57,-3.61,0.04
37.774,9.02,-2.75,-0.2
37.875,13.57,-6.2,0.39
37.976,10.75,0.55,-2.24
38.077,12.2,-4.55,-1.73
38.178,4.39,-2.12,1.37
38.279,6.43,-0.98,2.43
38.38,12.83,-6.2,3.92
38.481,12.36,0.67,1.22
38.582,12.04,-3.06,-0.51
38.683,4.71,-2.51,1.41
38.784,8.32,-4.98,0.82
38.885,10.4,-1.49,-0.51
38.986,14.59,-7.41,-2.63
39.087,11.57,0.9,-1.14
39.188,9.18,-3.57,-0.47
39.289,3.69,-0.82,1.18
39.39,7.22,-1.02,2.16
39.491,12.43,-5.81,5.53
39.592,6.9,3.45,3.02
39.693,16,-4.79,-2.9
39.794,3.77,-2.55,-0.27
39.895,8.47,-6.24,-0.24
39.996,11.1,-6.47,2.98
40.097,11.81,-2.39,-4.75
40.198,14.51,-3.33,0.04
40.299,3.77,-0.98,0.51
40.4,4.51,-1.1,2.12
40.501,15.42,-7.22,2.04
40.602,20.01,-2.2,0.9
40.703,11.18,-6.24,-0.59
40.804,5.33,0.27,-0.9
40.905,7.41,-5.53,0.59
41.006,10.32,-1.61,-0.2
41.107,15.1,-3.73,-1.18
41.208,11.14,-0.86,-0.2
41.309,8.83,-4.47,-0.59
41.41,2.75,-0.55,1.33
41.511,9.69,-2.86,1.37
41.612,17.53,-3.88,-0.35
41.713,5.45,-1.1,-0.43
41.814,9.73,2.16,0.71
41.915,7.14,-3.69,-1.1
42.016,8.67,-3.22,-0.08
42.117,12.75,-4.75,1.84
42.218,11.53,-0.51,-2.55
42.319,13.65,-5.02,-1.26
42.42,4.55,-0.27,1.65
42.521,6.59,-1.84,1.84
42.622,12.47,-5.77,5.1
42.723,12,-0.24,1.37
42.824,12.71,-4.24,-1.61
42.925,5.57,-1.73,-0.67
43.026,8.67,-6.04,-0.16
43.127,8.2,-3.41,0.9
43.228,14.47,-5.06,-1.41
43.329,12.98,-0.98,-1.22
43.43,7.57,-3.84,0.51
43.531,2.75,-1.14,1.41
43.632,9.45,-1.37,1.33
43.733,10.4,-6.08,2.55
43.834,6.94,1.96,0.67
43.935,9.65,-0.08,1.1
44.036,5.73,-2.86,-0.86
44.137,10.08,-5.33,-0.51
44.238,10.24,-5.02,1.57
44.339,13.49,-3.61,-4.59
44.44,13.69,-2.47,-0.2
44.541,6.86,-0.86,0.63
44.642,5.22,-2.2,2.75
44.743,13.73,-5.22,1.53
44.844,20.01,-2.39,-0.94
44.945,5.06,-1.77,-0.63
45.046,7.14,0.67,0.12
45.147,7.69,-3.96,-0.24
45.248,8.32,-3.22,0.35
45.349,15.26,-3.69,-0.47
45.45,9.65,-0.71,-1.77
45.551,9.53,-4.04,-0.67
45.652,3.88,-1.1,0.98
45.753,8.63,-0.08,0.71
45.854,9.38,-8.04,3.77
45.955,6.51,2.39,1.29
46.056,11.02,-0.27,-0.71
46.157,6.12,-2.51,-0.75
46.258,8.51,-6.08,-0.08
46.359,10.75,-4.86,1.53
46.46,12.55,-3.45,-3.96
46.561,13.77,-1.57,-2.12
46.662,6.28,-0.9,0.67
46.763,4.71,-2.63,2.59
46.864,13.85,-4.94,1.65
46.965,20.01,-2.63,-2.2
47.066,5.73,-3.96,0.59
47.167,7.57,0,-0.04
47.268,8,-4.94,-0.47
47.369,9.65,-2.47,-0.63
47.47,14.24,-3.96,0.35
47.571,10.59,-0.82,-1.41
47.672,9.53,-5.49,-0.43
47.773,3.53,-0.59,1.53
47.874,8.24,-0.98,1.41
47.975,9.34,-7.18,5.88
48.076,6.83,2.71,0.39
48.177,10.55,0.59,-0.98
48.278,5.41,-2.51,-1.37
48.379,9.18,-7.92,0.55
48.48,10.94,-3.77,0.71
48.581,12.12,-5.84,-2.12
48.682,12.87,-1.65,-0.35
48.783,7.88,-3.33,0.63
48.884,3.37,-1.65,1.92
48.985,10.94,-3.26,0.94
49.086,13.14,-4.82,-1.14
49.187,6.75,0.08,0.27
49.288,9.38,1.22,-0.2
49.389,6,-2.47,-1.33
49.49,10.04,-6.67,0.12
49.591,11.26,-4.28,0.35
49.692,13.73,-3.18,-3.96
49.793,13.22,-3.61,-0.75
49.894,5.18,-0.86,0.9
49.995,5.92,-2.47,2.43
50.096,12.51,-4.28,0.63
50.197,20.01,-2.94,-1.33
50.298,6.59,-4.08,0.12
50.399,6.24,1.02,0.27
50.5,8.08,-3.61,-0.35
50.601,9.45,-1.96,-0.39
50.702,14.44,-5.18,-0.27
50.803,9.92,-0.31,-1.33
50.904,11.77,-6.12,-1.06
51.005,3.84,-0.55,1.22
51.106,7.3,-0.82,1.49
51.207,10.36,-7.1,4.47
51.308,12.4,1.26,-0.43
51.409,12.83,-5.33,-1.49
51.51,5.45,-2.2,-0.55
51.611,9.18,-6.71,-0.08
51.712,8.75,-1.73,-0.39
51.813,14.71,-5.69,-1.57
51.914,10.79,-1.1,-0.98
52.015,9.1,-4.39,-0.51
52.116,4.16,-1.29,1.96
52.217,8.63,-1.8,1.84
52.318,9.22,-7.45,5.37
52.419,7.34,1.1,0.24
52.52,11.34,0.55,0.04
52.621,5.3,-2.08,-0.51
52.722,8.75,-5.92,0.08
52.823,9.18,-3.92,0.31
52.924,15.1,-7.96,-4.16
53.025,11.57,-0.2,0.67
53.126,8.24,-2.63,0.47
53.227,3.96,-2.55,1.88
53.328,10.12,-2.08,2.43
53.429,8.24,-7.34,4.43
53.53,7.88,3.06,-0.08
53.631,11.26,0,-0.16
53.732,6.16,-3.73,0.08
53.833,7.61,-4.94,0.63
53.934,11.34,-4.9,0.27
54.035,13.22,-5.37,-3.73
54.136,15.49,-3.61,-0.16
54.237,6.16,-0.94,0.82
54.338,4.51,-1.96,2.24
54.439,13.34,-3.69,0.47
54.54,20.01,-2.79,-2.08
54.641,7.88,-3.77,-0.16
54.742,6.2,-0.27,0.27
54.843,8.16,-4.47,-0.24
54.944,8.63,-4.16,0.31
55.045,15.53,-4.75,-2.31
55.146,11.06,-0.39,-1.45
55.247,8.39,-5.06,-0.47
55.348,3.18,-2,2.39
55.449,11.14,-2.75,1.1
55.55,10.4,-5.53,2.08
55.651,6.47,0.86,-0.35
55.752,10.28,1.37,0.71
55.853,6.2,-2.63,-1.26
55.954,9.57,-4.9,-0.16
56.055,11.02,-4.67,1.49
56.156,12.04,-2.47,-4.55
56.257,14.47,-4.9,-0.04
56.358,5.18,-0.51,0.86
56.459,5.41,-2.43,1.73
56.56,14.59,-4.2,1.1
56.661,20.01,-3.73,1.84
56.762,7.26,-4.24,0
56.863,7.57,-0.98,0.39
56.964,6.32,-3.49,-0.2
57.065,10.36,-2.67,-0.47
57.166,12.67,-4.43,0.9
57.267,10.59,-1.02,-2.98
57.368,14.51,-4.12,-1.77
57.469,4.98,-1.73,2.04
57.57,7.45,-2.51,2.63
57.671,11.69,-3.88,4.2
57.772,7.81,1.53,2.16
57.873,10.63,-2.79,-0.2
57.974,6,-1.1,-0.78
58.075,8.75,-4.2,-0.59
58.176,12.67,-7.06,-0.59
58.277,10.32,-2.43,-3.84
58.378,13.22,-3.14,-1.92
58.479,5.45,1.1,1.29
58.58,5.02,-2.16,2.04
58.681,14.91,-6.51,2.35
58.782,10.12,1.61,1.18
58.883,13.26,-4.67,-0.82
58.984,3.77,-2.04,-0.63
59.085,8.83,-4.71,-0.43
59.186,10.67,-4,1.26
59.287,12.71,-3.73,-3.73
59.388,15.14,-1.69,-0.9
59.489,5.88,-2.08,0.39
59.59,3.53,-2.08,2.08
59.691,14.16,-4.79,1.37
59.792,20.01,-6.2,2.98
59.893,11.49,-5.1,0.51
59.994,4.75,0.75,-0.27
60.095,7.61,-4.79,-0.43
60.196,9.81,-2.31,0.2
60.297,14.28,-3.69,1.1
60.398,11.65,-1.84,-1.22
60.499,7.41,-5.73,-0.47
60.6,4.39,-0.04,1.18
60.701,8.47,-2.28,2.12
60.802,6.9,-6.51,5.41
60.903,5.06,4.43,-1.61
61.004,13.1,-1.88,-1.33
61.105,4.2,-3.45,-0.47
61.206,9.34,-5.06,0.24
61.307,10.63,-4.86,0.35
