NAME:,run_4_1,,
EXPERIMENT TIME:,08/06/2023 10:38,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS,130,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.076,-2.28,-9.69,1.43
0.204,-3.24,-10.45,1.75
0.299,-3.24,-10.45,1.75
0.4,-3.24,-10.45,1.75
0.501,-3.24,-10.45,1.75
0.567,-3.24,-10.45,1.75
0.628,-3.24,-10.45,1.75
0.687,-3.24,-10.45,1.75
0.756,-3.24,-10.45,1.75
0.822,-4.12,-9.1,2.34
0.926,-4.64,-8.94,2.38
0.991,-4.03,-7.22,1.78
1.055,-4.03,-7.22,1.78
1.163,-4.03,-7.22,1.78
1.272,-4.03,-7.22,1.78
1.342,-4.03,-7.22,1.78
1.408,-4.03,-7.22,1.78
1.476,-4.03,-7.22,1.78
1.545,-4.03,-7.22,1.78
1.653,-2.09,-5.92,-0.67
1.726,-1.39,-4.62,-1.8
1.79,-2.28,-8.39,2.68
1.896,-2.28,-8.39,2.68
1.963,-2.28,-8.39,2.68
2.035,-2.28,-8.39,2.68
2.143,-2.28,-8.39,2.68
2.209,-2.28,-8.39,2.68
2.277,-2.28,-8.39,2.68
2.387,-2.28,-8.39,2.68
2.456,-2.03,-6.75,5.03
2.526,-1.7,-5.6,6.09
2.627,-2.84,-2.9,7.36
2.695,-2.84,-2.9,7.36
2.804,-2.84,-2.9,7.36
2.868,-2.84,-2.9,7.36
2.973,-2.84,-2.9,7.36
2.983,-2.84,-2.9,7.36
3.125,-2.84,-2.9,7.36
3.196,-2.84,-2.9,7.36
3.263,-4.41,-3.09,6.56
3.371,-2.64,-2.17,6.3
3.438,-1.7,-2.26,5.71
3.504,-1.7,-2.26,5.71
3.615,-1.7,-2.26,5.71
3.688,-1.7,-2.26,5.71
3.755,-1.7,-2.26,5.71
3.866,-1.7,-2.26,5.71
3.934,-1.7,-2.26,5.71
4.007,-1.7,-2.26,5.71
4.118,-1.71,-1.4,5.6
4.125,-4.09,-2.55,5.23
4.239,-1.92,-4.09,-2.84
4.319,-1.92,-4.09,-2.84
4.431,-1.92,-4.09,-2.84
4.5,-1.92,-4.09,-2.84
4.569,-1.92,-4.09,-2.84
4.634,-1.92,-4.09,-2.84
4.745,-1.92,-4.09,-2.84
4.814,-1.92,-4.09,-2.84
4.884,-3.15,-6.94,-0.78
5.001,-2.56,-6.28,-1.58
5.071,-3.02,-4.08,5.41
5.14,-3.02,-4.08,5.41
5.212,-3.02,-4.08,5.41
5.282,-3.02,-4.08,5.41
5.353,-3.02,-4.08,5.41
5.466,-3.02,-4.08,5.41
5.539,-3.02,-4.08,5.41
5.653,-3.02,-4.08,5.41
5.663,-0.95,-2.63,4.71
5.774,-1.36,-2.51,7
5.845,-2.51,-3.13,6.84
5.957,-2.51,-3.13,6.84
6.029,-2.51,-3.13,6.84
6.103,-2.51,-3.13,6.84
6.18,-2.51,-3.13,6.84
6.299,-2.51,-3.13,6.84
6.374,-2.51,-3.13,6.84
6.447,-2.51,-3.13,6.84
6.515,-2.24,-2.92,6.56
6.586,-3.39,-3.24,6.85
6.658,-2.94,-4.69,5.95
6.774,-2.94,-4.69,5.95
6.848,-2.94,-4.69,5.95
6.925,-2.94,-4.69,5.95
6.999,-2.94,-4.69,5.95
7.115,-2.94,-4.69,5.95
