NAME:,walk_2_1.csv,,
EXPERIMENT TIME:,06/06/2023 11:51,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,50,,
,,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
119.474,-10.081236,-1.84365,0.23536
119.555,-10.120463,-1.922104,0.353039
119.636,-10.081236,-2.07901,0.313813
119.717,-10.198917,-2.118237,0.039227
119.798,-10.081236,-1.84365,0.431493
119.879,-10.198917,-1.84365,0.11768
119.96,-10.198917,-1.84365,0.078453
120.041,-10.081236,-1.882877,0.039227
120.122,-10.081236,-2.157463,0.039227
120.203,-10.15969,-2.000557,0
120.284,-10.120463,-2.07901,-0.196133
120.365,-10.238143,-2.392823,-0.627626
120.446,-10.551956,-2.628182,-0.11768
120.527,-9.335931,-3.334261,2.392823
120.608,-10.120463,0.353039,2.981222
120.689,-8.708306,-1.294478,2.353596
120.77,-8.472946,-0.941438,2.941995
120.851,-8.394493,0,2.275143
120.932,-10.04201,-2.000557,2.31437
121.013,-12.905553,-1.451384,3.059675
121.094,-10.551956,-2.118237,2.549729
121.175,-8.08068,-3.138128,0.549172
121.256,-9.610518,-2.941995,-0.039227
121.337,-9.924331,-2.157463,0.313813
121.418,-9.179025,-0.039227,0.11768
121.499,-9.610518,-0.11768,-0.039227
121.58,-10.081236,-1.608291,0.509946
121.661,-11.297261,-1.255251,-0.980665
121.742,-13.572405,-2.863542,0.549172
121.823,-8.119907,-3.648074,-1.804424
121.904,-12.081794,-2.510503,2.471276
121.985,-8.66908,-1.882877,0.431493
122.066,-7.453054,-0.274586,1.569064
122.147,-6.511616,-0.274586,2.392823
122.228,-10.15969,-1.216025,2.745862
122.309,-12.277926,-0.078453,5.413271
122.39,-10.865768,-0.274586,0.23536
122.471,-7.727641,-3.726527,0.706079
123.281,-7.139242,-0.902212,0.980665
123.362,-6.982335,-0.902212,1.96133
124.253,-11.924888,-2.902768,-3.216581
124.334,-10.826543,-4.236473,0.745305
125.225,-9.532064,-0.274586,-0.588399
125.306,-9.924331,-2.118237,2.07901
125.387,-11.375715,1.137571,2.157463
125.468,-12.787872,-2.902768,-2.706636
125.549,-10.51273,-5.609404,1.569064
125.63,-9.845878,1.725971,-0.23536
125.711,-6.23703,-1.84365,1.333704
125.792,-6.707749,-0.902212,2.353596
125.873,-7.609961,1.137571,2.039783
125.954,-15.729868,-3.216581,6.040897
126.035,-13.61163,0.470719,0.666852
126.116,-5.727084,-1.569064,0.23536
126.197,-10.27737,-3.961887,1.137571
126.278,-8.551399,-1.804424,-0.156906
126.359,-9.453611,-0.941438,-0.11768
126.44,-9.257479,-0.784532,-0.078453
126.521,-12.277926,-0.745305,0.23536
126.602,-14.121577,-2.981222,1.96133
126.683,-9.924331,-3.216581,-2.941995
126.764,-9.728197,-4.118793,1.882877
126.845,-10.15969,-0.23536,0.392266
126.926,-6.511616,-0.588399,1.333704
127.007,-6.511616,0.078453,2.628182
127.088,-8.551399,0.509946,-0.745305
127.169,-11.414941,-1.255251,5.334818
127.25,-11.022676,0.706079,0.509946
127.331,-9.296705,-3.451941,0.470719
127.412,-10.198917,-2.667409,0.823759
127.493,-8.119907,-1.529837,-0.23536
127.574,-8.119907,-0.862985,0.274586
127.655,-10.591183,-1.137571,-0.431493
127.736,-11.924888,-1.96133,-0.470719
127.817,-15.298375,-2.510503,0.980665
127.898,-8.786758,-4.236473,-0.706079
127.98,-10.63041,-1.84365,1.294478
128.061,-9.414385,-0.862985,-0.039227
128.142,-6.943109,-0.392266,1.725971
128.223,-6.197803,1.098345,2.157463
128.304,-11.728755,-2.706636,-1.882877
128.385,-13.493951,1.098345,3.883434
128.466,-12.081794,-6.23703,1.725971
128.547,-7.806094,-0.706079,-0.745305
128.628,-9.963557,-3.92266,0.627626
128.709,-8.629852,-0.941438,0.078453
128.79,-10.15969,-0.902212,-0.039227
128.871,-9.139798,-0.941438,0.549172
128.952,-11.571848,0.941438,-0.431493
129.033,-13.337045,-4.04034,-0.313813
129.114,-10.39505,-4.824872,1.451384
129.195,-9.649744,-0.509946,0.11768
129.276,-8.159133,-1.412158,0.941438
129.357,-6.864655,-0.941438,2.275143
129.438,-6.825429,0.392266,2.706636
129.519,-20.005568,-5.295591,0.941438
129.6,-13.415498,1.529837,2.549729
129.681,-9.139798,-4.354153,0.156906
129.762,-7.963,-0.392266,0.078453
129.843,-9.061345,-2.863542,0.196133
129.924,-8.551399,-0.588399,0.078453
130.005,-9.728197,-0.706079,-0.470719
130.086,-10.434276,-1.96133,0.823759
130.167,-11.728755,-0.392266,2.19669
130.248,-11.611073,-3.098902,-2.353596
130.329,-10.39505,-5.76631,1.333704
130.41,-10.002784,0.745305,-0.078453
131.058,-8.825986,-2.118237,-0.549172
131.139,-8.708306,-0.549172,0.11768
131.22,-9.767424,0.039227,-0.431493
131.301,-11.53262,-1.725971,0.156906
131.382,-13.768538,-1.882877,1.372931
131.463,-10.63041,-3.92266,-3.451941
131.544,-10.15969,-4.981779,2.235916
131.625,-9.453611,0.313813,-0.23536
131.706,-6.511616,0.11768,1.059118
131.787,-6.433163,0.156906,2.471276
131.868,-9.061345,0.196133,0.392266
131.949,-12.709418,-1.882877,3.726527
132.03,-12.003341,-2.432049,1.216025
132.111,-6.550843,-1.84365,-0.23536
132.192,-10.081236,-4.197247,1.019892
132.273,-8.865212,-1.019892,-0.196133
132.354,-8.943666,-1.333704,0.11768
132.435,-9.649744,-1.137571,0.313813
132.516,-12.395606,0.941438,-1.216025
132.597,-13.807764,-3.295035,-0.196133
132.678,-10.198917,-6.197803,0.627626
132.759,-9.610518,-0.156906,0.274586
132.84,-8.394493,-1.019892,0.549172
132.921,-6.825429,-1.333704,2.510503
133.002,-6.315483,0.509946,2.275143
133.083,-18.436504,-3.373488,1.96133
133.164,-11.414941,-0.706079,2.549729
133.245,-8.629852,-3.648074,-0.392266
133.326,-9.492838,-1.137571,0.706079
133.407,-8.708306,-2.275143,0.156906
133.488,-8.08068,-0.11768,-0.274586
133.569,-10.081236,-0.627626,0.078453
133.65,-9.924331,-1.725971,1.059118
133.731,-11.258035,0.11768,1.882877
133.812,-11.101129,-4.197247,-2.667409
133.893,-10.708862,-4.118793,0.941438
133.974,-8.119907,0.392266,-0.274586
134.055,-7.060789,-0.039227,0.509946
134.136,-6.511616,-0.902212,2.31437
134.217,-8.708306,-0.039227,1.804424
134.298,-13.023232,-1.490611,5.021005
134.379,-10.316596,0.862985,0.274586
134.46,-8.66908,-2.941995,-0.156906
134.541,-9.885103,-4.393379,1.412158
134.622,-8.002227,-1.647517,-0.313813
134.703,-8.825986,-0.980665,0.156906
134.784,-9.414385,-0.784532,0.549172
134.865,-12.748646,0.274586,-1.529837
134.946,-14.474616,-4.511059,0.509946
135.027,-9.80665,-4.746419,0.470719
135.108,-9.610518,-1.255251,0.470719
135.189,-9.100572,-0.470719,0.470719
135.27,-6.943109,-0.823759,1.569064
135.351,-6.707749,1.216025,2.039783
135.432,-13.454725,-3.530394,-1.294478
135.513,-13.807764,0.509946,2.628182
135.594,-10.198917,-5.727084,1.176798
135.675,-8.237586,0.666852,-0.745305
135.756,-9.100572,-3.608848,0.274586
135.837,-9.375158,-0.392266,0.196133
135.918,-9.296705,-0.627626,-0.196133
135.999,-9.571291,-0.588399,1.059118
136.08,-12.081794,0.23536,1.019892
136.161,-10.434276,-4.079566,-1.882877
136.242,-13.690084,-5.452498,0.980665
136.323,-8.904439,0.862985,-0.431493
136.971,-7.413828,-1.84365,-0.274586
137.052,-8.786758,-0.23536,-0.078453
137.133,-9.767424,-0.509946,0.078453
137.214,-12.513286,0.039227,-1.059118
137.295,-14.121577,-3.334261,-0.274586
137.376,-11.258035,-5.021005,0.509946
137.457,-10.27737,-2.981222,0.666852
137.538,-9.414385,-0.353039,0.156906
137.619,-6.276257,-0.588399,1.725971
137.7,-6.825429,1.294478,2.039783
137.781,-19.024902,-4.746419,-1.255251
137.862,-13.96467,1.019892,2.118237
137.943,-7.453054,-4.354153,0.509946
138.024,-9.257479,0.274586,-0.039227
138.105,-8.708306,-3.177355,0.353039
138.186,-8.865212,-0.549172,0.353039
138.267,-9.80665,-0.196133,-0.274586
138.348,-9.924331,-1.84365,1.412158
138.429,-13.337045,-0.274586,1.569064
138.51,-10.63041,-3.92266,-2.628182
138.591,-11.88566,-5.374045,2.235916
138.672,-9.924331,0.156906,0.23536
138.753,-6.393936,0.353039,0.941438
138.834,-6.433163,0,2.157463
138.915,-8.629852,-1.216025,2.902768
138.996,-11.964113,-0.509946,3.961887
139.077,-11.728755,-0.392266,0.039227
139.158,-7.139242,-2.392823,0.274586
139.239,-10.39505,-4.079566,0.941438
139.32,-7.963,-1.84365,-0.039227
139.401,-9.649744,-1.059118,0.11768
139.482,-9.061345,-0.666852,-0.313813
139.563,-12.709418,0.353039,-1.255251
139.644,-14.631523,-3.216581,0.627626
139.725,-10.983448,-5.491724,-0.470719
139.806,-10.787315,-1.96133,0.784532
139.887,-8.904439,-0.11768,0.196133
139.968,-6.668522,-1.294478,1.96133
140.049,-6.864655,1.059118,2.706636
140.13,-18.985676,-4.314926,-0.745305
140.211,-13.062458,2.432049,2.785089
140.292,-9.375158,-5.334818,0.23536
140.373,-8.198359,0.509946,0.078453
140.454,-10.002784,-2.941995,-0.196133
140.535,-8.66908,-0.941438,0
140.616,-9.571291,-0.392266,-0.039227
140.697,-9.728197,-1.569064,1.412158
140.778,-12.513286,0.313813,0.627626
140.859,-12.513286,-4.746419,-2.118237
140.94,-10.708862,-4.393379,1.255251
141.021,-9.885103,0.156906,0.078453
141.102,-6.943109,-0.823759,0.745305
141.183,-6.590069,-0.902212,2.275143
141.264,-7.413828,0.23536,2.235916
141.345,-17.298931,-2.039783,4.15802
141.426,-13.297818,0.862985,2.471276
141.507,-7.766868,-3.92266,0.313813
141.588,-9.453611,-1.294478,1.098345
141.669,-9.375158,-1.608291,-0.627626
141.75,-8.237586,-0.23536,0.274586
141.831,-9.610518,-0.392266,-0.039227
141.912,-10.316596,-1.451384,0.745305
141.993,-15.063015,-1.922104,1.294478
142.074,-10.316596,-5.099459,-2.471276
142.155,-10.316596,-4.942552,2.353596
142.236,-10.551956,1.216025,-0.745305
142.884,-7.923774,-1.608291,0.588399
142.965,-9.532064,-0.156906,-0.431493
143.046,-9.492838,-1.098345,0.784532
143.127,-11.807208,1.412158,1.294478
143.208,-11.964113,-5.021005,-2.824315
143.289,-11.179583,-6.903882,2.706636
143.37,-9.571291,1.96133,-0.353039
143.451,-7.100015,-1.294478,0.862985
143.532,-6.354709,-1.216025,2.353596
143.613,-6.040897,0.470719,1.765197
143.694,-15.141468,-3.020448,4.981779
143.775,-11.924888,-0.392266,0.353039
143.856,-7.100015,-1.451384,0.196133
143.937,-10.74809,-3.883434,0.980665
144.018,-7.884547,-2.118237,-0.078453
144.099,-9.532064,-0.431493,0.078453
144.18,-9.571291,-0.078453,0.039227
144.261,-11.218808,-1.529837,-0.078453
144.342,-14.631523,-1.804424,0.078453
144.423,-9.571291,-5.413271,-1.451384
144.504,-11.179583,-4.981779,2.471276
144.585,-9.963557,0.509946,-0.313813
144.666,-6.393936,-0.431493,1.529837
144.747,-5.923217,0.392266,2.549729
144.828,-11.611073,-1.372931,-1.137571
144.909,-13.337045,-0.156906,3.687301
144.99,-11.807208,-6.276257,1.725971
145.071,-7.374601,0.274586,-0.431493
145.152,-11.022676,-3.491168,0.11768
145.233,-8.002227,-1.412158,0.23536
145.314,-10.081236,-0.392266,-0.156906
145.395,-9.453611,-1.333704,1.294478
145.476,-12.670193,1.216025,0.156906
145.557,-13.337045,-3.608848,-0.784532
145.638,-10.04201,-4.354153,1.372931
145.719,-10.434276,-0.078453,-0.392266
145.8,-7.84532,-0.745305,0.941438
145.881,-6.393936,-1.686744,2.824315
145.962,-7.100015,1.412158,2.000557
146.043,-19.064129,-4.118793,5.295591
146.124,-11.493395,3.765754,1.333704
146.205,-7.060789,-3.961887,0.941438
146.286,-9.335931,-1.882877,1.216025
146.367,-8.472946,-1.569064,-0.274586
146.448,-8.512173,0.078453,-0.196133
146.529,-9.218252,-0.706079,0.313813
146.61,-11.571848,-1.647517,0.156906
146.691,-15.023788,-3.020448,1.137571
146.772,-9.885103,-4.2757,-1.216025
146.853,-10.591183,-4.118793,1.529837
146.934,-8.708306,0.666852,0.23536
147.015,-6.786202,0,1.608291
147.096,-6.982335,0.627626,2.667409
147.177,-9.335931,-0.902212,-1.216025
147.258,-13.61163,-0.509946,3.020448
147.339,-10.551956,-4.236473,0.902212
147.42,-7.963,-0.470719,-0.862985
147.501,-10.238143,-4.432606,0.862985
147.582,-8.31604,-1.372931,-0.039227
147.663,-10.15969,-1.176798,-0.549172
147.744,-9.492838,-1.529837,0.706079
147.825,-11.061902,0.941438,0.313813
147.906,-12.944778,-1.882877,-0.549172
147.987,-10.591183,-6.23703,0.706079
148.068,-10.944222,-0.745305,0.11768
148.716,-9.179025,-2.510503,-0.627626
148.797,-8.276814,-0.353039,-0.156906
148.878,-10.15969,0,-0.274586
148.959,-10.04201,-1.255251,0.902212
149.04,-13.180139,-1.294478,1.686744
149.121,-9.728197,-4.15802,-2.863542
149.202,-12.003341,-4.785645,2.07901
149.283,-9.885103,0.11768,-0.196133
149.364,-5.962444,0.549172,0.745305
149.445,-7.100015,-0.666852,2.392823
149.526,-8.198359,0.274586,2.157463
149.607,-13.062458,-0.941438,3.80498
149.688,-11.375715,-0.274586,-0.627626
149.769,-8.865212,-3.765754,0.941438
149.85,-9.767424,-2.628182,1.137571
149.931,-8.472946,-2.471276,-0.470719
150.012,-8.551399,-0.706079,-0.078453
150.093,-9.963557,-0.156906,-0.078453
150.174,-12.277926,-0.627626,-0.509946
150.255,-14.121577,-3.138128,0.745305
150.336,-9.963557,-5.138685,-1.216025
150.417,-11.101129,-3.295035,1.098345
