"NAME:","Run_1_1"
"EXPERIMENT TIME:","2023/06/06 12:10:04"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","150"

"Time[sec]","ACC X","ACC Y","ACC Z"
"0","-0.63","-7.69","-5.10"
"0.08098242187497817","0.35","-8.63","-5.14"
"0.16198242187499545","0.98","-8.24","-5.14"
"0.24298242187501273","0.71","-12.87","-5.45"
"0.32398242187503","1.61","-5.18","-2.47"
"0.4049824218750473","2.08","-9.77","-3.84"
"0.4859824218749509","-2.67","-12.43","-10.67"
"0.5669824218749682","0.63","-18.40","-10.75"
"0.6479824218749854","-3.18","-7.10","-3.92"
"0.7289824218750027","-2.75","-0.51","1.69"
"0.80998242187502","1.49","1.33","-2.82"
"0.8909824218750373","5.06","-14.16","-15.57"
"0.9719824218750546","-7.18","-15.10","-7.81"
"1.0529824218749582","-1.65","-1.06","-0.16"
"1.1339824218749754","-0.04","2.20","-2.94"
"1.2149824218749927","1.41","4.86","-6.67"
"1.29598242187501","-7.57","-20.01","-20.01"
"1.3769824218750273","-0.59","-10.75","-5.65"
"1.4579824218750446","0.67","-0.35","0.24"
"1.5389824218749482","-2.71","2.98","-4.43"
"1.6199824218749654","-8.67","-20.01","-7.88"
"1.7009824218749827","-3.88","-20.01","-3.84"
"1.781982421875","1.06","-3.45","-2.43"
"1.8629824218750173","2.04","3.26","-2.75"
"1.9439824218750346","-2.16","-0.35","0.78"
"2.024982421875052","3.92","-11.22","-15.14"
"2.1059824218749554","6.63","-12.75","-2.63"
"2.1869824218749727","1.18","-4.28","-5.61"
"2.26798242187499","-2.86","1.06","-0.90"
"2.3489824218750073","6.55","3.53","-0.71"
"2.4299824218750246","11.22","-20.01","-20.01"
"2.510982421875042","-3.69","-13.10","-3.57"
"2.5919824218749454","-2.35","-1.49","-1.80"
"2.6729824218749627","-1.10","1.26","0.31"
"2.75398242187498","7.96","15.10","-20.01"
"2.8359824218749736","1.88","-20.01","-0.98"
"2.9159824218750146","0.31","-7.69","-3.92"
"2.996982421875032","-4.90","-3.84","-1.41"
"3.077982421875049","-0.63","2.86","0.39"
"3.1589824218749527","8.24","-19.42","-19.50"
"3.23998242187497","0.35","-14.98","-7.53"
"3.3209824218749873","2.51","-0.16","-0.98"
"3.4019824218750045","-2.31","1.26","-1.69"
"3.482982421875022","8.36","9.18","-20.01"
"3.563982421875039","5.65","-20.01","-10.47"
"3.6449824218750564","-0.82","-8.94","-3.10"
"3.72598242187496","-3.96","-2.79","1.29"
"3.8069824218749773","2.79","1.96","1.69"
"3.8879824218749945","-5.96","-20.01","-13.57"
"3.968982421875012","-0.63","-15.97","-3.14"
"4.049982421875029","-1.37","0.12","0.00"
"4.130982421875046","0.59","-1.22","-2.47"
"4.21198242187495","3.22","10.90","-12.91"
"4.292982421874967","-4.71","-20.01","-20.01"
"4.3739824218749845","1.33","-7.53","-3.30"
"4.454982421875002","-3.18","-0.90","2.90"
"4.535982421875019","0.08","1.18","0.24"
"4.616982421875036","-5.02","-17.34","-12.87"
"4.697982421875054","-0.31","-20.01","-4.86"
"4.778982421874957","-1.45","1.02","0.75"
"4.8599824218749745","-0.12","-0.39","-2.90"
"4.940982421874992","2.63","6.90","-10.71"
"5.021982421875009","-3.96","-20.01","-20.01"
"5.102982421875026","-2.47","-10.90","-4.51"
"5.912982421874972","-0.51","-0.82","0.75"
"5.993982421874989","0.94","2.39","0.67"
"6.074982421875006","-3.69","-20.01","-7.30"
"6.155982421875024","-4.51","-20.01","-0.20"
"6.236982421875041","1.33","-1.37","0.39"
"6.3179824218749445","0.12","0.00","-3.84"
"6.398982421874962","-3.69","-0.51","-0.55"
"6.479982421874979","-0.04","-20.01","-16.91"
"6.560982421874996","3.80","-16.40","-1.69"
"6.641982421875014","-0.55","3.30","-2.20"
"6.722982421875031","-1.45","-1.57","-3.53"
"6.803982421875048","-2.79","-6.24","-12.98"
"6.884982421874952","-2.71","-20.01","-8.90"
"6.965982421874969","0.55","-2.79","-4.43"
"7.046982421874986","2.79","1.49","-0.43"
"7.127982421875004","-2.20","1.45","0.12"
"7.208982421875021","4.08","-20.01","-0.78"
"7.289982421875038","7.96","-16.24","2.12"
"7.3709824218750555","2.47","1.92","-2.55"
"7.451982421874959","-4.94","-1.73","-4.39"
"7.532982421874976","1.33","2.79","-9.22"
"7.613982421874994","4.08","-20.01","-20.01"
"7.694982421875011","0.27","-8.12","-3.80"
"7.775982421875028","1.80","1.10","-2.39"
"7.8569824218750455","-0.67","1.61","-2.12"
"7.937982421874949","2.35","-20.01","-2.47"
"8.018982421874966","8.32","-18.12","-2.00"
"8.099982421874984","-0.47","-3.65","-1.53"
"8.180982421875001","-2.16","-2.35","0.24"
"8.261982421875018","5.33","-1.02","2.67"
"8.342982421875035","-7.96","-20.01","-13.18"
"8.423982421875053","-2.28","-12.79","-2.82"
"8.504982421874956","-0.12","0.16","0.12"
"8.585982421874974","-1.18","-0.71","-1.57"
"8.666982421874991","4.86","11.18","-20.01"
"8.747982421875008","0.78","-20.01","-20.01"
"8.828982421875025","1.18","-7.45","-2.47"
"8.909982421875043","-3.41","-2.31","0.98"
"8.990982421874946","-1.33","2.16","-1.02"
"9.071982421874964","-6.04","-14.16","-12.24"
"9.152982421874981","1.18","-20.01","-3.10"
"9.233982421874998","-1.53","-1.29","-0.75"
"9.314982421875015","1.22","-2.90","-2.55"
"9.395982421875033","-0.67","1.65","-1.65"
"9.47698242187505","-6.00","-20.01","-20.01"
"9.557982421874954","-2.63","-11.34","-2.90"
"9.638982421874971","1.84","3.18","0.39"
"9.719982421874988","-2.28","0.24","-2.28"
"9.800982421875005","-0.98","-20.01","-7.88"
"9.881982421875023","-4.28","-20.01","-3.84"
"9.96298242187504","-2.31","0.86","0.47"
"10.043982421874944","2.71","-0.75","-4.31"
"10.124982421874961","-0.71","2.51","-1.84"
"10.205982421874978","-9.38","-20.01","-20.01"
"10.286982421874995","0.75","-6.75","-1.49"
"10.367982421875013","-0.51","0.55","1.41"
"10.44898242187503","-0.16","3.53","-2.90"
"10.529982421875047","-4.82","-13.81","-10.43"
"10.61098242187495","-1.65","-20.01","-1.73"
"10.691982421874968","-0.04","-1.65","-3.61"
"10.772982421874985","1.65","0.35","-0.16"
