NAME:,run_2_1,,
EXPERIMENT TIME:,08/06/2023 10:35,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS,130,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.012,-2.46,-9.72,1.65
0.095,-2.47,-9.7,1.86
0.197,-2.42,-9.61,1.97
0.265,-2.42,-9.61,1.97
0.327,-2.42,-9.61,1.97
0.399,-2.42,-9.61,1.97
0.482,-2.42,-9.61,1.97
0.58,-2.42,-9.61,1.97
0.659,-2.42,-9.61,1.97
0.743,-2.42,-9.61,1.97
0.812,-2.67,-9.61,2.25
0.905,-2.8,-9.14,2.18
0.982,-3.24,-8.12,2.3
1.059,-3.24,-8.12,2.3
1.139,-3.24,-8.12,2.3
1.232,-3.24,-8.12,2.3
1.319,-3.24,-8.12,2.3
1.389,-3.24,-8.12,2.3
1.452,-3.24,-8.12,2.3
1.529,-3.24,-8.12,2.3
1.629,-2.77,-11.27,1.96
1.703,-2.2,-12.74,1.99
1.783,-1.94,-10.12,0.64
1.889,-1.94,-10.12,0.64
1.972,-1.94,-10.12,0.64
2.048,-1.94,-10.12,0.64
2.119,-1.94,-10.12,0.64
2.195,-1.94,-10.12,0.64
2.271,-1.94,-10.12,0.64
2.344,-1.94,-10.12,0.64
2.444,-2.18,-9.48,1.32
2.53,-2.6,-5.95,0.24
2.601,-1.79,-4.56,0
2.668,-1.79,-4.56,0
2.775,-1.79,-4.56,0
2.858,-1.79,-4.56,0
2.925,-1.79,-4.56,0
2.992,-1.79,-4.56,0
3.091,-1.79,-4.56,0
3.173,-1.79,-4.56,0
3.252,-1.87,-3.53,0.04
3.331,-0.8,-3.88,0.47
3.4,0.09,-4.13,1.28
3.488,0.09,-4.13,1.28
3.566,0.09,-4.13,1.28
3.651,0.09,-4.13,1.28
3.732,0.09,-4.13,1.28
3.815,0.09,-4.13,1.28
3.892,0.09,-4.13,1.28
3.98,0.09,-4.13,1.28
4.054,-0.03,1.61,0.92
4.158,-0.8,4.88,3.19
4.24,-4.52,-0.48,7.54
4.308,-4.52,-0.48,7.54
4.379,-4.52,-0.48,7.54
4.458,-4.52,-0.48,7.54
4.555,-4.52,-0.48,7.54
4.627,-4.52,-0.48,7.54
4.703,-4.52,-0.48,7.54
4.784,-4.52,-0.48,7.54
4.86,-4.38,-0.42,6.12
4.968,-4.73,-8.62,4.92
5.059,-1.62,-11.47,2.48
5.127,-1.62,-11.47,2.48
5.197,-1.62,-11.47,2.48
5.271,-1.62,-11.47,2.48
5.358,-1.62,-11.47,2.48
5.434,-1.62,-11.47,2.48
5.502,-1.62,-11.47,2.48
5.599,-1.62,-11.47,2.48
5.673,-0.12,-14.47,5.54
5.761,-0.47,-13.96,7.87
5.838,-1.41,-13.96,6.59
5.935,-1.41,-13.96,6.59
6.013,-1.41,-13.96,6.59
6.1,-1.41,-13.96,6.59
6.178,-1.41,-13.96,6.59
6.254,-1.41,-13.96,6.59
6.327,-1.41,-13.96,6.59
6.4,-1.41,-13.96,6.59
6.493,-2.25,-18.78,9.24
6.572,-0.99,-19.72,6.29
6.654,0.26,-10.7,5.53
6.731,0.26,-10.7,5.53
6.812,0.26,-10.7,5.53
6.889,0.26,-10.7,5.53
6.976,0.26,-10.7,5.53
7.053,0.26,-10.7,5.53
7.124,0.26,-10.7,5.53
7.207,0.26,-10.7,5.53
7.288,-0.84,-8.7,-0.12
7.368,-0.14,0.03,0.09
7.45,-2.75,-4.3,1.05
7.528,-2.75,-4.3,1.05
7.607,-2.75,-4.3,1.05
7.715,-2.75,-4.3,1.05
7.805,-2.75,-4.3,1.05
7.878,-2.75,-4.3,1.05
