"NAME:","Run_3_1"
"EXPERIMENT TIME:","2023/06/06 12:14:33"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","130"

"Time[sec]","ACC X","ACC Y","ACC Z"
"0","0.90","-8.63","-5.10"
"0.08101953124992178","1.33","-8.08","-5.14"
"0.16201953125005275","-1.49","-6.63","-3.73"
"0.24301953124995634","-0.71","-7.77","-3.96"
"0.3240195312500873","0.51","-9.41","-4.24"
"0.4050195312499909","-1.37","-10.67","-4.75"
"0.4860195312498945","-4.28","-8.24","-4.08"
"0.5670195312500255","-2.16","-10.00","-4.24"
"0.6480195312499291","-0.55","-14.59","-4.71"
"0.72901953125006","6.43","-20.01","-9.18"
"0.8100195312499636","-2.31","-1.06","-2.79"
"0.8910195312500946","2.55","1.57","-1.77"
"0.9720195312499982","-1.49","0.51","-1.73"
"1.0530195312499018","-2.20","-20.01","-19.69"
"1.1340195312500327","0.27","-15.49","-5.49"
"1.2150195312499363","2.55","4.86","-3.77"
"1.2960195312500673","-1.29","-3.41","-3.22"
"1.377019531249971","-0.55","5.22","-13.34"
"1.4580195312501019","-0.90","-20.01","-15.81"
"1.5390195312500055","5.30","-11.49","-3.73"
"1.620019531249909","2.98","1.73","0.20"
"1.70101953125004","-0.12","0.78","-2.35"
"1.7820195312499436","-0.82","-1.33","-17.81"
"1.8630195312500746","7.88","-20.01","-4.20"
"1.9440195312499782","-3.96","-9.14","-0.27"
"2.025019531250109","-2.79","-5.65","1.80"
"2.1060195312500127","1.73","2.75","0.59"
"2.1870195312499163","-8.51","4.98","-13.85"
"2.2680195312500473","-7.69","-19.30","-7.85"
"2.349019531249951","-3.80","0.98","-3.84"
"2.430019531250082","5.06","3.33","-3.30"
"2.5110195312499854","-1.92","-0.24","-1.45"
"2.592019531249889","-7.85","-20.01","-20.01"
"2.67301953125002","7.65","-10.59","-1.18"
"2.7540195312499236","2.31","8.24","0.00"
"2.8350195312500546","-1.37","-3.18","-4.04"
"2.916019531249958","-6.86","9.53","-20.01"
"2.997019531250089","2.00","-20.01","-13.93"
"3.0780195312499927","0.47","-11.22","-4.98"
"3.888019531249938","5.41","-0.16","-1.92"
"3.969019531250069","-1.26","2.75","-0.75"
"4.050019531249973","7.34","-20.01","-12.55"
"4.131019531250104","8.32","-15.97","3.61"
"4.212019531250007","0.16","-8.67","-0.86"
"4.293019531249911","-5.26","-0.16","1.33"
"4.374019531250042","4.94","1.69","1.10"
"4.455019531249945","8.55","-19.61","-16.28"
"4.536019531250076","-3.84","-13.69","-5.37"
"4.61701953124998","-5.57","1.73","0.75"
"4.698019531250111","-0.82","-0.51","-3.02"
"4.7790195312500146","11.81","9.57","-20.01"
"4.860019531249918","4.55","-20.01","-7.69"
"4.941019531250049","-1.33","-11.57","0.08"
"5.022019531249953","-2.71","0.55","1.61"
"5.103019531250084","2.90","-0.51","0.08"
"5.184019531249987","-6.79","-18.32","-8.47"
"5.265019531249891","-1.65","-18.59","-1.61"
"5.346019531250022","-2.94","-0.27","-3.26"
"5.427019531249925","1.06","2.08","-3.26"
"5.508019531250056","0.82","4.31","-6.16"
"5.58901953124996","-0.75","-20.01","-20.01"
"5.670019531250091","-3.49","-11.02","-0.51"
"5.7510195312499945","1.22","4.00","0.63"
"5.832019531249898","-2.75","-0.55","-1.73"
"5.913019531250029","-9.41","-20.01","-7.14"
