NAME:,run_1_1.csv,,
14.981003,5.96,0.12,-2.79
15.052002,-2.08,0.47,-4.75
15.123001,5.45,0,-6.86
15.194,20.01,-3.77,-0.2
15.264999,16.63,-1.84,0.24
15.336006,6.16,1.22,-0.86
15.407005,-2.04,1.02,-3.69
15.478004,1.53,2.55,-0.39
15.549004,15.93,-2.04,-6.24
15.620003,18.24,3.49,0.86
15.691002,9.69,2.28,-1.29
15.762001,5.41,-0.63,-0.51
15.833,1.06,-0.2,-4.04
15.903999,1.88,2.55,-1.65
15.975006,20.01,-3.02,-1.06
16.046005,18.95,-3.8,-2.51
16.117004,10,-1.02,-5.14
16.188004,1.69,-0.75,-2.24
16.259003,-2.9,1.18,1.29
16.330002,16.08,0.59,7.06
16.401001,19.14,2.04,-4.55
16.472,11.65,0.08,-1.77
16.543007,4.86,0.43,-0.51
16.614006,1.65,-1.22,-4.59
16.685005,5.18,0.35,-5.45
16.756004,18.24,1.77,-6.55
16.827003,19.65,-0.31,-1.37
16.898003,9.85,-1.77,-1.88
16.969002,-0.47,2.08,-2.2
17.04,-2.98,4.2,-1.49
17.111,12.55,0.9,-2.98
17.182007,19.26,0.59,-4.08
17.253006,10.36,-0.39,-0.55
17.324005,10.04,-1.29,-4.51
17.395004,0.2,-0.39,-4.31
17.466003,1.37,2.63,-3.18
17.537003,20.01,-0.31,-2.2
17.608002,19.18,-2.35,1.41
17.679,8.67,1.06,-0.75
17.75,0.24,-0.31,-3.1
17.821007,-1.53,3.92,0.51
17.892006,13.18,-2.51,4.86
17.963005,17.97,1.06,-6.51
18.034004,12.51,-1.33,-3.84
18.105003,6.08,-0.24,-1.61
18.176003,-1.53,0.43,-2.43
18.247002,4.2,0.39,-3.49
18.318,20.01,-4.71,-4.86
18.389,18.71,-0.63,-1.33
18.460007,6.83,0.51,-0.82
18.531006,-0.94,0.31,-3.33
18.602005,2,2.86,0.94
18.673004,10.24,-0.39,-0.55
18.744003,19.06,0.78,-1.57
18.815002,12.2,-0.55,-3.14
18.886002,6.39,-1.8,-3.1
18.957,-3.26,2.51,-1.73
19.028,4.2,-1.69,-6.55
19.099007,20.01,1.06,-0.94
19.170006,20.01,-2,-1.26
19.241005,6.67,3.14,-1.1
19.312004,-1.96,0.59,-2.31
19.383003,2.16,2.04,-1.41
19.454002,16.75,-3.18,-3.77
19.525002,17.3,7.37,-1.29
19.596,12.24,0.27,-3.14
19.667,6.83,-0.71,-3.37
19.738007,-3.37,0,-4.63
19.809006,5.37,-1.06,-6.98
19.880005,20.01,-2.31,-1.8
19.951004,20.01,-2.24,-1.02
20.022003,5.3,2.39,-0.51
20.093002,-3.06,0.55,-3.49
20.164001,4.12,1.61,-2.24
20.235,15.81,-2.43,-8.67
20.306,18.99,4.75,-1.73
20.377007,10.87,0,-3.49
20.448006,7.77,-1.88,-1.73
20.519005,-1.26,0.35,-5.41
20.590004,4.24,3.26,-4.67
20.661003,20.01,-1.77,0.82
20.732002,20.01,-3.22,-1.06
20.803001,6.75,2.55,-0.94
20.874,-4.94,-1.73,-4.82
20.945,2.39,1.18,-0.43
21.016006,14.98,-3.33,-7.02
21.087006,19.77,2.67,-1.61
21.158005,10.55,-2.31,-1.49
21.229004,6.39,-1.53,-2.16
21.300003,-1.18,0.78,-3.61
21.371002,4.86,1.8,-5.3
21.442001,20.01,0.27,-2.67
21.513,20.01,-2.08,-1.53
21.584,7.45,2.16,-0.31
21.655006,3.53,-0.98,-4.51
21.726006,0.12,4.2,-0.39
21.797005,16.36,-6.43,6.94
21.868004,20.01,-1.8,-7.1
21.939003,14.44,0.47,-1.57
22.010002,5.41,-0.9,-1.14
22.081001,-0.35,-1.22,-2.9
22.152,4.82,1.29,-3.69
22.223,20.01,-1.88,-7.85
22.294006,19.97,1.49,-3.37
22.365005,10.24,-2.16,-0.2
22.436005,0.43,0.82,-2.12
22.507004,-1.41,2.82,-1.69
22.578003,14.75,-5.37,4.71
22.649002,19.97,1.18,-5.18
22.720001,14.55,-0.27,-2.75
22.791,9.3,0.39,-1.45
22.862,2.9,-0.2,-3.77
22.933006,2.31,0.35,-2.94
23.004005,14.98,0.82,-7.53
23.075005,19.38,-0.51,-0.78
23.146004,15.18,-2.79,0.75
23.217003,5.33,0.2,-0.67
23.288002,-3.65,3.02,-3.77
23.359001,6.71,2.35,-11.18
23.43,20.01,-6.55,-8.16
23.501,18.48,2.71,-0.04
23.572006,9.26,1.18,-3.69
23.643005,5.65,-0.82,-2.43
23.714005,-2.47,-0.82,-5.1
23.785004,10.08,1.22,-8.87
23.856003,20.01,-0.04,-3.92
23.927002,16.36,-2.71,-0.86
23.998001,6.59,-0.43,-1.37
24.069,-4.67,3.33,-5.69
24.14,7.88,0.16,0.35
24.211006,20.01,-7.77,-12.32
24.282005,16.79,4.08,-3.73
24.353004,7.85,3.02,-2.98
24.424004,5.22,-2.35,-1.84
24.495003,0.39,-1.37,-5.18
24.566002,9.26,1.45,-7.53
24.637001,20.01,-1.69,-1.33
24.708,13.89,-3.88,0.59
24.779,5.45,-0.16,-0.82
24.850006,-4.08,1.41,-4.51
24.921005,7.37,1.84,-9.1
24.992004,20.01,-4.2,-7.92
25.063004,18.24,2.67,1.06
25.134003,9.57,-1.22,-2.43
25.205002,3.57,-1.22,-1.77
25.276001,-1.84,0.2,-4
25.347,12.12,1.88,-4.82
25.418007,20.01,-0.71,-1.1
25.489006,14.98,-2.94,-0.9
25.560005,2,3.33,-0.59
25.631004,-4.39,1.29,-3.06
25.702003,6.51,-0.86,3.33
25.773003,20.01,-2.12,-10.24
25.844002,18.95,3.22,-1.06
25.915,8.63,0.35,-4
25.986,5.88,-1.57,-2.35
26.057007,-1.18,0.71,-4.82
26.128006,11.06,2.59,-4.55
26.199005,20.01,-1.88,-1.02
26.270004,12.94,-3.14,-0.12
26.341003,5.41,1.06,-0.31
26.412003,-2.94,0.78,-4.43
26.483002,6.28,1.1,0.31
26.554,20.01,-5.92,-15.34
26.625,20.01,3.18,-4.51
26.696007,8.04,-0.2,-2.43
26.767006,4.94,-0.94,-2.2
26.838005,-1.65,0.82,-5.37
26.909004,5.49,-0.67,-8.43
26.980003,20.01,-2.86,-2.94
27.051003,15.69,-2.43,-0.12
27.122002,5.65,0.82,-0.78
27.193,-3.96,0.51,-3.96
27.264,5.61,1.53,0.27
27.335007,16.95,0.43,-8.63
27.406006,16.51,3.77,-0.86
27.477005,8.9,-0.12,-3.1
27.548004,4.35,-1.65,-2
27.619003,0.67,-1.06,-3.69
27.690002,4.24,4.63,-4.28
27.761002,20.01,-4.35,-0.75
27.832,16.91,-3.65,0.12
27.903,2.79,2,-0.43
27.974007,-4.16,1.96,-4.2
28.045006,6.24,1.49,-1.8
28.116005,18.55,-5.1,-9.96
28.187004,17.53,3.45,0.55
28.258003,12.67,-2.24,-2.16
28.329002,0.9,0.98,-2.43
28.400002,-0.47,-0.12,-4.08
28.471,7.73,2.51,-6.83
28.542,20.01,-1.57,-0.75
28.613007,12.43,-1.45,0.43
28.684006,6.55,-1.1,-1.02
28.755005,-3.96,2.04,-5.37
28.826004,5.96,2.24,0.31
28.897003,20.01,-6.86,-12.2
28.968002,17.53,5.26,-0.2
29.039001,8.63,-0.39,-3.77
29.11,4.12,-1.57,-2.04
29.181,-0.35,0.12,-4.16
29.252007,5.41,1.22,-8.08
29.323006,20.01,-0.55,1.26
29.394005,15.22,-2.9,-0.08
29.465004,6.63,-0.43,-2.28
29.536003,-4.98,2.28,-5.3
29.607002,3.61,3.88,-0.63
29.678001,20.01,-6.55,-10.71
29.749,15.97,5.1,1.61
29.82,9.38,-0.04,-3.8
29.891006,3.88,-2.9,-4.43
29.962006,-0.04,2.31,-4.04
30.033005,9.92,1.22,-8.12
30.104004,20.01,-2.71,-1.22
30.175003,15.93,-2.59,-0.63
30.246002,3.65,1.37,-1.1
30.317001,-4.39,1.02,-4.31
30.388,6.94,1.22,-5.77
30.459,20.01,-6.75,-5.45
30.530006,15.18,4.47,1.1
30.601006,9.3,0.08,-3.3
30.672005,1.26,-1.29,-2.71
30.743004,0,1.8,-4.31
30.814003,14.95,1.02,-7.96
30.885002,20.01,-1.14,-0.78
30.956001,10.47,-0.78,-0.47
31.027,5.69,-0.27,-2.71
31.098,-5.84,5.33,-3.3
31.169006,8.04,-0.27,-15.77
31.240005,20.01,-4.71,-3.1
31.311005,18.2,1.73,-0.47
31.382004,4.51,1.92,-3.1
31.453003,0.78,-0.63,-3.37
31.524002,2.82,0.43,-4.31
31.595001,20.01,0.2,-5.61
31.666,20.01,-1.45,-0.71
31.737,10.28,-0.12,-0.98
31.808006,4.24,-1.33,-0.98
31.879005,-5.73,4.67,-1.57
31.950005,12.2,-0.86,-19.46
32.021004,14.67,-6.75,-3.88
32.092003,19.93,3.53,0.71
32.163002,9.34,0.43,-2.35
32.234,0.24,-2.08,-2.24
32.305,2.43,-0.59,-4.35
32.376,17.42,0.39,-8.04
32.447006,20.01,2.98,-0.71
32.518005,13.02,-2.12,-1.73
32.589005,2.35,0.71,-1.37
32.660004,-4.04,3.41,-2
32.731003,14.08,1.22,-17.57
32.802002,18.01,-4.98,-7.65
32.873,19.61,-0.39,3.18
32.944,5.53,-0.47,-2.28
33.015,3.33,-2.63,-3.33
33.086006,3.49,1.65,-4.98
33.157005,19.97,1.02,-6.67
33.228004,20.01,1.45,0.35
33.299004,11.18,-2.79,-0.2
33.370003,3.49,-1.02,-1.53
33.441,-5.69,4.71,-5.14
33.512,10.24,1.33,-18.2
33.583,19.22,-5.18,-5.57
33.654,13.89,2.08,2
33.725,8.36,1.26,-2.71
33.795998,3.26,-1.26,-2.2
33.866997,-1.22,1.41,-4.59
33.937996,15.38,-3.8,-6.71
34.00901,20.01,2.47,0.59
34.08001,11.3,-2.35,1.26
34.15101,3.33,-0.75,-0.67
34.222008,-6.08,1.8,-3.49
34.293007,6.51,0.31,-12.67
34.364006,19.61,-1.92,-3.49
34.435005,17.61,5.06,-1.33
34.506004,6.43,0.08,-3.06
34.577003,2.39,-3.06,-2.79
34.648003,-1.84,1.69,-5.37
34.719,11.81,1.57,-9.73
34.79,19.97,2.94,0.86
34.861,13.3,-3.49,-0.51
34.932,5.02,-0.55,-1.88
35.003,-6.67,2.43,-4.55
35.073997,5.3,2.08,0.59
35.144997,20.01,-5.61,-16.99
35.215996,17.57,10.9,-1.22
35.28701,8.04,0.78,-5.49
35.35801,2.94,-1.92,-3.22
35.42901,-1.45,0.04,-3.53
35.500008,3.77,3.37,1.14
35.571007,20.01,1.88,-0.55
35.642006,15.65,-4.16,0.71
35.713005,4.98,-0.75,-0.71
35.784004,-4.39,1.02,-4.16
35.855003,4.55,2.04,-0.04
35.926003,19.93,-2.9,-12.36
35.997,19.46,8.51,1.8
36.068,10.08,-1.61,-2.39
36.139,3.41,-1.14,-3.77
36.21,-0.94,1.06,-1.77
36.281,4.55,1.65,-2.39
36.351997,20.01,-1.8,-5.77
36.422997,12.24,0.75,-3.45
36.493996,12,-1.33,0.75
36.56501,0.86,-2.08,-0.86
36.63601,-2.75,3.37,0.47
36.70701,20.01,-2.12,4.39
36.778008,15.97,9.1,-7.06
36.849007,9.96,0.31,-3.49
36.920006,7.49,-1.29,-0.78
36.991005,2.98,-0.98,-2.47
37.062004,2.43,-0.98,-3.41
37.133003,9.53,2.16,-8.28
37.204002,18.04,1.88,-1.53
37.275,11.61,0.71,-3.61
37.346,10.36,-0.51,-2.71
37.417,7.14,-0.2,-1.8
37.488,5.33,0.98,-1.96
37.559,8.83,0.82,-1.8
37.629997,12.47,0,-2.51
37.700996,11.06,-0.31,-3.53
37.771996,9.61,-0.35,-4.35
37.84301,9.02,-0.08,-4.43
37.91401,9.69,0,-4.08
37.98501,9.69,-0.51,-3.77
38.056007,10.63,-1.37,-3.57
38.127007,9.73,-0.12,-3.77
38.198006,9.92,-0.16,-3.57
38.269005,9.57,0.16,-2.9
38.340004,9.89,-0.51,-2.94
38.411003,9.92,-0.16,-2.55
38.482002,10,-0.08,-2.55
38.553,9.92,-0.24,-2.31
38.624,10.04,-0.16,-2.35
38.695,9.89,-0.08,-2.24
38.766,9.89,-0.35,-2.12
38.836998,10,-0.39,-2.04
