"NAME:","9_walk_3_2.csv"
"EXPERIMENT TIME:","18/06/2023 17:46"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","130"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","1.06","-9.02","-3.8"
"0.10101318","0.16","-9.45","-2.82"
"0.20199585","0.24","-9.89","-2.82"
"0.30300903","0.27","-9.69","-2.47"
"0.4039917","-0.63","-9.34","-2.75"
"0.5050049","0.12","-9.65","-2.47"
"0.60598755","0.98","-10.75","-2.24"
"0.70700073","-1.45","-12.83","-2.39"
"0.8080139","2.9","-7.88","-0.51"
"0.9089966","2.28","-8.83","-5.41"
"1.0100098","-1.02","-7.1","-2.75"
"1.1109924","-0.04","-5.77","-4.04"
"1.2120056","-0.39","-14.28","-5.81"
"1.3129883","1.37","-11.18","-2.51"
"1.4140015","3.37","-8.04","-1.65"
"1.5149841","0.67","-9.49","-2.35"
"1.6159973","-0.51","-8.55","-2.04"
"1.7170105","-0.67","-10.98","-1.45"
"1.8179932","1.69","-13.22","-3.22"
"1.9190063","2.24","-9.02","-4.47"
"2.019989","-0.27","-7.85","-3.22"
"2.1210022","-1.49","-3.88","-4.08"
"2.2219849","1.02","-7.65","-4.35"
"2.322998","1.22","-11.14","-3.37"
"2.4240112","2.82","-7.65","-3.37"
"2.524994","0.86","-7.65","-2.08"
"2.626007","-0.75","-8.71","-2.28"
"2.7269897","-0.51","-11.14","-1.06"
"2.828003","1.84","-12.59","-3.8"
"2.9289856","3.57","-12.83","-5.1"
"3.0299988","-1.77","-5.22","-1.96"
"3.131012","-0.51","-3.37","-6.47"
"3.2319946","0.51","-15.34","-7.3"
"3.3330078","4.04","-13.45","-1.29"
"3.4339905","0.35","-6.16","-2.2"
"3.5350037","0.82","-6.75","-1.96"
"3.6359863","-1.65","-9.3","-1.96"
"3.7369995","-0.78","-12.94","-2.59"
"3.8380127","4.2","-11.14","1.06"
"3.9389954","2.04","-7.73","-4.12"
"4.0400085","-2.16","-4.51","-2.82"
"4.140991","0.27","-6.0","-5.41"
"4.2420044","-4.51","-15.57","-13.45"
"4.342987","0.67","-10.63","-4.16"
"4.4440002","0.63","-4.82","-2.67"
"4.5450134","-1.06","-7.96","-2.35"
"4.645996","-1.33","-11.53","-1.37"
"4.7470093","-0.2","-12.51","-1.69"
"4.847992","5.3","-12.04","-3.41"
"4.949005","0.24","-6.75","-3.14"
"5.049988","-0.59","-2.94","-3.02"
"5.151001","1.02","-6.67","-5.02"
"5.2519836","-2.86","-12.55","-12.0"
