NAME:,walk_5_2.csv,,
11.360046,-5.1,-14.44,2.0
11.440002,5.33,0.94,2.71
11.530029,12.04,1.29,4.9
11.610046,14.83,7.22,2.51
11.700012,8.79,-0.75,12.24
11.790039,9.49,1.73,7.1
11.869995,6.59,-0.08,5.49
11.960022,7.3,-0.9,4.82
12.040039,9.89,-0.78,7.1
12.130005,10.12,-0.47,13.34
12.220032,13.1,3.77,11.65
12.300049,7.14,-0.59,6.59
12.390015,5.14,-0.12,3.53
12.470032,6.51,1.37,1.77
12.559998,14.79,2.67,7.06
12.640015,10.08,3.73,9.41
12.7300415,8.24,0.78,7.65
12.820007,5.49,2.67,3.26
12.900024,6.24,0.0,5.49
12.990051,7.88,-1.06,6.51
13.070007,12.43,-0.39,12.04
13.160034,9.06,4.67,15.93
13.25,11.38,3.49,10.36
13.330017,4.51,-0.16,4.63
13.420044,4.35,0.35,2.82
13.5,11.14,2.04,3.61
13.590027,12.87,7.22,2.71
13.680054,11.92,0.63,13.02
13.76001,9.96,2.86,6.32
13.850037,5.14,1.29,4.75
13.930054,6.04,-0.47,5.65
14.02002,8.2,-0.04,7.34
14.110046,8.59,-0.71,13.14
14.190002,10.2,6.55,9.53
14.280029,7.96,2.67,7.41
14.369995,4.79,-0.71,3.77
14.450012,5.73,1.14,2.55
14.540039,11.92,3.06,10.2
14.619995,17.1,4.79,16.4
14.710022,6.75,1.14,10.55
14.800049,8.2,2.59,5.18
14.880005,5.33,0.31,5.92
14.970032,5.84,0.59,4.55
15.050049,11.61,0.94,9.22
15.140015,10.71,3.73,13.57
15.2300415,10.71,7.02,11.06
15.309998,5.92,1.84,7.69
15.400024,4.67,0.55,4.2
15.4800415,8.2,1.1,2.82
15.570007,13.89,5.1,6.12
15.660034,10.0,8.55,8.36
15.740051,7.77,2.47,8.24
15.830017,6.63,3.22,6.04
15.910034,5.57,1.53,5.73
16.0,6.55,1.14,6.59
16.080017,9.92,1.49,11.22
16.170044,8.12,8.36,13.49
16.26001,7.34,4.39,7.61
16.340027,5.53,1.18,4.12
16.430054,5.02,1.92,3.1
16.51001,12.43,4.16,10.67
16.600037,15.3,11.14,3.8
16.690002,7.65,2.16,11.34
16.77002,8.47,4.08,6.63
16.860046,5.49,1.69,6.9
16.940002,6.75,1.1,5.53
17.03003,9.85,2.9,8.71
17.119995,8.87,5.14,14.83
17.200012,10.16,7.85,10.79
17.29004,4.94,1.88,7.18
17.369995,5.06,0.82,4.0
17.460022,7.77,1.73,2.9
17.550049,12.55,4.12,3.88
17.630005,7.37,8.39,8.9
17.720032,8.67,3.3,7.61
17.809998,5.57,3.3,4.59
17.890015,5.3,0.78,4.79
17.980042,6.71,0.94,8.36
18.059998,9.26,2.12,9.96
18.150024,7.1,9.02,13.49
18.240051,9.14,6.0,8.51
18.320007,5.45,0.78,6.16
18.410034,4.0,1.26,3.22
18.490051,11.69,4.24,6.47
18.580017,11.57,7.37,0.98
18.670044,6.67,4.12,13.42
18.75,12.4,4.82,7.02
18.840027,6.16,1.92,6.16
18.920044,5.84,1.53,6.0
19.01001,6.75,2.12,8.32
19.100037,5.53,2.51,17.34
19.180054,5.61,8.47,11.18
19.27002,6.67,5.37,7.18
19.350037,6.79,1.57,3.77
19.440002,5.81,1.33,2.28
19.52002,13.3,6.24,11.06
19.610046,13.38,5.45,16.51
19.700012,7.53,3.3,8.59
19.78003,7.34,4.75,6.35
19.869995,5.96,2.24,7.02
19.950012,6.67,2.71,6.16
20.04004,12.08,2.79,9.89
20.130005,10.67,5.22,12.71
20.210022,10.16,7.88,9.92
20.300049,5.65,2.31,5.84
20.380005,5.26,1.96,2.51
20.470032,7.22,2.35,1.45
20.559998,11.41,8.43,1.69
20.640015,11.34,7.14,6.28
20.730042,8.79,4.08,6.63
20.809998,5.65,3.18,3.45
20.900024,5.49,2.79,5.22
20.990051,8.63,3.33,6.75
21.070007,9.69,0.43,11.14
21.160034,6.43,9.57,9.14
21.240051,7.34,5.73,6.32
21.330017,6.35,1.84,2.94
21.420044,4.59,1.45,2.08
21.5,11.57,6.67,4.04
21.590027,18.63,10.87,15.53
21.680054,7.96,4.08,8.47
21.76001,5.73,4.79,4.04
21.850037,5.84,1.65,4.12
21.930054,6.55,1.29,3.8
22.02002,12.36,3.53,7.41
22.110046,12.32,5.88,13.02
22.190002,9.45,10.04,7.45
22.28003,7.57,1.14,7.53
22.360046,4.47,2.39,2.43
22.450012,8.04,3.84,0.04
22.54004,12.0,8.16,-0.08
22.619995,12.47,5.49,5.69
22.710022,10.04,6.43,5.18
22.79004,4.59,4.35,2.98
22.880005,5.33,1.65,4.86
22.970032,8.75,3.53,7.18
23.050049,9.02,0.27,11.45
23.140015,2.35,7.88,11.34
23.220032,9.14,6.71,6.94
23.309998,7.61,3.26,4.35
23.390015,4.08,2.51,1.84
23.480042,9.1,5.37,2.75
23.570007,3.33,9.89,-2.2
23.650024,10.43,5.69,10.16
23.740051,9.06,6.16,5.92
23.820007,6.39,1.41,4.0
23.910034,6.83,2.55,3.3
24.0,10.4,2.86,6.83
24.080017,10.83,5.73,16.99
24.170044,4.63,10.98,9.22
24.25,8.59,4.43,5.96
24.340027,5.02,2.75,2.43
24.430054,5.18,2.79,0.86
24.51001,12.51,7.34,5.3
24.600037,7.49,9.45,8.51
24.680054,8.83,6.55,6.9
24.77002,2.2,3.84,2.59
24.860046,6.32,2.59,5.88
24.940002,7.69,1.88,3.8
25.03003,12.16,2.43,8.51
25.119995,12.24,6.55,13.06
25.200012,9.06,8.79,10.4
25.29004,6.08,1.73,6.12
25.369995,3.57,1.88,3.88
25.460022,8.24,4.08,-0.16
25.550049,14.16,8.2,2.71
25.630005,11.18,9.96,3.41
25.720032,8.39,6.08,7.61
25.800049,3.45,4.51,2.94
25.890015,5.18,2.31,5.49
25.980042,7.65,2.51,4.98
26.059998,13.06,2.63,8.04
26.150024,8.39,12.59,12.12
26.230042,9.45,7.1,6.08
26.320007,3.92,1.26,2.75
26.410034,2.9,1.84,1.41
26.490051,11.22,8.51,3.88
26.580017,14.47,13.3,6.63
26.660034,9.73,5.84,8.55
26.75,6.71,5.37,5.3
26.830017,6.55,3.69,5.49
26.920044,6.39,1.53,3.37
27.01001,12.47,4.24,6.75
27.090027,13.42,6.08,10.71
27.180054,11.3,9.73,9.02
27.26001,4.08,2.86,5.06
27.350037,4.04,1.57,2.39
27.440002,8.0,4.82,1.02
27.52002,11.3,8.94,-1.29
27.610046,12.91,6.86,5.22
27.690002,9.02,8.04,5.77
27.78003,3.88,3.8,3.22
27.869995,7.37,2.98,5.57
27.950012,7.81,1.96,3.49
28.04004,12.2,4.28,7.22
28.119995,8.79,12.75,13.18
28.210022,11.1,7.49,6.24
28.300049,2.55,2.04,3.49
28.380005,4.94,2.47,2.28
28.470032,10.0,7.85,1.73
28.559998,7.61,14.91,-1.33
28.640015,9.53,6.67,9.85
28.730042,8.51,7.14,5.84
28.809998,5.18,3.33,3.57
28.900024,6.94,2.82,3.69
28.990051,8.43,3.14,5.57
29.070007,10.59,1.53,6.75
29.160034,5.65,10.16,12.28
29.240051,9.41,7.1,6.16
29.330017,3.96,2.51,4.0
29.420044,5.14,3.02,2.24
29.5,8.43,7.02,0.94
29.590027,8.9,13.85,-0.78
29.670044,9.41,5.1,7.34
29.76001,7.34,6.12,5.61
29.850037,6.24,4.12,3.49
29.930054,6.12,3.1,3.92
30.02002,9.92,2.67,6.24
30.100037,10.94,1.22,8.75
30.190002,4.16,9.65,7.57
30.27002,8.79,8.0,6.24
30.360046,5.06,3.14,3.69
30.450012,4.86,2.51,1.33
30.53003,9.65,7.34,1.88
30.619995,10.83,19.85,-5.22
30.700012,9.38,4.39,11.85
30.79004,8.0,6.94,4.08
30.880005,6.0,2.71,4.47
30.960022,5.06,2.47,3.8
31.050049,11.14,2.75,6.08
31.130005,14.0,8.87,13.49
31.220032,8.28,8.47,11.18
31.309998,5.81,3.49,5.49
31.390015,3.22,2.28,1.84
31.480042,7.02,3.77,0.94
31.559998,13.96,8.55,-0.35
31.650024,6.04,16.75,6.55
31.740051,7.37,8.0,7.57
31.820007,1.49,3.77,1.29
31.910034,4.82,2.04,5.33
31.990051,8.94,2.2,4.9
32.080017,12.71,3.57,7.57
32.170044,6.75,11.69,14.4
32.25,9.77,7.81,6.55
32.340027,4.71,1.84,5.1
32.430054,4.63,2.43,2.2
32.51001,10.16,5.53,0.9
32.600037,6.86,18.24,-0.55
32.680054,10.94,5.33,13.18
32.77002,9.02,6.51,4.43
32.860046,6.0,2.55,4.28
32.940002,5.41,2.86,4.04
33.03003,10.2,3.57,6.16
33.110046,8.79,5.73,14.04
33.200012,4.2,11.34,9.41
33.29004,5.92,5.45,6.16
33.369995,4.43,2.43,3.18
33.460022,4.75,3.49,1.8
33.54004,11.81,8.0,2.59
33.630005,2.98,15.3,0.67
33.72003,9.34,3.96,10.83
33.80005,8.08,7.37,4.75
33.890015,5.22,2.67,4.82
33.97003,6.47,1.77,4.55
34.059998,10.59,5.92,6.63
34.140015,12.32,8.83,14.12
34.23004,9.96,8.28,10.2
34.320007,7.02,4.31,5.57
34.400024,4.94,1.88,2.79
34.49005,5.3,2.35,0.51
34.570007,12.0,9.22,4.55
34.660034,0.43,16.63,-8.87
34.75,6.24,6.32,7.45
34.830017,5.06,4.39,3.73
34.920044,5.26,3.14,5.33
35.0,7.26,2.59,3.96
35.090027,12.43,4.43,7.73
35.180054,11.96,7.96,15.18
35.26001,10.0,11.73,9.22
35.350037,6.16,2.51,5.81
35.430054,3.69,2.08,1.96
35.52002,7.02,2.94,1.18
35.610046,11.53,8.47,2.79
35.690002,5.61,17.42,5.84
35.78003,6.39,5.37,8.75
35.869995,3.92,4.98,3.45
35.950012,6.2,1.92,5.53
36.04004,7.73,2.47,4.0
36.119995,12.28,4.71,5.92
36.210022,12.47,7.85,13.96
36.30005,10.36,9.73,8.0
36.380005,5.26,2.9,5.3
36.47003,5.18,2.67,2.94
36.55005,6.55,3.14,0.47
36.640015,11.26,7.41,1.29
36.73004,5.61,11.69,7.81
36.809998,8.32,6.79,6.47
36.900024,3.77,3.49,2.82
36.98004,5.65,3.18,4.55
37.070007,7.81,2.12,3.33
37.160034,12.04,3.96,7.45
37.24005,6.47,10.9,12.08
37.330017,8.94,8.87,4.55
37.410034,6.39,2.51,4.35
37.5,3.41,1.77,2.47
37.580017,9.3,7.85,1.29
37.670044,6.98,12.04,-2.39
37.76001,9.41,3.45,9.34
37.840027,9.3,7.73,4.67
37.930054,5.65,2.94,4.71
38.01001,7.22,3.26,3.77
38.100037,8.55,2.59,5.77
38.190002,10.87,2.2,7.3
38.27002,3.53,8.83,9.41
38.360046,9.41,7.65,6.08
38.440002,3.65,1.22,2.98
38.53003,4.28,2.79,0.94
38.619995,11.53,8.08,5.14
38.700012,7.69,16.24,2.63
38.79004,9.26,2.12,11.06
38.869995,8.59,7.14,4.35
38.960022,5.02,1.57,4.59
39.05005,7.41,2.35,3.57
39.130005,12.47,4.35,7.85
39.22003,9.26,3.18,15.81
39.309998,3.37,8.2,9.14
39.390015,7.18,4.04,7.22
39.48004,3.65,1.06,-1.26
39.559998,6.0,4.43,0.2
39.650024,11.96,9.41,3.69
39.74005,15.46,9.38,9.73
39.820007,7.92,3.92,7.73
39.910034,3.22,4.98,3.1
39.99005,5.14,2.82,5.88
40.080017,7.14,4.12,5.26
40.170044,9.22,7.45,14.16
40.25,7.88,6.75,14.63
40.340027,9.61,8.98,6.35
40.420044,3.33,2.04,4.63
40.51001,3.57,4.43,1.33
40.600037,8.83,8.24,2.24
40.680054,12.32,8.83,-1.88
40.77002,8.28,5.45,6.2
40.850037,9.85,4.71,5.73
40.940002,4.31,2.63,5.37
41.02002,6.75,2.12,5.14
41.110046,9.77,3.26,8.16
41.200012,10.59,0.82,11.57
41.28003,3.14,5.3,9.1
41.369995,9.57,5.22,5.53
41.450012,4.2,1.18,4.04
41.54004,16.83,0.94,2.2
41.630005,10.83,10.16,4.16
41.710022,2.0,16.12,14.24
41.80005,8.47,2.35,7.34
41.880005,8.39,3.77,3.37
41.97003,4.24,-1.26,5.73
42.059998,4.94,0.35,8.16
42.140015,9.61,3.73,10.04
42.23004,11.61,6.16,17.18
42.309998,5.53,8.16,7.37
42.400024,5.77,3.1,5.92
42.49005,3.77,3.02,3.06
42.570007,4.67,5.06,0.86
42.660034,12.4,9.26,1.29
42.74005,9.34,7.77,3.3
42.830017,9.1,4.71,6.67
42.920044,5.84,5.02,4.67
43.0,6.43,3.37,3.96
43.090027,6.0,3.26,6.24
43.180054,12.04,6.04,7.26
43.26001,8.94,8.9,13.42
43.350037,7.88,10.28,6.16
43.430054,5.69,3.73,5.81
43.52002,3.22,2.43,2.86
43.610046,6.32,7.37,0.78
43.690002,9.65,10.51,1.02
43.78003,4.31,11.06,6.98
43.860046,8.94,6.59,4.98
43.950012,3.14,4.24,4.31
44.04004,5.81,3.26,5.65
44.119995,7.37,4.51,6.12
44.210022,12.04,6.0,6.55
44.29004,2.94,7.57,13.96
44.380005,8.75,8.12,5.65
44.47003,4.28,3.45,4.24
44.55005,4.28,3.14,3.14
44.640015,7.22,7.77,0.39
44.72003,10.43,10.98,-2.12
44.809998,4.63,8.71,7.3
44.890015,9.22,6.59,4.2
44.98004,3.65,4.04,2.94
45.070007,6.0,3.49,6.59
45.150024,8.51,6.59,8.43
45.24005,10.4,5.73,5.84
45.320007,4.47,5.73,14.04
45.410034,6.28,9.06,5.14
45.5,5.22,2.12,4.71
45.580017,4.35,5.06,2.86
45.670044,6.12,7.14,1.73
45.75,10.4,11.02,0.12
45.840027,2.94,9.96,6.86
45.930054,9.02,5.65,6.2
46.01001,3.65,4.86,1.53
46.100037,5.06,3.57,4.82
46.180054,8.75,6.12,6.51
46.27002,10.2,6.16,6.0
46.360046,6.47,6.51,14.08
46.440002,8.08,8.71,5.57
46.53003,4.59,3.45,4.9
46.619995,3.02,3.02,3.02
46.700012,8.2,9.06,1.02
46.79004,9.1,11.53,1.02
46.869995,2.16,10.08,7.26
46.960022,8.43,5.49,5.77
47.05005,3.37,4.35,3.18
47.130005,7.02,4.55,4.47
47.22003,8.59,5.26,6.94
47.30005,13.42,5.77,10.59
47.390015,2.86,7.65,10.67
47.48004,7.73,7.73,4.79
47.559998,3.41,2.79,3.84
47.650024,3.3,4.0,2.9
47.73004,9.14,10.94,2.75
47.820007,10.32,19.38,4.79
47.910034,6.04,8.32,7.3
47.99005,8.16,6.12,4.9
48.080017,4.86,3.96,4.28
48.160034,6.59,4.51,4.43
48.25,10.0,7.06,7.02
48.330017,13.89,8.59,13.73
48.420044,4.2,9.57,3.96
48.51001,6.59,4.16,5.49
48.590027,3.06,4.0,3.22
48.680054,4.79,6.35,2.16
48.76001,9.65,11.14,2.71
48.850037,12.59,16.44,7.88
48.940002,5.61,6.39,6.55
49.02002,6.2,5.22,4.55
49.110046,6.12,3.8,4.35
49.190002,6.04,3.69,6.2
49.28003,10.59,5.88,6.9
49.369995,13.57,8.04,14.12
49.450012,4.0,7.49,5.3
49.54004,6.79,4.59,6.28
49.619995,3.8,4.47,3.22
49.710022,4.79,5.88,1.84
49.80005,10.47,10.43,2.75
49.880005,4.12,8.67,6.51
49.97003,9.41,5.33,6.94
50.059998,3.88,5.41,3.53
50.140015,5.84,3.8,4.94
50.23004,6.94,4.04,6.51
50.309998,10.94,5.18,8.71
50.400024,10.9,8.67,12.32
50.49005,7.26,10.16,6.0
50.570007,6.51,3.96,6.55
50.660034,4.08,4.28,2.75
50.74005,4.0,4.55,1.65
50.830017,11.77,8.55,5.22
50.920044,10.43,15.1,6.55
51.0,8.04,5.1,8.71
51.090027,7.61,8.51,5.26
