NAME:,walk_4_1,,
EXPERIMENT TIME:,Thu Jun 08 14:09:39 GMT+03:00 2023,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,116,,
,,,
Time [sec], ACC X,ACC Y,ACC Z
0,7.85,-2.63,-1.69
0.101,7.81,-2.35,-0.9
0.202,9.89,-3.88,-0.86
0.303,7.73,-2.67,-0.67
0.404,10.28,-3.8,0.24
0.505,14.95,-6.94,-2.35
0.606,13.69,-0.04,-0.43
0.707,6.86,-0.67,0.35
0.808,5.69,-1.49,1.49
0.909,9.22,-4.28,0.35
1.01,9.57,-5.73,4.59
1.111,8.55,0.63,1.02
1.212,14.36,-2.39,-1.45
1.313,4.59,-2.04,-0.47
1.414,9.02,-6.24,0.24
1.515,10.12,-2.24,0.43
1.616,15.81,-3.22,-1.26
1.717,15.73,-1.69,0.12
1.818,5.45,-2.63,0.04
1.919,3.37,-0.67,1.26
2.02,12.16,-4,-0.67
2.121,6.59,-7.34,4.39
2.222,6.28,2.94,-1.73
2.323,14,-1.37,-1.61
2.424,3.65,-2.24,-1.84
2.525,11.69,-6.28,-1.49
2.626,8.71,-5.57,1.65
2.727,13.77,-3.57,-0.55
2.828,12,-7.57,2.9
2.929,5.02,-2.67,0.59
3.03,4.9,-2.08,1.49
3.131,11.61,-2.71,0.35
3.232,8.47,-4.51,5.61
3.333,3.22,2.35,-3.18
3.434,10.43,2.47,-0.43
3.535,5.53,-1.53,-2.31
3.636,8.67,-5.92,-0.43
3.737,10.59,-4.98,0.82
3.838,9.41,-4.12,-3.14
3.939,16.83,-1.49,0.12
4.04,5.14,-1.57,1.37
4.141,5.37,-0.31,1.96
4.242,13.53,-5.41,4.08
4.343,20.01,1.37,-3.22
4.444,4.31,-4.35,0.35
4.545,7.69,2.39,0.82
4.646,7.34,-3.92,0.67
4.747,10.12,-1.61,-1.41
4.848,13.57,-4.39,-0.39
4.949,13.34,-1.73,-1.49
5.05,8.55,-3.8,1.02
5.151,4.51,-1.22,1.14
5.252,6.71,-1.1,1.29
5.353,8.16,-8.04,5.26
5.454,10.16,2.31,0.86
5.555,14.16,-2.35,-1.96
5.656,3.8,-1.96,-1.06
5.757,7.61,-6.47,0.94
5.858,9.06,-1.18,0.86
5.959,14.71,-8.04,-4.98
6.06,14.79,0.2,0.59
6.161,6.47,-3.33,0.71
6.262,4.12,-2.86,2.9
6.363,13.65,-4.51,1.69
6.464,6.35,-5.41,4.2
6.565,8.63,1.1,0
6.666,12.24,-1.18,-1.45
6.767,4.39,-0.98,-1.49
6.868,9.06,-8.24,0.75
6.969,10.36,-0.75,0.24
7.07,13.81,-5.61,-2.75
7.171,14.44,-0.75,0.04
7.272,5.1,-3.1,0.47
7.373,3.8,-0.39,2.08
7.474,13.69,-5.45,0.94
7.575,18.16,-0.39,-1.92
7.676,3.88,-1.77,-0.12
7.777,7.69,1.18,0.31
7.878,7.1,-4.12,0
7.979,10.32,-2.71,-0.04
8.08,16.44,-2.79,-3.37
8.181,13.1,0.27,0.12
8.282,6.55,-3.8,0.51
8.383,3.57,-0.51,1.88
8.484,11.77,-3.73,1.57
8.585,10,-6.32,2.31
8.686,3.26,3.02,1.14
8.787,13.3,1.06,-1.53
8.888,4.71,-2.24,-0.94
8.989,8.94,-5.41,0.51
9.09,11.06,-1.88,-0.2
9.191,12.47,-5.33,-1.92
9.292,15.65,-0.24,-0.43
9.393,5.53,-3.88,0.51
9.494,4.39,-1.06,1.88
9.595,11.85,-3.1,1.45
9.696,7.1,-8.2,4.55
9.797,11.45,1.77,1.73
9.898,14,-4.16,-1.49
9.999,3.77,0,-0.63
10.1,8.36,-7.61,0.59
10.201,8.9,-0.39,-0.2
10.302,14.04,-5.65,-1.77
10.403,11.14,-0.39,-0.27
10.504,10.59,-4.35,0.27
10.605,3.92,-0.43,1.1
10.706,8.36,-1.14,1.88
10.807,8.32,-6.51,4.94
10.908,20.01,-1.45,2.51
11.009,10.63,-6.9,0
11.11,5.61,-0.94,-0.04
11.211,8.36,-2.94,-0.47
11.312,8.79,-2.43,-0.51
11.413,11.53,-3.77,1.37
11.514,10,-0.08,-1.92
11.615,12.63,-4.71,-0.2
11.716,4.16,-0.67,0.82
11.817,6.47,-0.47,1.96
11.918,11.65,-6.9,3.84
12.019,20.01,-2.2,-1.53
12.12,7.34,-5.1,-0.51
12.221,7.53,-0.63,-0.39
12.322,8.04,-4.04,0.31
12.423,8.43,-2.04,0.43
12.524,15.14,-4.86,0.08
12.625,12.59,-0.67,-2.08
12.726,9.02,-5.69,-0.16
12.827,4.04,-1.06,1.8
12.928,7.14,-1.37,2.2
13.029,9.18,-7.49,6.08
13.13,9.53,1.84,0.9
13.231,10.63,0.2,-0.98
13.332,5.84,-2.63,-0.82
13.433,9.3,-7.02,0.63
13.534,9.57,-3.3,0.51
13.635,14.32,-4.24,-3.8
13.736,12.83,-0.94,0.94
13.837,7.96,-2.63,0.27
13.938,4.04,-1.22,2.51
4.56E+04,11.89,-3.22,-0.47
14.241,4.75,-0.43,-0.51
14.342,9.49,2.35,-0.12
14.443,6.59,-3.18,-0.9
14.544,9.57,-4.04,-0.24
14.645,9.92,-5.49,1.65
14.746,12.51,-2.04,-4.2
14.847,14.98,-3.02,0.55
14.948,5.37,-1.45,0.78
15.049,5.14,-1.88,2.28
15.15,13.73,-4.35,1.26
15.251,16.91,-0.98,-3.02
15.352,5.69,-3.53,0.27
15.453,8.36,2.63,-0.2
15.554,8.08,-3.77,-1.1
15.655,9.06,-5.26,0.75
15.756,10.67,-4.47,0.75
15.857,11.89,-2.39,-3.96
15.958,13.57,-4.28,-0.47
16.059,5.53,-0.94,0.51
16.16,5.26,-1.29,2.71
16.261,14.24,-4.39,1.84
16.362,20.01,-2.67,0.67
16.463,7.37,-2.63,-0.08
16.564,7.49,0.16,-0.63
16.665,7.77,-3.73,-0.35
16.766,10.16,-2.67,0.27
16.867,14.36,-4.51,-0.12
16.968,9.89,-0.27,-1.1
17.069,9.49,-6.2,-0.35
17.17,4.31,-0.12,1.49
17.271,7.22,-2,1.96
17.372,12.24,-7.77,6.24
17.473,9.14,3.65,-0.27
17.574,12.08,-1.22,-1.18
17.675,5.37,-2.39,-0.24
17.776,9.49,-5.22,-0.51
17.877,9.34,-4.98,0.2
17.978,13.49,-3.14,-4.59
18.079,14.28,-2.71,-0.24
18.18,4.94,-0.86,0.82
18.281,6.04,-1.65,2.55
18.382,14.51,-4.9,1.65
18.483,20.01,-2.24,-1.06
18.584,7.1,-2.86,0.71
18.685,6.83,-0.04,-0.04
18.786,8.47,-4.75,-0.47
18.887,9.77,-2.16,0.55
18.988,15.85,-3.84,-1.77
19.089,11.57,-1.02,0.08
19.19,7.81,-4.51,0
19.291,3.22,-0.47,2
19.392,10.51,-3.06,1.22
19.493,15.22,-4.24,-2.12
19.594,5.92,0.63,-0.12
19.695,8.16,1.1,0.12
19.796,6.39,-2.39,-2.24
19.897,9.92,-3.73,0.47
19.998,13.38,-2.24,-0.67
20.099,11.96,-2.08,0.04
20.2,7.85,-5.41,0.31
20.301,4.47,-1.26,2.04
20.402,7.49,-2.59,2.2
20.503,11.77,-5.88,2.35
20.604,5.53,0.27,-0.04
20.705,10,2.16,0.16
20.806,4.86,-3.41,1.29
20.907,10.16,-3.49,-0.2
21.008,10.59,-4.98,2.16
21.109,11.77,-0.31,-4.9
21.21,14.16,-4.08,-0.75
21.311,4.35,-0.98,1.29
21.412,6.86,0.08,2.2
21.513,12.59,-7.85,2.86
21.614,18.51,0.24,-0.75
21.715,11.34,-5.92,-0.51
21.816,4.9,-1.69,-0.16
21.917,8.08,-5.73,0.78
22.018,10.28,-3.06,0.39
22.119,16.24,-3.96,-3.06
22.22,14.47,-0.35,0.55
22.321,6.08,-3.1,0.12
22.422,4.71,-0.98,2.39
22.523,11.34,-3.61,0.39
22.624,16.08,-1.22,-3.53
22.725,3.26,-1.1,-0.04
22.826,9.61,2.59,0.63
22.927,6.35,-2.94,-1.14
23.028,8.79,-5.18,0.31
23.129,11.1,-5.3,1.06
23.23,11.96,-5.3,-2.9
23.331,16.83,-1.8,0.47
23.432,5.96,-3.06,0.51
23.533,4.47,-1.69,2.28
23.634,16.08,-4.55,1.22
23.735,20.01,-3.26,7.06
23.836,6.83,-2.43,-1.1
23.937,6,-1.57,-0.27
24.038,8.12,-4.63,0.47
24.139,8.67,-1.92,0.39
24.24,14.91,-2.82,0.2
24.341,10.2,-0.71,-0.67
24.442,10.4,-5.88,-1.73
24.543,2.94,-0.04,1.61
24.644,7.53,-2.08,2.43
24.745,11.02,-6.28,3.88
24.846,6.47,0.35,0.35
24.947,10.43,1.1,-0.43
25.048,5.84,-2.59,-1.37
25.149,10.28,-6.39,0.71
25.25,10.79,-4.47,1.49
25.351,10.98,-3.57,-2.08
25.452,13.18,-4.86,-0.27
25.553,4.55,-0.31,1.1
25.654,5.69,-1.02,1.92
25.755,12.51,-6.63,4.71
25.856,11.26,2.04,-0.16
25.957,13.57,-5.49,-2.04
26.058,4.67,-2.16,-0.39
26.159,10.36,-6.59,-0.16
26.26,7.73,-2.9,1.77
26.361,17.18,-5.53,-4.43
26.462,16.08,-1.57,-0.47
26.563,4.59,-2.12,0.43
26.664,4.47,-1.92,2.98
26.765,14.51,-4.63,0.9
26.866,20.01,-0.78,-1.29
26.967,8.98,-6.08,-0.12
27.068,6.12,0.27,-0.51
27.169,7.37,-3.8,-0.55
27.27,8.83,-2.86,1.26
27.371,16.04,-3.41,-0.78
27.472,12.2,-0.86,-0.78
27.573,8.04,-5.33,0.43
27.674,3.49,-0.35,2.04
27.775,10.47,-2.9,1.06
27.876,9.61,-5.88,3.18
27.977,5.88,1.73,-0.31
28.078,10.67,1.14,0
28.179,6.43,-3.77,-1.1
28.28,9.26,-4.59,-0.04
28.381,11.34,-4.16,2
28.482,10.67,-3.06,-3.77
28.583,13.65,-3.96,-0.67
28.684,4.86,0.43,1.61
28.785,6.32,-1.77,2.16
28.886,12.59,-5.3,4.2
28.987,12.2,0.78,-0.24
29.088,13.3,-4.24,-1.1
29.189,5.41,-2.35,-0.31
29.29,9.26,-6.2,0.04
29.391,9.81,-3.22,1.22
29.492,14,-5.33,-3.22
29.593,13.69,-0.12,-0.2
29.694,6.67,-3.18,0.63
29.795,3.77,-1.26,2.43
