"NAME:","walk_2_2.csv"
"EXPERIMENT TIME:","07/06/2023 21:41"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","70"

"Time [sec]","ACC X","ACC Y","ACC Z"
"336.94","1.53","-4.24","11.02"
"337.03","1.18","-4.04","10.79"
"337.12","1.18","-3.92","10.67"
"337.21","1.14","-4.0","11.06"
"337.3","0.59","-3.96","12.83"
"337.39","-1.1","-1.65","12.91"
"337.48","-0.86","0.75","11.77"
"337.57","0.12","0.78","11.49"
"337.66","-1.69","1.69","11.14"
"337.75","-1.57","2.86","11.34"
"337.85","1.57","3.33","11.26"
"337.94","-3.41","-9.02","20.01"
"338.03","1.29","-6.24","9.49"
"338.12","-0.51","-5.61","7.92"
"338.21","-1.14","-13.42","11.61"
"338.3","-1.06","-6.04","11.26"
"338.39","0.0","-4.67","10.94"
"338.48","0.08","-3.8","10.87"
"338.57","-2.79","-3.92","10.0"
"338.67","-4.0","-2.24","14.98"
"338.76","2.51","-3.69","11.34"
"338.85","0.82","-5.69","12.04"
"338.94","2.16","-0.94","12.79"
"339.03","0.12","0.31","8.83"
"339.12","1.8","0.35","7.77"
"339.21","-0.82","1.92","13.81"
"339.3","-1.45","1.96","12.12"
"339.39","2.51","-1.1","7.45"
"339.48","-5.65","-5.69","12.28"
"339.57","0.27","-5.22","11.53"
"339.67","0.63","-3.41","10.12"
"339.76","0.43","-2.71","9.81"
"339.85","-0.67","-4.98","11.18"
"339.94","-1.02","-5.37","14.79"
"340.03","-1.88","-4.24","13.77"
"340.12","4.31","-2.51","12.04"
"340.21","-2.28","-1.41","11.41"
"340.3","0.08","1.22","10.28"
"340.39","0.39","0.43","6.75"
"340.49","-1.1","1.96","12.24"
"340.58","-0.78","1.57","10.36"
"340.67","6.08","0.04","14.47"
"340.76","-0.86","-6.67","10.98"
"340.85","-0.04","-5.1","10.47"
"340.94","-0.35","-5.61","8.59"
"341.03","-2.16","-3.65","9.53"
"341.12","-2.86","-4.98","11.73"
"341.21","-0.2","-5.37","12.87"
"341.3","-2.35","-6.43","14.87"
"341.39","3.65","-2.82","12.2"
"341.49","-0.78","-2.43","13.02"
"341.58","-0.59","-2.08","9.92"
"341.67","0.78","0.75","7.14"
"341.76","0.12","2.16","11.22"
"341.85","-3.69","2.55","12.91"
"341.94","5.96","-0.94","13.73"
"342.03","-3.1","-6.51","14.67"
"342.12","-1.22","-4.67","11.61"
"342.21","-1.53","-3.88","9.69"
"342.3","-0.71","-3.33","9.73"
"342.4","-1.22","-4.75","12.08"
"342.49","-5.1","-6.28","14.87"
"342.58","1.53","-6.04","11.38"
"342.67","3.41","-3.26","13.49"
"342.76","-0.24","-4.28","9.02"
"342.85","-0.51","0.67","7.1"
"342.94","-1.02","2.47","8.43"
"343.03","-0.27","1.92","13.77"
"343.12","-5.61","-16.99","20.01"
"343.21","0.16","-6.83","3.8"
"343.31","3.22","-3.57","9.3"
"343.4","-2.12","-6.08","10.43"
"343.49","-2.04","-3.22","8.83"
"343.58","-1.06","-3.8","11.89"
"343.67","-1.88","-5.3","13.85"
"343.76","-4.82","-5.96","13.81"
"343.85","4.04","-3.1","12.94"
"343.94","2.2","-3.53","11.18"
"344.03","1.06","-3.57","10.9"
"344.13","1.73","0.08","6.43"
"344.22","-1.53","3.14","12.36"
"344.31","-1.84","1.57","10.51"
"344.4","2.82","0.27","13.61"
"344.49","0.31","-8.43","13.53"
"344.58","1.18","-4.79","12.75"
"344.67","-1.1","-4.9","10.12"
"344.76","-1.92","-3.92","10.63"
"344.85","-1.57","-4.79","10.71"
"344.94","-3.3","-4.79","13.26"
"345.04","2.0","-4.9","15.14"
"345.13","3.14","-2.82","13.89"
"345.22","-3.88","-2.28","12.36"
"345.31","-1.14","0.24","8.9"
"345.4","0.9","0.78","6.35"
"345.49","-4.39","2.79","17.85"
"345.58","3.45","4.43","11.14"
"345.67","2.79","-3.49","6.32"
"345.76","-2.75","-5.18","9.41"
"345.85","-1.02","-6.12","11.61"
"345.94","0.47","-3.49","10.08"
