NAME:,walk_4_2,,
EXPERIMENT TIME:,08/06/2023 10:49,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,85,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.021,2.46,-0.29,-11.1
0.144,2.48,-0.22,-10.97
0.299,2.48,-0.22,-10.97
0.314,2.48,-0.22,-10.97
0.407,2.48,-0.22,-10.97
0.479,2.48,-0.22,-10.97
0.552,2.48,-0.22,-10.97
0.625,2.48,-0.22,-10.97
0.74,2.48,-0.22,-10.97
0.809,2.26,-0.26,-11.17
0.882,1.9,-0.21,-10.93
0.96,1.2,-0.27,-11.14
1.069,1.2,-0.27,-11.14
1.143,1.2,-0.27,-11.14
1.217,1.2,-0.27,-11.14
1.286,1.2,-0.27,-11.14
1.399,1.2,-0.27,-11.14
1.473,1.2,-0.27,-11.14
1.547,1.2,-0.27,-11.14
1.621,1.44,0.55,-10.92
1.693,2.2,1.32,-11.78
1.811,3.4,2.33,-11.62
1.879,3.4,2.33,-11.62
1.954,3.4,2.33,-11.62
2.028,3.4,2.33,-11.62
2.099,3.4,2.33,-11.62
2.172,3.4,2.33,-11.62
2.244,3.4,2.33,-11.62
2.358,3.4,2.33,-11.62
2.428,2.94,1.84,-12.54
2.495,2.52,-0.52,-12.34
2.61,1.37,-1.32,-12.62
2.683,1.37,-1.32,-12.62
2.755,1.37,-1.32,-12.62
2.833,1.37,-1.32,-12.62
2.903,1.37,-1.32,-12.62
2.978,1.37,-1.32,-12.62
3.091,1.37,-1.32,-12.62
3.168,1.37,-1.32,-12.62
3.238,1.37,-2.28,-11.99
3.314,1.6,-0.88,-10.94
3.427,1.37,-0.71,-10.23
3.502,1.37,-0.71,-10.23
3.581,1.37,-0.71,-10.23
3.657,1.37,-0.71,-10.23
3.733,1.37,-0.71,-10.23
3.807,1.37,-0.71,-10.23
3.886,1.37,-0.71,-10.23
3.961,1.37,-0.71,-10.23
4.038,1.88,-0.13,-9.44
4.118,1.6,0.2,-9.6
4.24,2.71,-0.47,-10.98
4.314,2.71,-0.47,-10.98
4.323,2.71,-0.47,-10.98
4.447,2.71,-0.47,-10.98
4.554,2.71,-0.47,-10.98
4.619,2.71,-0.47,-10.98
4.736,2.71,-0.47,-10.98
4.799,2.71,-0.47,-10.98
4.946,2.17,-0.55,-12.38
4.956,2.08,-2.28,-14.06
5.024,1.63,-3.36,-12.36
5.09,1.63,-3.36,-12.36
5.157,1.63,-3.36,-12.36
5.263,1.63,-3.36,-12.36
5.341,1.63,-3.36,-12.36
5.423,1.63,-3.36,-12.36
5.544,1.63,-3.36,-12.36
5.554,1.63,-3.36,-12.36
5.673,1.53,-4.08,-10.97
5.745,1.4,-3.18,-9.91
5.825,1.28,-1.92,-9.82
5.938,1.28,-1.92,-9.82
6.005,1.28,-1.92,-9.82
6.08,1.28,-1.92,-9.82
6.19,1.28,-1.92,-9.82
6.266,1.28,-1.92,-9.82
6.34,1.28,-1.92,-9.82
6.405,1.28,-1.92,-9.82
6.469,1.57,-1.26,-9.7
6.577,2.16,-0.51,-8.96
6.65,2.47,-0.13,-9.6
6.72,2.47,-0.13,-9.6
6.788,2.47,-0.13,-9.6
6.899,2.47,-0.13,-9.6
7.014,2.47,-0.13,-9.6
7.129,2.47,-0.13,-9.6
7.2,2.47,-0.13,-9.6
7.217,2.47,-0.13,-9.6
7.289,2.43,-0.1,-10.38
7.385,1.56,-0.21,-11.31
7.469,1.36,-2.08,-12.7
7.587,1.36,-2.08,-12.7
7.596,1.36,-2.08,-12.7
7.729,1.36,-2.08,-12.7
7.738,1.36,-2.08,-12.7
7.837,1.36,-2.08,-12.7
7.95,1.36,-2.08,-12.7
8.021,1.36,-2.08,-12.7
8.083,3.01,-3.86,-13.17
8.174,2.62,-4.42,-11.73
8.279,2.88,-3.44,-10.89
8.351,2.88,-3.44,-10.89
8.472,2.88,-3.44,-10.89
8.553,2.88,-3.44,-10.89
8.677,2.88,-3.44,-10.89
8.686,2.88,-3.44,-10.89
8.762,2.88,-3.44,-10.89
8.839,2.88,-3.44,-10.89
8.911,1.12,-1.77,-10.23
8.988,2.09,-0.94,-10.74
9.108,2.26,-0.17,-9.53
9.118,2.26,-0.17,-9.53
9.23,2.26,-0.17,-9.53
9.317,2.26,-0.17,-9.53
9.435,2.26,-0.17,-9.53
9.515,2.26,-0.17,-9.53
9.588,2.26,-0.17,-9.53
