NAME:,walk_1_1.csv,,
EXPERIMENT TIME:,18/06/2023 05:30,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS: ,100,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,9.85,0.27,-0.75
0.07098389,9.81,0.31,-0.94
0.14199829,9.85,0.35,-0.71
0.21298218,9.85,0.43,-0.78
0.28399658,9.85,-0.04,-0.86
0.35498047,9.77,0.27,-0.55
0.42599487,9.81,0.51,-0.67
0.49700928,9.89,0.27,-0.51
0.56799316,9.57,0.63,-0.78
0.63900757,9.81,0.67,-0.67
0.70999146,9.22,-0.04,-0.47
0.78100586,8.87,-0.86,-0.98
0.85198975,12.51,0.71,-1.26
0.92300415,10.12,3.84,-2.28
0.99398804,9.53,-0.24,-1.96
1.0650024,9.06,0.08,-1.65
1.1359863,9.41,0.39,-2.35
1.2070007,9.02,0.55,-2.82
1.2779846,9.26,1.1,-3.06
1.348999,9.57,0.39,-2.79
1.4199829,12.16,0.63,-3.53
1.4909973,14.75,-2.51,-1.69
1.5619812,8.98,3.06,-2.08
1.6329956,10.71,-4.75,1.14
1.7039795,8.55,-0.04,0.39
1.7749939,9.02,-0.04,0.16
1.8460083,7.1,0.51,0.04
1.9169922,8.59,-0.55,-0.2
1.9880066,8.55,2.31,-0.9
2.0589905,10.08,2.55,-1.41
2.130005,9.96,1.53,-0.78
2.2009888,10.94,1.29,-3.45
2.2720032,17.65,-0.75,4
2.342987,10.2,0.2,0.55
2.4140015,9.02,1.92,-2
2.4849854,5.02,-0.67,0.16
2.5559998,9.38,-1.77,-0.71
2.6269836,8.28,2.28,-1.22
2.697998,8.71,1.57,-2.79
2.768982,9.85,1.73,-1.92
2.8399963,12.79,1.88,-1.73
2.9109802,15.85,-3.53,2.47
2.9819946,1.8,0.04,1.96
3.053009,12.55,-1.69,2.98
3.123993,7.45,0.78,0.43
3.1950073,8.16,-1.45,0.86
3.2659912,8.71,1.02,-0.08
3.3370056,8.32,1.18,-0.51
3.4079895,8.28,2.86,-1.65
3.479004,9.61,2.08,-2.04
3.5499878,12.16,-1.22,2.98
3.6210022,15.3,-4.31,7.06
3.691986,6.79,6.35,1.49
3.7630005,8.98,-2.47,1.61
3.8339844,5.69,0.31,-0.27
3.9049988,8.39,1.14,-1.18
3.9759827,8.67,0.08,-1.33
4.046997,8.71,1.57,-2.35
4.117981,9.22,2.08,-1.41
4.1889954,12.4,-0.55,-1.8
4.2599792,12.83,2.47,2
4.3309937,13.42,-5.14,1.61
4.402008,9.81,-3.1,1.53
4.472992,7.81,0.51,1.1
4.5440063,7.57,2.43,0.24
4.61499,8.51,-0.16,-0.67
4.6860046,8.16,2.35,-0.94
4.7569885,10,1.53,-0.55
4.828003,9.14,3.57,-0.94
4.898987,10.2,1.88,-1.41
4.970001,8.87,3.69,-3.77
5.040985,15.18,-2.39,6.86
5.1119995,16,-7.73,2.16
5.1829834,9.14,2.43,0.75
5.253998,5.33,-0.82,-2.12
5.3249817,8.9,-0.31,-0.31
5.395996,8,-0.31,-2.43
5.46698,8.67,3.22,-1.92
5.5379944,10.9,1.61,-2.12
5.609009,11.18,1.96,-3.77
5.6799927,16.28,-3.84,3.53
5.751007,2.43,4.35,2.79
5.821991,13.18,-2.94,2.12
5.8930054,7.57,-0.2,0.39
5.9639893,8.12,0.78,0.55
6.0350037,8.43,2.28,-0.04
6.1059875,8.83,1.88,-1.18
6.177002,9.77,1.92,-1.26
6.247986,9.89,1.92,-2.2
6.3190002,12.98,-0.86,0.47
6.389984,12.43,0.63,7.65
6.4609985,7.45,4.51,2.47
6.5319824,8,-1.53,2.39
6.602997,6.67,0.2,-0.43
6.6739807,8.94,0.43,-1.41
6.744995,7.57,1.8,-3.41
6.815979,9.22,2.79,-0.82
6.8869934,12.51,-1.18,-4.79
6.958008,13.85,3.69,0.2
7.0289917,11.92,-5.33,3.22
7.100006,8.9,-2.2,2.79
7.17099,7.49,-0.08,2.12
7.2420044,7.69,1.06,0.59
7.3129883,8.55,0.04,0.12
7.3840027,8.12,2.59,-1.65
7.4549866,9.26,1.26,-1.1
7.526001,10.24,1.77,-1.45
7.596985,10.59,3.92,-3.45
7.6679993,13.1,-1.41,4.94
7.738983,15.81,-6.47,3.45
7.8099976,6.55,5.3,-0.24
7.8809814,7.57,-2.47,1.45
7.951996,8.39,0.75,-0.27
8.02298,7.96,0.75,-2.04
8.093994,8.08,1.84,-2.55
8.165009,12,0.47,-0.27
8.235992,12.51,2.79,-3.41
8.307007,15.26,-1.49,0.75
8.377991,4.43,1.06,2.31
8.449005,12.51,-1.1,0.63
8.519989,8.28,-0.86,-0.12
8.591003,8.47,0.63,1.1
8.661987,7.88,2.24,-0.24
8.733002,8.9,2.43,-1.14
8.803986,9.22,1.69,-1.8
8.875,10.28,2.59,-1.61
8.945984,12.08,0.9,-0.35
9.016998,12.04,3.02,4.79
9.087982,11.26,-3.37,-0.82
9.158997,10.28,2.16,-0.2
9.22998,6,1.18,-1.02
9.300995,8.32,-0.78,-1.57
9.372009,8.43,0.86,-2.08
9.442993,8.59,2.51,-2.67
9.514008,11.14,-0.24,-1.92
9.584991,14.4,5.33,-0.63
9.656006,12.67,-2.55,0.16
9.72699,9.49,-2.63,2.82
9.798004,7.22,0,-0.04
9.868988,7.96,1.57,-0.27
9.940002,8.59,-0.35,0.04
10.010986,8.47,2.63,-0.63
10.082001,8.87,1.88,-1.14
10.152985,10.04,3.26,-0.67
10.223999,10.59,1.14,-3.06
10.294983,12.67,1.1,2.63
10.365997,10.63,2.16,5.37
10.436981,8.59,6.67,2.9
10.507996,7.49,-0.04,0.75
10.5789795,6.28,0.67,-0.27
10.649994,7.81,1.41,-0.98
10.721008,7.92,1.77,-2.43
10.791992,9.53,2.39,-0.67
10.863007,13.69,2.94,-1.26
10.9339905,14.95,-1.77,-0.08
11.005005,2.59,4.04,1.14
11.075989,13.45,-5.73,1.26
11.147003,8.2,0.67,0.27
11.217987,8,1.06,0.98
11.289001,8.55,1.41,-1.45
11.359985,8.2,1.92,-1.65
11.431,9.14,0.9,-1.92
11.501984,10.79,2.98,-1.61
11.572998,12.55,1.45,-0.63
11.643982,11.18,4.2,5.77
11.714996,9.26,3.14,1.45
11.78598,8.94,-0.67,-0.67
11.856995,7.14,0.39,0.31
11.928009,8.36,0.67,-1.06
11.998993,7.81,0.82,-2.24
12.070007,9.14,2.47,-1.84
12.140991,11.45,1.06,-2.59
12.212006,13.69,4.47,-0.82
12.2829895,11.81,-3.77,1.73
12.354004,6.83,-1.41,1.69
12.424988,7.69,0.71,2
12.496002,8.2,1.84,-0.08
12.566986,8.12,-0.16,-0.2
12.6380005,8.59,2.43,-0.9
12.708984,9.14,1.33,-0.82
12.779999,9.65,3.45,-0.39
12.850983,10.55,2.08,-2.59
12.921997,13.57,-0.12,4.31
12.992981,13.69,-7.14,2.79
13.063995,9.22,7.06,2.55
13.134979,6.47,-0.35,1.88
13.205994,7.18,-1.1,-1.69
13.277008,8.39,1.02,-1.69
13.347992,7.85,2.43,-2.86
13.419006,10.87,0.63,0.39
13.48999,13.22,4.9,-2.39
13.561005,13.1,-2.31,1.49
13.631989,2.98,2.43,1.92
13.703003,11.02,-1.57,1.88
13.773987,8.28,0.43,-0.47
13.845001,8.24,0.98,0.39
13.915985,8.51,1.29,-0.75
13.9869995,8.39,2.24,-0.59
14.057983,9.65,1.49,-1.8
14.128998,10.4,2.71,-2.59
14.199982,13.34,1.02,2.67
14.270996,10.59,2.12,6.63
14.34198,9.96,4.08,0.2
14.412994,7.77,0.67,0.16
14.484009,6.71,-0.2,-1.02
14.554993,7.81,1.37,-1.06
14.626007,8.2,1.26,-2.04
14.696991,10.83,1.02,-0.67
14.768005,15.14,2.16,-1.77
14.838989,10.98,-1.14,-1.1
14.910004,10.16,-1.96,2.39
14.980988,6.63,0.59,-0.51
15.052002,7.77,2.31,0.16
15.122986,8.16,-1.06,0.27
15.194,8.55,1.8,-0.75
15.264984,9.34,1.92,-0.04
15.335999,9.69,3.49,-0.63
15.406982,10.67,2.51,-4.28
15.477997,13.18,1.49,4
15.548981,14.08,-6.98,5.81
15.619995,8.28,5.49,2.55
15.690979,7.45,-2,0.24
15.761993,7.69,0.55,-1.18
15.833008,7.45,0.27,-2.43
15.903992,8.47,2.75,-1.18
15.975006,12.59,1.06,-1.02
16.04599,16.48,2.51,1.57
16.117004,7.65,-0.16,-0.75
16.187988,12.28,-1.06,1.53
16.259003,6.75,0.16,-0.82
16.329987,7.41,2.75,0.12
16.401001,8.08,-0.04,0.08
16.471985,8.2,1.22,0.24
16.543,9.85,1.18,-1.45
16.613983,9.89,3.3,-0.71
16.684998,10.71,3.49,-2.16
16.755981,12.51,5.33,3.53
16.826996,13.73,-9.38,2.75
16.89798,9.73,6.39,1.88
16.968994,5.57,-1.14,-2.12
17.040009,8,0.71,-0.55
17.110992,7.02,1.61,-1.41
17.182007,8.79,1.88,-2.08
17.25299,10.47,2,-2
17.324005,14.08,-0.04,-0.98
17.394989,11.73,2.75,2.28
