"NAME:","run_3_1"
"EXPERIMENT TIME:","2023-06-09 16:57:47"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","120"
"",""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.051","0.2","1.37","9.81"
"0.102","0.24","1.37","9.49"
"0.153","0.31","1.1","9.77"
"0.204","0.35","1.18","9.73"
"0.255","0.16","1.26","9.69"
"0.306","0.27","1.26","9.96"
"0.357","0.24","1.29","9.73"
"0.408","0.31","1.14","9.89"
"0.459","0.31","1.26","9.65"
"0.51","0.27","1.22","9.73"
"0.561","0.24","1.18","10.16"
"0.612","0.31","1.29","9.65"
"0.663","0.31","1.29","9.45"
"0.714","0.31","1.14","9.85"
"1.428","0.24","1.41","9.41"
"1.479","0.55","1.1","9.61"
"1.53","0.78","1.33","9.49"
"1.581","0.75","1.61","9.92"
"1.632","0.71","1.65","9.73"
"1.683","0.86","1.65","9.53"
"1.734","0.86","1.33","9.77"
"1.785","1.22","1.02","9.61"
"1.836","0.86","1.29","9.38"
"1.887","0.67","1.26","9.26"
"1.938","0.55","1.41","8.98"
"1.989","-0.04","1.49","9.45"
"2.04","-0.75","1.84","9.02"
"2.091","-0.63","1.18","10.04"
"2.142","-0.63","1.1","8.43"
"2.193","-0.31","0.39","7.81"
"2.244","-2.51","2.39","13.02"
"2.295","-1.88","3.06","13.14"
"2.346","-0.71","4.63","12.12"
"2.397","0.67","2.79","9.02"
"2.448","2.0","1.45","3.8"
"2.499","1.14","1.8","6.12"
"2.55","2.0","1.69","10.0"
"2.601","-1.49","3.06","14.63"
"2.652","-0.59","4.63","10.32"
"2.703","-2.55","1.22","12.47"
"2.754","-0.67","-2.0","9.1"
"2.805","-1.73","-0.04","3.84"
"2.856","-2.71","0.04","3.96"
"2.907","-4.08","-2.12","7.77"
"2.958","-5.26","1.41","13.06"
"3.009","-2.9","0.78","15.18"
"3.06","-1.45","2.08","12.2"
"3.111","-0.08","1.92","5.3"
"3.162","1.22","1.29","10.08"
"3.213","1.73","0.0","9.61"
"3.264","-0.31","0.94","13.42"
"3.417","-1.29","3.1","15.89"
"3.468","-1.18","0.71","11.81"
"3.519","-2.47","-0.9","7.26"
"3.57","-2.28","-0.16","5.69"
"3.621","-2.43","1.69","2.82"
"3.672","-1.26","-1.77","7.18"
"3.723","-1.73","2.24","15.26"
"3.774","-4.12","2.47","20.01"
"3.825","-5.96","5.41","11.92"
"3.876","-3.06","0.47","6.39"
"3.927","2.04","-0.08","-0.47"
"3.978","2.82","2.63","1.49"
"4.029","3.73","-0.59","11.69"
"4.08","4.67","4.75","8.32"
"4.131","1.37","3.41","19.61"
"4.182","-1.33","0.59","12.55"
"4.233","-4.04","0.0","5.96"
"4.284","-3.41","1.37","5.41"
"4.335","-1.92","1.06","4.55"
"4.386","-3.73","-0.51","9.92"
"4.437","-3.57","1.14","14.91"
"4.488","-1.1","-0.27","16.99"
"4.539","1.29","3.77","2.75"
"4.59","3.61","1.96","7.22"
"4.641","0.2","1.45","16.55"
"4.692","-0.55","8.83","9.77"
"4.743","0.35","-0.98","19.26"
"4.794","-3.65","0.0","9.34"
"4.845","-3.37","0.08","3.3"
"4.896","-2.55","1.88","0.9"
"4.947","-2.98","-0.82","3.69"
"4.998","-3.45","-2.94","18.08"
"5.049","-4.24","6.32","15.93"
"5.1","-3.41","1.22","19.26"
"5.151","-1.06","4.47","6.98"
"5.202","1.8","1.29","4.08"
"5.253","2.71","4.12","2.43"
"5.304","5.02","1.41","6.9"
"5.355","0.0","0.63","16.28"
"5.406","1.61","10.04","6.9"
