NAME:,walk_1_1.csv,,
EXPERIMENT TIME:,06/06/2023 11:47,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,60,,
,,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
16.511000,-10.042010,-1.922104,0.588399
16.592000,-10.198917,-1.765197,0.509946
16.673000,-9.963557,-2.275143,0.549172
16.754000,-9.963557,-2.039783,0.706079
16.835000,-9.924331,-1.608291,0.392266
16.916000,-10.081236,-2.157463,0.862985
16.997000,-10.238143,-2.392823,1.216025
17.078000,-9.963557,-0.980665,2.275143
17.159000,-10.238143,-0.627626,2.118237
17.240000,-9.139798,-1.098345,2.510503
17.321000,-8.669080,-0.470719,2.510503
17.402000,-8.512173,-0.156906,3.020448
17.483000,-9.924331,-2.667409,2.902768
17.564000,-12.199473,-0.823759,3.412714
17.645000,-10.238143,-3.491168,1.804424
17.726000,-6.982335,-2.824315,-0.274586
17.807000,-10.630410,-3.098902,0.156906
17.888000,-10.002784,-1.608291,-0.196133
17.969000,-9.022119,-1.647517,0.196133
18.050000,-10.512730,-0.706079,-0.313813
18.131000,-9.688971,-2.275143,0.313813
18.212000,-11.493395,0.078453,-1.137571
18.293000,-13.925444,-1.843650,0.274586
18.374000,-8.865212,-4.197247,-1.255251
18.455000,-11.022676,-4.314926,1.686744
18.536000,-10.002784,-0.470719,-0.078453
18.617000,-7.806094,-1.647517,1.569064
18.698000,-7.100015,-0.078453,2.353596
18.779000,-10.198917,0.000000,2.353596
18.860000,-12.984006,-1.804424,4.471833
18.941000,-11.375715,-0.745305,0.745305
19.022000,-9.100572,-3.765754,0.313813
19.103000,-9.022119,-1.372931,0.470719
19.184000,-8.551399,-3.177355,-0.117680
19.265000,-9.218252,-1.569064,-0.039227
19.832000,-7.531507,-0.353039,0.431493
19.913000,-6.629296,-1.216025,1.725971
19.994000,-7.060789,0.431493,1.137571
20.075000,-15.926001,-4.236473,3.295035
20.156000,-14.356936,0.117680,1.255251
20.237000,-7.923774,-4.432606,0.745305
20.318000,-9.257479,-1.255251,-0.353039
20.399000,-8.982892,-3.412714,0.196133
20.480000,-8.237586,-1.059118,-0.117680
20.561000,-9.453611,-1.843650,-0.039227
20.642000,-9.532064,-1.725971,1.451384
20.723000,-11.336488,1.176798,-0.470719
20.804000,-13.140911,-4.707192,-0.353039
20.885000,-10.473503,-5.805537,0.470719
20.966000,-10.787315,-0.392266,0.509946
21.047000,-7.609961,-1.490611,0.745305
21.128000,-7.100015,-1.961330,1.804424
21.209000,-7.963000,0.235360,2.392823
21.290000,-13.454725,-3.687301,-2.275143
21.371000,-14.474616,0.274586,2.510503
21.452000,-10.002784,-5.609404,0.666852
21.533000,-8.119907,-1.451384,-0.274586
21.614000,-10.748090,-3.334261,-0.706079
21.695000,-8.159133,-2.235916,0.000000
21.776000,-9.453611,-1.451384,-0.274586
21.857000,-9.610518,-1.176798,0.156906
21.938000,-11.258035,0.156906,0.078453
22.019000,-13.533178,-1.294478,1.882877
22.100000,-10.316596,-4.197247,-2.549729
22.181000,-11.493395,-6.158576,1.686744
22.262000,-10.198917,-0.902212,-0.666852
22.343000,-6.903882,0.000000,0.549172
22.424000,-6.943109,-0.588399,2.196690
22.505000,-8.708306,0.078453,1.922104
22.586000,-14.827656,-2.353596,4.550286
22.667000,-11.375715,0.862985,-0.470719
22.748000,-8.237586,-4.393379,0.235360
22.829000,-9.179025,-2.392823,0.470719
22.910000,-8.865212,-3.098902,-0.039227
22.991000,-8.825986,-1.059118,0.000000
23.072000,-9.453611,-0.588399,-0.392266
23.153000,-10.277370,-0.627626,0.588399
23.234000,-11.924888,-0.196133,1.333704
23.315000,-13.807764,-2.432049,-2.118237
23.396000,-9.688971,-5.687858,0.549172
23.477000,-10.591183,-1.372931,0.549172
23.558000,-8.198359,-0.078453,0.627626
23.639000,-7.374601,-0.745305,1.647517
23.720000,-7.021562,0.745305,1.176798
23.801000,-15.063015,-4.628739,1.333704
23.882000,-13.297818,1.922104,2.118237
23.963000,-10.748090,-6.197803,0.941438
24.044000,-7.963000,0.470719,0.156906
24.125000,-12.003341,-2.510503,-1.176798
24.206000,-7.570734,-2.157463,0.156906
24.287000,-10.081236,-1.529837,-0.588399
24.368000,-10.042010,-1.647517,0.078453
24.449000,-10.316596,0.156906,-0.156906
24.530000,-13.219365,-1.255251,1.098345
24.611000,-10.787315,-4.667965,-1.882877
24.692000,-11.807208,-5.491724,1.059118
24.773000,-9.924331,-0.627626,-0.078453
24.854000,-7.609961,0.392266,0.784532
24.935000,-7.178468,-1.176798,1.686744
25.016000,-8.119907,0.627626,1.922104
25.097000,-14.670749,-3.020448,4.981779
25.745000,-10.630410,0.196133,0.000000
25.826000,-12.905553,-3.295035,-0.235360
25.907000,-10.591183,-5.766310,-0.313813
25.988000,-10.708862,-1.137571,0.509946
26.069000,-7.884547,-0.902212,0.549172
26.150000,-7.139242,-1.059118,1.294478
26.231000,-7.453054,-0.862985,1.529837
26.312000,-11.218808,-1.765197,-1.882877
26.393000,-11.532620,-1.059118,3.804980
26.474000,-10.708862,-0.784532,0.156906
26.555000,-7.256921,-3.295035,0.549172
26.636000,-10.120463,-2.863542,0.353039
26.717000,-8.119907,-2.981222,0.470719
26.798000,-9.728197,-0.941438,-0.274586
26.879000,-9.571291,-1.529837,-0.392266
26.960000,-10.865768,-0.784532,0.431493
27.041000,-11.179583,-1.176798,2.235916
27.122000,-12.709418,-2.981222,-2.588956
27.203000,-10.198917,-5.530951,1.137571
27.284000,-10.865768,-0.039227,0.078453
27.365000,-7.570734,-0.745305,0.666852
27.446000,-7.374601,-0.627626,1.765197
27.527000,-7.217695,0.823759,1.804424
27.608000,-15.141468,-3.334261,3.961887
27.689000,-14.553070,2.549729,2.079010
27.770000,-9.061345,-5.021005,0.196133
27.851000,-8.433720,-0.902212,-0.274586
27.932000,-9.335931,-3.059675,0.274586
28.013000,-8.708306,-0.196133,-0.039227
28.094000,-9.688971,-0.706079,-0.117680
28.175000,-9.571291,-1.176798,1.451384
28.256000,-11.611073,-0.117680,-0.078453
28.337000,-12.984006,-2.863542,-0.353039
28.418000,-9.414385,-5.530951,0.509946
28.499000,-11.454168,-1.137571,0.784532
28.580000,-8.237586,-0.392266,0.353039
28.661000,-7.296148,-0.588399,1.804424
28.742000,-6.864655,-0.196133,2.353596
28.823000,-12.787872,-2.235916,-1.882877
28.904000,-11.532620,-0.509946,3.334261
28.985000,-10.395050,-3.098902,0.313813
29.066000,-8.708306,-3.569621,-0.039227
29.147000,-10.512730,-2.824315,0.470719
29.228000,-8.237586,-2.941995,0.274586
29.309000,-10.198917,-0.862985,-0.392266
29.390000,-9.767424,-0.862985,-0.235360
29.471000,-10.316596,0.980665,0.353039
29.552000,-13.493951,-2.824315,1.412158
29.633000,-11.297261,-4.079566,-2.667409
29.714000,-10.316596,-5.138685,1.137571
29.795000,-11.454168,-0.862985,-0.509946
29.876000,-6.943109,-0.078453,0.745305
29.957000,-6.746975,-0.588399,2.510503
30.038000,-8.355267,0.000000,1.961330
30.119000,-13.807764,-1.333704,4.628739
30.200000,-11.611073,-0.470719,0.156906
30.281000,-8.394493,-3.569621,0.000000
30.362000,-9.492838,-2.353596,0.862985
30.443000,-8.433720,-2.785089,-0.039227
30.524000,-9.257479,-0.706079,-0.392266
30.605000,-9.688971,-0.588399,-0.235360
30.686000,-9.649744,-0.470719,0.823759
30.767000,-11.061902,0.902212,1.294478
30.848000,-13.415498,-2.863542,-1.647517
30.929000,-10.944222,-6.119350,0.509946
31.577000,-7.727641,-0.588399,-0.039227
31.658000,-10.002784,-3.804980,-0.588399
31.739000,-8.002227,-1.098345,-0.156906
31.820000,-10.159690,-1.569064,0.039227
31.901000,-9.218252,-0.784532,1.098345
31.982000,-11.414941,1.569064,-0.706079
32.063000,-13.690084,-3.726527,-0.549172
32.144000,-10.630410,-6.119350,-0.078453
32.225000,-10.591183,-1.098345,0.627626
32.306000,-7.963000,-0.156906,0.431493
32.387000,-6.903882,-1.412158,1.647517
32.468000,-7.609961,-0.274586,2.000557
32.549000,-14.435390,-3.059675,-1.765197
32.630000,-14.827656,0.000000,2.039783
32.711000,-8.747532,-4.628739,1.451384
32.792000,-9.179025,-0.549172,-0.588399
32.873000,-10.159690,-3.451941,0.274586
32.954000,-7.963000,-1.569064,-0.039227
33.035000,-9.414385,-0.784532,-0.156906
33.116000,-10.002784,-1.686744,0.549172
33.197000,-11.375715,0.000000,-0.902212
33.278000,-14.396163,-3.216581,-0.235360
33.359000,-9.728197,-5.727084,0.156906
33.440000,-10.983448,-1.255251,0.627626
33.521000,-8.904439,-0.784532,0.313813
33.602000,-7.256921,-0.549172,1.412158
33.683000,-5.844764,0.000000,1.372931
33.764000,-14.827656,-3.295035,-2.941995
33.845000,-14.474616,-0.117680,2.392823
33.926000,-9.767424,-4.667965,1.176798
34.007000,-9.061345,-1.137571,-0.509946
34.088000,-10.395050,-3.765754,0.000000
34.169000,-7.688414,-1.176798,-0.235360
34.250000,-9.061345,-0.980665,0.000000
34.331000,-9.924331,-0.823759,0.784532
34.413000,-11.140355,0.784532,-0.509946
34.494000,-14.121577,-3.295035,-1.059118
34.575000,-10.434276,-6.590069,0.078453
34.656000,-11.493395,-1.333704,0.235360
34.737000,-7.766868,-0.392266,0.392266
34.818000,-7.296148,-1.804424,2.000557
34.899000,-6.668522,1.216025,0.706079
34.980000,-15.729868,-4.981779,1.137571
35.061000,-14.396163,-0.274586,2.824315
35.142000,-9.061345,-4.314926,0.274586
35.223000,-8.669080,-0.235360,0.274586
35.304000,-9.532064,-2.863542,-0.078453
35.385000,-7.688414,-1.372931,0.156906
35.466000,-9.963557,-1.019892,-0.470719
35.547000,-9.885103,-1.451384,0.862985
35.628000,-10.395050,0.274586,0.156906
35.709000,-14.592296,-2.432049,-0.784532
35.790000,-10.277370,-6.001670,0.156906
35.871000,-10.787315,-1.804424,0.588399
35.952000,-7.923774,-0.274586,0.431493
36.033000,-6.668522,-1.019892,1.490611
36.114000,-7.100015,-0.470719,1.569064
36.195000,-13.533178,-2.706636,-2.235916
36.276000,-11.375715,-0.392266,2.902768
36.357000,-13.140911,-4.981779,0.588399
36.438000,-8.041453,-1.686744,0.000000
36.519000,-11.140355,-3.295035,-0.470719
36.600000,-7.453054,-1.922104,0.156906
36.681000,-10.512730,-0.980665,-0.862985
36.762000,-9.649744,-1.725971,0.902212
36.843000,-11.101129,0.784532,0.039227
37.491000,-12.160246,-1.647517,3.334261
37.572000,-11.375715,-2.667409,0.549172
37.653000,-7.649188,-2.157463,0.039227
37.734000,-11.571848,-3.569621,0.431493
37.815000,-8.002227,-2.079010,0.392266
37.896000,-9.492838,-1.490611,-0.196133
37.977000,-9.375158,-1.333704,0.196133
38.058000,-11.454168,-0.745305,-0.274586
38.139000,-12.474060,-1.843650,1.490611
38.220000,-10.198917,-4.079566,-2.157463
38.301000,-11.101129,-6.511616,2.196690
38.382000,-10.198917,-0.235360,-0.745305
38.463000,-7.060789,-0.745305,0.902212
38.544000,-6.393936,-0.823759,2.118237
38.625000,-9.806650,0.706079,2.235916
38.706000,-14.553070,-2.667409,4.824872
38.787000,-11.454168,-0.902212,-0.156906
38.868000,-7.806094,-2.706636,0.196133
38.949000,-10.944222,-3.608848,0.862985
39.030000,-8.002227,-3.059675,0.313813
39.111000,-8.904439,-0.588399,-0.274586
39.192000,-10.081236,-0.627626,-0.353039
39.273000,-10.512730,-0.784532,0.353039
39.354000,-12.787872,-1.882877,1.412158
39.435000,-10.277370,-3.804980,-3.138128
39.516000,-10.944222,-5.923217,2.157463
39.597000,-11.022676,-0.745305,0.313813
39.678000,-7.217695,0.470719,0.666852
39.759000,-6.629296,-0.588399,2.314370
39.840000,-7.413828,0.235360,1.961330
39.921000,-13.807764,-2.510503,5.491724
40.002000,-13.023232,-0.706079,0.274586
40.083000,-6.707749,-2.745862,0.706079
40.164000,-10.238143,-3.098902,0.862985
40.245000,-8.198359,-2.706636,0.039227
40.326000,-9.492838,-0.784532,0.156906
40.407000,-10.159690,-0.078453,-0.470719
40.488000,-10.081236,-1.412158,0.196133
40.569000,-12.905553,-1.608291,1.059118
40.650000,-10.983448,-3.648074,-2.941995
40.731000,-10.865768,-5.883990,2.392823
40.812000,-11.336488,0.039227,-0.941438
40.893000,-7.060789,-0.745305,1.019892
40.974000,-6.354709,-0.392266,1.882877
41.055000,-9.610518,0.000000,2.432049
41.136000,-14.435390,-1.843650,5.256365
41.217000,-11.101129,-0.627626,-0.117680
41.298000,-8.198359,-2.902768,0.470719
41.379000,-10.198917,-2.706636,1.176798
41.460000,-8.002227,-2.471276,-0.078453
41.541000,-9.453611,-0.588399,-0.235360
41.622000,-9.649744,-0.666852,0.235360
41.703000,-10.355823,-1.019892,0.078453
41.784000,-13.572405,-1.725971,1.255251
41.865000,-10.081236,-4.511059,-2.000557
41.946000,-10.669636,-4.942552,0.784532
42.027000,-10.865768,-0.784532,-0.039227
42.108000,-7.178468,-0.431493,1.059118
42.189000,-6.746975,-0.039227,2.039783
42.270000,-10.238143,-0.156906,1.804424
42.351000,-13.415498,-2.432049,5.021005
42.432000,-12.277926,-1.137571,0.313813
42.513000,-7.649188,-3.451941,0.156906
42.756000,-9.453611,-0.666852,-0.274586
43.323000,-7.217695,-0.470719,1.333704
43.404000,-6.864655,-0.313813,2.588956
43.485000,-10.787315,-0.431493,3.295035
43.566000,-12.277926,-1.608291,3.608848
43.647000,-10.787315,-2.039783,0.823759
43.728000,-8.080680,-2.432049,0.156906
43.809000,-10.159690,-2.353596,0.627626
43.890000,-8.316040,-2.785089,0.588399
43.971000,-9.375158,-0.941438,0.039227
44.052000,-9.571291,-0.706079,0.078453
44.133000,-10.355823,-0.627626,0.000000
44.214000,-13.258593,-2.235916,1.529837
44.295000,-12.670193,-2.902768,-3.412714
44.376000,-10.865768,-6.276257,1.961330
44.457000,-11.689528,0.353039,-0.235360
44.538000,-7.413828,-0.274586,0.980665
44.619000,-6.590069,-1.098345,2.118237
44.700000,-7.453054,-0.235360,1.725971
44.781000,-15.455281,-3.373488,5.374045
44.862000,-12.199473,2.588956,1.843650
44.943000,-9.061345,-6.040897,0.117680
45.024000,-8.355267,-1.216025,0.353039
45.105000,-10.002784,-3.177355,-0.156906
45.186000,-8.316040,-0.745305,-0.117680
45.267000,-8.825986,-0.156906,-0.274586
45.348000,-9.767424,-1.412158,1.647517
45.429000,-10.551956,0.862985,1.176798
45.510000,-12.827099,-3.255808,-1.843650
45.591000,-11.258035,-6.550843,0.509946
45.672000,-11.611073,-0.274586,-0.313813
45.753000,-6.786202,-0.470719,0.784532
45.834000,-6.864655,-1.059118,2.196690
45.915000,-7.256921,0.313813,1.333704
45.996000,-16.239815,-3.804980,4.589512
46.077000,-11.846434,0.706079,1.412158
46.158000,-9.649744,-5.060232,-0.470719
46.239000,-8.472946,-0.706079,0.588399
46.320000,-9.571291,-3.334261,-0.392266
46.401000,-7.884547,-1.255251,0.196133
46.482000,-9.963557,-0.392266,-0.392266
46.563000,-9.688971,-0.980665,1.216025
46.644000,-10.669636,0.078453,0.784532
46.725000,-13.846991,-2.471276,-1.686744
46.806000,-11.140355,-6.315483,0.980665
46.887000,-11.022676,-0.549172,0.666852
46.968000,-7.531507,0.078453,0.549172
47.049000,-6.629296,-1.608291,2.157463
47.130000,-7.217695,0.039227,1.686744
47.211000,-15.219921,-4.785645,0.549172
47.292000,-13.572405,1.372931,2.824315
47.373000,-10.395050,-4.628739,0.392266
47.454000,-8.825986,-0.784532,-0.353039
47.535000,-10.002784,-3.569621,0.392266
47.616000,-7.609961,-0.980665,-0.117680
47.697000,-10.159690,-1.137571,0.000000
47.778000,-8.708306,-1.961330,1.922104
47.859000,-11.218808,0.470719,0.117680
47.940000,-15.102242,-3.451941,-1.059118
48.021000,-9.492838,-6.354709,0.627626
48.102000,-9.924331,-0.470719,0.706079
48.183000,-8.080680,-0.706079,0.784532
48.264000,-6.786202,-1.412158,2.157463
48.345000,-7.100015,0.941438,2.039783
48.426000,-16.239815,-4.785645,0.117680
48.507000,-13.650858,1.019892,2.510503
48.588000,-10.630410,-5.060232,-0.078453
49.236000,-10.630410,-6.707749,0.431493
49.317000,-11.846434,-0.823759,0.313813
49.398000,-7.531507,-0.196133,1.019892
49.479000,-6.472389,-0.627626,2.079010
49.560000,-6.864655,0.156906,1.804424
49.641000,-18.397276,-5.295591,3.530394
49.722000,-13.140911,1.216025,3.177355
49.803000,-11.179583,-4.824872,-0.274586
49.884000,-7.845320,-0.588399,-0.117680
49.965000,-9.492838,-3.255808,0.431493
50.046000,-8.159133,-0.078453,-0.196133
50.127000,-9.767424,-1.882877,0.117680
50.208000,-9.061345,-1.686744,1.647517
50.289000,-11.061902,0.353039,1.529837
50.370000,-12.160246,-3.883434,-1.490611
50.451000,-11.728755,-6.197803,1.059118
50.532000,-11.061902,-0.235360,-0.274586
50.613000,-7.060789,-0.509946,0.902212
50.694000,-6.472389,-1.216025,2.314370
50.775000,-6.825429,0.823759,0.980665
50.856000,-17.142025,-4.550286,4.707192
50.937000,-13.493951,0.784532,2.824315
51.018000,-10.081236,-5.413271,-0.313813
51.099000,-8.198359,-0.706079,0.313813
51.180000,-9.963557,-3.765754,-0.078453
51.261000,-7.688414,-0.980665,-0.078453
51.342000,-10.434276,-0.470719,-0.196133
51.423000,-9.100572,-1.176798,1.686744
51.504000,-11.728755,0.392266,0.666852
51.585000,-12.709418,-4.667965,-1.412158
51.666000,-11.493395,-6.393936,1.019892
51.747000,-10.944222,0.117680,-0.156906
51.828000,-7.413828,-0.706079,0.980665
51.909000,-6.982335,-1.255251,2.000557
51.990000,-6.786202,0.274586,1.647517
52.071000,-17.495064,-4.667965,4.314926
52.152000,-13.768538,1.608291,2.392823
52.233000,-10.159690,-4.903325,0.235360
52.314000,-8.394493,-0.313813,0.156906
52.395000,-10.081236,-3.059675,-0.313813
52.476000,-7.609961,-1.255251,0.117680
52.557000,-9.885103,-0.353039,-0.431493
52.638000,-9.296705,-0.549172,1.451384
52.719000,-10.826543,0.745305,0.156906
52.800000,-13.140911,-2.863542,-0.980665
52.881000,-10.238143,-6.197803,0.470719
52.962000,-11.767981,-1.412158,0.862985
53.043000,-8.002227,-0.117680,0.235360
53.124000,-7.453054,-1.098345,1.647517
53.205000,-7.531507,-0.235360,1.882877
53.286000,-12.591740,-2.588956,-2.196690
53.367000,-11.454168,0.000000,3.020448
53.448000,-12.160246,-3.844207,0.706079
53.529000,-7.413828,-1.294478,0.156906
53.610000,-12.042567,-3.373488,0.509946
53.691000,-7.609961,-2.824315,0.274586
53.772000,-10.591183,-1.647517,-0.588399
53.853000,-9.296705,-1.137571,0.235360
53.934000,-11.140355,-0.588399,-0.313813
54.015000,-11.728755,-2.196690,1.333704
54.096000,-10.944222,-4.550286,-0.509946
54.177000,-11.101129,-4.942552,0.980665
54.258000,-11.140355,-1.137571,0.509946
