"NAME: ","run_2_1.csv"
"EXPERIMENT TIME: ","08/06/2023 14:42:58"
"ACTIVITY TYPE: ","RUNNING"
"COUNT OF ACTUAL STEPS: ","135"

"Time[sec]","ACC X","ACC Y","ACC Z"
"22.2","-7.02","8.59","10.43"
"22.3","-4.51","2.12","4.12"
"22.4","-6.00","0.86","-1.06"
"22.5","-6.94","7.37","6.71"
"22.6","-4.39","9.61","13.22"
"22.7","-1.88","3.84","7.45"
"22.8","0.59","1.73","0.39"
"22.9","0.20","5.49","3.61"
"23.0","-5.22","8.08","12.36"
"23.1","-5.26","3.10","14.36"
"23.2","-2.71","1.14","1.10"
"23.3","-3.77","1.33","-0.08"
"23.4","-8.59","6.39","8.59"
"23.5","-14.63","3.30","7.57"
"23.6","-3.57","3.10","2.59"
"23.7","0.90","0.16","2.24"
"23.8","-5.88","3.37","4.24"
"23.9","-11.49","5.06","8.20"
"24.0","-3.92","2.90","9.26"
"24.1","-5.84","0.12","2.31"
"24.2","-5.33","1.69","6.98"
"24.3","-10.20","3.57","10.98"
"24.4","-4.79","3.37","10.12"
"24.5","0.39","2.71","1.10"
"24.6","-2.59","3.61","0.59"
"24.7","-7.30","6.90","13.57"
"24.8","-6.75","6.35","9.77"
"24.9","-4.16","0.20","3.26"
"25.0","-3.65","0.16","3.30"
"25.1","-4.71","6.71","12.55"
"25.2","-6.04","7.06","12.28"
"25.3","-0.47","2.47","6.35"
"25.4","1.45","2.47","-1.26"
"25.5","-0.20","4.75","4.90"
"25.6","-5.65","11.18","6.75"
"25.7","-5.02","5.65","11.65"
"25.8","-5.18","-0.35","1.77"
"25.9","-4.90","0.51","2.90"
"26.0","-9.65","8.00","16.36"
"26.1","-5.49","7.61","9.92"
"26.2","1.53","2.63","2.98"
"26.3","2.86","0.39","-1.33"
"26.4","-3.57","4.16","6.98"
"26.5","-9.38","9.61","11.14"
"26.6","-4.51","0.59","11.10"
"26.7","-5.10","-0.43","1.96"
"26.8","-5.53","3.30","1.92"
"26.9","-11.96","7.02","15.69"
"27.0","-1.61","7.88","14.47"
"27.1","1.14","1.26","3.41"
"27.2","2.51","0.90","0.16"
"27.3","-3.69","5.88","6.43"
"27.4","-9.02","7.53","12.08"
"27.5","-4.71","3.65","7.61"
"27.6","-5.53","0.90","0.12"
"27.7","-6.94","5.61","4.71"
"27.8","-3.22","8.63","14.16"
"27.9","-0.71","6.47","14.36"
"28.0","0.94","2.82","1.45"
"28.1","1.96","1.53","0.12"
"28.2","-2.43","7.37","8.39"
"28.3","-8.16","9.85","12.51"
"28.4","-5.37","6.83","6.63"
"28.5","-7.06","2.16","1.61"
"28.6","-7.96","4.90","3.37"
"28.7","-8.79","10.08","9.38"
"28.8","-1.14","6.83","10.36"
"28.9","1.14","2.55","0.78"
"29.0","0.55","2.82","0.86"
"29.1","-7.02","10.12","9.89"
"29.2","-7.49","2.98","11.34"
"29.3","-4.24","2.67","2.71"
"29.4","-5.26","2.04","5.02"
"29.5","-7.02","5.30","10.08"
"29.6","-6.04","7.30","10.40"
"29.7","-1.22","3.84","6.00"
"29.8","0.35","4.08","1.53"
"29.9","-0.86","6.12","6.12"
"30.0","-4.82","10.32","7.37"
"30.1","-4.94","5.30","6.98"
"30.2","-4.67","1.92","4.12"
"30.3","-6.08","3.77","5.14"
"30.4","-9.65","7.06","12.59"
"30.5","-6.04","9.34","9.73"
"30.6","-0.59","5.57","2.67"
"30.7","0.67","4.12","2.20"
"30.8","1.84","6.83","3.77"
"30.9","-1.96","13.02","11.53"
"31.0","-4.86","4.55","10.43"
"31.1","-3.49","3.61","-1.37"
"31.2","-9.81","5.10","-0.63"
"31.3","-9.18","9.14","3.69"
"31.4","-5.88","11.77","10.90"
"31.5","2.71","8.04","6.16"
"31.6","4.43","2.86","0.94"
"31.7","-0.51","4.16","4.20"
"31.8","-7.61","10.94","14.00"
"31.9","-5.37","5.02","7.81"
"32.0","-4.08","-0.59","1.57"
"32.1","-6.35","5.22","1.57"
"32.2","-7.96","11.30","10.90"
"32.3","-4.98","8.47","10.55"
"32.4","1.02","3.88","1.33"
"32.5","0.35","0.90","0.55"
"32.6","-5.26","5.06","6.55"
"32.7","-9.73","9.22","10.28"
"32.8","-3.49","2.47","5.49"
"32.9","-5.14","2.39","2.47"
"33.0","-6.04","4.67","6.55"
"33.1","-7.22","9.96","12.67"
"33.2","0.00","4.43","7.26"
"33.3","2.71","2.20","1.88"
"33.4","0.08","5.45","3.33"
"33.5","-8.04","5.18","11.06"
"33.6","-7.85","8.47","11.22"
"33.7","-3.92","2.59","1.14"
"33.8","-6.79","-0.31","3.02"
"33.9","-11.53","8.94","8.04"
"34.0","-9.45","12.20","12.63"
"34.1","-2.51","4.20","5.57"
"34.2","4.08","2.00","0.75"
"34.3","2.59","5.18","5.77"
"34.4","-5.57","14.20","10.47"
"34.5","-4.16","10.71","12.83"
"34.6","-3.73","1.45","1.61"
"34.7","-7.30","1.53","-1.88"
"34.8","-4.63","5.06","10.28"
"34.9","-5.37","7.57","13.57"
"35.0","-0.27","2.98","6.51"
"35.1","2.00","0.82","-0.08"
"35.2","2.90","5.77","2.86"
"35.3","-0.82","14.24","13.96"
"35.4","-4.86","7.81","12.67"
"35.5","-2.43","1.57","3.69"
"35.6","-5.61","2.71","0.00"
"35.7","-8.16","6.08","11.85"
"35.8","-6.63","5.37","14.00"
"35.9","-0.47","2.67","4.75"
"36.0","2.86","2.98","2.31"
"36.1","0.90","2.16","3.33"
"36.2","-2.59","16.12","13.22"
"36.3","-4.51","2.75","11.65"
"36.4","-4.43","1.92","1.57"
"36.5","-8.04","3.65","2.98"
"36.6","-5.49","4.63","14.51"
"36.7","-1.02","4.71","7.81"
"36.8","1.49","1.61","3.69"
"36.9","0.75","2.39","2.79"
"37.0","-1.80","4.24","6.98"
"37.1","-4.08","8.98","17.69"
"37.2","-3.77","3.77","5.02"
"37.3","-5.45","0.55","-0.67"
"37.4","-5.92","7.14","4.63"
"37.5","-9.14","6.86","10.63"
"37.6","-1.92","3.92","6.98"
"37.7","1.37","2.43","-0.67"
"37.8","-1.10","4.28","3.02"
"37.9","-7.30","8.59","12.67"
"38.0","-7.81","6.43","9.96"
"38.1","-2.39","2.31","0.04"
"38.2","-2.47","4.00","4.39"
"38.3","-7.85","5.10","12.98"
"38.4","-5.41","1.96","8.98"
"38.5","-0.08","2.43","2.98"
"38.6","2.39","4.43","3.80"
"38.7","-4.98","8.67","10.32"
"38.8","-7.26","6.98","9.96"
"38.9","-4.86","3.57","5.14"
"39.0","-6.63","2.24","0.90"
"39.1","-5.92","7.65","6.71"
"39.2","-7.30","8.32","5.81"
"39.3","-4.08","4.79","5.92"
"39.4","2.79","4.67","2.35"
"39.5","0.71","5.30","4.12"
"39.6","-3.57","10.67","12.75"
"39.7","-5.61","5.61","12.32"
"39.8","-1.92","1.80","1.14"
"39.9","-8.24","6.20","0.71"
"40.0","-8.75","9.57","9.65"
"40.1","-2.86","8.55","8.94"
"40.2","0.86","4.24","2.43"
"40.3","1.57","3.02","4.43"
"40.4","-4.75","12.16","11.92"
"40.5","-6.83","6.04","9.22"
"40.6","-4.28","2.59","2.31"
"40.7","-5.02","3.18","2.16"
"40.8","-6.79","8.71","12.32"
"40.9","-2.63","9.41","8.75"
"41.0","-1.73","4.39","3.45"
"41.1","0.67","2.28","1.73"
"41.2","0.71","7.53","7.73"
"41.3","-4.90","9.45","11.96"
"41.4","-3.69","4.82","4.28"
"41.5","-6.55","1.18","-0.39"
"41.6","-7.53","3.26","5.61"
"41.7","-6.43","8.43","12.51"
"41.8","-1.18","4.20","4.63"
"41.9","2.86","2.86","1.96"
"42.0","0.75","6.43","5.81"
"42.1","-2.94","10.24","14.12"
"42.2","-4.79","5.57","10.40"
"42.3","-3.02","1.69","4.20"
"42.4","-4.59","4.43","5.45"
"42.5","-9.57","6.83","13.14"
"42.6","-4.39","6.86","10.24"
"42.7","-0.24","3.37","1.61"
"42.8","1.61","2.94","-0.63"
"42.9","0.43","8.71","10.00"
"43.0","-5.73","11.30","11.34"
"43.1","-4.55","5.22","4.59"
"43.2","-5.41","1.29","0.82"
"43.3","-5.45","3.69","5.81"
"43.4","-5.41","5.65","16.44"
"43.5","-2.47","7.45","12.20"
"43.6","1.77","3.45","1.02"
"43.7","0.90","0.90","3.49"
"43.8","-2.51","3.65","12.71"
"43.9","-4.94","4.90","9.30"
"44.0","-2.98","4.24","2.31"
"44.1","-5.57","1.37","1.33"
"44.2","-6.90","5.88","10.08"
"44.3","-5.14","7.22","11.49"
"44.4","-2.47","3.18","4.28"
"44.5","1.61","0.71","2.12"
"44.6","-1.45","7.34","6.00"
"44.7","-3.26","14.75","10.87"
"44.8","-6.24","8.67","8.83"
"44.9","-4.90","0.90","2.04"
"45.0","-4.71","2.20","2.31"
"45.1","-6.75","9.34","12.51"
"45.2","-5.49","9.92","13.81"
"45.3","0.24","2.79","5.02"
"45.4","0.86","0.00","1.37"
"45.5","3.92","4.39","5.65"
"45.6","-2.04","7.30","11.96"
"45.7","-2.79","5.65","9.85"
"45.8","-5.69","1.33","-0.20"
"45.9","-6.28","4.28","7.30"
"46.0","-5.37","8.83","12.08"
"46.1","-1.88","7.10","9.77"
"46.2","1.41","1.06","-0.04"
"46.3","2.08","3.41","3.96"
"46.4","1.57","11.65","15.26"
"46.5","-2.94","8.08","9.89"
"46.6","-3.53","1.61","1.96"
"46.7","-5.02","0.86","1.26"
"46.8","-5.22","7.45","11.34"
"46.9","-2.79","5.61","13.26"
"47.0","0.00","5.22","3.57"
"47.1","2.16","0.59","0.27"
"47.2","-0.90","6.94","8.79"
"47.3","-4.71","8.47","11.61"
"47.4","-2.71","4.24","6.12"
"47.5","-4.98","0.16","2.35"
"47.6","-5.26","4.86","8.20"
"47.7","-5.02","6.86","11.26"
"47.8","-3.30","5.92","7.22"
"47.9","0.43","2.43","2.28"
"48.0","1.33","3.26","2.79"
"48.1","-4.31","15.81","13.38"
"48.2","-4.67","5.45","6.67"
"48.3","-2.67","3.30","3.49"
"48.4","-5.02","2.75","2.67"
"48.5","-9.14","8.20","9.14"
"48.6","-5.61","10.67","11.57"
"48.7","-1.61","2.43","3.61"
"48.8","-0.43","3.65","2.00"
"48.9","-3.41","2.86","6.43"
"49.0","-5.49","7.73","10.90"
"49.1","-4.00","4.39","6.00"
"49.2","-4.12","0.12","-1.65"
"49.3","-7.22","6.71","5.37"
"49.4","-9.22","6.59","9.30"
"49.5","-3.37","4.94","8.00"
"49.6","0.90","1.96","1.61"
"49.7","-1.06","4.35","5.49"
"49.8","0.16","8.39","13.61"
"49.9","-3.92","4.71","9.89"
"50.0","-3.41","0.00","2.79"
"50.1","-4.98","2.12","1.14"
"50.2","-4.94","6.86","14.28"
"50.3","-2.31","8.59","11.14"
"50.4","0.16","3.77","6.20"
"50.5","0.00","0.82","0.43"
"50.6","-5.02","7.96","8.71"
"50.7","-6.28","5.65","12.04"
"50.8","-3.88","3.53","3.96"
"50.9","-4.20","2.55","0.16"
"51.0","-5.84","8.59","4.47"
"51.1","-3.65","10.71","11.18"
"51.2","-1.65","7.49","7.65"
"51.3","-0.98","1.65","2.94"
"51.4","-1.18","4.35","4.08"
"51.5","-3.06","6.98","10.47"
"51.6","-4.47","4.63","9.02"
"51.7","-3.33","3.02","3.61"
"51.8","-4.47","2.00","4.90"
"51.9","-7.22","7.30","9.49"
"52.0","-4.39","7.34","10.36"
"52.1","-1.61","3.22","4.39"
"52.2","-0.27","3.88","2.00"
"52.3","-1.33","6.79","5.61"
"52.4","-5.45","9.22","10.20"
"52.5","-5.30","6.51","6.20"
"52.6","-4.98","1.18","1.69"
"52.7","-5.33","4.20","3.10"
"52.8","-3.18","7.22","14.24"
"52.9","-4.90","7.77","9.10"
"53.0","-2.55","1.33","4.59"
"53.1","0.08","3.57","2.35"
"53.2","-4.39","8.83","9.73"
"53.3","-4.12","7.14","7.85"
"53.4","-3.18","3.33","5.10"
"53.5","-5.49","1.84","1.22"
"53.6","-8.36","3.96","9.89"
"53.7","-8.28","6.35","5.88"
"53.8","-2.43","5.22","7.34"
"53.9","0.00","3.30","2.24"
"54.0","-1.02","4.28","2.98"
"54.1","-4.39","6.63","8.67"
"54.2","-4.35","6.98","10.87"
"54.3","-8.00","0.75","1.10"
"54.4","-5.06","4.24","7.41"
"54.5","-5.77","7.10","9.41"
"54.6","-3.22","6.43","10.79"
"54.7","-0.55","3.65","3.73"
"54.8","-1.02","2.08","5.14"
"54.9","-6.32","4.75","10.79"
"55.0","-6.12","2.47","6.79"
"55.1","-3.73","1.73","4.79"
"55.2","-5.22","2.71","4.55"
"55.3","-5.92","6.28","9.92"
"55.4","-2.79","4.12","10.20"
"55.5","-0.47","6.39","3.80"
"55.6","-0.20","2.51","3.69"
"55.7","-7.49","11.30","10.40"
"55.8","-3.10","7.06","11.57"
"55.9","-3.10","4.51","5.92"
"56.0","-5.14","0.63","0.20"
"56.1","-9.65","5.06","10.98"
"56.2","-6.04","6.79","5.37"
"56.3","-0.98","4.31","5.18"
"56.4","0.59","4.04","1.88"
"56.5","1.84","6.47","5.57"
"56.6","-4.63","9.92","7.26"
"56.7","-6.59","6.08","6.32"
"56.8","-5.88","1.61","1.29"
"56.9","-4.63","3.14","10.83"
"57.0","-6.39","4.98","13.89"
"57.1","-3.10","5.73","9.45"
"57.2","1.10","2.47","3.02"
"57.3","-0.35","5.57","1.69"
"57.4","-4.94","6.86","11.41"
"57.5","-6.59","3.53","9.85"
"57.6","-2.59","2.90","4.47"
"57.7","-5.18","3.06","2.28"
"57.8","-6.67","2.59","11.96"
"57.9","-4.47","4.04","7.22"
"58.0","-1.14","3.37","3.45"
"58.1","0.98","3.26","3.96"
"58.2","-4.28","10.40","14.16"
"58.3","-6.20","4.43","8.79"
"58.4","-1.57","2.43","7.69"
"58.5","-5.30","1.57","0.78"
"58.6","-7.88","4.24","4.94"
"58.7","-4.51","4.39","10.04"
"58.8","0.04","2.51","5.53"
"58.9","1.26","3.37","2.90"
"59.0","-0.27","6.94","10.24"
"59.1","-0.94","8.98","7.14"
"59.2","-4.43","5.61","5.53"
"59.3","-2.39","1.80","1.73"
"59.4","-3.84","5.73","5.37"
"59.5","-2.82","9.85","16.24"
"59.6","-0.04","6.39","9.81"
"59.7","0.12","1.57","2.16"
"59.8","0.94","1.65","4.20"
"59.9","-4.98","11.92","9.73"
"60.0","-3.33","7.30","7.57"
"60.1","-2.24","4.00","3.73"
"60.2","-3.14","3.92","4.31"
"60.3","-4.90","4.47","6.35"
"60.4","-4.12","5.06","8.83"
"60.5","-2.04","3.06","6.51"
"60.6","-2.67","3.22","6.67"
"60.7","-3.33","3.61","6.79"
"60.8","-3.61","3.33","6.79"
"60.9","-3.30","3.37","7.02"
"61.0","-3.30","3.22","7.22"
"61.1","-3.41","2.98","6.98"
"61.2","-3.49","2.55","7.57"
"61.3","-3.41","3.14","6.59"
"61.4","-3.65","2.86","7.18"
"61.5","-3.57","2.75","7.53"
"61.6","-3.41","2.31","7.61"
"61.7","-3.69","2.51","7.02"
"61.8","-3.57","2.63","7.34"
"61.9","-3.65","2.75","7.02"
"62.0","-4.04","2.08","7.22"
"62.1","-3.92","2.79","7.45"
"62.2","-3.77","2.59","7.02"
"62.3","-3.92","2.43","7.10"
"62.4","-4.12","2.47","7.37"
"62.5","-4.12","2.59","7.10"
"62.6","-3.80","2.39","7.18"
"62.7","-3.73","2.51","7.14"
"62.8","-3.96","2.55","6.79"
"62.9","-4.00","2.67","6.94"
"63.0","-4.04","2.82","7.26"
"63.1","-3.92","2.51","6.98"
"63.2","-3.84","2.59","7.53"
"63.3","-3.77","2.59","7.26"
"63.4","-4.12","2.55","7.18"
"63.5","-4.12","2.86","7.02"
"63.6","-3.84","2.59","7.10"
"63.7","-4.12","2.59","6.94"
"63.8","-3.88","2.67","7.49"
"63.9","-3.88","2.55","6.86"
"64.0","-3.80","2.63","7.30"
"64.1","-3.80","2.51","7.06"
"64.2","-3.61","2.71","7.26"
"64.3","-3.69","2.82","7.10"
"64.4","-3.53","3.06","7.14"
"64.5","-3.57","2.79","7.41"
"64.6","-3.73","2.51","7.02"
"64.7","-3.88","2.59","7.34"
"64.8","-3.92","2.63","7.22"
"64.9","-3.77","2.51","7.37"
"65.0","-4.12","2.55","6.98"
"65.1","-4.08","2.71","6.98"
"65.2","-4.24","2.55","6.98"
"65.3","-4.00","2.79","7.22"
"65.4","-3.77","2.51","7.02"
"65.5","-3.73","2.55","7.18"
"65.6","-3.77","2.39","7.22"
"65.7","-3.73","2.51","7.26"
"65.8","-3.88","2.67","7.14"
"65.9","-3.84","2.67","7.26"
"66.0","-3.69","2.43","7.37"
