"NAME:","run_5_1.csv"
"EXPERIMENT TIME:","2023/06/18 17:47"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","22"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-9.61","2.55","-3.26"
"0.101","-11.45","-0.12","-3.84"
"0.202","-10.16","-2.67","-3.02"
"0.303","-7.92","-2.39","-3.33"
"0.404","-9.45","-1.29","-2.43"
"0.505","-10.47","-0.75","-2.67"
"0.606","-10.32","-1.33","-0.94"
"0.707","-9.49","-2.20","1.73"
"0.808","-9.02","-3.77","0.82"
"0.909","-13.73","-2.63","-3.92"
"1.01","-12.40","4.82","-3.22"
"1.111","-19.85","-3.45","1.10"
"1.212","-4.08","-1.33","-8.20"
"1.313","-5.92","1.06","0.75"
"1.414","-15.02","-1.14","-0.43"
"1.515","-3.33","-2.04","-1.14"
"1.616","-12.43","5.49","13.22"
"1.717","-20.01","7.53","0.35"
"1.818","0.35","7.49","-3.65"
"1.919","-0.71","-1.33","-13.89"
"2.02","-16.48","-2.16","1.53"
"2.121","1.26","1.69","2.16"
"2.222","-4.55","-3.14","-13.30"
"2.323","-20.01","-0.27","3.84"
"2.424","-1.61","-1.92","-2.67"
"2.525","-11.69","-1.84","-8.63"
"2.626","-19.46","2.55","2.98"
"2.727","-3.45","0.86","-2.12"
"2.828","-1.33","-4.24","-0.86"
"2.929","-20.01","-10.47","2.79"
"3.03","-0.78","-0.98","-5.33"
"3.131","-8.12","-4.00","-5.96"
"3.232","-19.97","-3.77","5.69"
"3.333","-7.14","0.35","-1.37"
"3.434","2.51","-3.10","2.67"
"3.535","-20.01","-5.57","2.98"
"3.636","-0.59","-3.49","-3.80"
"3.737","-7.02","-1.06","-6.86"
"3.838","-19.65","3.61","0.98"
"3.939","-8.71","3.06","-3.80"
"4.04","-4.08","-2.71","-10.24"
"4.141","-17.53","5.10","-3.61"
"4.242","-11.26","10.43","4.90"
"4.343","3.80","11.26","-6.39"
"4.444","-8.36","-1.14","1.53"
"4.545","-20.01","-12.32","-1.65"
"4.646","4.08","-4.16","-3.33"
"4.747","-13.89","7.57","-20.01"
"4.848","-20.01","-2.63","1.53"
"4.949","-0.39","-4.39","-8.04"
"5.05","-7.65","-2.20","-8.87"
"5.151","-20.01","-1.41","1.49"
"5.252","-10.51","7.65","0.12"
"5.353","1.22","1.88","5.33"
"5.454","-16.91","3.26","5.73"
"5.555","-8.43","1.45","0.55"
"5.656","1.53","7.85","-5.18"
"5.757","-8.47","2.24","1.77"
"5.858","-17.50","-11.49","-1.41"
"5.959","2.86","-4.16","-4.12"
"6.06","-20.01","0.08","17.34"
"6.161","-18.63","2.00","3.26"
"6.262","-0.59","3.80","-6.08"
"6.363","-8.16","1.53","-14.36"
"6.464","-14.12","4.43","1.80"
"6.565","-0.24","-0.43","-3.57"
"6.666","-3.41","6.59","10.08"
"6.767","-19.10","-1.06","-4.08"
"6.868","-8.20","5.57","5.81"
"6.969","-0.31","8.16","-6.67"
"7.07","-18.08","-8.43","-0.08"
"7.171","-17.10","-6.12","0.04"
"7.272","3.02","-1.02","0.20"
"7.373","-2.86","-0.67","5.65"
"7.474","-15.22","-7.81","1.69"
"7.575","-8.75","7.18","-0.90"
"7.676","-18.16","-2.67","-20.01"
"7.777","-10.79","2.55","-6.86"
"7.878","-5.73","-7.06","2.94"
"7.979","-4.71","3.84","-5.84"
"8.08","-12.12","7.30","-0.04"
"8.181","-8.32","6.12","0.86"
"8.282","-4.75","6.04","-2.71"
"8.383","-15.22","4.71","-1.96"
"8.484","-13.06","3.80","-0.78"
"8.585","-2.20","6.12","1.65"
"8.686","-15.61","-0.75","-6.47"
"8.787","-20.01","2.35","1.18"
"8.888","-15.69","-6.83","-4.31"
"8.989","1.80","-1.80","-8.39"
"9.09","-20.01","-2.86","3.57"
"9.191","-4.98","2.94","-2.35"
"9.292","-0.35","-1.65","-3.37"
"9.393","-20.01","-3.37","4.90"
"9.494","-10.12","2.16","-1.88"
"9.595","-0.12","-2.24","-5.53"
"9.696","-20.01","0.39","-0.43"
"9.797","-7.73","1.02","-2.39"
"9.899","0.16","8.75","-3.61"
"9.999","-11.14","-7.81","6.08"
"10.1","-8.32","-7.22","-1.57"
"10.201","-2.31","-0.47","-4.59"
"10.302","-20.01","4.47","-0.51"
"10.404","-8.47","5.57","1.57"
"10.504","1.69","5.41","-9.49"
"10.605","-20.01","-8.90","-5.41"
"10.706","-19.30","-4.47","-1.06"
"10.807","2.55","-1.84","-4.28"
"10.909","-16.44","5.06","14.55"
"11.009","-20.01","1.88","3.33"
"11.11","2.59","-4.90","-3.96"
"11.211","-4.67","0.82","-9.26"
"11.312","-20.01","-7.02","6.43"
"11.414","0.78","4.75","-7.34"
"11.514","-5.37","-4.31","-3.77"
"11.615","-11.96","0.08","7.26"
"11.716","-1.10","0.78","-2.39"
"11.817","-6.39","-0.43","-0.59"
"11.918","-20.01","0.12","-1.61"
"12.019","-17.26","-0.31","-2.43"
"12.12","3.26","-5.77","-10.51"
"12.221","-13.18","-0.04","-4.82"
"12.322","-19.18","-1.80","1.61"
"12.423","0.82","-3.65","-8.28"
"12.524","-20.01","-1.69","0.04"
"12.625","-17.38","-0.43","-0.78"
"12.726","-3.18","1.41","-3.45"
"12.827","-1.22","2.51","2.08"
"12.928","-20.01","-3.53","0.24"
"13.029","-5.10","-2.04","-1.80"
"13.13","-0.16","4.59","-3.26"
"13.231","-20.01","-1.65","-3.41"
"13.332","-15.97","-9.06","2.59"
"13.433","1.73","-1.88","-2.47"
"13.534","-10.24","3.41","-20.01"
"13.635","-20.01","-9.57","-3.49"
"13.736","3.77","-4.79","-8.20"
"13.837","-2.20","-2.59","-0.31"
"13.938","11.85","-7.77","-5.57"
"14.039","-9.45","-3.53","-1.45"
"14.14","-3.61","-3.06","-9.30"
"14.241","-8.55","3.30","15.42"
"14.342","-17.06","4.31","0.20"
"14.443","-2.75","6.83","-7.18"
"14.544","-20.01","-8.94","2.16"
"14.645","-20.01","1.37","-4.67"
"14.746","-1.18","4.98","0.51"
"14.847","-4.24","-1.53","4.51"
"14.948","-12.75","-4.90","5.06"
"15.049","-7.77","2.24","2.16"
"15.15","1.37","7.37","-4.04"
"15.251","-14.51","3.22","8.51"
"15.352","-20.01","-0.24","-0.20"
"15.453","-2.98","4.16","-0.67"
"15.554","0.20","-3.18","-4.12"
"15.655","-20.01","6.67","-10.79"
"15.756","-15.10","-0.39","-0.75"
"15.857","-6.71","0.39","0.82"
"15.958","-5.10","3.37","-4.90"
"16.059","-19.61","-2.55","-5.77"
"16.16","-7.45","-2.35","-3.37"
"16.261","-5.41","0.24","-1.14"
"16.362","-12.63","-2.08","-0.47"
"16.463","-20.01","-8.20","-5.06"
"16.564","-12.71","-2.94","-4.67"
"16.665","-8.51","3.02","-2.98"
"16.766","-6.98","-0.63","-1.65"
"16.867","-13.02","0.35","-4.04"
"16.968","-8.47","-1.73","-2.94"
