NAME:,matan w 1,,
EXPERIMENT TIME:,Thu Jun 01 11:56:25 GMT+03:00 2023,,
ACTIVITY TYPE:,Walking,,
COUNTS OF ACTUAL STEPS:,102,,
  , ,,
Time [sec],ACC X,ACC Y,ACC Z
64.60067021,12.4,-1.57,-3.3
64.76005376,11.73,-5.06,-3.1
64.82716262,3.92,-0.63,-3.37
64.88588288,13.57,-3.88,-5.53
64.95299174,9.69,-3.37,-1.65
65.00332339,7.18,-1.77,-1.88
65.08720947,7.57,-2.04,-1.33
65.17109555,8.94,-2.55,-0.9
65.26337024,10.9,-2.16,-3.77
65.34725632,11.1,-3.57,-4.86
65.4311424,11.45,1.41,-4.75
65.48986266,5.77,-2.28,-5.81
65.57374874,11.49,-2.39,-3.92
66.09384243,7.65,-0.98,-3.1
66.09384243,7.45,-2.75,-2.35
66.12739686,8.55,-2.59,-1.77
66.12739686,9.61,-2.08,-1.65
66.13578547,11.49,-2.12,-2.43
66.1693399,8,-2.75,-3.65
66.21967155,8.43,-1.88,-4.75
66.31194624,8.87,-1.29,-4
66.40422093,9.92,-2.39,-3.37
66.48810701,9.22,-1.57,-3.22
66.57199309,8.94,-1.65,-3.06
66.67265638,9.02,-1.77,-3.65
66.73976525,9.77,-1.61,-3.88
66.80687411,9.41,-2.08,-2.67
66.87398298,9.06,-1.8,-3.26
66.96625766,9.3,-2.16,-4.12
67.05014374,9.3,-1.92,-3.84
67.11725261,9.77,-1.96,-3.96
67.20113869,9.3,-2.39,-3.57
67.27663616,9.14,-2.75,-3.33
67.38568806,9.34,-2.24,-3.37
67.44440832,9.41,-2.04,-3.33
67.51990579,9.3,-1.96,-3.37
67.6289577,9.41,-2,-3.33
67.69606656,9.38,-2.08,-3.3
67.76317542,9.22,-2.12,-3.14
67.86383872,9.34,-2.2,-3.33
67.9477248,9.34,-2.16,-3.37
68.00644506,9.3,-2.24,-3.33
68.09033114,9.3,-2.2,-3.49
68.17421722,9.26,-2.16,-3.3
68.2664919,9.34,-2.08,-3.3
68.35037798,9.26,-2.08,-3.41
68.40909824,9.38,-2.12,-3.41
68.50137293,9.3,-2.08,-3.57
68.58525901,9.26,-2.08,-3.49
68.66075648,9.34,-2.12,-3.49
68.79497421,9.26,-2.16,-3.49
68.85369446,9.3,-2.12,-3.57
68.90402611,9.22,-2.12,-3.45
68.97952358,9.3,-2.12,-3.45
69.07179827,9.45,-2.04,-3.41
69.15568435,9.3,-2.08,-3.57
69.23957043,9.1,-2.08,-3.3
69.29829069,9.34,-1.96,-3.41
