NAME:,run_3_1.csv,,
EXPERIMENT TIME:,05/06/2023 12:13,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,166,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-4.51,-5.61,-9.34
0.07999992,-4,-4.35,-8.75
0.14999962,-4.24,-4.67,-9.14
0.21999931,-3.69,-5.37,-8.98
0.289999,-4.16,-6.24,-9.18
0.5,5.26,-8.9,-13.26
1.9599991,0.75,-20.01,-16.75
3.3799992,-5.45,-13.38,3.88
3.4500008,-0.12,-1.18,7.92
3.5200005,-4.31,-6.75,-10.9
3.5900002,-19.38,-19.65,-20.01
3.6599998,-3.73,2.98,-7.26
3.7299995,-5.33,13.38,1.22
3.7999992,4.43,-2.82,-7.92
3.8700008,10,2.28,3.3
3.9400005,-20.01,-9.3,-19.77
4.0200005,-8.16,-8.04,-2.94
4.09,-3.26,-18.28,16.36
4.16,-7.06,20.01,5.84
4.2299995,-13.89,-19.93,-20.01
4.299999,-12.63,-0.63,-19.73
4.370001,-2.79,4.12,-5.77
4.4400005,-17.85,-9.61,4.39
4.51,-2.86,10.75,-0.04
4.58,-20.01,-9.26,19.73
4.66,-5.69,-10.71,-4.79
4.7299995,20.01,-18.24,-20.01
4.799999,-9.73,1.29,-4.31
4.870001,-20.01,-12.32,-5.37
4.9400005,-8.9,-18.87,-6.12
5.01,-9.3,0.2,-11.22
5.08,-3.06,5.61,-3.57
5.1499996,9.34,0.71,-2.59
5.2199993,-10.43,20.01,6.79
5.289999,-20.01,19.65,0
5.3600006,20.01,-20.01,-8.75
5.4400005,11.34,-11.41,6.51
5.51,-11.38,-1.92,5.18
5.58,-6.79,-20.01,-6.71
5.6499996,-14.2,-4.67,1.1
5.7199993,-1.61,2.71,-7.1
5.789999,-16.16,18.08,0.2
5.8600006,3.96,14.08,-0.16
5.9300003,9.57,-6.75,-20.01
6,-20.01,-20.01,2.9
6.08,-20.01,18.59,-0.82
6.1499996,-3.73,9.57,-0.63
6.2199993,18.63,6.86,-11.3
6.289999,-16.36,-20.01,-20.01
6.3600006,-1.49,-1.69,-4.59
6.4300003,-7.96,6.51,-3.92
6.5,-0.27,4.04,-3.14
6.5699997,1.53,1.88,-13.3
6.6399994,-19.97,-19.97,-20.01
6.709999,20.01,20.01,11.65
6.7800007,10.9,-16,-8.51
6.8600006,-9.06,1.18,2.82
6.9300003,0.59,-20.01,-8.36
7,-0.12,-19.89,-8.28
7.0699997,-2.12,2.79,-11.53
7.1399994,-0.39,5.02,1.65
7.209999,-1.53,1.45,3.22
7.2800007,-3.84,9.77,-7.45
7.3500004,-19.61,-20.01,-17.14
7.42,19.93,-20.01,-17.61
7.5,-5.88,-4.59,2.43
7.709999,0.82,-8.51,-20.01
7.7800007,-3.37,7.45,-12.94
7.8500004,-16.16,14.55,10.43
7.92,-2.31,2.51,2.43
7.99,-20.01,0.51,-11.26
8.059999,-11.06,-8.39,-9.26
8.129999,20.01,-19.06,-14.98
8.200001,-12.47,12.08,3.02
8.280001,0.31,-4.47,1.1
8.35,-5.88,-17.69,-17.38
8.42,-9.53,6.24,0.75
9.410002,-20.01,-10.59,-17.77
9.480001,-0.08,1.65,-8.39
9.550001,15.14,-20.01,13.1
9.620001,-3.69,10.36,17.34
9.699999,-3.84,1.53,1.92
9.769999,-4.86,-20.01,-20.01
9.839998,-8.12,-0.67,-5.41
9.910002,-0.16,0.82,-1.14
9.980001,-12.32,3.26,4.31
10.050001,2.59,-4.2,-6.79
10.120001,-20.01,-20.01,-20.01
10.190001,6.32,12.71,-8.28
10.26,19.97,-20.01,-7.57
10.339998,-4.35,-0.51,5.02
10.410002,-3.84,-20.01,-20.01
10.480001,-6.04,-15.73,6.47
10.550001,-8.79,6.39,-11.77
10.620001,-9.38,-1.69,1.49
10.690001,-0.55,2.24,-0.2
10.76,-6.35,15.81,9.89
10.83,-20.01,4.98,-20.01
10.9,-10.63,-10.87,5.61
10.969999,-17.85,20.01,16.28
11.050001,-4.43,0.31,5.57
11.120001,-20.01,-8.04,9.81
11.190001,-20.01,-20.01,-20.01
11.26,-3.57,-1.02,2.75
11.33,-20.01,-14.16,11.85
11.4,1.49,9.57,17.77
11.469999,5.1,4.24,-13.38
11.539999,-2.63,-2.55,-10.32
11.609999,3.88,-16.99,-1.77
11.679998,-16.48,-9.69,1.65
11.749998,-8.55,-4.08,6.63
11.83,-16.04,-20.01,19.77
11.9,-8.2,-9.45,-0.63
11.969999,-3.84,2.98,-3.53
12.039999,-14,16.04,1.45
12.109999,18.95,3.22,4.51
12.179998,-20.01,-14.44,-12.55
12.249998,-7.1,-9.3,-2.9
12.320002,20.01,-18.99,-20.01
12.390001,-4.9,-0.27,4.79
12.460001,4.63,-2.12,-13.3
12.539999,8.04,-20.01,-20.01
12.609999,-10.51,-3.69,-1.69
12.679998,-1.8,2.2,-9.38
12.749998,-0.31,6.59,-6.24
12.820002,1.92,1.88,-5.61
12.890001,-20.01,-20.01,-20.01
12.960001,20.01,-20.01,-20.01
13.030001,8.08,-7.3,3.77
13.1,-2.71,-6.75,-1.96
