NAME:,run_4_2.csv,,
EXPERIMENT TIME:,14/06/2023 21:47,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,60,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,9.41,1.84,5.96
0.08999634,8.75,2.12,6.35
0.16998291,9.65,0.71,5.84
0.25997925,9.41,1.84,5.1
0.33999634,8.55,0.94,5.92
0.42999268,8.59,1.49,4.75
0.50997925,8.0,-0.78,1.29
0.5999756,9.92,2.98,1.33
0.6899719,20.01,3.61,9.18
0.769989,11.61,-2.12,7.73
0.85998535,3.22,-2.28,6.67
0.9399719,-2.35,-0.35,10.63
1.0299988,17.61,7.65,15.06
1.1199951,19.97,6.98,0.2
1.1999817,-0.35,-2.31,4.71
1.289978,4.51,6.43,4.79
1.3799744,11.61,6.08,13.45
1.4599915,20.01,4.12,7.49
1.5499878,19.97,6.12,18.71
1.6299744,1.29,2.86,4.82
1.7200012,-7.3,8.87,20.01
1.8099976,20.01,3.22,20.01
1.8899841,8.94,3.69,-3.57
1.9799805,-2.94,4.51,3.84
2.0599976,19.42,18.24,7.41
2.149994,17.53,4.43,-1.02
2.2299805,16.87,-2.71,19.73
2.3199768,3.73,-0.98,8.16
2.4099731,-1.29,0.51,6.75
2.4899902,20.01,14.95,15.69
2.5799866,4.75,-2.39,-1.02
2.6599731,-4.04,5.96,5.84
2.75,-3.92,6.2,7.22
2.8399963,4.51,-10.16,-11.69
2.919983,20.04,15.97,14.24
3.0099792,4.63,0.35,9.81
3.0999756,-14.2,10.87,20.01
3.1799927,20.01,13.61,20.01
3.269989,-4.75,0.63,5.41
3.3499756,1.69,-0.04,2.04
3.439972,20.01,20.01,19.57
3.5299988,5.69,-5.69,-1.18
3.6099854,11.73,6.9,13.49
3.6999817,-0.12,0.24,5.92
3.7799988,20.01,7.02,3.61
3.869995,20.01,-10.47,-1.61
3.9499817,-12.47,4.43,4.24
4.039978,15.06,2.24,7.69
4.1299744,1.69,2.82,10.59
4.2099915,20.01,5.45,10.08
4.299988,0.98,-0.94,-1.26
4.3799744,2.79,-2.51,4.16
4.470001,19.5,20.01,20.01
4.5599976,7.34,-4.63,2.82
4.639984,-1.33,4.31,4.79
4.7299805,14.4,20.01,-4.94
4.8099976,11.85,-5.84,-1.33
4.899994,8.98,4.86,11.96
4.98999,1.57,1.1,6.59
5.069977,20.01,7.61,14.04
5.159973,20.01,10.79,9.92
5.25,-13.06,5.69,6.04
5.3299866,8.67,5.3,5.33
5.419983,20.01,-3.96,-4.28
5.5,20.01,8.28,6.83
5.5899963,-5.45,-3.53,1.02
5.6799927,2.55,2.2,3.92
5.7599792,18.99,20.01,14.87
5.8499756,2.28,-1.88,2.94
5.9299927,-0.78,3.14,-0.04
6.019989,-5.3,6.94,6.24
6.0999756,-3.92,-10.79,-14.67
6.189972,17.85,9.89,15.26
6.279999,1.22,2.98,5.84
6.3599854,10.51,5.84,15.06
6.4499817,13.65,-11.22,-8.9
6.529999,-11.53,5.02,8.59
6.619995,16.2,1.53,5.45
6.7099915,5.96,-7.96,0.04
6.789978,12.63,2.08,8.47
6.8799744,0.51,1.88,3.92
6.970001,4.51,2.75,5.81
7.049988,20.01,19.26,12.28
7.139984,3.61,2.08,-3.14
7.220001,3.96,2.75,2.86
7.3099976,20.01,0.04,-20.01
7.399994,20.01,15.18,12.91
7.4799805,2.12,-9.14,11.77
7.569977,2.75,3.1,5.37
7.649994,20.01,14.0,11.41
