NAME:,walk_5_1.csv,,
EXPERIMENT TIME:,06/06/2023 11:55,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,80,,
,,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
348.202,-10.04201,-1.412158,0.980665
348.283,-10.15969,-1.647517,0.862985
348.364,-10.04201,-1.804424,0.823759
348.445,-10.04201,-1.804424,0.745305
348.526,-10.04201,-1.84365,0.823759
348.607,-10.04201,-1.725971,0.745305
348.688,-10.04201,-1.686744,0.745305
348.769,-10.081236,-1.686744,0.745305
348.85,-10.002784,-1.529837,0.706079
348.931,-9.885103,-1.490611,0.784532
349.012,-10.198917,-0.941438,0.666852
349.093,-9.728197,-1.96133,1.059118
349.174,-9.885103,-1.098345,0.745305
349.255,-10.39505,-0.862985,1.059118
349.336,-10.355823,-1.529837,0.902212
349.417,-10.355823,-1.019892,0.274586
349.498,-9.179025,-2.824315,-0.078453
349.579,-10.74809,-2.941995,2.19669
349.66,-11.493395,0.588399,3.098902
349.741,-8.590626,-0.196133,2.510503
349.822,-7.727641,-0.509946,3.334261
349.903,-7.296148,-0.039227,2.785089
349.984,-9.453611,-2.941995,2.392823
350.065,-11.140355,0.156906,3.961887
350.146,-11.297261,-3.569621,3.020448
350.227,-7.296148,-2.745862,0.666852
350.308,-10.04201,-2.471276,1.451384
350.389,-9.924331,-0.784532,0.039227
350.47,-8.66908,-0.549172,0
350.551,-9.218252,-1.255251,-0.078453
350.632,-10.120463,-1.216025,0.274586
350.713,-11.218808,-0.745305,1.686744
350.794,-13.415498,-4.04034,-2.432049
350.875,-11.336488,-5.374045,2.902768
350.956,-11.728755,1.333704,-0.902212
351.037,-7.021562,-1.019892,1.255251
351.118,-5.295591,1.137571,1.882877
351.199,-8.472946,-0.941438,2.863542
351.28,-11.650301,-0.823759,5.609404
351.361,-11.493395,1.96133,0.156906
351.442,-8.786758,-4.942552,1.725971
351.523,-9.022119,-1.294478,1.216025
351.604,-8.041453,-2.902768,0.196133
351.685,-8.394493,-0.549172,0.274586
351.766,-9.414385,-0.11768,-0.392266
351.847,-11.611073,-0.392266,-0.470719
352.576,-10.434276,-6.629296,1.608291
352.657,-8.276814,1.569064,0.23536
352.738,-8.43372,-2.745862,0
352.819,-7.923774,-0.666852,-0.353039
352.9,-9.845878,-0.470719,-0.666852
352.981,-10.238143,-0.156906,0.078453
353.062,-13.101686,-1.647517,0.862985
353.143,-10.04201,-6.511616,-1.019892
353.224,-12.081794,-2.667409,2.706636
353.305,-9.139798,1.725971,-0.431493
353.386,-5.334818,-0.509946,1.647517
353.467,-5.727084,1.294478,2.745862
353.548,-11.218808,-0.823759,-2.628182
353.629,-10.63041,1.882877,2.863542
353.71,-15.533735,-7.806094,-0.980665
353.791,-9.139798,-0.627626,-0.156906
353.872,-10.904996,-3.530394,-0.392266
353.953,-6.590069,-0.706079,0.353039
354.034,-10.002784,-0.039227,-0.353039
354.115,-10.669636,-1.647517,0.509946
354.196,-12.395606,-1.294478,3.373488
354.277,-8.472946,-3.883434,-1.059118
354.358,-14.356936,-4.785645,3.177355
354.439,-9.649744,0.431493,0
354.52,-6.11935,0.509946,1.333704
354.601,-5.76631,-0.431493,2.902768
354.682,-8.747532,-0.666852,-1.137571
354.763,-12.042567,0.078453,2.941995
354.844,-13.337045,-4.354153,1.294478
354.925,-9.492838,-0.823759,-0.941438
