"NAME:","walk_2_1"
"EXPERIMENT TIME:","2023-06-09 16:43:44"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","80"
"",""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.051","1.65","-5.45","7.88"
"0.102","1.61","-5.57","8.24"
"230.37453","1.57","-5.45","8.16"
"1.042","1.41","-3.61","7.92"
"1.093","3.1","-6.71","9.92"
"1.144","2.55","-4.94","7.3"
"1.195","2.55","-4.94","7.53"
"1.246","2.63","-6.12","8.43"
"1.297","2.08","-6.0","8.79"
"1.348","2.43","-6.24","9.3"
"1.399","2.31","-7.1","8.94"
"1.45","0.35","-7.69","10.28"
"1.501","1.41","-8.28","9.69"
"1.552","1.37","-7.92","8.16"
"1.603","0.08","-6.12","6.51"
"1.756","0.31","-4.79","7.14"
"1.807","2.39","-7.81","8.59"
"1.858","1.29","-4.82","8.59"
"1.909","1.29","-5.26","9.22"
"1.96","1.1","-4.9","8.98"
"2.011","1.1","-6.39","10.32"
"2.062","3.18","-7.18","8.63"
"2.113","0.2","-5.18","7.37"
"2.164","-0.86","-5.02","8.32"
"2.215","1.69","-7.14","7.22"
"2.266","1.22","-5.65","6.59"
"2.317","0.63","-4.55","5.96"
"2.368","1.02","-4.43","5.41"
"2.419","0.31","-6.86","10.0"
"2.47","-0.08","-6.16","9.38"
"2.521","1.49","-8.32","10.16"
"2.572","2.16","-8.83","10.12"
"2.623","3.22","-8.39","7.26"
"2.674","-1.8","-2.9","6.51"
"2.725","1.26","-5.26","7.69"
"2.776","1.22","-3.57","5.69"
"2.827","2.04","-2.9","4.98"
"2.878","1.88","-3.33","5.73"
"2.929","2.94","-6.08","9.22"
"2.98","2.86","-6.9","9.22"
"3.031","1.69","-7.41","10.83"
"3.082","1.14","-6.39","9.38"
"260.17538","3.37","-6.63","8.12"
"3.235","2.28","-8.12","10.71"
"3.286","1.57","-6.04","7.53"
"3.337","2.0","-4.63","3.92"
"3.388","2.24","-3.69","5.37"
"3.439","1.41","-3.02","5.57"
"3.49","2.35","-4.94","9.26"
"3.541","1.37","-5.37","8.47"
"3.592","0.75","-7.96","10.87"
"3.643","5.06","-12.59","12.91"
"3.694","2.28","-8.08","7.65"
"3.745","-1.53","-3.84","8.43"
"3.796","2.2","-5.73","6.98"
"267.3156","2.16","-4.24","5.73"
"3.949","2.28","-2.9","5.02"
"4.0","2.47","-3.73","6.86"
"4.051","3.37","-5.77","9.69"
"4.102","3.57","-7.37","11.02"
"4.153","4.04","-8.51","10.43"
