NAME:,run_5_1,,
EXPERIMENT TIME:,08/06/2023 10:39,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS,130,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.096,-1.56,-8.36,3.05
0.247,-1.9,-8.19,2.82
0.383,-1.9,-8.19,2.82
0.511,-1.9,-8.19,2.82
0.521,-1.9,-8.19,2.82
0.602,-1.9,-8.19,2.82
0.612,-1.9,-8.19,2.82
0.693,-1.9,-8.19,2.82
0.779,-1.9,-8.19,2.82
0.863,-1.54,-8.41,2.96
0.947,-1.24,-8.04,3.62
1.037,-1.48,-8.42,3.45
1.12,-1.48,-8.42,3.45
1.208,-1.48,-8.42,3.45
1.293,-1.48,-8.42,3.45
1.378,-1.48,-8.42,3.45
1.465,-1.48,-8.42,3.45
1.543,-1.48,-8.42,3.45
1.628,-1.48,-8.42,3.45
1.718,-2.05,-11.95,4.34
1.81,-2.2,-16.16,2.54
1.821,-1.14,-19.26,3.06
1.906,-1.14,-19.26,3.06
1.993,-1.14,-19.26,3.06
2.081,-1.14,-19.26,3.06
2.169,-1.14,-19.26,3.06
2.254,-1.14,-19.26,3.06
2.342,-1.14,-19.26,3.06
2.429,-1.14,-19.26,3.06
2.52,-0.72,-19.7,2.18
2.605,0.03,-15.93,3.49
2.684,-0.42,-8.79,2.35
2.766,-0.42,-8.79,2.35
2.851,-0.42,-8.79,2.35
2.936,-0.42,-8.79,2.35
3.022,-0.42,-8.79,2.35
3.109,-0.42,-8.79,2.35
3.12,-0.42,-8.79,2.35
3.208,-0.42,-8.79,2.35
3.296,-0.63,-4.05,1.5
3.388,-2.14,-0.6,2.71
3.479,-1.82,-5.01,1.56
3.565,-1.82,-5.01,1.56
3.651,-1.82,-5.01,1.56
3.737,-1.82,-5.01,1.56
3.823,-1.82,-5.01,1.56
3.914,-1.82,-5.01,1.56
3.998,-1.82,-5.01,1.56
4.083,-1.82,-5.01,1.56
4.171,-0.64,-1.56,3.39
4.26,-0.61,-5.48,7.03
4.271,-3.13,-8.51,13.19
4.359,-3.13,-8.51,13.19
4.448,-3.13,-8.51,13.19
4.539,-3.13,-8.51,13.19
4.629,-3.13,-8.51,13.19
4.714,-3.13,-8.51,13.19
4.8,-3.13,-8.51,13.19
4.885,-3.13,-8.51,13.19
4.977,-2.13,-16.7,15.18
5.069,-2.17,-17.36,9.68
5.079,-0.05,-10.7,2.79
5.164,-0.05,-10.7,2.79
5.254,-0.05,-10.7,2.79
5.345,-0.05,-10.7,2.79
5.435,-0.05,-10.7,2.79
5.526,-0.05,-10.7,2.79
5.612,-0.05,-10.7,2.79
5.703,-0.05,-10.7,2.79
5.8,-1.41,-3.23,-1.36
5.891,0.5,0.81,-1.39
5.901,-1.87,-4.21,3.41
5.985,-1.87,-4.21,3.41
6.076,-1.87,-4.21,3.41
6.166,-1.87,-4.21,3.41
6.258,-1.87,-4.21,3.41
6.35,-1.87,-4.21,3.41
6.438,-1.87,-4.21,3.41
6.448,-1.87,-4.21,3.41
6.537,-2.12,-7.87,2.73
6.629,-3.24,-14.55,4.82
6.723,-0.75,-13.08,2.2
6.811,-0.75,-13.08,2.2
6.9,-0.75,-13.08,2.2
6.993,-0.75,-13.08,2.2
7.081,-0.75,-13.08,2.2
7.173,-0.75,-13.08,2.2
7.18,-0.75,-13.08,2.2
7.27,-0.75,-13.08,2.2
7.362,-0.68,-16.88,3.47
7.455,-1.87,-13.55,3.44
7.546,-1.63,-10.59,4.88
7.637,-1.63,-10.59,4.88
7.73,-1.63,-10.59,4.88
7.739,-1.63,-10.59,4.88
7.832,-1.63,-10.59,4.88
7.924,-1.63,-10.59,4.88
8.019,-1.63,-10.59,4.88
8.112,-1.63,-10.59,4.88
8.204,-1.87,-6.49,5.66
8.292,-1.56,-1.31,3.02
8.382,0.1,-4.37,3.32
8.394,0.1,-4.37,3.32
8.483,0.1,-4.37,3.32
8.572,0.1,-4.37,3.32
8.663,0.1,-4.37,3.32
8.754,0.1,-4.37,3.32
8.843,0.1,-4.37,3.32
8.931,0.1,-4.37,3.32
9.02,0.43,-2.56,3.1
9.108,3.11,-9.94,8.88
9.115,1.69,-9.81,8.19
9.258,1.69,-9.81,8.19
9.351,1.69,-9.81,8.19
9.44,1.69,-9.81,8.19
9.451,1.69,-9.81,8.19
9.536,1.69,-9.81,8.19
9.626,1.69,-9.81,8.19
9.717,1.69,-9.81,8.19
9.807,3.96,-15.72,9.78
9.896,2.01,-13.26,5.22
9.986,1.35,-8.71,4.26
10.076,1.35,-8.71,4.26
10.167,1.35,-8.71,4.26
10.177,1.35,-8.71,4.26
10.27,1.35,-8.71,4.26
10.355,1.35,-8.71,4.26
10.446,1.35,-8.71,4.26
10.528,1.35,-8.71,4.26
10.615,-1.12,-3.26,1.28
10.704,-1.31,-0.51,0.56
10.795,-0.76,-7.05,1.74
10.885,-0.76,-7.05,1.74
10.892,-0.76,-7.05,1.74
10.983,-0.76,-7.05,1.74
11.078,-0.76,-7.05,1.74
11.171,-0.76,-7.05,1.74
11.26,-0.76,-7.05,1.74
11.352,-0.76,-7.05,1.74
11.444,-2.2,-8.53,3.24
11.534,-1.54,-14.87,4.75
11.624,-1.91,-11.95,3.41
11.631,-1.91,-11.95,3.41
11.722,-1.91,-11.95,3.41
11.812,-1.91,-11.95,3.41
11.902,-1.91,-11.95,3.41
11.997,-1.91,-11.95,3.41
12.087,-1.91,-11.95,3.41
12.18,-1.91,-11.95,3.41
12.27,1.12,-15.35,2.41
12.365,0.58,-11.35,-0.1
12.376,0.16,-8.29,-0.34
12.467,0.16,-8.29,-0.34
12.56,0.16,-8.29,-0.34
12.651,0.16,-8.29,-0.34
12.742,0.16,-8.29,-0.34
12.836,0.16,-8.29,-0.34
12.926,0.16,-8.29,-0.34
12.934,0.16,-8.29,-0.34
13.026,-1.31,-1.83,-0.2
13.12,0.25,0.63,-1.39
13.211,2.14,-6.51,1.06
13.301,2.14,-6.51,1.06
13.394,2.14,-6.51,1.06
13.488,2.14,-6.51,1.06
13.582,2.14,-6.51,1.06
13.593,2.14,-6.51,1.06
13.683,2.14,-6.51,1.06
13.778,2.14,-6.51,1.06
13.872,1.75,-11.66,-1.44
13.967,1.79,-18.12,2.03
14.057,-0.03,-11.49,0.52
14.064,-0.03,-11.49,0.52
14.151,-0.03,-11.49,0.52
14.24,-0.03,-11.49,0.52
14.328,-0.03,-11.49,0.52
14.422,-0.03,-11.49,0.52
14.513,-0.03,-11.49,0.52
14.605,-0.03,-11.49,0.52
14.7,-0.81,-10.71,4.34
14.79,-1.73,-4.07,2.65
14.801,-2.37,-3.8,1.83
14.892,-2.37,-3.8,1.83
14.987,-2.37,-3.8,1.83
15.081,-2.37,-3.8,1.83
15.173,-2.37,-3.8,1.83
15.266,-2.37,-3.8,1.83
15.36,-2.37,-3.8,1.83
15.371,-2.37,-3.8,1.83
15.461,-1.53,0.3,2.33
15.553,-0.58,-4.97,6.62
15.644,0.56,-11.07,7.85
15.737,0.56,-11.07,7.85
15.831,0.56,-11.07,7.85
15.926,0.56,-11.07,7.85
16.019,0.56,-11.07,7.85
16.029,0.56,-11.07,7.85
16.12,0.56,-11.07,7.85
16.213,0.56,-11.07,7.85
16.31,0.38,-17.85,6.45
16.406,-0.59,-15.35,3.94
16.502,0.46,-8.53,3.09
16.514,0.46,-8.53,3.09
16.607,0.46,-8.53,3.09
16.703,0.46,-8.53,3.09
16.794,0.46,-8.53,3.09
16.892,0.46,-8.53,3.09
16.903,0.46,-8.53,3.09
17.001,0.46,-8.53,3.09
17.093,1.83,-8.53,2.58
17.187,-0.37,-8.03,2.13
17.283,-2.17,-7.62,2.03
17.376,-2.17,-7.62,2.03
17.472,-2.17,-7.62,2.03
17.482,-2.17,-7.62,2.03
17.582,-2.17,-7.62,2.03
17.681,-2.17,-7.62,2.03
17.775,-2.17,-7.62,2.03
17.871,-2.17,-7.62,2.03
17.882,-2.99,0.88,1.35
17.975,0.75,3.78,-0.12
18.066,4.48,-4.24,4.51
18.157,4.48,-4.24,4.51
18.254,4.48,-4.24,4.51
18.351,4.48,-4.24,4.51
18.441,4.48,-4.24,4.51
18.452,4.48,-4.24,4.51
18.542,4.48,-4.24,4.51
18.642,4.48,-4.24,4.51
18.736,2.38,-12.23,6.67
18.833,-0.55,-19.5,8.55
18.925,-2.8,-11.24,3.74
18.931,-2.8,-11.24,3.74
19.031,-2.8,-11.24,3.74
19.125,-2.8,-11.24,3.74
19.22,-2.8,-11.24,3.74
19.319,-2.8,-11.24,3.74
19.417,-2.8,-11.24,3.74
19.428,-2.8,-11.24,3.74
19.525,-2.26,-5.44,2.54
19.624,-1.11,0.59,0.73
19.718,-3.8,-7.66,-0.1
19.812,-3.8,-7.66,-0.1
19.822,-3.8,-7.66,-0.1
19.916,-3.8,-7.66,-0.1
20.011,-3.8,-7.66,-0.1
20.105,-3.8,-7.66,-0.1
20.202,-3.8,-7.66,-0.1
20.301,-3.8,-7.66,-0.1
20.402,-4.86,-13.61,-1.2
20.413,-6.63,-19.64,0.95
20.51,-3.22,-16.7,4.05
20.605,-3.22,-16.7,4.05
20.703,-3.22,-16.7,4.05
20.795,-3.22,-16.7,4.05
20.805,-3.22,-16.7,4.05
20.902,-3.22,-16.7,4.05
20.999,-3.22,-16.7,4.05
21.097,-3.22,-16.7,4.05
21.104,-0.04,-13.59,6.18
21.203,-0.39,-8.03,3.7
21.301,-1.77,-2.29,1.01
21.394,-1.77,-2.29,1.01
21.491,-1.77,-2.29,1.01
21.586,-1.77,-2.29,1.01
21.597,-1.77,-2.29,1.01
21.7,-1.77,-2.29,1.01
21.793,-1.77,-2.29,1.01
21.892,-1.77,-2.29,1.01
21.99,-3.48,2.08,0
22.001,-0.05,-0.9,3.3
22.107,2.5,-9.58,4.9
22.201,2.5,-9.58,4.9
22.295,2.5,-9.58,4.9
22.393,2.5,-9.58,4.9
22.492,2.5,-9.58,4.9
22.594,2.5,-9.58,4.9
22.601,2.5,-9.58,4.9
22.702,2.5,-9.58,4.9
22.8,3.1,-17.43,6.56
22.897,0.78,-14.64,4.6
22.908,-2.05,-7.05,2.98
23.002,-2.05,-7.05,2.98
23.1,-2.05,-7.05,2.98
23.2,-2.05,-7.05,2.98
23.3,-2.05,-7.05,2.98
23.311,-2.05,-7.05,2.98
23.405,-2.05,-7.05,2.98
23.503,-2.05,-7.05,2.98
23.603,-2.82,-0.43,0.21
23.701,-1.7,-1.19,1.92
23.711,-2.54,-8.79,2.94
23.814,-2.54,-8.79,2.94
23.919,-2.54,-8.79,2.94
24.017,-2.54,-8.79,2.94
24.112,-2.54,-8.79,2.94
24.124,-2.54,-8.79,2.94
24.221,-2.54,-8.79,2.94
24.318,-2.54,-8.79,2.94
24.418,-2.24,-12.68,10.06
24.524,-1.94,-16.03,8.43
24.623,-2.5,-9.75,7.34
24.634,-2.5,-9.75,7.34
24.738,-2.5,-9.75,7.34
24.839,-2.5,-9.75,7.34
24.933,-2.5,-9.75,7.34
24.944,-2.5,-9.75,7.34
25.042,-2.5,-9.75,7.34
25.141,-2.5,-9.75,7.34
25.242,-1.24,-8.42,0.55
25.341,-2,-3.11,-0.03
25.351,-2.11,-3.67,4.43
25.446,-2.11,-3.67,4.43
25.546,-2.11,-3.67,4.43
25.643,-2.11,-3.67,4.43
25.743,-2.11,-3.67,4.43
25.754,-2.11,-3.67,4.43
25.85,-2.11,-3.67,4.43
25.949,-2.11,-3.67,4.43
26.047,-2.22,0.22,5.91
26.058,-2.38,-5.67,6.16
26.16,-0.84,-11.39,4.38
26.26,-0.84,-11.39,4.38
26.361,-0.84,-11.39,4.38
26.458,-0.84,-11.39,4.38
26.467,-0.84,-11.39,4.38
26.565,-0.84,-11.39,4.38
26.664,-0.84,-11.39,4.38
26.763,-0.84,-11.39,4.38
26.863,-2.11,-16.44,3.5
26.874,-1.32,-17.1,4.68
26.972,-2.24,-12.58,3.27
27.066,-2.24,-12.58,3.27
27.167,-2.24,-12.58,3.27
27.267,-2.24,-12.58,3.27
27.278,-2.24,-12.58,3.27
27.376,-2.24,-12.58,3.27
27.473,-2.24,-12.58,3.27
27.572,-2.24,-12.58,3.27
27.676,-0.58,-15.48,3.65
27.688,-0.31,-8.76,1.99
27.792,0.82,-6.69,1.63
27.894,0.82,-6.69,1.63
27.992,0.82,-6.69,1.63
28.091,0.82,-6.69,1.63
28.101,0.82,-6.69,1.63
28.201,0.82,-6.69,1.63
28.298,0.82,-6.69,1.63
28.396,0.82,-6.69,1.63
28.496,0.3,0.95,1.09
28.508,-1.26,0.98,1.32
28.608,-4.63,-2.46,2.31
28.708,-4.63,-2.46,2.31
28.808,-4.63,-2.46,2.31
28.912,-4.63,-2.46,2.31
28.922,-4.63,-2.46,2.31
29.023,-4.63,-2.46,2.31
29.126,-4.63,-2.46,2.31
29.136,-4.63,-2.46,2.31
29.245,-4.93,-5.57,3.09
29.345,-5.62,-12.32,3.41
29.439,-2.41,-11.77,2.75
29.532,-2.41,-11.77,2.75
29.634,-2.41,-11.77,2.75
29.644,-2.41,-11.77,2.75
29.745,-2.41,-11.77,2.75
29.846,-2.41,-11.77,2.75
29.945,-2.41,-11.77,2.75
30.051,-2.41,-11.77,2.75
30.062,-2.07,-16.31,3.11
30.163,-0.6,-11.52,3.87
30.265,-0.65,-5.92,3.1
30.368,-0.65,-5.92,3.1
30.375,-0.65,-5.92,3.1
30.481,-0.65,-5.92,3.1
30.581,-0.65,-5.92,3.1
30.682,-0.65,-5.92,3.1
30.69,-0.65,-5.92,3.1
30.787,-0.65,-5.92,3.1
30.886,-2.93,-1.4,0.73
30.991,-2.73,1.74,-0.44
31.094,-3.26,-7.56,4.39
31.105,-3.26,-7.56,4.39
31.208,-3.26,-7.56,4.39
31.311,-3.26,-7.56,4.39
31.322,-3.26,-7.56,4.39
31.427,-3.26,-7.56,4.39
31.527,-3.26,-7.56,4.39
31.632,-3.26,-7.56,4.39
31.735,-2,-3.48,6.2
31.746,-3.83,-10.68,5.84
31.847,-2,-10.68,2.92
31.946,-2,-10.68,2.92
32.058,-2,-10.68,2.92
32.156,-2,-10.68,2.92
32.166,-2,-10.68,2.92
32.272,-2,-10.68,2.92
32.377,-2,-10.68,2.92
32.387,-2,-10.68,2.92
32.495,-2.31,-18.33,5.92
32.601,-1.7,-19.05,8.03
32.705,-3.18,-12.15,5.84
32.714,-3.18,-12.15,5.84
32.823,-3.18,-12.15,5.84
32.927,-3.18,-12.15,5.84
33.039,-3.18,-12.15,5.84
33.049,-3.18,-12.15,5.84
33.147,-3.18,-12.15,5.84
33.252,-3.18,-12.15,5.84
33.358,-1.12,-13.1,2.3
33.366,-0.2,-7.3,0.3
33.469,-0.89,-9.13,-0.52
33.572,-0.89,-9.13,-0.52
33.675,-0.89,-9.13,-0.52
33.784,-0.89,-9.13,-0.52
33.792,-0.89,-9.13,-0.52
33.899,-0.89,-9.13,-0.52
34.002,-0.89,-9.13,-0.52
34.012,-0.89,-9.13,-0.52
34.12,-2.47,-3.88,-1.01
34.227,-2.79,-3.31,-1.27
34.329,-3.45,-2.76,0.67
34.336,-3.45,-2.76,0.67
34.441,-3.45,-2.76,0.67
34.547,-3.45,-2.76,0.67
34.656,-3.45,-2.76,0.67
34.663,-3.45,-2.76,0.67
34.768,-3.45,-2.76,0.67
34.872,-3.45,-2.76,0.67
34.98,-4.07,-0.69,1.43
34.992,-4.18,-5.11,3.41
35.086,-3.83,-10.74,3.65
35.181,-3.83,-10.74,3.65
35.281,-3.83,-10.74,3.65
35.378,-3.83,-10.74,3.65
35.387,-3.83,-10.74,3.65
35.485,-3.83,-10.74,3.65
35.583,-3.83,-10.74,3.65
35.685,-3.83,-10.74,3.65
35.787,-3.99,-12.53,8.22
35.799,-2.8,-14.37,6.29
35.901,-1.63,-9.43,5.71
35.992,-1.63,-9.43,5.71
36.092,-1.63,-9.43,5.71
36.198,-1.63,-9.43,5.71
36.206,-1.63,-9.43,5.71
36.314,-1.63,-9.43,5.71
36.418,-1.63,-9.43,5.71
36.425,-1.63,-9.43,5.71
36.536,0.22,-14.95,1.15
36.644,-1.48,-11.38,1.9
36.746,-0.75,-7.34,2.48
36.754,-0.75,-7.34,2.48
36.863,-0.75,-7.34,2.48
36.966,-0.75,-7.34,2.48
37.07,-0.75,-7.34,2.48
37.081,-0.75,-7.34,2.48
37.186,-0.75,-7.34,2.48
37.297,-0.75,-7.34,2.48
37.394,-2.17,-3.5,3.33
37.406,-0.38,0.69,3.66
37.503,-1.43,-7.34,3.36
37.604,-1.43,-7.34,3.36
37.719,-1.43,-7.34,3.36
37.826,-1.43,-7.34,3.36
37.836,-1.43,-7.34,3.36
37.944,-1.43,-7.34,3.36
38.046,-1.43,-7.34,3.36
38.155,-1.43,-7.34,3.36
38.167,-0.34,-2.97,2.85
38.273,-1.57,-10.43,3.75
38.38,-2.48,-11.39,6.11
38.387,-2.48,-11.39,6.11
38.495,-2.48,-11.39,6.11
38.603,-2.48,-11.39,6.11
38.709,-2.48,-11.39,6.11
38.72,-2.48,-11.39,6.11
38.824,-2.48,-11.39,6.11
38.928,-2.48,-11.39,6.11
39.038,-5.44,-19.59,6.09
39.05,-4.43,-20.01,6.37
39.154,-3.47,-16.48,3.83
39.26,-3.47,-16.48,3.83
39.367,-3.47,-16.48,3.83
39.378,-3.47,-16.48,3.83
39.487,-3.47,-16.48,3.83
39.6,-3.47,-16.48,3.83
39.607,-3.47,-16.48,3.83
39.715,-3.47,-16.48,3.83
39.825,0.48,-16.48,5.47
39.835,0.21,-14.97,3.7
39.947,0.88,-10.96,2.21
40.053,0.88,-10.96,2.21
40.164,0.88,-10.96,2.21
40.175,0.88,-10.96,2.21
40.284,0.88,-10.96,2.21
40.392,0.88,-10.96,2.21
40.403,0.88,-10.96,2.21
40.508,0.88,-10.96,2.21
40.612,-0.47,-10.96,0.86
40.716,-0.48,-7.1,0.77
40.727,-1.16,-7.61,1.49
40.838,-1.16,-7.61,1.49
40.946,-1.16,-7.61,1.49
41.054,-1.16,-7.61,1.49
41.162,-1.16,-7.61,1.49
41.173,-1.16,-7.61,1.49
41.282,-1.16,-7.61,1.49
41.392,-1.16,-7.61,1.49
41.403,-1.18,-4.38,1.31
41.51,-1.23,-2.64,2.07
41.622,-2.12,-4.92,1.06
41.63,-2.12,-4.92,1.06
41.743,-2.12,-4.92,1.06
41.847,-2.12,-4.92,1.06
41.857,-2.12,-4.92,1.06
41.967,-2.12,-4.92,1.06
42.074,-2.12,-4.92,1.06
42.186,-2.12,-4.92,1.06
42.196,-1.52,-0.61,0.03
42.308,-2.94,-1.01,0.3
42.422,-0.77,-5.77,3.74
42.536,-0.77,-5.77,3.74
42.547,-0.77,-5.77,3.74
42.659,-0.77,-5.77,3.74
42.765,-0.77,-5.77,3.74
42.776,-0.77,-5.77,3.74
42.877,-0.77,-5.77,3.74
42.981,-0.77,-5.77,3.74
42.989,-2.05,-6.08,4.54
43.092,1.69,-12.77,6.52
43.197,-0.01,-12.77,5.19
43.301,-0.01,-12.77,5.19
43.311,-0.01,-12.77,5.19
43.424,-0.01,-12.77,5.19
43.53,-0.01,-12.77,5.19
43.638,-0.01,-12.77,5.19
43.743,-0.01,-12.77,5.19
43.754,-0.01,-12.77,5.19
43.863,-2.25,-19.99,1.86
43.97,-5.71,-19.93,0.81
43.981,-4.92,-16.96,0.75
44.091,-4.92,-16.96,0.75
44.205,-4.92,-16.96,0.75
44.217,-4.92,-16.96,0.75
44.327,-4.92,-16.96,0.75
44.442,-4.92,-16.96,0.75
44.548,-4.92,-16.96,0.75
44.559,-4.92,-16.96,0.75
44.668,-1.65,-15.9,5.16
44.78,-0.78,-13.57,4.17
44.791,-0.61,-12.21,3.07
44.9,-0.61,-12.21,3.07
45.012,-0.61,-12.21,3.07
45.019,-0.61,-12.21,3.07
45.13,-0.61,-12.21,3.07
45.244,-0.61,-12.21,3.07
45.352,-0.61,-12.21,3.07
45.461,-0.61,-12.21,3.07
45.472,-1.71,-13.27,2.09
45.581,-2.08,-12.33,1.65
45.689,-2.24,-11.56,1.66
45.696,-2.24,-11.56,1.66
45.806,-2.24,-11.56,1.66
45.924,-2.24,-11.56,1.66
45.935,-2.24,-11.56,1.66
46.048,-2.24,-11.56,1.66
46.164,-2.24,-11.56,1.66
46.28,-2.24,-11.56,1.66
46.292,-2.26,-11.14,1.58
46.404,-1.29,-9.55,0.35
46.515,-1.67,-8.25,0.41
46.522,-1.67,-8.25,0.41
46.639,-1.67,-8.25,0.41
46.754,-1.67,-8.25,0.41
46.765,-1.67,-8.25,0.41
46.879,-1.67,-8.25,0.41
46.988,-1.67,-8.25,0.41
46.999,-1.67,-8.25,0.41
47.112,-1.06,-6.12,0.48
47.227,-1.6,-5.31,1.23
47.237,-1.26,-4.82,1.37
47.343,-1.26,-4.82,1.37
47.454,-1.26,-4.82,1.37
