NAME:,run_5_2.csv,,
EXPERIMENT TIME:,14/06/2023 21:50,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,60,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.0,10.83,5.57,1.88
0.08001709,8.43,2.28,4.16
0.16998291,8.43,4.35,2.28
0.26000977,7.73,0.86,4.0
0.34002686,9.06,0.82,0.94
0.42999268,12.98,2.9,0.98
0.51000977,16.63,1.92,5.22
0.5999756,15.02,2.16,11.18
0.6799927,9.18,-2.24,9.22
0.77001953,12.79,3.3,7.3
0.85998535,16.36,5.02,-0.31
0.94000244,2.35,5.22,-1.96
1.0300293,-0.63,5.45,3.33
1.1099854,0.12,2.98,11.1
1.2000122,4.9,2.2,-2.67
1.289978,20.01,-1.77,4.12
1.3699951,3.57,-2.71,6.98
1.460022,5.77,-1.57,9.26
1.539978,16.91,2.35,9.41
1.6300049,11.73,11.49,-6.28
1.7200317,1.92,2.75,1.88
1.7999878,19.93,17.77,-14.87
1.8900146,10.9,-5.84,-5.14
1.9700317,8.79,2.2,5.69
2.0599976,3.06,0.35,8.32
2.1500244,8.51,7.81,6.35
2.2299805,18.48,6.32,-11.22
2.3200073,-7.69,8.32,4.9
2.4100342,6.55,15.1,19.89
2.4899902,2.86,-4.12,-8.55
2.580017,20.01,12.94,20.01
2.6600342,3.06,3.57,10.83
2.75,14.47,7.65,0.86
2.8400269,20.01,9.3,-0.08
2.919983,-16.36,11.38,12.94
3.0100098,6.24,19.77,10.71
3.0900269,0.82,-4.63,-9.85
3.1799927,19.65,19.38,16.44
3.2700195,7.41,6.51,9.65
3.3499756,5.18,9.38,2.63
3.4400024,18.01,5.41,-9.26
3.5200195,-10.24,5.45,-0.16
3.6099854,-1.06,20.01,15.53
3.7000122,9.96,-3.61,-7.53
3.7800293,18.59,12.75,8.55
3.869995,7.18,0.86,5.73
3.9500122,20.01,2.71,6.08
4.039978,19.46,2.2,-16.28
4.119995,-9.26,10.47,1.02
4.210022,-6.0,13.22,20.01
4.299988,5.77,-4.39,-17.77
