"NAME:","run_2_2.csv"
"EXPERIMENT TIME:","07/06/2023 21:39"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","60"

"Time [sec]","ACC X","ACC Y","ACC Z"
"271.42","10.47","0.39","3.37"
"271.51","10.9","1.26","2.63"
"271.6","10.04","-1.41","2.75"
"271.69","9.69","0.27","2.39"
"271.78","11.22","1.65","2.24"
"271.87","4.9","-1.18","-3.61"
"271.96","15.06","4.9","-0.67"
"272.05","18.79","8.04","-7.53"
"272.14","3.77","1.53","-8.28"
"272.23","1.06","-0.98","1.73"
"272.33","20.01","2.75","-18.4"
"272.42","11.53","5.65","-9.06"
"272.51","18.36","8.83","11.57"
"272.6","1.88","-0.24","5.37"
"272.69","4.08","-17.14","3.53"
"272.78","20.01","-9.73","-3.69"
"272.87","1.14","-6.35","0.08"
"272.96","4.71","-9.65","-2.16"
"273.05","13.57","12.4","4.94"
"273.14","20.01","-2.0","15.49"
"273.24","13.38","4.75","9.1"
"273.33","1.8","-10.16","3.45"
"273.42","20.01","16.48","2.9"
"273.51","-3.49","-5.88","0.51"
"273.6","8.71","2.98","0.12"
"273.69","4.24","-11.89","20.01"
"273.78","19.97","2.59","18.55"
"273.87","-1.61","-4.63","7.96"
"273.96","20.01","-17.14","16.04"
"274.06","8.94","7.57","18.83"
"274.15","-5.84","-6.67","0.51"
"274.24","4.98","2.08","-3.45"
"274.33","6.59","15.38","0.43"
"274.42","10.4","2.16","14.2"
"274.51","6.24","-4.67","7.57"
"274.6","9.06","-20.01","6.39"
"274.69","17.61","20.01","6.16"
"274.78","-6.12","-13.42","0.67"
"274.87","5.22","5.3","3.73"
"274.96","3.22","20.01","8.75"
"275.06","9.49","-3.26","5.33"
"275.15","6.08","-0.78","2.82"
"275.24","16.87","-6.79","-3.53"
"275.33","8.87","6.04","14.2"
"275.42","-18.08","0.82","15.42"
"275.51","-12.04","17.81","-2.86"
"275.6","20.01","19.93","-4.08"
"275.69","2.43","-3.49","7.02"
"275.78","17.97","-20.01","15.81"
"275.87","18.91","20.01","1.88"
"275.97","-8.0","-10.24","1.1"
"276.06","5.53","-4.24","-1.77"
"276.15","-0.67","7.57","4.04"
"276.24","-6.9","-3.88","9.69"
"276.33","7.02","-7.06","1.1"
"276.42","20.01","-4.08","-0.63"
"276.51","2.35","12.67","7.69"
"276.6","-1.18","-7.57","2.79"
"276.69","1.06","-17.18","8.0"
"276.79","19.5","20.01","10.2"
"276.88","-18.51","-6.08","1.02"
"276.97","1.53","-0.16","5.65"
"277.06","20.01","-20.01","-5.77"
"277.15","6.55","13.34","2.2"
"277.24","4.67","2.67","2.31"
"277.33","6.43","-17.65","20.01"
"277.42","-1.33","-18.59","-16.12"
"277.51","12.08","4.59","4.86"
"277.6","-1.96","-0.2","1.26"
"277.69","2.0","18.12","6.16"
"277.79","-19.65","-4.63","18.99"
"277.88","15.02","-4.47","1.45"
"277.97","20.01","-10.24","-5.73"
"278.06","20.01","-16.08","8.9"
"278.15","-9.77","-0.51","4.28"
"278.24","4.71","-16.4","6.79"
"278.33","20.01","-20.01","-0.94"
"278.42","0.94","2.04","1.84"
"278.51","4.94","0.24","3.92"
"278.61","20.01","-20.01","-5.84"
"278.7","16.67","-3.84","13.02"
"278.79","-14.47","-4.79","7.92"
"278.88","4.39","-1.33","2.39"
"278.97","20.01","-10.12","-16.4"
"279.06","11.89","5.77","-3.1"
"279.15","-2.71","-3.69","2.2"
"279.24","15.61","-17.89","10.67"
"279.33","20.01","-1.53","6.83"
"279.42","-20.01","-3.53","6.86"
"279.51","3.22","-0.67","-0.08"
"279.61","20.01","-9.14","-5.69"
"279.7","13.57","14.63","9.61"
"279.79","14.87","-0.63","-1.22"
"279.88","12.63","17.57","-18.48"
"279.97","20.01","18.99","20.01"
"280.06","5.45","0.43","4.82"
"280.15","2.86","-13.69","6.2"
"280.24","20.01","-2.59","6.79"
"280.33","-4.04","-6.59","0.78"
"280.42","11.85","5.77","-5.88"
"280.52","-4.67","-20.01","17.34"
"280.61","20.01","-9.1","20.01"
"280.7","2.0","-0.94","3.3"
"280.79","9.22","-20.01","15.34"
"280.88","20.01","-13.61","3.69"
"280.97","-8.39","-9.41","-2.55"
"281.06","9.77","3.22","4.2"
"281.15","-3.14","16.32","8.87"
"281.24","20.01","0.2","16.32"
"281.33","4.16","-1.45","4.08"
"281.43","13.26","-3.14","2.28"
"281.52","8.75","-20.01","-4.35"
"281.61","-7.92","-10.24","4.39"
"281.7","20.01","-16.0","-6.75"
"281.79","7.73","17.14","3.37"
"281.88","12.24","16.28","-14.51"
