"NAME:","walk_1_3.csv"
"EXPERIMENT TIME:","05/06/2023 12:22 "
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","98"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-6.32","-5.77","5.61"
"0.0700016","-4.55","-8.20","-0.59"
"0.1400013","-3.57","-9.26","-1.88"
"0.21000099","-4.31","-8.51","-2.00"
"0.29000092","-5.18","-9.06","-2.94"
"0.3600006","-6.98","-7.57","-0.24"
"0.4300003","-3.77","-10.67","-2.39"
"0.5","-8.55","-10.28","1.14"
"0.5700016","-5.06","-14.28","-0.63"
"0.6400013","-7.69","-10.98","-3.57"
"0.710001","-6.71","-9.73","-6.16"
"0.7800007","-3.61","-8.12","-1.96"
"0.8500004","-4.43","-8.51","-3.02"
"0.9300003","-6.04","-3.73","-2.47"
"1.0","-7.06","-8.71","2.08"
"1.0700016","-6.16","-8.24","2.12"
"1.1400013","-5.10","-10.08","4.79"
"1.210001","-6.67","-13.42","-5.06"
"1.2800007","-5.18","-3.92","-2.67"
"1.3500004","-3.53","-7.30","-7.18"
"1.4200001","-3.92","-9.69","-4.16"
"1.4900017","-13.06","-7.69","10.00"
"1.5600014","-2.82","-10.08","-2.98"
"1.6300011","-5.06","-8.71","-1.26"
"1.710001","-4.94","-8.24","-2.39"
"1.7800007","-4.59","-9.41","-3.26"
"1.8500004","-5.45","-9.65","0.08"
"1.9200001","-6.39","-10.71","1.37"
"1.9900017","-4.63","-15.69","0.90"
"2.0600014","-11.61","-5.69","-5.73"
"2.130001","-4.04","-5.45","-6.75"
"2.2000008","-3.84","-7.81","-1.84"
"2.2700005","-4.20","-4.94","-3.49"
"2.3500004","-3.22","0.08","-4.43"
"2.42","-11.26","-12.51","10.63"
"2.4900017","-8.94","-16.51","4.20"
"2.5600014","-5.69","-6.71","-3.33"
"2.630001","-6.12","-2.20","-2.55"
"2.7000008","-5.53","-10.71","-10.00"
"2.7700005","-7.57","-11.53","-0.55"
"2.8400002","-2.47","-10.04","-2.12"
"2.9099998","-5.49","-8.08","-0.31"
"2.9800014","-3.80","-8.87","-1.80"
"3.0500011","-8.94","-6.47","1.33"
"3.130001","-4.79","-16.24","1.96"
"3.2000008","-11.45","-15.49","-4.04"
"3.2700005","-10.90","-10.47","-4.47"
"3.3400002","-5.18","-7.02","-4.12"
"3.4099998","-3.41","-6.32","-2.98"
"3.4800014","-4.28","-3.49","-5.84"
"3.5500011","-4.20","-6.71","-0.47"
"3.6200008","-3.37","-16.95","7.88"
"3.6900005","-2.04","-8.47","-1.26"
"3.7700005","-19.93","-19.22","2.20"
"3.8400002","-4.63","-3.33","-3.69"
"3.9099998","-5.14","-9.57","-8.90"
"3.9800014","-5.41","-9.41","-2.86"
"4.050001","-5.92","-9.53","6.86"
"4.120001","-2.04","-9.02","-1.37"
"4.1900005","-3.57","-9.53","0.39"
"4.26","-3.65","-9.81","-0.67"
"4.33","-8.08","-15.81","2.20"
"4.4000015","-5.26","-13.06","-0.39"
"4.470001","-9.14","-10.47","-1.77"
"4.550001","-4.75","-5.14","-5.06"
"4.620001","-2.79","-8.39","-1.61"
"4.6900005","-4.43","-5.30","-3.77"
"4.76","-4.16","-1.10","-4.12"
"4.83","-9.61","-14.83","15.14"
"4.9000015","-5.96","-10.12","7.02"
"4.970001","-5.26","-14.04","-2.00"
"5.6800003","-11.89","-13.77","-5.88"
"5.75","-9.30","-9.65","-5.81"
"5.8200016","-2.39","-6.71","-2.63"
"6.75","-5.30","-12.87","3.30"
"6.8200016","-0.24","-17.42","0.08"
"8.240002","-2.86","-6.75","-3.02"
"8.310001","-4.00","-4.98","-2.98"
"8.380001","-4.55","-2.43","-4.75"
"8.450001","-3.53","-8.98","-1.33"
"8.530001","-3.26","-16.79","8.32"
"8.6","-3.65","-11.53","-7.45"
"8.67","-8.20","-11.30","-1.14"
"8.740002","-0.59","-2.94","-6.71"
"8.810001","-5.22","-10.90","-4.71"
"8.880001","-3.69","-7.61","-1.18"
"8.950001","-3.61","-9.30","2.75"
"9.02","-2.51","-8.87","-1.14"
"9.09","-4.63","-11.73","-0.67"
"9.16","-5.92","-10.98","5.26"
"9.230001","2.79","-17.22","-1.02"
"9.310001","-10.51","-12.55","-1.14"
"9.380001","-3.92","-7.81","-10.47"
"9.450001","-2.24","-7.61","-2.94"
"9.52","-4.24","-5.22","-4.08"
"9.59","-5.10","-0.04","-4.00"
"9.66","-12.98","-14.20","14.59"
"9.730001","-2.59","-9.96","4.67"
"9.800001","-13.57","-18.40","-1.69"
"9.870001","-3.92","-1.10","-2.79"
"9.950001","-3.69","-10.28","-7.02"
"10.02","-7.41","-10.55","-3.61"
"10.09","-13.14","-9.61","4.98"
"10.16","-1.02","-9.81","-3.45"
"10.230001","-4.00","-9.30","0.71"
"10.300001","-4.12","-10.04","-0.27"
"10.370001","-5.37","-10.24","-2.67"
"10.440001","-5.37","-14.95","5.41"
"10.51","-5.69","-12.24","-5.30"
"10.58","-9.02","-14.59","-3.33"
"10.650002","-5.14","-5.30","-4.08"
"10.730001","-3.61","-5.53","-2.63"
"10.800001","-5.53","-2.39","-4.75"
"10.870001","-5.49","-3.22","-4.94"
"10.940001","-2.16","-19.73","15.97"
"11.01","-10.55","-8.43","1.26"
"11.08","-5.88","-6.63","0.27"
"11.150002","-2.79","-5.06","-10.16"
"11.220001","-7.96","-10.59","-5.73"
"11.290001","-7.37","-3.41","-6.08"
"11.370001","-1.77","-9.81","-3.96"
"11.440001","-3.88","-8.79","0.12"
"11.51","-4.71","-10.36","-0.20"
"11.58","-6.51","-14.75","2.63"
"11.650002","-2.24","-18.28","-1.53"
"11.720001","-8.28","-13.06","0.16"
"11.790001","-0.86","-7.61","-12.51"
"12.0","-9.34","-1.26","-6.98"
"12.070002","7.81","-15.38","-0.63"
"12.150002","-0.98","-15.30","-7.26"
"12.220001","-4.51","-9.96","2.75"
"12.290001","-0.63","-1.41","-7.96"
"12.360001","-4.98","-12.83","-7.53"
"12.43","-5.18","-7.02","1.45"
"12.5","-2.20","-10.36","-3.61"
"12.570002","-3.61","-8.94","-0.75"
"12.640001","-3.80","-10.87","-2.16"
"12.710001","-6.63","-12.04","2.39"
"12.780001","-1.45","-16.20","0.82"
"12.860001","-8.12","-14.83","-4.08"
"12.93","-7.14","-11.49","-12.79"
"13.0","-5.26","-4.51","-1.69"
"13.070002","-4.04","-3.84","-3.65"
"13.140001","-4.94","-1.06","-8.43"
"13.210001","-20.01","-13.57","20.01"
"13.280001","-2.75","-12.08","1.29"
"14.200001","-2.75","-5.22","-2.98"
"14.280001","-4.12","-3.06","-3.92"
"14.35","-8.20","-0.75","-5.49"
"14.42","-11.77","-18.24","8.79"
"14.490002","0.43","-7.69","3.02"
"14.560001","-2.67","-18.08","12.47"
"14.630001","-4.35","3.61","-5.10"
"14.700001","6.12","-19.46","-3.22"
"14.77","-7.14","-9.22","0.08"
"14.84","4.59","-11.69","-7.92"
"14.92","-3.41","-8.32","0.75"
"14.990002","-3.92","-10.20","-0.63"
"15.060001","-4.63","-9.81","-1.14"
"15.130001","-6.86","-12.67","6.20"
"15.200001","-4.28","-15.85","-1.10"
"15.27","-7.41","-14.87","-1.65"
"15.34","-6.47","-5.88","-4.35"
"15.41","-3.06","-7.41","-2.71"
"15.48","-4.20","-4.31","-3.57"
"15.549999","-7.49","0.20","-4.28"
"15.619999","-18.91","-20.01","20.01"
"15.700001","-2.16","-8.71","5.02"
"15.77","-18.24","-15.02","-1.61"
"15.84","-5.57","-3.37","2.39"
"15.91","-10.71","-9.45","-7.92"
"15.98","-3.26","-9.30","-7.73"
"16.05","-3.14","-9.26","-1.57"
"16.119999","-2.86","-10.67","0.47"
"16.190002","-2.39","-9.92","-0.63"
"16.260002","-4.04","-12.00","0.47"
"16.330002","-7.92","-17.26","6.71"
"16.41","-12.36","-10.90","-8.47"
"16.48","-14.51","-12.43","-8.51"
"16.55","-5.69","-4.39","-0.24"
"16.619999","-2.67","-3.37","-3.57"
"16.690002","-4.51","-0.47","-5.81"
"16.760002","-1.41","-19.30","16.91"
"16.830002","3.06","-11.10","-5.84"
"16.900002","0.94","-17.77","-1.65"
"16.970001","0.24","-3.80","-11.02"
"17.05","-4.82","-10.47","-4.63"
"17.119999","-4.98","-6.67","-0.04"
"17.190002","-12.59","-12.94","9.38"
"17.260002","-1.45","-9.53","-2.08"
"17.330002","-4.08","-11.49","0.20"
"17.400002","-3.96","-10.87","1.18"
"17.470001","-2.39","-15.85","2.47"
"17.54","-7.49","-13.81","-2.98"
"17.61","-9.49","-12.71","-4.94"
"17.68","-4.55","-4.31","-5.30"
"17.760002","-3.73","-5.22","-0.75"
"17.830002","-4.82","-3.14","-5.22"
"17.900002","-9.10","-7.34","-5.73"
"17.970001","-1.96","-20.01","11.06"
"18.04","-17.73","-11.85","0.43"
"18.11","-2.90","-3.96","-3.41"
"18.18","-5.77","-4.47","-8.90"
"18.25","-3.10","-9.14","-4.16"
"18.32","-7.14","-20.01","0.43"
"18.39","-1.06","-9.41","-3.69"
"18.46","-5.37","-9.30","0.71"
"18.54","-5.18","-10.43","-1.29"
"18.61","-5.45","-12.67","2.28"
"18.68","-13.42","-8.39","19.97"
"18.75","-5.53","-15.46","-6.28"
"18.82","-12.51","-13.22","-7.26"
"18.89","-5.65","-4.51","-1.96"
"18.96","-4.51","-5.22","-2.55"
"19.030003","-5.06","-1.69","-4.31"
"19.100002","-1.84","-8.83","-4.47"
"19.170002","-5.02","-17.69","12.59"
"19.25","-12.98","-10.83","-0.82"
"19.32","-5.41","-2.47","-1.96"
"20.170002","-5.33","-5.45","-1.92"
"20.240002","-5.49","0.16","-4.98"
"20.310001","-6.24","-11.57","6.79"
"20.380001","-5.65","-13.57","8.83"
"20.45","-3.84","-20.01","-0.51"
"20.52","-5.45","-1.41","-1.22"
"20.600002","-5.69","-10.40","-3.53"
"20.670002","-1.41","-4.67","1.14"
"20.740002","-6.08","-9.53","2.98"
"20.810001","0.16","-11.41","-2.47"
"20.880001","-3.80","-9.18","-0.51"
"20.95","-5.45","-10.55","0.94"
"21.02","-3.80","-16.91","0.59"
"21.09","-6.75","-12.00","-3.37"
"21.16","-9.69","-12.87","4.28"
"21.23","-1.14","-7.49","-8.20"
"21.3","-4.94","-4.51","-0.98"
"21.380001","-4.28","-3.10","-4.59"
"21.45","-4.86","-0.47","3.80"
"21.52","-0.98","-19.34","10.40"
"21.59","-1.29","-8.20","-7.10"
"21.66","-8.39","-6.94","-0.08"
"21.73","0.63","-7.77","-12.00"
"21.8","-4.90","-11.77","-2.63"
"21.869999","-4.94","-6.83","6.67"
"21.940002","-0.82","-9.26","-1.69"
"22.010002","-8.32","-8.67","0.86"
"22.09","-7.18","-10.90","1.69"
"22.16","-3.80","-16.67","2.63"
"22.23","-3.22","-9.65","2.04"
"22.3","-8.71","-14.40","-2.28"
"22.369999","-7.41","-6.79","-6.86"
"22.440002","-3.45","-7.77","-2.24"
"22.510002","-2.55","-5.77","-1.53"
"22.580002","-3.96","-4.00","-4.24"
"22.650002","-6.12","-6.51","0.31"
"22.73","-10.40","-12.32","13.65"
"22.8","-2.67","-11.45","-3.57"
"22.869999","-4.79","-18.08","-3.84"
"22.940002","-2.98","-0.16","-3.41"
"23.010002","-6.00","-12.91","-4.00"
"23.080002","-4.43","-5.37","1.92"
"23.150002","-2.24","-9.61","-0.31"
"23.220001","-2.16","-8.75","-0.78"
"23.29","-5.14","-9.22","-0.39"
"23.36","-4.98","-10.40","-1.02"
"23.440002","-11.57","-10.36","14.40"
"23.510002","-6.39","-18.40","-0.24"
"23.580002","-6.94","-14.55","3.49"
"23.650002","-3.49","-5.10","-9.65"
"23.720001","-6.20","-4.04","-3.57"
"23.79","-4.67","-3.65","-2.00"
"23.86","-5.06","-3.69","-2.39"
"23.93","-5.06","-11.10","12.40"
"24.0","-4.79","-13.10","-8.12"
"24.07","-7.02","-3.10","0.16"
"24.14","-2.51","-6.98","-10.16"
"24.220001","-8.51","-9.22","-1.29"
"24.29","-8.36","-7.73","2.82"
"24.36","2.24","-10.63","-3.06"
"24.43","-4.39","-8.08","0.47"
"24.5","-6.63","-9.69","-0.12"
"24.57","-4.47","-11.85","1.80"
"24.64","-0.75","-13.73","3.69"
"24.71","-8.47","-11.61","-0.20"
"24.780003","-9.57","-11.81","-5.30"
"24.850002","-3.92","-6.86","-2.90"
"24.93","-4.82","-5.45","-1.29"
"25.0","-5.37","-2.00","-3.84"
"25.07","-9.38","-13.18","0.20"
"25.14","-3.65","-14.16","12.87"
"25.21","-5.45","-11.06","-3.65"
"25.280003","-3.77","-5.22","-3.92"
"25.350002","-1.33","-6.35","-8.75"
"26.2","-4.82","-1.18","-4.79"
"26.280003","-8.32","-8.71","6.12"
"26.350002","-6.51","-12.28","11.81"
"26.420002","-20.01","-20.01","5.18"
"26.490002","-3.37","3.65","1.18"
"26.560001","-3.92","-12.94","-9.61"
"26.630001","-4.55","-7.77","0.71"
"26.7","-5.10","-9.57","0.90"
"26.77","0.59","-10.28","-3.02"
"26.84","-4.63","-8.47","0.75"
"26.91","-6.83","-9.30","0.82"
"26.98","-6.98","-10.67","7.37"
"27.060001","-0.67","-14.87","2.39"
"27.130001","-7.41","-11.77","-0.90"
"27.2","-6.98","-8.67","-7.92"
"27.27","-4.43","-5.96","-2.71"
"27.34","-4.82","-4.55","-1.57"
"27.41","-6.43","-1.18","-6.39"
"27.48","3.80","-20.01","0.04"
"27.55","-6.43","-13.02","3.96"
"27.619999","-1.45","-12.40","0.86"
"27.690002","-1.80","-1.96","-4.71"
"27.77","-4.20","-12.87","-5.02"
"27.84","-3.53","-6.98","1.61"
"27.91","-19.89","-1.57","20.01"
"27.98","-1.29","-8.67","-1.49"
"28.05","-5.96","-8.79","2.12"
"28.119999","-6.00","-10.98","2.86"
"28.190002","-6.47","-15.49","11.53"
"28.260002","-8.28","-10.40","-3.80"
"28.330002","-14.04","-12.91","0.35"
"28.41","-4.04","-6.90","-2.94"
"28.48","-3.41","-5.06","-0.90"
"28.55","-4.31","-1.41","-4.24"
"28.619999","-5.06","-6.47","2.82"
"28.690002","-5.26","-15.10","16.79"
"28.760002","-9.57","-8.28","-7.65"
"28.830002","-5.49","-2.16","0.08"
"28.900002","0.78","-8.12","-7.57"
"28.970001","-3.10","-11.30","0.35"
"29.04","-5.06","-6.90","1.65"
"29.119999","-0.16","-12.04","-4.24"
"29.190002","-4.47","-8.87","0.63"
"29.260002","-5.22","-9.10","0.55"
"29.330002","-4.04","-11.06","0.43"
