NAME:,run_3_3.csv,,
EXPERIMENT TIME:,06/06/2023 12:09,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,70,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
21.01,-10.15969,3.216581,-1.137571
21.091,-10.081236,3.844207,-1.412158
21.172,-10.081236,3.098902,-0.470719
21.253,-9.767424,3.138128,-1.216025
21.334,-10.473503,3.295035,-0.745305
21.415,-9.610518,3.373488,-1.176798
21.496,-10.120463,2.706636,-1.255251
21.577,-10.316596,2.824315,-1.216025
21.658,-9.610518,3.451941,-1.137571
21.739,-10.51273,1.96133,-1.255251
21.82,-9.649744,2.706636,-1.255251
21.901,-10.551956,2.118237,-2.235916
21.982,-11.061902,2.000557,-1.372931
22.063,-12.47406,2.588956,-1.059118
22.144,-12.2387,2.981222,-0.980665
22.225,-3.92266,2.902768,-2.392823
22.306,-5.099459,4.942552,-2.824315
22.387,-20.005568,4.471833,-0.784532
22.468,-20.005568,5.413271,1.294478
22.549,-7.335374,1.137571,1.451384
22.63,-0.23536,1.333704,-4.864099
22.711,-3.373488,14.866882,-10.865768
22.792,-12.35638,-4.15802,5.727084
22.873,-18.514957,2.039783,0.11768
22.954,-4.550286,7.492281,-1.569064
23.035,3.569621,-0.823759,-2.275143
23.116,-13.101686,10.51273,-3.334261
23.197,-18.397276,0.274586,1.019892
23.278,-3.216581,0.078453,-2.981222
23.359,6.707749,3.883434,-2.392823
23.44,-18.201143,18.201143,14.513843
23.521,-14.082351,-3.92266,4.15802
23.602,-14.20003,5.727084,-0.666852
23.683,1.294478,1.176798,-3.608848
23.764,3.961887,0.392266,-0.078453
23.845,-20.005568,6.11935,10.591183
23.926,-15.337602,-5.217138,-11.375715
24.007,5.177911,4.707192,-3.530394
24.088,-6.393936,3.80498,-0.392266
24.169,-12.081794,16.592852,-8.43372
24.25,-13.415498,2.628182,-1.529837
24.331,-3.177355,5.021005,-1.725971
24.412,2.628182,2.549729,-2.706636
24.493,-3.098902,6.668522,-4.471833
24.574,-20.005568,5.452498,-20.005568
24.655,-7.649188,3.92266,3.80498
24.736,12.277926,2.824315,-2.981222
24.817,-4.903325,-0.902212,1.098345
24.898,-20.005568,-16.04368,12.905553
