"NAME:","run_2_1.csv"
"EXPERIMENT TIME:","2023/06/18 17:46"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","23"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-10.36","1.06","-1.69"
"0.101","-10.12","1.65","-2.63"
"0.202","-11.18","-0.71","0.12"
"0.303","-11.06","1.84","-0.20"
"0.404","-9.81","1.53","-0.39"
"0.505","-10.20","1.61","-0.04"
"0.606","-9.61","0.71","0.27"
"0.707","-12.47","2.39","0.08"
"0.808","-11.45","5.22","-3.41"
"0.909","-9.45","-1.65","-4.20"
"1.01","-14.98","2.16","0.63"
"1.111","-12.16","-5.45","1.06"
"1.212","4.71","-3.41","-3.57"
"1.313","-20.01","1.57","-0.51"
"1.414","-9.26","3.06","0.35"
"1.515","0.75","2.90","-6.32"
"1.616","-16.75","5.14","-3.88"
"1.717","-19.65","-9.49","-0.47"
"1.818","-2.47","-0.20","-4.47"
"1.919","-3.69","8.04","-7.88"
"2.02","-16.08","1.53","4.79"
"2.121","-5.02","-9.49","-1.84"
"2.222","-13.14","-0.63","0.20"
"2.323","-15.61","-1.14","3.57"
"2.424","-6.32","2.20","-2.04"
"2.525","-5.22","-2.94","-5.22"
"2.626","-16.83","-2.86","0.39"
"2.727","-8.47","-2.51","1.45"
"2.828","-1.06","10.59","-7.30"
"2.929","-8.47","1.69","-4.12"
"3.03","-19.77","-6.47","-1.77"
"3.131","-0.35","-0.35","-4.43"
"3.232","-10.79","12.32","-10.94"
"3.333","-20.01","-3.57","0.55"
"3.434","1.61","-4.31","-3.57"
"3.535","-6.86","0.47","-3.80"
"3.636","-17.22","2.79","3.06"
"3.737","-8.24","6.86","-1.88"
"3.838","-0.20","5.33","-4.28"
"3.939","-20.01","3.06","-5.84"
"4.04","-7.34","4.75","1.69"
"4.141","-1.45","8.71","-7.77"
"4.242","-8.79","1.02","7.69"
"4.343","-16.36","-7.73","-1.77"
"4.444","4.98","-8.43","-7.14"
"4.545","-20.01","5.06","11.26"
"4.646","-17.65","3.69","1.57"
"4.747","1.33","4.94","-1.41"
"4.848","-16.79","-5.53","-4.28"
"4.949","-20.01","-1.88","-1.96"
"5.05","0.82","1.96","-1.02"
"5.151","-10.55","9.92","-8.87"
"5.252","-16.99","-3.65","0.04"
"5.353","-3.22","-4.39","-5.81"
"5.454","-11.81","-1.92","-8.47"
"5.555","-15.81","6.67","2.86"
"5.656","-8.75","5.41","-2.55"
"5.757","-4.16","-0.51","2.39"
"5.858","-12.71","0.31","-0.43"
"5.959","-9.69","4.51","0.35"
"6.06","-2.24","11.81","-6.51"
"6.161","-20.01","5.14","0.75"
"6.262","-19.14","-6.98","-3.06"
"6.363","8.04","-1.45","-4.20"
"6.464","-19.34","2.47","20.01"
"6.565","-15.18","4.98","0.59"
"6.666","-1.92","6.67","-8.28"
"6.767","-6.16","-1.57","-13.89"
"6.868","-10.55","8.75","-0.04"
"6.969","-4.98","5.18","-1.65"
"7.07","-5.45","5.14","6.04"
"7.171","-17.34","-0.16","-0.08"
"7.272","-6.20","3.69","3.18"
"7.373","-4.08","-3.73","-6.08"
"7.474","-12.20","1.18","2.43"
"7.575","-19.85","4.47","1.61"
"7.676","-5.96","6.12","0.04"
"7.777","-4.00","-3.57","-2.90"
"7.878","-20.01","9.65","-11.18"
"7.979","-17.57","2.55","-0.82"
"8.08","2.98","-0.63","-1.92"
"8.181","-8.67","1.92","-6.75"
"8.282","-19.77","-5.22","-7.45"
"8.383","-14.63","-1.22","-2.31"
"8.484","-1.92","0.04","-2.24"
"8.585","-13.26","0.98","-17.97"
"8.686","-12.16","-4.24","-3.61"
"8.787","-0.63","7.73","-5.02"
"8.888","-16.20","-10.20","0.47"
"8.989","-9.57","0.43","-0.04"
"9.09","-9.26","-4.12","-2.98"
"9.191","-8.32","0.67","-2.16"
"9.292","-6.08","-1.88","-1.02"
"9.393","-12.43","5.49","-5.96"
"9.494","-12.32","4.43","-4.51"
"9.595","-6.24","0.78","-2.04"
"9.696","-7.26","1.73","-2.75"
"9.797","-11.18","2.86","-1.45"
"9.898","-12.12","0.43","-3.30"
"9.999","-12.47","1.92","-3.80"
"10.1","-9.65","-0.67","-2.82"
"10.201","-10.43","-0.90","-2.28"
