NAME:,walk_2_2,,
12.097,0.67,-1.7,-10.64
12.178,0.67,-1.7,-10.64
12.257,0.64,-0.86,-11.41
12.336,0.64,-0.89,-10.28
12.425,0.34,-0.38,-10.6
12.527,0.34,-0.38,-10.6
12.605,0.34,-0.38,-10.6
12.682,0.34,-0.38,-10.6
12.769,0.34,-0.38,-10.6
12.844,0.34,-0.38,-10.6
12.921,0.34,-0.38,-10.6
12.997,0.34,-0.38,-10.6
13.088,0.01,0.12,-10.41
13.172,0.71,-0.37,-10.64
13.253,1.31,0.04,-10.75
13.329,1.31,0.04,-10.75
13.382,1.31,0.04,-10.75
13.476,1.31,0.04,-10.75
13.555,1.31,0.04,-10.75
13.658,1.31,0.04,-10.75
13.737,1.31,0.04,-10.75
13.815,1.31,0.04,-10.75
13.898,1.36,-0.25,-10.79
13.975,0.73,0.52,-11.14
14.051,0.84,0.5,-12.09
14.134,0.84,0.5,-12.09
14.218,0.84,0.5,-12.09
14.295,0.84,0.5,-12.09
14.374,0.84,0.5,-12.09
14.451,0.84,0.5,-12.09
14.537,0.84,0.5,-12.09
14.615,0.84,0.5,-12.09
14.696,1.75,0.42,-12.36
14.797,2.96,-0.76,-13.57
14.882,2.94,-3.06,-12.47
14.96,2.94,-3.06,-12.47
15.039,2.94,-3.06,-12.47
15.117,2.94,-3.06,-12.47
15.194,2.94,-3.06,-12.47
15.276,2.94,-3.06,-12.47
15.356,2.94,-3.06,-12.47
15.43,2.94,-3.06,-12.47
15.507,2.35,-4.55,-12.84
15.594,1.57,-3.96,-10.97
15.666,1.63,-2.86,-11.4
15.742,1.63,-2.86,-11.4
15.828,1.63,-2.86,-11.4
15.929,1.63,-2.86,-11.4
16.015,1.63,-2.86,-11.4
16.077,1.63,-2.86,-11.4
16.177,1.63,-2.86,-11.4
16.259,1.63,-2.86,-11.4
16.341,1.37,-2.05,-11.06
16.418,1.1,-1.86,-11.09
16.499,0.52,-0.99,-10.64
16.579,0.52,-0.99,-10.64
16.658,0.52,-0.99,-10.64
16.739,0.52,-0.99,-10.64
16.816,0.52,-0.99,-10.64
16.901,0.52,-0.99,-10.64
16.978,0.52,-0.99,-10.64
17.059,0.52,-0.99,-10.64
17.141,0.97,-0.37,-9.94
17.22,1.05,-0.2,-10.04
17.299,1.31,-0.09,-10.51
17.38,1.31,-0.09,-10.51
17.469,1.31,-0.09,-10.51
17.55,1.31,-0.09,-10.51
17.629,1.31,-0.09,-10.51
17.709,1.31,-0.09,-10.51
17.785,1.31,-0.09,-10.51
17.865,1.31,-0.09,-10.51
17.92,0.52,0.04,-11.01
18.026,0.03,-0.29,-11.62
18.109,-0.54,-0.17,-11.91
18.198,-0.54,-0.17,-11.91
18.277,-0.54,-0.17,-11.91
18.361,-0.54,-0.17,-11.91
18.417,-0.54,-0.17,-11.91
18.528,-0.54,-0.17,-11.91
18.613,-0.54,-0.17,-11.91
18.695,-0.54,-0.17,-11.91
18.778,-0.12,-0.63,-12.84
18.852,0.71,-1.05,-13.96
18.929,1.27,-2.89,-13.62
19.018,1.27,-2.89,-13.62
19.106,1.27,-2.89,-13.62
19.188,1.27,-2.89,-13.62
19.507,1.27,-2.89,-13.62
19.611,1.27,-2.89,-13.62
19.626,1.27,-2.89,-13.62
19.636,1.27,-2.89,-13.62
19.693,0.82,-3.63,-13.38
19.7,0.22,-3.16,-11.72
19.754,0.24,-2.3,-12.09
19.834,0.24,-2.3,-12.09
19.913,0.24,-2.3,-12.09
19.969,0.24,-2.3,-12.09
20.078,0.24,-2.3,-12.09
20.161,0.24,-2.3,-12.09
20.219,0.24,-2.3,-12.09
20.303,0.24,-2.3,-12.09
20.386,0.65,-1.9,-11.74
20.447,0.42,-1.77,-11.75
20.528,-0.17,-1.19,-11.09
20.814,-0.17,-1.19,-11.09
21.012,-0.17,-1.19,-11.09
21.1,-0.17,-1.19,-11.09
21.109,-0.17,-1.19,-11.09
21.195,-0.17,-1.19,-11.09
21.246,-0.17,-1.19,-11.09
21.253,-0.17,-1.19,-11.09
21.308,0.03,-1.44,-9.62
21.361,0.52,-1.28,-9.48
21.416,1.5,-1.29,-10.28
21.498,1.5,-1.29,-10.28
21.552,1.5,-1.29,-10.28
21.63,1.5,-1.29,-10.28
21.686,1.5,-1.29,-10.28
21.975,1.5,-1.29,-10.28
22.271,1.5,-1.29,-10.28
22.342,1.5,-1.29,-10.28
22.446,1.31,-0.55,-11.64
22.456,0.38,-0.21,-12.45
22.462,-0.05,-1.36,-13.25
22.47,-0.05,-1.36,-13.25
22.48,-0.05,-1.36,-13.25
22.536,-0.05,-1.36,-13.25
22.619,-0.05,-1.36,-13.25
22.678,-0.05,-1.36,-13.25
22.757,-0.05,-1.36,-13.25
22.809,0.25,-0.58,-13.49
22.911,1.33,-2.03,-12.98
22.968,1.16,-1.48,-11.04
23.069,1.16,-1.48,-11.04
23.187,1.16,-1.48,-11.04
23.261,1.16,-1.48,-11.04
23.343,1.16,-1.48,-11.04
23.401,1.16,-1.48,-11.04
23.482,1.16,-1.48,-11.04
23.541,1.16,-1.48,-11.04
23.624,1.18,-2.41,-10.11
23.71,0.85,-1.73,-10.71
23.797,0.72,-1.18,-10.74
23.887,0.72,-1.18,-10.74
23.971,0.72,-1.18,-10.74
24.028,0.72,-1.18,-10.74
24.087,0.72,-1.18,-10.74
24.171,0.72,-1.18,-10.74
24.278,0.72,-1.18,-10.74
24.365,0.72,-1.18,-10.74
24.45,0.51,-1.43,-10.81
24.536,0.05,-1.03,-10.15
24.623,-0.24,-0.89,-10.66
24.712,-0.24,-0.89,-10.66
24.771,-0.24,-0.89,-10.66
24.857,-0.24,-0.89,-10.66
24.945,-0.24,-0.89,-10.66
25.034,-0.24,-0.89,-10.66
25.114,-0.24,-0.89,-10.66
25.178,-0.24,-0.89,-10.66
25.261,0.41,-0.95,-10.46
25.349,0.93,-0.75,-10.77
25.41,1.57,-0.73,-11.17
25.528,1.57,-0.73,-11.17
25.615,1.57,-0.73,-11.17
25.673,1.57,-0.73,-11.17
25.784,1.57,-0.73,-11.17
25.85,1.57,-0.73,-11.17
25.954,1.57,-0.73,-11.17
26.014,1.57,-0.73,-11.17
26.099,0.58,-0.01,-11.62
26.19,0,-0.08,-12
26.248,-0.42,0.25,-11.92
26.336,-0.42,0.25,-11.92
26.396,-0.42,0.25,-11.92
26.479,-0.42,0.25,-11.92
26.565,-0.42,0.25,-11.92
26.627,-0.42,0.25,-11.92
26.711,-0.42,0.25,-11.92
26.794,-0.42,0.25,-11.92
26.882,0.26,0,-12.6
26.942,0.9,0.5,-12.3
27.024,2.38,-1.12,-13.11
27.109,2.38,-1.12,-13.11
27.199,2.38,-1.12,-13.11
27.292,2.38,-1.12,-13.11
27.381,2.38,-1.12,-13.11
27.439,2.38,-1.12,-13.11
27.524,2.38,-1.12,-13.11
27.615,2.38,-1.12,-13.11
27.702,1.16,-0.78,-12.94
27.759,0.37,-2.14,-14.11
27.846,-0.5,-2.39,-12.4
27.94,-0.5,-2.39,-12.4
28.027,-0.5,-2.39,-12.4
28.091,-0.5,-2.39,-12.4
28.179,-0.5,-2.39,-12.4
28.267,-0.5,-2.39,-12.4
28.326,-0.5,-2.39,-12.4
28.411,-0.5,-2.39,-12.4
28.502,0.72,-2.33,-12.53
28.584,1.91,-2.85,-11.49
28.671,1.48,-1.87,-10.89
28.734,1.48,-1.87,-10.89
28.82,1.48,-1.87,-10.89
28.91,1.48,-1.87,-10.89
28.999,1.48,-1.87,-10.89
29.061,1.48,-1.87,-10.89
29.151,1.48,-1.87,-10.89
29.24,1.48,-1.87,-10.89
29.297,0.73,-3.82,-11.38
29.384,0.24,-2.89,-10.77
29.472,0.3,-3.32,-12.62
29.559,0.3,-3.32,-12.62
29.648,0.3,-3.32,-12.62
29.714,0.3,-3.32,-12.62
29.799,0.3,-3.32,-12.62
29.859,0.3,-3.32,-12.62
29.95,0.3,-3.32,-12.62
30.038,0.3,-3.32,-12.62
30.127,-0.18,-2.04,-10.51
30.223,-0.71,-1.92,-11.23
30.282,-0.63,-1.16,-10.29
30.368,-0.63,-1.16,-10.29
30.462,-0.63,-1.16,-10.29
30.552,-0.63,-1.16,-10.29
30.615,-0.63,-1.16,-10.29
30.701,-0.63,-1.16,-10.29
30.761,-0.63,-1.16,-10.29
30.846,-0.63,-1.16,-10.29
30.941,0.04,-1.69,-12.07
31.028,-0.03,-2.07,-11.27
31.119,0.31,-2,-11.19
31.183,0.31,-2,-11.19
31.267,0.31,-2,-11.19
31.36,0.31,-2,-11.19
31.423,0.31,-2,-11.19
31.479,0.31,-2,-11.19
31.569,0.31,-2,-11.19
31.665,0.31,-2,-11.19
31.762,0.48,-1.7,-10.4
31.824,0.67,-1.27,-10.43
31.914,-0.1,-1.37,-10.88
31.975,-0.1,-1.37,-10.88
32.062,-0.1,-1.37,-10.88
32.154,-0.1,-1.37,-10.88
32.216,-0.1,-1.37,-10.88
32.305,-0.1,-1.37,-10.88
32.39,-0.1,-1.37,-10.88
32.482,-0.1,-1.37,-10.88
32.542,-0.61,-1.4,-10.8
32.602,-0.29,-1.23,-10.92
32.69,0.89,-1.73,-10.15
32.781,0.89,-1.73,-10.15
32.871,0.89,-1.73,-10.15
32.965,0.89,-1.73,-10.15
33.03,0.89,-1.73,-10.15
33.12,0.89,-1.73,-10.15
33.184,0.89,-1.73,-10.15
33.272,0.89,-1.73,-10.15
33.365,0.98,-1.66,-9.92
33.435,0.35,-1.86,-10.3
33.522,-0.42,-1.4,-11.11
33.614,-0.42,-1.4,-11.11
33.705,-0.42,-1.4,-11.11
33.766,-0.42,-1.4,-11.11
33.852,-0.42,-1.4,-11.11
33.944,-0.42,-1.4,-11.11
34.008,-0.42,-1.4,-11.11
34.101,-0.42,-1.4,-11.11
34.189,-0.67,-0.59,-11.56
34.25,0.04,0.31,-11.01
34.339,0.69,0.65,-10.75
34.429,0.69,0.65,-10.75
34.519,0.69,0.65,-10.75
34.582,0.69,0.65,-10.75
34.668,0.69,0.65,-10.75
34.734,0.69,0.65,-10.75
34.824,0.69,0.65,-10.75
34.891,0.69,0.65,-10.75
34.951,1.03,0.42,-10.34
35.046,0.35,0.01,-10.6
35.141,-0.59,-0.08,-10.7
35.231,-0.59,-0.08,-10.7
35.326,-0.59,-0.08,-10.7
35.425,-0.59,-0.08,-10.7
35.486,-0.59,-0.08,-10.7
35.551,-0.59,-0.08,-10.7
35.611,-0.59,-0.08,-10.7
35.701,-0.59,-0.08,-10.7
35.788,-0.21,-0.26,-10.64
35.88,0.25,-0.12,-10.54
35.971,1.02,-0.04,-11.39
36.037,1.02,-0.04,-11.39
36.125,1.02,-0.04,-11.39
36.226,1.02,-0.04,-11.39
36.29,1.02,-0.04,-11.39
36.356,1.02,-0.04,-11.39
36.443,1.02,-0.04,-11.39
36.535,1.02,-0.04,-11.39
36.6,0.8,0.31,-11.82
36.687,0.42,0.16,-12.53
36.783,-0.63,0.14,-12.54
36.849,-0.63,0.14,-12.54
36.941,-0.63,0.14,-12.54
37,-0.63,0.14,-12.54
37.09,-0.63,0.14,-12.54
37.185,-0.63,0.14,-12.54
37.244,-0.63,0.14,-12.54
37.337,-0.63,0.14,-12.54
37.43,-0.43,0.03,-12.92
37.528,0.2,0.78,-12.68
37.593,2.03,-0.78,-13.1
37.685,2.03,-0.78,-13.1
37.745,2.03,-0.78,-13.1
37.838,2.03,-0.78,-13.1
37.899,2.03,-0.78,-13.1
37.993,2.03,-0.78,-13.1
38.056,2.03,-0.78,-13.1
38.152,2.03,-0.78,-13.1
38.211,1.66,-0.73,-12.94
38.303,0.92,-1.46,-13.77
38.395,-0.69,-0.47,-13.55
38.488,-0.69,-0.47,-13.55
38.551,-0.69,-0.47,-13.55
38.642,-0.69,-0.47,-13.55
38.706,-0.69,-0.47,-13.55
38.801,-0.69,-0.47,-13.55
38.866,-0.69,-0.47,-13.55
38.958,-0.69,-0.47,-13.55
39.056,-0.25,-0.35,-13.89
39.121,0.75,-0.38,-13.56
39.182,1.95,-1.11,-13
39.274,1.95,-1.11,-13
39.337,1.95,-1.11,-13
39.424,1.95,-1.11,-13
39.524,1.95,-1.11,-13
39.59,1.95,-1.11,-13
39.654,1.95,-1.11,-13
39.75,1.95,-1.11,-13
39.845,1.02,-1.18,-12.51
39.946,0.26,-2.25,-12.91
40.042,-0.89,-2.42,-12.03
40.105,-0.89,-2.42,-12.03
40.166,-0.89,-2.42,-12.03
40.261,-0.89,-2.42,-12.03
40.335,-0.89,-2.42,-12.03
40.397,-0.89,-2.42,-12.03
40.489,-0.89,-2.42,-12.03
40.587,-0.89,-2.42,-12.03
40.679,0.81,-4.45,-13.6
40.744,0.9,-4.69,-11.4
40.842,1.18,-3.94,-11.91
40.911,1.18,-3.94,-11.91
40.973,1.18,-3.94,-11.91
41.034,1.18,-3.94,-11.91
41.134,1.18,-3.94,-11.91
41.229,1.18,-3.94,-11.91
41.302,1.18,-3.94,-11.91
41.395,1.18,-3.94,-11.91
41.495,0.46,-2.65,-9.51
41.559,0.82,-2.24,-11.13
41.625,0.5,-1.69,-11.05
41.715,0.5,-1.69,-11.05
41.815,0.5,-1.69,-11.05
41.904,0.5,-1.69,-11.05
41.968,0.5,-1.69,-11.05
42.032,0.5,-1.69,-11.05
42.125,0.5,-1.69,-11.05
42.224,0.5,-1.69,-11.05
42.295,0.34,-1.7,-11.95
42.391,0.21,-1.2,-11.01
42.458,0,-0.97,-10.88
42.523,0,-0.97,-10.88
42.621,0,-0.97,-10.88
42.687,0,-0.97,-10.88
42.752,0,-0.97,-10.88
42.847,0,-0.97,-10.88
42.919,0,-0.97,-10.88
43.015,0,-0.97,-10.88
43.08,-0.12,-0.14,-10.23
43.144,0.46,-0.42,-10.06
43.239,1.05,-0.34,-10.63
43.331,1.05,-0.34,-10.63
43.403,1.05,-0.34,-10.63
43.501,1.05,-0.34,-10.63
43.594,1.05,-0.34,-10.63
43.666,1.05,-0.34,-10.63
43.734,1.05,-0.34,-10.63
43.831,1.05,-0.34,-10.63
43.928,1.03,-0.85,-11.3
44.001,0.05,0,-12.45
44.068,-0.55,-0.72,-12.75
44.135,-0.55,-0.72,-12.75
44.196,-0.55,-0.72,-12.75
44.296,-0.55,-0.72,-12.75
44.395,-0.55,-0.72,-12.75
44.469,-0.55,-0.72,-12.75
44.536,-0.55,-0.72,-12.75
44.598,-0.55,-0.72,-12.75
44.697,0.24,-1.37,-13.74
44.792,0.61,-3.2,-12.79
44.887,1.18,-3.61,-11.94
44.948,1.18,-3.61,-11.94
45.011,1.18,-3.61,-11.94
45.108,1.18,-3.61,-11.94
45.208,1.18,-3.61,-11.94
45.267,1.18,-3.61,-11.94
45.368,1.18,-3.61,-11.94
45.439,1.18,-3.61,-11.94
45.501,0.39,-3.39,-11.15
45.597,-0.2,-2.55,-11.11
45.675,0.13,-1.75,-10.8
45.772,0.13,-1.75,-10.8
45.84,0.13,-1.75,-10.8
45.937,0.13,-1.75,-10.8
46.008,0.13,-1.75,-10.8
46.073,0.13,-1.75,-10.8
46.172,0.13,-1.75,-10.8
46.24,0.13,-1.75,-10.8
46.305,-0.71,-1.01,-10.09
46.403,-1.02,0.04,-10.29
46.464,-1.6,0.71,-10.96
46.559,-1.6,0.71,-10.96
46.654,-1.6,0.71,-10.96
46.741,-1.6,0.71,-10.96
46.838,-1.6,0.71,-10.96
46.908,-1.6,0.71,-10.96
47.007,-1.6,0.71,-10.96
47.077,-1.6,0.71,-10.96
47.144,-0.75,0.77,-10.97
47.239,-0.08,0.47,-11.85
47.308,-0.05,0.69,-11.87
47.372,-0.05,0.69,-11.87
47.471,-0.05,0.69,-11.87
47.571,-0.05,0.69,-11.87
47.64,-0.05,0.69,-11.87
47.733,-0.05,0.69,-11.87
47.799,-0.05,0.69,-11.87
47.866,-0.05,0.69,-11.87
47.968,-0.38,0.08,-12.41
48.037,-1.11,0.13,-12.21
48.136,-1.06,-2.09,-12.87
48.205,-1.06,-2.09,-12.87
48.269,-1.06,-2.09,-12.87
48.336,-1.06,-2.09,-12.87
48.435,-1.06,-2.09,-12.87
48.532,-1.06,-2.09,-12.87
48.639,-1.06,-2.09,-12.87
48.706,-1.06,-2.09,-12.87
48.773,0.37,-2.88,-14.41
48.842,1.54,-4.34,-13.04
48.942,1.79,-3.75,-12.71
49.012,1.79,-3.75,-12.71
49.082,1.79,-3.75,-12.71
49.147,1.79,-3.75,-12.71
49.247,1.79,-3.75,-12.71
49.351,1.79,-3.75,-12.71
49.419,1.79,-3.75,-12.71
49.482,1.79,-3.75,-12.71
49.55,1.15,-2.64,-10.71
49.65,1.02,-2.01,-11.68
49.753,0.58,-1.74,-10.68
49.82,0.58,-1.74,-10.68
49.887,0.58,-1.74,-10.68
49.982,0.58,-1.74,-10.68
50.081,0.58,-1.74,-10.68
50.153,0.58,-1.74,-10.68
50.221,0.58,-1.74,-10.68
50.288,0.58,-1.74,-10.68
50.392,0.26,-2.04,-11.04
50.461,-0.22,-1.63,-10.64
50.564,-0.46,-0.93,-10.89
50.636,-0.46,-0.93,-10.89
50.704,-0.46,-0.93,-10.89
50.77,-0.46,-0.93,-10.89
50.867,-0.46,-0.93,-10.89
50.937,-0.46,-0.93,-10.89
51.035,-0.46,-0.93,-10.89
51.099,-0.46,-0.93,-10.89
51.198,-0.2,-0.69,-10.32
51.271,0.68,-0.63,-10.34
51.341,1.31,-0.44,-10.53
51.441,1.31,-0.44,-10.53
51.515,1.31,-0.44,-10.53
51.612,1.31,-0.44,-10.53
51.686,1.31,-0.44,-10.53
51.789,1.31,-0.44,-10.53
51.859,1.31,-0.44,-10.53
51.924,1.31,-0.44,-10.53
52.032,0.61,-0.47,-11.1
52.11,-0.03,-0.71,-11.4
52.177,-0.58,-1.11,-11.9
52.249,-0.58,-1.11,-11.9
52.318,-0.58,-1.11,-11.9
52.43,-0.58,-1.11,-11.9
52.499,-0.58,-1.11,-11.9
52.561,-0.58,-1.11,-11.9
52.657,-0.58,-1.11,-11.9
52.769,-0.58,-1.11,-11.9
52.843,-0.22,-0.78,-11.64
52.911,0.01,-0.16,-12.38
52.98,0.51,0.63,-12.06
53.045,0.51,0.63,-12.06
53.147,0.51,0.63,-12.06
53.215,0.51,0.63,-12.06
53.321,0.51,0.63,-12.06
53.395,0.51,0.63,-12.06
53.502,0.51,0.63,-12.06
53.574,0.51,0.63,-12.06
53.644,0.25,0.16,-12.64
53.716,-0.38,0.56,-12.51
53.785,-0.46,-0.78,-13.22
53.891,-0.46,-0.78,-13.22
53.963,-0.46,-0.78,-13.22
54.034,-0.46,-0.78,-13.22
54.104,-0.46,-0.78,-13.22
54.175,-0.46,-0.78,-13.22
54.28,-0.46,-0.78,-13.22
54.355,-0.46,-0.78,-13.22
54.426,-0.24,0.03,-12.96
54.498,1.48,-1.65,-13.57
54.6,1.71,-2.48,-11.73
54.675,1.71,-2.48,-11.73
54.779,1.71,-2.48,-11.73
54.79,1.71,-2.48,-11.73
54.895,1.71,-2.48,-11.73
55.008,1.71,-2.48,-11.73
55.078,1.71,-2.48,-11.73
55.18,1.71,-2.48,-11.73
55.253,1.39,-4.5,-12.72
55.323,0.41,-4.88,-10.37
55.429,0.37,-3.92,-11.75
55.501,0.37,-3.92,-11.75
55.571,0.37,-3.92,-11.75
55.641,0.37,-3.92,-11.75
55.743,0.37,-3.92,-11.75
55.81,0.37,-3.92,-11.75
55.878,0.37,-3.92,-11.75
55.946,0.37,-3.92,-11.75
56.05,0.89,-3.66,-9.14
56.155,0.99,-2.25,-10.63
56.219,1.33,-2.72,-9.17
56.287,1.33,-2.72,-9.17
56.394,1.33,-2.72,-9.17
56.464,1.33,-2.72,-9.17
56.567,1.33,-2.72,-9.17
56.639,1.33,-2.72,-9.17
56.706,1.33,-2.72,-9.17
56.776,1.33,-2.72,-9.17
56.881,1.53,-2.11,-10.45
56.956,1.15,-3.13,-10.36
57.023,0.65,-2.85,-11.11
57.132,0.65,-2.85,-11.11
57.2,0.65,-2.85,-11.11
57.266,0.65,-2.85,-11.11
57.371,0.65,-2.85,-11.11
57.443,0.65,-2.85,-11.11
57.509,0.65,-2.85,-11.11
57.578,0.65,-2.85,-11.11
57.675,0.16,-3.06,-11.38
57.741,0.42,-2.73,-10.77
57.839,0.24,-2.12,-10.85
57.925,0.24,-2.12,-10.85
58.017,0.24,-2.12,-10.85
58.118,0.24,-2.12,-10.85
58.128,0.24,-2.12,-10.85
58.223,0.24,-2.12,-10.85
58.323,0.24,-2.12,-10.85
58.381,0.24,-2.12,-10.85
58.466,-0.55,-2.25,-10.07
58.557,-0.3,-1.79,-9.99
58.622,0.44,-1.91,-9.81
58.716,0.44,-1.91,-9.81
58.784,0.44,-1.91,-9.81
58.895,0.44,-1.91,-9.81
59.003,0.44,-1.91,-9.81
59.076,0.44,-1.91,-9.81
59.145,0.44,-1.91,-9.81
59.215,0.44,-1.91,-9.81
59.287,1.23,-1.8,-9.99
59.392,0.21,-1.87,-10.46
59.467,-0.44,-2.09,-11.07
59.573,-0.44,-2.09,-11.07
59.659,-0.44,-2.09,-11.07
59.728,-0.44,-2.09,-11.07
59.798,-0.44,-2.09,-11.07
59.864,-0.44,-2.09,-11.07
59.933,-0.44,-2.09,-11.07
60.038,-0.44,-2.09,-11.07
60.109,-0.16,-1.94,-11.11
60.181,0.38,-2.22,-11.15
60.284,1.14,-2.82,-11.05
60.359,1.14,-2.82,-11.05
60.437,1.14,-2.82,-11.05
60.512,1.14,-2.82,-11.05
60.621,1.14,-2.82,-11.05
60.699,1.14,-2.82,-11.05
60.77,1.14,-2.82,-11.05
60.842,1.14,-2.82,-11.05
60.953,0.9,-2.69,-10.45
60.964,1.06,-2.47,-10.46
61.072,0.73,-1.92,-9.69
61.145,0.73,-1.92,-9.69
61.249,0.73,-1.92,-9.69
61.322,0.73,-1.92,-9.69
61.389,0.73,-1.92,-9.69
61.491,0.73,-1.92,-9.69
61.599,0.73,-1.92,-9.69
61.671,0.73,-1.92,-9.69
61.739,0.76,-1.84,-10.23
61.81,1.29,-1.22,-9.78
61.88,1.94,-0.9,-9.74
61.994,1.94,-0.9,-9.74
62.061,1.94,-0.9,-9.74
62.136,1.94,-0.9,-9.74
62.206,1.94,-0.9,-9.74
62.278,1.94,-0.9,-9.74
62.389,1.94,-0.9,-9.74
